     Q**2          x         u           d           g          ub          db          sb          s          cb          c          bb          b
     7.093     0.010    0.450E+00    0.415E+00    0.444E+01    0.282E+00    0.308E+00    0.160E+00    0.160E+00    0.706E-01    0.706E-01    0.000E+00    0.000E+00
     7.093     0.020    0.457E+00    0.414E+00    0.337E+01    0.229E+00    0.255E+00    0.129E+00    0.129E+00    0.543E-01    0.543E-01    0.000E+00    0.000E+00
     7.093     0.030    0.473E+00    0.414E+00    0.280E+01    0.198E+00    0.222E+00    0.111E+00    0.111E+00    0.449E-01    0.449E-01    0.000E+00    0.000E+00
     7.093     0.040    0.492E+00    0.415E+00    0.246E+01    0.177E+00    0.199E+00    0.985E-01    0.985E-01    0.388E-01    0.388E-01    0.000E+00    0.000E+00
     7.093     0.050    0.510E+00    0.415E+00    0.219E+01    0.160E+00    0.180E+00    0.882E-01    0.882E-01    0.339E-01    0.339E-01    0.000E+00    0.000E+00
     7.093     0.060    0.526E+00    0.413E+00    0.198E+01    0.144E+00    0.165E+00    0.799E-01    0.799E-01    0.299E-01    0.299E-01    0.000E+00    0.000E+00
     7.093     0.070    0.541E+00    0.412E+00    0.180E+01    0.131E+00    0.153E+00    0.727E-01    0.727E-01    0.266E-01    0.266E-01    0.000E+00    0.000E+00
     7.093     0.080    0.554E+00    0.409E+00    0.164E+01    0.119E+00    0.142E+00    0.664E-01    0.664E-01    0.238E-01    0.238E-01    0.000E+00    0.000E+00
     7.093     0.090    0.566E+00    0.406E+00    0.151E+01    0.108E+00    0.133E+00    0.609E-01    0.609E-01    0.213E-01    0.213E-01    0.000E+00    0.000E+00
     7.093     0.100    0.577E+00    0.403E+00    0.139E+01    0.977E-01    0.124E+00    0.559E-01    0.559E-01    0.191E-01    0.191E-01    0.000E+00    0.000E+00
     7.093     0.110    0.587E+00    0.399E+00    0.128E+01    0.890E-01    0.117E+00    0.515E-01    0.515E-01    0.172E-01    0.172E-01    0.000E+00    0.000E+00
     7.093     0.120    0.595E+00    0.394E+00    0.118E+01    0.813E-01    0.109E+00    0.474E-01    0.474E-01    0.155E-01    0.155E-01    0.000E+00    0.000E+00
     7.093     0.130    0.602E+00    0.388E+00    0.109E+01    0.745E-01    0.102E+00    0.438E-01    0.438E-01    0.140E-01    0.140E-01    0.000E+00    0.000E+00
     7.093     0.140    0.609E+00    0.382E+00    0.101E+01    0.686E-01    0.956E-01    0.404E-01    0.404E-01    0.126E-01    0.126E-01    0.000E+00    0.000E+00
     7.093     0.150    0.614E+00    0.375E+00    0.932E+00    0.633E-01    0.892E-01    0.373E-01    0.373E-01    0.114E-01    0.114E-01    0.000E+00    0.000E+00
     7.093     0.160    0.618E+00    0.369E+00    0.861E+00    0.586E-01    0.831E-01    0.345E-01    0.345E-01    0.103E-01    0.103E-01    0.000E+00    0.000E+00
     7.093     0.170    0.621E+00    0.361E+00    0.796E+00    0.544E-01    0.772E-01    0.319E-01    0.319E-01    0.931E-02    0.931E-02    0.000E+00    0.000E+00
     7.093     0.180    0.622E+00    0.354E+00    0.736E+00    0.507E-01    0.717E-01    0.295E-01    0.295E-01    0.840E-02    0.840E-02    0.000E+00    0.000E+00
     7.093     0.190    0.623E+00    0.346E+00    0.679E+00    0.473E-01    0.664E-01    0.273E-01    0.273E-01    0.758E-02    0.758E-02    0.000E+00    0.000E+00
     7.093     0.200    0.622E+00    0.338E+00    0.627E+00    0.443E-01    0.614E-01    0.253E-01    0.253E-01    0.684E-02    0.684E-02    0.000E+00    0.000E+00
     7.093     0.210    0.621E+00    0.330E+00    0.579E+00    0.415E-01    0.568E-01    0.234E-01    0.234E-01    0.617E-02    0.617E-02    0.000E+00    0.000E+00
     7.093     0.220    0.618E+00    0.321E+00    0.533E+00    0.389E-01    0.524E-01    0.216E-01    0.216E-01    0.556E-02    0.556E-02    0.000E+00    0.000E+00
     7.093     0.230    0.614E+00    0.312E+00    0.491E+00    0.365E-01    0.483E-01    0.200E-01    0.200E-01    0.500E-02    0.500E-02    0.000E+00    0.000E+00
     7.093     0.240    0.610E+00    0.304E+00    0.452E+00    0.343E-01    0.444E-01    0.184E-01    0.184E-01    0.450E-02    0.450E-02    0.000E+00    0.000E+00
     7.093     0.250    0.604E+00    0.295E+00    0.416E+00    0.322E-01    0.409E-01    0.170E-01    0.170E-01    0.405E-02    0.405E-02    0.000E+00    0.000E+00
     7.093     0.260    0.597E+00    0.286E+00    0.382E+00    0.302E-01    0.376E-01    0.157E-01    0.157E-01    0.363E-02    0.363E-02    0.000E+00    0.000E+00
     7.093     0.270    0.590E+00    0.277E+00    0.350E+00    0.284E-01    0.345E-01    0.145E-01    0.145E-01    0.326E-02    0.326E-02    0.000E+00    0.000E+00
     7.093     0.280    0.581E+00    0.268E+00    0.321E+00    0.266E-01    0.317E-01    0.134E-01    0.134E-01    0.292E-02    0.292E-02    0.000E+00    0.000E+00
     7.093     0.290    0.572E+00    0.259E+00    0.294E+00    0.249E-01    0.291E-01    0.124E-01    0.124E-01    0.261E-02    0.261E-02    0.000E+00    0.000E+00
     7.093     0.300    0.563E+00    0.250E+00    0.269E+00    0.233E-01    0.267E-01    0.114E-01    0.114E-01    0.234E-02    0.234E-02    0.000E+00    0.000E+00
     7.093     0.310    0.552E+00    0.241E+00    0.246E+00    0.217E-01    0.245E-01    0.105E-01    0.105E-01    0.209E-02    0.209E-02    0.000E+00    0.000E+00
     7.093     0.320    0.541E+00    0.231E+00    0.224E+00    0.202E-01    0.224E-01    0.965E-02    0.965E-02    0.186E-02    0.186E-02    0.000E+00    0.000E+00
     7.093     0.330    0.530E+00    0.222E+00    0.204E+00    0.188E-01    0.206E-01    0.887E-02    0.887E-02    0.166E-02    0.166E-02    0.000E+00    0.000E+00
     7.093     0.340    0.517E+00    0.213E+00    0.186E+00    0.175E-01    0.188E-01    0.815E-02    0.815E-02    0.147E-02    0.147E-02    0.000E+00    0.000E+00
     7.093     0.350    0.505E+00    0.204E+00    0.169E+00    0.162E-01    0.173E-01    0.748E-02    0.748E-02    0.131E-02    0.131E-02    0.000E+00    0.000E+00
     7.093     0.360    0.492E+00    0.195E+00    0.153E+00    0.150E-01    0.158E-01    0.686E-02    0.686E-02    0.116E-02    0.116E-02    0.000E+00    0.000E+00
     7.093     0.370    0.479E+00    0.187E+00    0.139E+00    0.139E-01    0.145E-01    0.629E-02    0.629E-02    0.103E-02    0.103E-02    0.000E+00    0.000E+00
     7.093     0.380    0.465E+00    0.178E+00    0.126E+00    0.128E-01    0.133E-01    0.575E-02    0.575E-02    0.906E-03    0.906E-03    0.000E+00    0.000E+00
     7.093     0.390    0.451E+00    0.169E+00    0.113E+00    0.118E-01    0.121E-01    0.526E-02    0.526E-02    0.799E-03    0.799E-03    0.000E+00    0.000E+00
     7.093     0.400    0.437E+00    0.161E+00    0.102E+00    0.108E-01    0.111E-01    0.480E-02    0.480E-02    0.703E-03    0.703E-03    0.000E+00    0.000E+00
     7.093     0.410    0.423E+00    0.152E+00    0.921E-01    0.993E-02    0.101E-01    0.438E-02    0.438E-02    0.618E-03    0.618E-03    0.000E+00    0.000E+00
     7.093     0.420    0.409E+00    0.144E+00    0.828E-01    0.909E-02    0.923E-02    0.399E-02    0.399E-02    0.542E-03    0.542E-03    0.000E+00    0.000E+00
     7.093     0.430    0.394E+00    0.136E+00    0.743E-01    0.831E-02    0.841E-02    0.363E-02    0.363E-02    0.474E-03    0.474E-03    0.000E+00    0.000E+00
     7.093     0.440    0.380E+00    0.128E+00    0.665E-01    0.758E-02    0.765E-02    0.329E-02    0.329E-02    0.414E-03    0.414E-03    0.000E+00    0.000E+00
     7.093     0.450    0.366E+00    0.120E+00    0.595E-01    0.690E-02    0.695E-02    0.299E-02    0.299E-02    0.361E-03    0.361E-03    0.000E+00    0.000E+00
     7.093     0.460    0.351E+00    0.113E+00    0.530E-01    0.627E-02    0.631E-02    0.270E-02    0.270E-02    0.314E-03    0.314E-03    0.000E+00    0.000E+00
     7.093     0.470    0.337E+00    0.106E+00    0.472E-01    0.569E-02    0.571E-02    0.244E-02    0.244E-02    0.272E-03    0.272E-03    0.000E+00    0.000E+00
     7.093     0.480    0.322E+00    0.989E-01    0.420E-01    0.515E-02    0.516E-02    0.220E-02    0.220E-02    0.235E-03    0.235E-03    0.000E+00    0.000E+00
     7.093     0.490    0.308E+00    0.922E-01    0.372E-01    0.465E-02    0.466E-02    0.198E-02    0.198E-02    0.203E-03    0.203E-03    0.000E+00    0.000E+00
     7.093     0.500    0.294E+00    0.857E-01    0.329E-01    0.419E-02    0.419E-02    0.178E-02    0.178E-02    0.175E-03    0.175E-03    0.000E+00    0.000E+00
     7.093     0.510    0.280E+00    0.795E-01    0.290E-01    0.376E-02    0.377E-02    0.160E-02    0.160E-02    0.150E-03    0.150E-03    0.000E+00    0.000E+00
     7.093     0.520    0.267E+00    0.735E-01    0.256E-01    0.337E-02    0.338E-02    0.143E-02    0.143E-02    0.128E-03    0.128E-03    0.000E+00    0.000E+00
     7.093     0.530    0.253E+00    0.678E-01    0.225E-01    0.301E-02    0.302E-02    0.127E-02    0.127E-02    0.110E-03    0.110E-03    0.000E+00    0.000E+00
     7.093     0.540    0.240E+00    0.624E-01    0.197E-01    0.269E-02    0.269E-02    0.113E-02    0.113E-02    0.932E-04    0.932E-04    0.000E+00    0.000E+00
     7.093     0.550    0.227E+00    0.572E-01    0.172E-01    0.239E-02    0.239E-02    0.100E-02    0.100E-02    0.790E-04    0.790E-04    0.000E+00    0.000E+00
     7.093     0.560    0.214E+00    0.524E-01    0.150E-01    0.211E-02    0.211E-02    0.886E-03    0.886E-03    0.668E-04    0.668E-04    0.000E+00    0.000E+00
     7.093     0.570    0.202E+00    0.477E-01    0.130E-01    0.187E-02    0.187E-02    0.780E-03    0.780E-03    0.562E-04    0.562E-04    0.000E+00    0.000E+00
     7.093     0.580    0.190E+00    0.434E-01    0.113E-01    0.164E-02    0.164E-02    0.684E-03    0.684E-03    0.472E-04    0.472E-04    0.000E+00    0.000E+00
     7.093     0.590    0.178E+00    0.393E-01    0.974E-02    0.144E-02    0.144E-02    0.598E-03    0.598E-03    0.394E-04    0.394E-04    0.000E+00    0.000E+00
     7.093     0.600    0.167E+00    0.355E-01    0.838E-02    0.125E-02    0.125E-02    0.520E-03    0.520E-03    0.328E-04    0.328E-04    0.000E+00    0.000E+00
     7.093     0.610    0.156E+00    0.319E-01    0.719E-02    0.108E-02    0.108E-02    0.450E-03    0.450E-03    0.272E-04    0.272E-04    0.000E+00    0.000E+00
     7.093     0.620    0.145E+00    0.286E-01    0.615E-02    0.935E-03    0.935E-03    0.387E-03    0.387E-03    0.225E-04    0.225E-04    0.000E+00    0.000E+00
     7.093     0.630    0.135E+00    0.256E-01    0.524E-02    0.801E-03    0.801E-03    0.332E-03    0.332E-03    0.185E-04    0.185E-04    0.000E+00    0.000E+00
     7.093     0.640    0.125E+00    0.227E-01    0.445E-02    0.682E-03    0.682E-03    0.282E-03    0.282E-03    0.151E-04    0.151E-04    0.000E+00    0.000E+00
     7.093     0.650    0.116E+00    0.201E-01    0.376E-02    0.576E-03    0.576E-03    0.238E-03    0.238E-03    0.123E-04    0.123E-04    0.000E+00    0.000E+00
     7.093     0.660    0.107E+00    0.177E-01    0.317E-02    0.483E-03    0.483E-03    0.199E-03    0.199E-03    0.995E-05    0.995E-05    0.000E+00    0.000E+00
     7.093     0.670    0.979E-01    0.155E-01    0.266E-02    0.400E-03    0.400E-03    0.165E-03    0.165E-03    0.801E-05    0.801E-05    0.000E+00    0.000E+00
     7.093     0.680    0.896E-01    0.135E-01    0.222E-02    0.328E-03    0.328E-03    0.135E-03    0.135E-03    0.641E-05    0.641E-05    0.000E+00    0.000E+00
     7.093     0.690    0.818E-01    0.118E-01    0.184E-02    0.266E-03    0.266E-03    0.109E-03    0.109E-03    0.509E-05    0.509E-05    0.000E+00    0.000E+00
     7.093     0.700    0.743E-01    0.101E-01    0.152E-02    0.211E-03    0.211E-03    0.870E-04    0.870E-04    0.403E-05    0.403E-05    0.000E+00    0.000E+00
     7.093     0.710    0.673E-01    0.869E-02    0.125E-02    0.165E-03    0.165E-03    0.678E-04    0.678E-04    0.316E-05    0.316E-05    0.000E+00    0.000E+00
     7.093     0.720    0.607E-01    0.740E-02    0.102E-02    0.125E-03    0.125E-03    0.516E-04    0.516E-04    0.246E-05    0.246E-05    0.000E+00    0.000E+00
     7.093     0.730    0.545E-01    0.625E-02    0.831E-03    0.920E-04    0.920E-04    0.379E-04    0.379E-04    0.190E-05    0.190E-05    0.000E+00    0.000E+00
     7.093     0.740    0.487E-01    0.525E-02    0.671E-03    0.643E-04    0.643E-04    0.266E-04    0.266E-04    0.145E-05    0.145E-05    0.000E+00    0.000E+00
