1.080000 5.85508981e-07 5.65545569e-07 6.01978911e-07 5.47585989e-07 6.18066639e-07
1.082636 8.42052940e-07 8.13695086e-07 8.65509011e-07 7.88355912e-07 8.88262273e-07
1.085272 1.10013748e-06 1.06389011e-06 1.13033529e-06 1.03039664e-06 1.15971718e-06
1.087908 1.35976301e-06 1.31577496e-06 1.39692742e-06 1.27439236e-06 1.43243477e-06
1.090544 1.61929751e-06 1.56770550e-06 1.66350075e-06 1.51911906e-06 1.70522358e-06
1.093181 1.87407313e-06 1.81525796e-06 1.92472412e-06 1.75993167e-06 1.97289068e-06
1.095817 2.13034402e-06 2.06431079e-06 2.18717482e-06 2.00261532e-06 2.24179865e-06
1.098453 2.38811083e-06 2.31502574e-06 2.45073921e-06 2.24716685e-06 2.51264293e-06
1.101089 2.65805884e-06 2.57788311e-06 2.72635175e-06 2.50364713e-06 2.79591418e-06
1.103725 2.94479596e-06 2.85680815e-06 3.01941206e-06 2.77655437e-06 3.09645570e-06
1.106361 3.23318482e-06 3.13794780e-06 3.31401626e-06 3.05123620e-06 3.39782494e-06
1.108997 3.52322638e-06 3.42066595e-06 3.61039241e-06 3.32773679e-06 3.70061901e-06
1.111633 3.84249948e-06 3.73105533e-06 3.93699263e-06 3.63179911e-06 4.03379216e-06
1.114269 4.18057269e-06 4.06104096e-06 4.28238258e-06 3.95421863e-06 4.38626325e-06
1.116905 4.52056322e-06 4.39306290e-06 4.62981168e-06 4.27888398e-06 4.74082312e-06
1.119542 4.86247245e-06 4.72718286e-06 4.97988499e-06 4.60579295e-06 5.09955837e-06
1.122178 5.26041206e-06 5.11525132e-06 5.38520689e-06 4.98515135e-06 5.51496923e-06
1.124814 5.67201239e-06 5.51781997e-06 5.80488207e-06 5.37659279e-06 5.94322613e-06
1.127450 6.08591670e-06 5.92339625e-06 6.22634482e-06 5.77447346e-06 6.37345740e-06
1.130086 6.50515618e-06 6.33331103e-06 6.65379361e-06 6.17768545e-06 6.80858164e-06
1.132722 7.01684952e-06 6.83309696e-06 7.17538916e-06 6.66955583e-06 7.33984186e-06
1.135358 7.53138881e-06 7.33671861e-06 7.69877381e-06 7.16299620e-06 7.87349935e-06
1.137994 8.04877658e-06 7.84326482e-06 8.22530268e-06 7.66094645e-06 8.41137944e-06
1.140630 8.59990327e-06 8.38364778e-06 8.78884519e-06 8.18966979e-06 8.98312789e-06
1.143266 9.25262054e-06 9.02311000e-06 9.45305231e-06 8.81671462e-06 9.65984882e-06
1.145903 9.90893287e-06 9.66501179e-06 1.01215555e-05 9.44719189e-06 1.03396631e-05
1.148539 1.05688437e-05 1.03119065e-05 1.07942042e-05 1.00803737e-05 1.10234287e-05
