x	Quantity	Uncertainty
0.1	0.22473247136505	0.00159521321117741
0.11	0.257273021649339	0.00182655721836797
0.12	0.282974648084608	0.00200921173747752
0.13	0.303022732143226	0.00215163605451228
0.14	0.31834990428982	0.00226023476115434
0.15	0.329704825094051	0.00234108410979268
0.16	0.337702269591238	0.00239752751229848
0.17	0.342850581421253	0.0024347273286684
0.18	0.345590093544313	0.00245352939833715
0.19	0.346290884489741	0.0024590000044647
0.2	0.345283335926507	0.00245160855423354
0.21	0.342859227636584	0.00243421743451303
0.22	0.339291055371273	0.00240884297794088
0.23	0.334818373555134	0.00237765349042992
0.24	0.329684872073076	0.00234098572091962
0.25	0.324130150194391	0.00230164727473241
0.26	0.3183908323073	0.00226041590723537
0.27	0.31271872808835	0.00222035292348036
0.28	0.319413837877395	0.00249190855021106
0.29	0.316870833151975	0.0025804589412817
0.3	0.312732219338562	0.00266439974540138
0.31	0.312773017403593	0.00279285798572377
0.32	0.311379559319601	0.00290188670627553
0.33	0.307731524994927	0.00298614264059406
0.34	0.304096004004719	0.0030700061661406
0.35	0.30255612548431	0.00317251002422466
0.36	0.289133943147299	0.00320891113598372
0.37	0.276259392564128	0.00325041426365061
0.38	0.269410602666379	0.0033534627858857
0.39	0.260301406294537	0.00343159080374051
0.4	0.27156414452365	0.00369336923800804
0.41	0.299670890509758	0.00416783576105461
0.42	0.316237337261925	0.00460442307938833
0.43	0.301261179031072	0.00469552383184552
0.44	0.266055821117706	0.00412216707483052
0.45	0.233389160780012	0.00425483754299877
0.46	0.201252911113103	0.00275939650685264
0.47	0.18400490339812	0.00250722540250776
0.48	0.181120839249949	0.00214176103868173
0.49	0.18918385114147	0.00190987332021061
0.5	0.209197945510672	0.00197238951362109
0.51	0.228677779329741	0.00214870128826992
0.52	0.229434770977968	0.00222226791098662
0.53	0.19842365163263	0.00205392409162744
0.54	0.162300551293021	0.00185632793999822
0.55	0.142345755241114	0.00177434087109238
0.56	0.13050649839972	0.00181642058587501
0.57	0.124672883770261	0.00215426242699156
0.58	0.119615742883597	0.00212544034063323
0.59	0.113301743700008	0.00209159172873682
0.6	0.108660630975144	0.00207796827217859
0.61	0.108639345210702	0.00208352951041678
0.62	0.110139831840427	0.00221851424772213
0.63	0.109068083125398	0.00221492249985404
0.64	0.108680031394744	0.00221008561308867
0.65	0.110935369972662	0.00192719654039558
0.66	0.113558235726626	0.00183105279105781
0.67	0.119027849917885	0.00197489726620009
0.68	0.127687877928812	0.00211529121440147
0.69	0.138194596275225	0.00219765252461129
0.7	0.145879700617805	0.00225698715214372
0.71	0.143828448005086	0.00232855173217512
0.72	0.13559009109999	0.0024341467872831
0.73	0.115893315188201	0.00214128859779425
0.74	0.0927168489792936	0.00199934555878912
0.75	0.0709505661185852	0.00178064506118768
0.76	0.0542048557668172	0.00166047403220899
0.77	0.0415818838195629	0.00147277785139139
0.78	0.0339983334430538	0.00135207478159786
0.79	0.0268060347205988	0.00109983454321316
0.8	0.0209374218826193	0.000901162765714856
0.81	0.015762794190665	0.00067703533822841
