W	Quantity	Uncertainty
1.1	0.002728	0.000931
1.11	0.003866	0.001363
1.12	0.005397	0.001587
1.13	0.007125	0.001818
1.14	0.009352	0.00203
1.15	0.011876	0.002384
1.16	0.015317	0.003205
1.17	0.019131	0.004068
1.18	0.024078	0.004935
1.19	0.029459	0.005588
1.2	0.034742	0.005577
1.21	0.038917	0.004412
1.22	0.041206	0.003908
1.23	0.04275	0.00422
1.24	0.042495	0.004115
1.25	0.041671	0.003923
1.26	0.040247	0.00369100000000001
1.27	0.039622	0.003539
1.28	0.039845	0.00333
1.29	0.039889	0.003256
1.3	0.039945	0.003287
1.31	0.040558	0.00339
1.32	0.041494	0.003358
1.33	0.042232	0.00323800000000001
1.34	0.043434	0.00345299999999999
1.35	0.044283	0.003772
1.36	0.04558	0.003702
1.37	0.047296	0.003576
1.38	0.0488920000000001	0.003681
1.39	0.051278	0.00384
1.4	0.052971	0.003949
1.41	0.053918	0.004124
1.42	0.055998	0.004344
1.43	0.0590340000000001	0.00464700000000001
1.44	0.062834	0.005245
1.45	0.066908	0.006031
1.46	0.072188	0.006813
1.47	0.078965	0.008097
1.48	0.0872030000000002	0.00948300000000002
1.49	0.0957540000000002	0.010309
1.5	0.103838	0.009717
1.51	0.107812	0.009147
1.52	0.106824	0.009514
1.53	0.103094	0.00965299999999999
1.54	0.098928	0.009071
1.55	0.095534	0.008476
1.56	0.092825	0.008002
1.57	0.0904680000000001	0.00747700000000001
1.58	0.090269	0.007284
1.59	0.090874	0.007282
1.6	0.093224	0.007214
1.61	0.0955109999999999	0.00743299999999999
1.62	0.099364	0.007943
1.63	0.103966	0.008236
1.64	0.109759	0.00849900000000001
1.65	0.116349	0.00902000000000002
1.66	0.123867	0.010022
1.67	0.132363	0.011292
1.68	0.140955	0.011941
1.69	0.148585	0.011968
1.7	0.153538	0.012158
1.71	0.155911	0.012631
1.72	0.155464	0.013154
1.73	0.153506	0.013579
1.74	0.151343	0.013853
1.75	0.14916	0.013733
1.76	0.147115	0.013262
1.77	0.145427	0.012899
1.78	0.144386	0.012638
1.79	0.144107	0.012489
1.8	0.145571	0.012582
1.81	0.147546	0.012863
1.82	0.149661	0.013111
1.83	0.152071	0.013335
1.84	0.154826	0.013741
1.85	0.157666	0.014344
1.86	0.160958	0.015035
1.87	0.164611	0.015679
1.88	0.168206	0.015843
1.89	0.171611	0.016261
1.9	0.174748	0.0171
1.91	0.177932	0.018067
1.92	0.180932	0.018001
1.93	0.184021	0.017506
1.94	0.186928	0.017375
1.95	0.189561	0.017762
1.96	0.192061	0.01847
1.97	0.194677	0.019234
1.98	0.19762	0.020086
1.99	0.20023	0.021013
2	0.202653	0.022189
2.01	0.203076	0.022762
2.02	0.205873	0.02297
2.03	0.208835	0.022617
2.04	0.211859	0.022867
2.05	0.214775	0.023314
2.06	0.217897	0.024011
2.07	0.221042	0.024319
2.08	0.22422	0.0254
2.09	0.227694	0.026772
2.1	0.231413	0.028145
2.11	0.235279	0.02779
2.12	0.238596	0.027452
2.13	0.241793	0.026743
2.14	0.244961	0.025696
2.15	0.248659	0.025752
2.16	0.252511	0.026028
2.17	0.256411	0.026644
2.18	0.26018	0.027827
2.19	0.260172	0.029388
2.2	0.263131	0.031164
