x	Quantity	Uncertainty
0.16	0.249702299581873	0.00835998484851513
0.17	0.268347279349636	0.00898403612333077
0.18	0.283504880024689	0.0094913247273259
0.19	0.2955982636888	0.00989626314552041
0.2	0.304987374360581	0.0102106698119429
0.21	0.311992322375717	0.0104450307942052
0.22	0.316886567680347	0.0106093240579871
0.23	0.319913613059756	0.0107106140966391
0.24	0.321294483028878	0.0107566879021286
0.25	0.321220487875464	0.0107544942998217
0.26	0.319864941445831	0.0107087286872881
0.27	0.317381882556696	0.0106255017002188
0.28	0.313918977362456	0.0105097593376432
0.29	0.309598475387964	0.0103648050035665
0.3	0.304539580840086	0.0101960298986518
0.31	0.298850330540677	0.0100052044176185
0.32	0.292632199809554	0.00979696848038787
0.33	0.285977076027124	0.00957394046420619
0.34	0.278969393860487	0.00933955037633889
0.35	0.271694522099276	0.00909645617710643
0.36	0.264231046246459	0.00884597200240307
0.37	0.256655110787597	0.00859233669167629
0.38	0.249043745666526	0.00833767075556993
0.39	0.241477166397531	0.00808445227313014
0.4	0.234036513228645	0.00783549587117961
0.41	0.233717208122458	0.00799215903718729
0.42	0.22473593941293	0.00595288339246116
0.43	0.217114690481962	0.0069257377663996
0.44	0.208381939436043	0.00497988499987755
0.45	0.201907318872542	0.00350533794356389
0.46	0.195215093221038	0.00355232658898915
0.47	0.189867201145107	0.00337910685182514
0.48	0.185435603148341	0.00279497210036813
0.49	0.179884726681043	0.00270593582571868
0.5	0.172380463215985	0.00271250433547745
0.51	0.164712411767551	0.00273617347013162
0.52	0.156074427134718	0.00271544760140061
0.53	0.149814725645278	0.0026758656708002
0.54	0.14608130283413	0.00268684772804851
0.55	0.147826028108885	0.00276486368271402
0.56	0.154441029948658	0.00296298467408346
0.57	0.159678072282974	0.00306207258638858
0.58	0.153837293340519	0.0029893761785256
0.59	0.136557250441611	0.00283540061884156
0.6	0.117732351279563	0.00265859229439792
0.61	0.104094263754484	0.00250606984619205
0.62	0.096633042055011	0.00240451703309527
0.63	0.0951162357289147	0.00245561340690002
0.64	0.100284116516445	0.00258197744200898
0.65	0.109268505284587	0.00280841221846555
0.66	0.118005740916609	0.00307008330267607
0.67	0.109727647902075	0.002975327952762
0.68	0.0904638269834333	0.00260684635501422
0.69	0.0748105806561169	0.00243006601500455
0.7	0.0651883145964162	0.00232880692513336
0.71	0.0585882670610188	0.0022451571598941
0.72	0.0555194999092596	0.00220417260178846
0.73	0.0516329936352305	0.00220528398272617
0.74	0.0488222355928189	0.00216832774781375
0.75	0.0471447782346374	0.00222595148000856
0.76	0.0453348594583645	0.00207956746573263
0.77	0.0443397559998864	0.00210839018606623
0.78	0.04426832023006	0.00216747642628945
0.79	0.0446836583290118	0.00214220798283301
0.8	0.0473423644828651	0.00237233403800728
0.81	0.0493865962663096	0.00249176362615761
0.82	0.0473881193772289	0.00248773336725463
0.83	0.0413305388508944	0.00227371145831257
0.84	0.0312616705022844	0.00191630791383076
0.85	0.0217461249223826	0.00150232737036332
0.86	0.0151879682006969	0.00121733917304425
0.87	0.0102659678941249	0.00103925267918743
0.88	0.00635221868697611	0.000891070529542958
0.89	0.00365102927393228	0.000666359415407726
