W	Quantity	Uncertainty
1.1	0.003752	0.000517
1.11	0.005451	0.000705
1.12	0.007583	0.000895
1.13	0.01017	0.001122
1.14	0.013414	0.001299
1.15	0.016758	0.001422
1.16	0.021309	0.001581
1.17	0.026282	0.001922
1.18	0.033117	0.002136
1.19	0.040911	0.002421
1.2	0.048297	0.002815
1.21	0.053824	0.003038
1.22	0.056994	0.003043
1.23	0.059232	0.003219
1.24	0.058205	0.003105
1.25	0.056518	0.002826
1.26	0.0539500000000001	0.002701
1.27	0.052339	0.002721
1.28	0.052052	0.002757
1.29	0.051342	0.002565
1.3	0.051174	0.002527
1.31	0.051721	0.002586
1.32	0.05212	0.002546
1.33	0.052881	0.002445
1.34	0.054167	0.002404
1.35	0.054899	0.002473
1.36	0.055864	0.002553
1.37	0.057498	0.002585
1.38	0.059087	0.002595
1.39	0.061727	0.002509
1.4	0.063817	0.002438
1.41	0.065083	0.002487
1.42	0.067675	0.002556
1.43	0.0713050000000001	0.002612
1.44	0.0759549999999999	0.002624
1.45	0.0811149999999998	0.002657
1.46	0.087749	0.002711
1.47	0.0965199999999998	0.002804
1.48	0.107608	0.00298800000000001
1.49	0.118753	0.00321
1.5	0.128755	0.003336
1.51	0.133574	0.003349
1.52	0.132751	0.003314
1.53	0.127589	0.003222
1.54	0.121201	0.003034
1.55	0.11601	0.00284
1.56	0.112032	0.002754
1.57	0.108344	0.002702
1.58	0.106755	0.002643
1.59	0.106069	0.002594
1.6	0.107911	0.002583
1.61	0.110365	0.002611
1.62	0.114533	0.002658
1.63	0.119945	0.0027
1.64	0.12698	0.002735
1.65	0.134712	0.002788
1.66	0.143262	0.002857
1.67	0.152973	0.00293
1.68	0.162742	0.003021
1.69	0.170868	0.003106
1.7	0.176091	0.003136
1.71	0.179551	0.003128
1.72	0.180107	0.003091
1.73	0.178514	0.003032
1.74	0.175214	0.002959
1.75	0.171135	0.002891
1.76	0.167729	0.002812
1.77	0.164908	0.002741
1.78	0.16252	0.002685
1.79	0.161945	0.002657
1.8	0.162948	0.002642
1.81	0.164542	0.002634
1.82	0.166191	0.002629
1.83	0.168254	0.002643
1.84	0.170792	0.002656
1.85	0.173413	0.002656
1.86	0.176608	0.002652
1.87	0.18015	0.002655
1.88	0.183517	0.002681
1.89	0.186561	0.002697
1.9	0.189388	0.002703
1.91	0.192276	0.002702
1.92	0.194803	0.002699
1.93	0.197495	0.002685
1.94	0.19989	0.002672
1.95	0.201977	0.002663
1.96	0.20353	0.002666
1.97	0.20498	0.002664
1.98	0.20665	0.002654
1.99	0.208068	0.002641
2	0.209182	0.002638
2.01	0.21057	0.002634
2.02	0.212595	0.002619
2.03	0.214813	0.002591
2.04	0.216986	0.002575
2.05	0.218817	0.002565
2.06	0.220806	0.002558
2.07	0.222618	0.002678
2.08	0.224418	0.002856
2.09	0.226395	0.003074
2.1	0.228712	0.003163
2.11	0.231284	0.003227
2.12	0.233978	0.003286
2.13	0.236649	0.003338
2.14	0.238618	0.003368
2.15	0.240562	0.003334
2.16	0.24282	0.003359
2.17	0.245452	0.003445
2.18	0.248483	0.003618
2.19	0.250757	0.003823
2.2	0.252744	0.004155
