x	Quantity	Uncertainty
0.1	0.803698442723639	0.0534173955760798
0.11	0.880814126538754	0.058542753042695
0.12	0.919097950711823	0.0610870733473637
0.13	0.931897538364918	0.0619380189231696
0.14	0.927799924192365	0.0616655174896567
0.15	0.912468812607551	0.0606462900801438
0.16	0.88973233887791	0.0591347455355959
0.17	0.862201715111347	0.0573057853170559
0.18	0.831718601517492	0.0552792873317316
0.19	0.799556927859279	0.0531418273147578
0.2	0.76662777173544	0.0509534199613619
0.21	0.733595591464147	0.0487580989236511
0.22	0.700923148316797	0.046586103725258
0.23	0.668950219922335	0.0444612095826409
0.24	0.637933575194007	0.0423996774988583
0.25	0.608073592644108	0.0404154228059918
0.26	0.579519912277116	0.0385173239128331
0.27	0.552407577987469	0.0367150807950356
0.28	0.563705666316487	0.0295723718390829
0.29	0.550315937797671	0.0272836742020179
0.3	0.534452571755343	0.0252453737482819
0.31	0.52768636132912	0.0239314511795096
0.32	0.51852549510785	0.0229030884003058
0.33	0.505672498269423	0.0210804075218408
0.34	0.494982385060796	0.0193483140848102
0.35	0.486658789488196	0.017742246681348
0.36	0.463029326007372	0.0176470018243645
0.37	0.437330817544812	0.014632220963676
0.38	0.423075845830516	0.0137189114045031
0.39	0.405964522162584	0.0133634998262976
0.4	0.424344334467974	0.0177150401158963
0.41	0.468336998660367	0.0226334173494598
0.42	0.487832468299815	0.018864901652862
0.43	0.459545945612291	0.0154524849680388
0.44	0.411338178948209	0.0208553974875478
0.45	0.365674196703647	0.0218048290593237
0.46	0.320533114087732	0.0174330395331795
0.47	0.293585053333488	0.0169671118626024
0.48	0.29273201277535	0.0175263269739496
0.49	0.318913067021139	0.0200186553881755
0.5	0.350814000987153	0.0237505037840702
0.51	0.38662985042229	0.0241275069704011
0.52	0.381952428365432	0.021485699089453
0.53	0.318800497261071	0.0208097367761552
0.54	0.259856515235949	0.0169887817217647
0.55	0.227129899501906	0.0133876630716705
0.56	0.206581929658908	0.0110083283810055
0.57	0.194956634863062	0.00962451833925258
0.58	0.190084098499086	0.00872461047655473
0.59	0.178859010547874	0.0082545183262957
0.6	0.170911555017019	0.00798801148413229
0.61	0.168634834000202	0.00820450218021873
0.62	0.169326710157349	0.00813184441690102
0.63	0.17098494328232	0.00908670169626564
0.64	0.17388431578972	0.0105702889024945
0.65	0.17853903491783	0.0113486380598711
0.66	0.18728772680405	0.0121514832795063
0.67	0.196738911415791	0.0132383690917757
0.68	0.208928193614734	0.0136543774410723
0.69	0.227125361407179	0.0139442433499794
0.7	0.237768916505886	0.0135389905394992
0.71	0.230980790702839	0.0125265083219291
0.72	0.216750597934929	0.014850418934923
0.73	0.186090966385314	0.0166100306663753
0.74	0.148550643403542	0.0167494989308605
0.75	0.113146970005546	0.0134674159255551
0.76	0.0881110987965251	0.0104911479557533
0.77	0.0684352786271035	0.00777951215278389
0.78	0.0554198581206678	0.00597554019182673
0.79	0.0436250594271632	0.00467280015973833
0.8	0.0344769339766325	0.00440065242523033
0.81	0.0257950625763099	0.00356234901953355
