x	Quantity	Uncertainty
0.12	0.647286259736445	0.0542303442685483
0.13	0.713543001036812	0.0597816439209064
0.14	0.753106515453161	0.0630963677057435
0.15	0.773635512858521	0.0648161262219119
0.16	0.780507741255477	0.0653918262455575
0.17	0.777531249154875	0.0651421874751885
0.18	0.767453357260309	0.0642981147875728
0.19	0.752271862637335	0.0630261755739581
0.2	0.733482139476797	0.0614518442570153
0.21	0.712169370886546	0.0596658470393185
0.22	0.68916832589519	0.057739250695525
0.23	0.66511748765652	0.0557238848820855
0.24	0.640456829785496	0.0536577561833736
0.25	0.61558379899091	0.0515737658684503
0.26	0.590758322976175	0.0494941906149178
0.27	0.566203043593439	0.0474370333215503
0.28	0.542079038258665	0.0454161728414677
0.29	0.518522076325969	0.0434423188301142
0.3	0.495634965588058	0.0415244595432794
0.31	0.473506408762189	0.0396708552621623
0.32	0.452208830243199	0.037886658654759
0.33	0.431812102086464	0.0361774980505282
0.34	0.420653102878637	0.0325573666131303
0.35	0.404462797043813	0.0293777903584757
0.36	0.389013756451606	0.0267294506034086
0.37	0.374369046630095	0.0248179432373231
0.38	0.364221259878664	0.023476989434959
0.39	0.353081277210981	0.0223756666196971
0.4	0.342894675393643	0.0211580106851681
0.41	0.332840885058106	0.0189605053089759
0.42	0.322179383334276	0.0174297740450964
0.43	0.305330479520381	0.0164001172800308
0.44	0.288538330738964	0.0150715306239485
0.45	0.277629399665143	0.0138858962776321
0.46	0.267482543606069	0.0133372191051693
0.47	0.27369259909796	0.0147191966502853
0.48	0.293051335269777	0.0183707172564517
0.49	0.30601586713329	0.0164169090356546
0.5	0.295461340051044	0.0145352035057995
0.51	0.264865147945515	0.0149431987688526
0.52	0.232490988693602	0.0126440856467578
0.53	0.204284563981186	0.00980092983497831
0.54	0.186664095697087	0.00854487492876224
0.55	0.180332706529922	0.00963504267223402
0.56	0.189062936615069	0.0110188070131418
0.57	0.205487485367603	0.0145105740934912
0.58	0.225302010324497	0.0148853349869422
0.59	0.227698194803084	0.012834197457934
0.6	0.194713927066338	0.0151107025259976
0.61	0.159646995195343	0.0129289891199371
0.62	0.13807385405979	0.00906567519793191
0.63	0.124284692934046	0.00685845753863092
0.64	0.116001233845169	0.00602538845504866
0.65	0.111840849801973	0.00543227828464079
0.66	0.104298256575939	0.00509874184786624
0.67	0.099922630095955	0.00507206135142336
0.68	0.0973560879795792	0.0052075498989397
0.69	0.0966153093836785	0.00517142637657791
0.7	0.096355	0.00593458773723341
0.71	0.0968713974998911	0.0078220944349795
0.72	0.0995826451418547	0.00828018075386351
0.73	0.103262960288753	0.00854174336565722
0.74	0.108975735302324	0.00939182993959299
0.75	0.117170745248416	0.0111202621059544
0.76	0.120945350003878	0.0104194621107218
0.77	0.113167609494526	0.0106445335710557
0.78	0.0997829746169111	0.012282943932091
0.79	0.0789874733053919	0.0109545447361719
0.8	0.0583291486682929	0.00832453932688197
0.81	0.0435069859287262	0.0061144942822894
0.82	0.0318810392623316	0.00467740481936062
0.83	0.0244349094602991	0.00368920099515321
0.84	0.0179724737023681	0.00315478935020549
0.85	0.0125751154730092	0.00246022323081218
