   W [GeV]        F1        F2        FL        g1        g2      H1/2      H3/2        A1        A2sigT [mub]sigL [mub]  dXS [nb]
      1.08    0.0000    0.0000    0.0000    0.0000   -0.0000    0.0000    0.0000    0.5080   -0.3026    0.0004    0.0003    0.0000
      1.09    0.0000    0.0000    0.0000    0.0000   -0.0000    0.0000    0.0000    0.4035   -0.3186    0.0008    0.0009    0.0000
      1.10    0.0000    0.0000    0.0000    0.0000   -0.0000    0.0000    0.0000    0.3659   -0.3168    0.0014    0.0016    0.0000
      1.11    0.0000    0.0000    0.0000    0.0000   -0.0000    0.0000    0.0000    0.3418   -0.3147    0.0020    0.0024    0.0000
      1.12    0.0000    0.0000    0.0000    0.0000   -0.0000    0.0000    0.0000    0.3188   -0.3154    0.0028    0.0034    0.0000
      1.13    0.0000    0.0000    0.0000    0.0000   -0.0000    0.0000    0.0000    0.2935   -0.3193    0.0037    0.0047    0.0000
      1.14    0.0000    0.0000    0.0000    0.0000   -0.0000    0.0000    0.0000    0.2649   -0.3262    0.0048    0.0063    0.0000
      1.15    0.0000    0.0000    0.0000    0.0000   -0.0000    0.0000    0.0000    0.2332   -0.3356    0.0062    0.0084    0.0000
      1.16    0.0000    0.0001    0.0000   -0.0000   -0.0000    0.0000    0.0000    0.1993   -0.3469    0.0078    0.0110    0.0000
      1.17    0.0000    0.0001    0.0001   -0.0000   -0.0000    0.0000    0.0000    0.1650   -0.3590    0.0097    0.0143    0.0000
      1.18    0.0000    0.0001    0.0001   -0.0000   -0.0000    0.0000    0.0000    0.1333   -0.3705    0.0120    0.0183    0.0000
      1.19    0.0000    0.0001    0.0001   -0.0000   -0.0000    0.0000    0.0000    0.1083   -0.3794    0.0145    0.0229    0.0000
      1.20    0.0000    0.0002    0.0001   -0.0000   -0.0000    0.0000    0.0000    0.0957   -0.3829    0.0173    0.0276    0.0001
      1.21    0.0001    0.0002    0.0002   -0.0000   -0.0000    0.0001    0.0000    0.1014   -0.3781    0.0200    0.0316    0.0001
      1.22    0.0001    0.0002    0.0002   -0.0000   -0.0000    0.0001    0.0001    0.1355   -0.3603    0.0224    0.0342    0.0001
      1.23    0.0001    0.0002    0.0002    0.0000   -0.0000    0.0001    0.0001    0.2053   -0.3259    0.0247    0.0348    0.0001
      1.24    0.0001    0.0003    0.0002    0.0000   -0.0000    0.0001    0.0001    0.2998   -0.2797    0.0268    0.0335    0.0001
      1.25    0.0001    0.0003    0.0002    0.0000   -0.0001    0.0001    0.0001    0.4054   -0.2277    0.0290    0.0312    0.0001
      1.26    0.0001    0.0003    0.0002    0.0000   -0.0001    0.0001    0.0000    0.5098   -0.1757    0.0315    0.0285    0.0001
      1.27    0.0001    0.0003    0.0002    0.0000   -0.0001    0.0002    0.0000    0.6043   -0.1279    0.0345    0.0260    0.0001
      1.28    0.0001    0.0003    0.0002    0.0001   -0.0001    0.0002    0.0000    0.6844   -0.0867    0.0381    0.0239    0.0001
      1.29    0.0001    0.0003    0.0001    0.0001   -0.0001    0.0003    0.0000    0.7492   -0.0528    0.0426    0.0224    0.0001
      1.30    0.0002    0.0004    0.0001    0.0001   -0.0001    0.0003    0.0000    0.8000   -0.0260    0.0478    0.0215    0.0001
      1.31    0.0002    0.0004    0.0001    0.0001   -0.0001    0.0004    0.0000    0.8392   -0.0054    0.0538    0.0211    0.0002
      1.32    0.0002    0.0004    0.0001    0.0002   -0.0002    0.0004    0.0000    0.8690    0.0099    0.0607    0.0211    0.0002
