   W [GeV]        F1        F2        FL        g1        g2      H1/2      H3/2        A1        A2sigT [mub]sigL [mub]  dXS [nb]
      1.94    0.0014    0.0026    0.0012    0.0010   -0.0011    0.0027    0.0001    0.9491   -0.0340    0.1075    0.0606    0.0019
      1.95    0.0013    0.0025    0.0011    0.0010   -0.0011    0.0026    0.0001    0.9492   -0.0351    0.1022    0.0570    0.0018
      1.96    0.0013    0.0024    0.0010    0.0010   -0.0011    0.0025    0.0001    0.9492   -0.0361    0.0974    0.0537    0.0017
      1.97    0.0012    0.0023    0.0010    0.0009   -0.0010    0.0024    0.0001    0.9493   -0.0370    0.0930    0.0506    0.0016
      1.98    0.0012    0.0022    0.0009    0.0009   -0.0010    0.0024    0.0001    0.9494   -0.0379    0.0890    0.0478    0.0016
      1.99    0.0012    0.0021    0.0009    0.0009   -0.0010    0.0023    0.0001    0.9496   -0.0388    0.0852    0.0452    0.0015
      2.00    0.0011    0.0021    0.0009    0.0009   -0.0010    0.0022    0.0001    0.9497   -0.0396    0.0817    0.0427    0.0015
      2.01    0.0011    0.0020    0.0008    0.0008   -0.0009    0.0022    0.0001    0.9498   -0.0403    0.0785    0.0405    0.0014
      2.02    0.0011    0.0019    0.0008    0.0008   -0.0009    0.0021    0.0001    0.9500   -0.0411    0.0755    0.0383    0.0014
      2.03    0.0010    0.0019    0.0008    0.0008   -0.0009    0.0020    0.0001    0.9501   -0.0418    0.0726    0.0364    0.0013
      2.04    0.0010    0.0018    0.0007    0.0008   -0.0009    0.0020    0.0001    0.9503   -0.0424    0.0700    0.0345    0.0013
      2.05    0.0010    0.0017    0.0007    0.0008   -0.0009    0.0019    0.0000    0.9504   -0.0430    0.0675    0.0328    0.0013
      2.06    0.0010    0.0017    0.0007    0.0007   -0.0008    0.0019    0.0000    0.9506   -0.0436    0.0651    0.0312    0.0012
      2.07    0.0010    0.0016    0.0006    0.0007   -0.0008    0.0019    0.0000    0.9507   -0.0442    0.0629    0.0297    0.0012
      2.08    0.0009    0.0016    0.0006    0.0007   -0.0008    0.0018    0.0000    0.9509   -0.0448    0.0608    0.0283    0.0011
      2.09    0.0009    0.0016    0.0006    0.0007   -0.0008    0.0018    0.0000    0.9511   -0.0453    0.0589    0.0270    0.0011
      2.10    0.0009    0.0015    0.0006    0.0007   -0.0008    0.0017    0.0000    0.9512   -0.0458    0.0570    0.0258    0.0011
      2.11    0.0009    0.0015    0.0005    0.0007   -0.0008    0.0017    0.0000    0.9514   -0.0463    0.0552    0.0246    0.0011
      2.12    0.0009    0.0014    0.0005    0.0007   -0.0008    0.0017    0.0000    0.9515   -0.0467    0.0535    0.0235    0.0010
      2.13    0.0008    0.0014    0.0005    0.0007   -0.0007    0.0017    0.0000    0.9517   -0.0472    0.0519    0.0225    0.0010
      2.14    0.0008    0.0014    0.0005    0.0006   -0.0007    0.0016    0.0000    0.9518   -0.0476    0.0504    0.0215    0.0010
      2.15    0.0008    0.0013    0.0005    0.0006   -0.0007    0.0016    0.0000    0.9520   -0.0480    0.0490    0.0206    0.0010
      2.16    0.0008    0.0013    0.0005    0.0006   -0.0007    0.0016    0.0000    0.9521   -0.0484    0.0476    0.0198    0.0009
      2.17    0.0008    0.0013    0.0004    0.0006   -0.0007    0.0015    0.0000    0.9523   -0.0488    0.0462    0.0189    0.0009
      2.18    0.0008    0.0012    0.0004    0.0006   -0.0007    0.0015    0.0000    0.9524   -0.0491    0.0450    0.0182    0.0009
      2.19    0.0008    0.0012    0.0004    0.0006   -0.0007    0.0015    0.0000    0.9525   -0.0495    0.0438    0.0174    0.0009
      2.20    0.0008    0.0012    0.0004    0.0006   -0.0007    0.0015    0.0000    0.9527   -0.0498    0.0426    0.0167    0.0009
