   W [GeV]      <F1>       DF1      <F2>       DF2      <FL>       DFL      <g1>       Dg1      <g2>       Dg2    <H1/2>     DH1/2    <H3/2>     DH3/2      <A1>       DA1      <A2>       DA2<sigT> [muDsigT [mub<sigL> [muDsigL [mub<dXS> [nb]  dXS [nb]
      1.08    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000   -0.0000    0.0000    0.0000    0.0000    0.0000    0.0000   -0.3629    0.0728   -0.1630    0.0368    0.0261    0.0019    0.0034    0.0006    0.0002    0.0000
      1.09    0.0001    0.0000    0.0001    0.0000    0.0000    0.0000    0.0000    0.0000   -0.0000    0.0000    0.0001    0.0001    0.0001    0.0000   -0.4111    0.0636   -0.1589    0.0279    0.0667    0.0048    0.0087    0.0015    0.0006    0.0001
      1.10    0.0002    0.0000    0.0002    0.0000    0.0000    0.0000   -0.0001    0.0000    0.0000    0.0000    0.0001    0.0000    0.0002    0.0000   -0.4285    0.0621   -0.1553    0.0256    0.1152    0.0082    0.0148    0.0026    0.0010    0.0001
      1.11    0.0003    0.0000    0.0003    0.0000    0.0001    0.0000   -0.0001    0.0000    0.0000    0.0000    0.0002    0.0000    0.0004    0.0001   -0.4385    0.0605   -0.1534    0.0248    0.1740    0.0125    0.0224    0.0039    0.0017    0.0001
      1.12    0.0004    0.0000    0.0005    0.0000    0.0001    0.0000   -0.0001    0.0000    0.0001    0.0000    0.0002    0.0000    0.0006    0.0000   -0.4459    0.0606   -0.1522    0.0241    0.2470    0.0176    0.0320    0.0055    0.0025    0.0002
      1.13    0.0006    0.0000    0.0007    0.0001    0.0001    0.0001   -0.0002    0.0000    0.0001    0.0000    0.0003    0.0000    0.0009    0.0000   -0.4539    0.0603   -0.1512    0.0232    0.3387    0.0239    0.0438    0.0075    0.0036    0.0002
      1.14    0.0009    0.0001    0.0011    0.0001    0.0002    0.0000   -0.0003    0.0000    0.0001    0.0001    0.0005    0.0001    0.0012    0.0000   -0.4596    0.0602   -0.1503    0.0233    0.4549    0.0321    0.0588    0.0102    0.0052    0.0003
      1.15    0.0012    0.0001    0.0015    0.0001    0.0003    0.0001   -0.0004    0.0001    0.0002    0.0001    0.0006    0.0001    0.0017    0.0001   -0.4681    0.0585   -0.1505    0.0225    0.6008    0.0434    0.0777    0.0132    0.0072    0.0005
      1.16    0.0016    0.0001    0.0020    0.0001    0.0004    0.0001   -0.0006    0.0001    0.0003    0.0001    0.0009    0.0002    0.0024    0.0001   -0.4737    0.0598   -0.1507    0.0223    0.7844    0.0560    0.1010    0.0173    0.0100    0.0007
      1.17    0.0022    0.0002    0.0027    0.0002    0.0005    0.0001   -0.0008    0.0001    0.0004    0.0001    0.0011    0.0002    0.0033    0.0001   -0.4796    0.0592   -0.1513    0.0221    1.0149    0.0728    0.1310    0.0226    0.0135    0.0009
      1.18    0.0030    0.0002    0.0037    0.0003    0.0007    0.0001   -0.0011    0.0001    0.0005    0.0002    0.0015    0.0001    0.0044    0.0001   -0.4856    0.0600   -0.1511    0.0217    1.2945    0.0936    0.1668    0.0290    0.0181    0.0012
      1.19    0.0038    0.0003    0.0047    0.0003    0.0009    0.0002   -0.0014    0.0002    0.0007    0.0002    0.0020    0.0002    0.0057    0.0005   -0.4886    0.0591   -0.1509    0.0216    1.6114    0.1143    0.2075    0.0355    0.0237    0.0015
      1.20    0.0048    0.0004    0.0060    0.0004    0.0011    0.0002   -0.0018    0.0002    0.0009    0.0002    0.0025    0.0001    0.0072    0.0007   -0.4898    0.0599   -0.1509    0.0220    1.9381    0.1404    0.2493    0.0433    0.0298    0.0020
      1.21    0.0058    0.0004    0.0071    0.0005    0.0013    0.0002   -0.0022    0.0003    0.0011    0.0003    0.0030    0.0004    0.0086    0.0009   -0.4881    0.0598   -0.1498    0.0219    2.2231    0.1588    0.2859    0.0504    0.0356    0.0024
      1.22    0.0065    0.0005    0.0080    0.0005    0.0015    0.0003   -0.0024    0.0003    0.0012    0.0003    0.0034    0.0002    0.0096    0.0008   -0.4810    0.0598   -0.1488    0.0227    2.3993    0.1718    0.3106    0.0548    0.0401    0.0027
      1.23    0.0069    0.0005    0.0085    0.0006    0.0016    0.0003   -0.0025    0.0003    0.0012    0.0004    0.0037    0.0005    0.0101    0.0002   -0.4681    0.0612   -0.1456    0.0246    2.4441    0.1724    0.3191    0.0570    0.0426    0.0028
      1.24    0.0069    0.0005    0.0085    0.0006    0.0016    0.0003   -0.0024    0.0003    0.0011    0.0004    0.0038    0.0000    0.0100    0.0004   -0.4457    0.0621   -0.1413    0.0266    2.3656    0.1686    0.3137    0.0584    0.0430    0.0029
      1.25    0.0067    0.0005    0.0083    0.0006    0.0016    0.0003   -0.0022    0.0003    0.0010    0.0004    0.0039    0.0008    0.0095    0.0014   -0.4136    0.0677   -0.1339    0.0311    2.2124    0.1621    0.2970    0.0580    0.0418    0.0029
      1.26    0.0064    0.0005    0.0079    0.0006    0.0015    0.0003   -0.0019    0.0003    0.0008    0.0004    0.0040    0.0002    0.0088    0.0004   -0.3689    0.0745   -0.1247    0.0378    2.0291    0.1531    0.2795    0.0600    0.0399    0.0029
