   W [GeV]      <F1>       DF1      <F2>       DF2      <FL>       DFL      <g1>       Dg1      <g2>       Dg2    <H1/2>     DH1/2    <H3/2>     DH3/2      <A1>       DA1      <A2>       DA2<sigT> [muDsigT [mub<sigL> [muDsigL [mub<dXS> [nb]  dXS [nb]
      1.08    0.0001    0.0000    0.0001    0.0000    0.0000    0.0000   -0.0000    0.0000   -0.0000    0.0000    0.0001    0.0000    0.0002    0.0000   -0.4074    0.0736   -0.1259    0.0199    0.1124    0.0100    0.0077    0.0017    0.0028    0.0002
      1.09    0.0004    0.0000    0.0004    0.0000    0.0000    0.0001   -0.0001    0.0000    0.0001    0.0000    0.0002    0.0000    0.0006    0.0001   -0.4373    0.0719   -0.1147    0.0180    0.2917    0.0261    0.0192    0.0040    0.0078    0.0007
      1.10    0.0007    0.0001    0.0007    0.0001    0.0001    0.0000   -0.0002    0.0000    0.0001    0.0000    0.0004    0.0000    0.0011    0.0000   -0.4458    0.0715   -0.1092    0.0176    0.5039    0.0449    0.0327    0.0069    0.0145    0.0012
      1.11    0.0012    0.0001    0.0011    0.0001    0.0001    0.0000   -0.0003    0.0001    0.0002    0.0001    0.0007    0.0001    0.0017    0.0001   -0.4477    0.0728   -0.1059    0.0175    0.7636    0.0683    0.0492    0.0104    0.0234    0.0020
      1.12    0.0018    0.0002    0.0017    0.0001    0.0002    0.0000   -0.0005    0.0001    0.0003    0.0001    0.0010    0.0001    0.0026    0.0004   -0.4538    0.0717   -0.1030    0.0173    1.0875    0.0985    0.0693    0.0145    0.0354    0.0030
      1.13    0.0026    0.0002    0.0025    0.0002    0.0003    0.0001   -0.0007    0.0001    0.0005    0.0001    0.0014    0.0003    0.0038    0.0001   -0.4551    0.0726   -0.1018    0.0174    1.4876    0.1363    0.0946    0.0197    0.0514    0.0045
      1.14    0.0037    0.0003    0.0035    0.0003    0.0004    0.0001   -0.0011    0.0002    0.0007    0.0002    0.0020    0.0000    0.0055    0.0009   -0.4618    0.0731   -0.1007    0.0172    1.9941    0.1842    0.1270    0.0268    0.0729    0.0064
      1.15    0.0052    0.0005    0.0049    0.0004    0.0006    0.0001   -0.0015    0.0002    0.0010    0.0003    0.0028    0.0001    0.0076    0.0004   -0.4665    0.0728   -0.0996    0.0175    2.6398    0.2412    0.1665    0.0360    0.1017    0.0089
      1.16    0.0072    0.0006    0.0067    0.0006    0.0008    0.0002   -0.0021    0.0003    0.0014    0.0004    0.0038    0.0004    0.0105    0.0015   -0.4719    0.0713   -0.0994    0.0171    3.4507    0.3105    0.2173    0.0473    0.1399    0.0121
      1.17    0.0097    0.0009    0.0092    0.0008    0.0010    0.0002   -0.0029    0.0005    0.0019    0.0005    0.0051    0.0008    0.0143    0.0017   -0.4750    0.0729   -0.0995    0.0172    4.4630    0.4075    0.2799    0.0604    0.1900    0.0166
      1.18    0.0130    0.0012    0.0122    0.0011    0.0014    0.0003   -0.0039    0.0006    0.0026    0.0007    0.0067    0.0002    0.0192    0.0013   -0.4789    0.0719   -0.0992    0.0169    5.6826    0.5222    0.3536    0.0759    0.2534    0.0223
      1.19    0.0169    0.0016    0.0159    0.0014    0.0018    0.0004   -0.0051    0.0008    0.0034    0.0009    0.0087    0.0002    0.0250    0.0013   -0.4799    0.0722   -0.0995    0.0174    7.0598    0.6597    0.4382    0.0963    0.3292    0.0295
      1.20    0.0212    0.0020    0.0199    0.0018    0.0022    0.0005   -0.0065    0.0010    0.0043    0.0011    0.0110    0.0018    0.0314    0.0045   -0.4812    0.0731   -0.0987    0.0174    8.4887    0.7954    0.5263    0.1165    0.4132    0.0366
      1.21    0.0253    0.0023    0.0238    0.0021    0.0026    0.0006   -0.0077    0.0012    0.0051    0.0013    0.0131    0.0020    0.0374    0.0017   -0.4785    0.0721   -0.0978    0.0171    9.7094    0.8988    0.6054    0.1305    0.4929    0.0435
      1.22    0.0284    0.0026    0.0267    0.0023    0.0029    0.0006   -0.0086    0.0014    0.0057    0.0015    0.0150    0.0006    0.0419    0.0032   -0.4712    0.0727   -0.0956    0.0171   10.4915    0.9689    0.6557    0.1439    0.5544    0.0486
      1.23    0.0301    0.0027    0.0283    0.0024    0.0031    0.0007   -0.0089    0.0015    0.0059    0.0016    0.0163    0.0006    0.0440    0.0012   -0.4581    0.0732   -0.0923    0.0173   10.6863    0.9634    0.6767    0.1489    0.5874    0.0504
      1.24    0.0303    0.0028    0.0285    0.0025    0.0032    0.0007   -0.0085    0.0015    0.0056    0.0016    0.0171    0.0001    0.0435    0.0043   -0.4340    0.0728   -0.0868    0.0177   10.3387    0.9397    0.6654    0.1443    0.5905    0.0513
      1.25    0.0293    0.0026    0.0276    0.0023    0.0031    0.0007   -0.0076    0.0014    0.0051    0.0015    0.0175    0.0005    0.0410    0.0042   -0.3999    0.0730   -0.0788    0.0183    9.6339    0.8521    0.6388    0.1387    0.5714    0.0476
      1.26    0.0279    0.0024    0.0263    0.0022    0.0030    0.0007   -0.0064    0.0013    0.0043    0.0014    0.0180    0.0006    0.0377    0.0008   -0.3529    0.0732   -0.0679    0.0205    8.8351    0.7650    0.6067    0.1346    0.5438    0.0447
      1.27    0.0264    0.0022    0.0249    0.0020    0.0030    0.0007   -0.0050    0.0012    0.0034    0.0013    0.0187    0.0019    0.0341    0.0007   -0.2910    0.0748   -0.0535    0.0225    8.0844    0.6779    0.5813    0.1353    0.5162    0.0413
      1.28    0.0251    0.0021    0.0238    0.0019    0.0030    0.0007   -0.0035    0.0012    0.0025    0.0012    0.0197    0.0008    0.0306    0.0052   -0.2171    0.0783   -0.0349    0.0262    7.4428    0.6134    0.5665    0.1400    0.4929    0.0391
      1.29    0.0243    0.0020    0.0231    0.0018    0.0031    0.0008   -0.0020    0.0012    0.0016    0.0012    0.0211    0.0023    0.0275    0.0034   -0.1301    0.0791   -0.0141    0.0313    6.9634    0.5771    0.5612    0.1510    0.4779    0.0377
      1.30    0.0239    0.0020    0.0228    0.0018    0.0032    0.0010   -0.0004    0.0012    0.0007    0.0012    0.0230    0.0001    0.0248    0.0003   -0.0370    0.0821    0.0094    0.0377    6.6235    0.5422    0.5715    0.1702    0.4711    0.0371
      1.31    0.0240    0.0020    0.0230    0.0018    0.0034    0.0011    0.0013    0.0013   -0.0003    0.0012    0.0254    0.0002    0.0225    0.0015    0.0614    0.0831    0.0332    0.0432    6.4294    0.5320    0.5904    0.1925    0.4735    0.0379
      1.32    0.0243    0.0021    0.0234    0.0020    0.0036    0.0012    0.0030    0.0014   -0.0014    0.0014    0.0283    0.0016    0.0204    0.0011    0.1608    0.0818    0.0566    0.0494    6.3341    0.5451    0.6166    0.2139    0.4825    0.0410
      1.33    0.0250    0.0022    0.0242    0.0021    0.0039    0.0014    0.0047    0.0016   -0.0024    0.0014    0.0314    0.0015    0.0186    0.0006    0.2526    0.0791    0.0789    0.0539    6.3122    0.5619    0.6511    0.2348    0.4971    0.0432
      1.34    0.0259    0.0024    0.0251    0.0023    0.0042    0.0016    0.0063    0.0017   -0.0034    0.0016    0.0346    0.0045    0.0172    0.0029    0.3328    0.0758    0.0951    0.0594    6.3426    0.5988    0.6846    0.2603    0.5155    0.0473
