x	Quantity	Uncertainty
0.39	0.239618836562008	0.00974999795678695
0.4	0.23264136213943	0.00946603726414711
0.41	0.225520641558085	0.00917605361730871
0.42	0.218297076103611	0.0088822556444538
0.43	0.211015573804256	0.00858574783765586
0.44	0.203713614148345	0.00828864847842598
0.45	0.196433436993484	0.00799291846003067
0.46	0.189216687888795	0.00769888142199001
0.47	0.182105436535008	0.00740971753552979
0.48	0.175142702682203	0.00712622209295795
0.49	0.169668234337774	0.0056801051595913
0.5	0.162136942222684	0.00431238388200055
0.51	0.155603696792577	0.00496952832147289
0.52	0.148442401221867	0.00605828258708431
0.53	0.142627534002288	0.00488644043121698
0.54	0.136659370647174	0.00465166877513645
0.55	0.131967040795807	0.00553144353818924
0.56	0.127895425387189	0.00511767771497937
0.57	0.123000378989959	0.00530201355343804
0.58	0.116788411633921	0.00564376442928892
0.59	0.111154230458385	0.00557214139470192
0.6	0.10470268447107	0.00529402036673398
0.61	0.099829451504396	0.00555825559644523
0.62	0.0967425685519037	0.00563460494762454
0.63	0.0972438507751535	0.00566395934913521
0.64	0.100091773746308	0.00633637130833166
0.65	0.100942065319811	0.00634499266027136
0.66	0.0940332123131768	0.00628736824146947
0.67	0.0803343644403961	0.00563604679363838
0.68	0.0696549771435205	0.0047754832680259
0.69	0.0633441032341541	0.00374931734156881
0.7	0.0610852569702473	0.00364535524972062
0.71	0.0636672710871368	0.00363274407374593
0.72	0.0694235913375729	0.00415831599978675
0.73	0.074848401777453	0.00425804121043688
0.74	0.065868491131608	0.00343047198834498
0.75	0.0523217496522813	0.00258546144519934
0.76	0.0433522515721821	0.00229488072917845
0.77	0.0373182725215543	0.00222312000753095
0.78	0.0346792799429216	0.00216966263575279
0.79	0.0318548935917788	0.00202072072274607
0.8	0.0294154068688095	0.00191260976678201
0.81	0.0275220868734814	0.00186497164157824
0.82	0.0263213369659617	0.00188216165735516
0.83	0.0255806434092144	0.00184962142729016
0.84	0.0253648971335487	0.0018387922231342
0.85	0.0265803464557975	0.00191587338247609
0.86	0.026385004644705	0.00192550370414394
0.87	0.0229618880589884	0.00198232486534984
0.88	0.016406282897211	0.00145519312719809
0.89	0.0105829923929035	0.00111463222801593
0.9	0.00632232719111974	0.000986350807877513
0.91	0.00325378250708215	0.000843134469902162
0.92	0.00129659371714949	0.00028078471005371
