# x  u(x)  d(x)  ubar(x)  dbar(x)
4.4675560381e-01 8.6096705787e-01 2.9157119081e-01 8.2421730127e-03 8.3037887518e-03
4.6056920887e-01 7.8623967475e-01 2.5644018880e-01 6.5694698653e-03 6.6024503232e-03
4.7480992818e-01 7.1428718749e-01 2.2363315440e-01 5.1722300210e-03 5.1897159259e-03
4.8949096804e-01 6.4531503487e-01 1.9327399532e-01 4.0149584504e-03 4.0234852832e-03
5.0462594308e-01 5.7944615644e-01 1.6539686245e-01 3.0689966402e-03 3.0728986156e-03
5.2022888890e-01 5.1677312310e-01 1.4001209973e-01 2.3088229246e-03 2.3105564302e-03
5.3631427507e-01 4.5744623940e-01 1.1714261050e-01 1.7061364854e-03 1.7068520645e-03
5.5289701857e-01 4.0161164790e-01 9.6768671532e-02 1.2349234651e-03 1.2351879239e-03
5.6999249759e-01 3.4935902320e-01 7.8827964437e-02 8.7419415735e-04 8.7428736118e-04
5.8761656584e-01 3.0077917420e-01 6.3241280396e-02 6.0413112573e-04 6.0416358010e-04
6.0578556718e-01 2.5596078214e-01 4.9902597309e-02 4.0643052866e-04 4.0644065231e-04
6.2451635087e-01 2.1498922827e-01 3.8670454907e-02 2.6477473313e-04 2.6477715878e-04
6.4382628711e-01 1.7789533114e-01 2.9375556480e-02 1.6628277169e-04 1.6628338126e-04
6.6373328320e-01 1.4469523062e-01 2.1837305521e-02 1.0021277019e-04 1.0021295304e-04
6.8425580013e-01 1.1536650161e-01 1.5852542573e-02 5.7531947535e-05 5.7531983618e-05
7.0541286968e-01 8.9858442878e-02 1.1214102344e-02 3.1189761157e-05 3.1189857944e-05
7.2722411212e-01 6.8075295902e-02 7.7106764233e-03 1.5794664227e-05 1.5794655630e-05
7.4970975436e-01 4.9877069940e-02 5.1375693930e-03 7.3593430145e-06 7.3593430145e-06
7.7289064872e-01 3.5074412308e-02 3.3035821087e-03 3.0886060906e-06 3.0886060585e-06
7.9678829228e-01 2.3427048397e-02 2.0375284600e-03 1.1322324765e-06 1.1322328160e-06
8.2142484679e-01 1.4639846538e-02 1.1930217507e-03 3.4535166417e-07 3.4535244298e-07
8.4682315926e-01 8.3702287113e-03 6.5212855939e-04 8.0680188463e-08 8.0680121412e-08
8.7300678310e-01 4.2223499207e-03 3.2184570654e-04 1.1995001848e-08 1.1995001848e-08
9.0000000000e-01 1.7629651000e-03 1.3472123893e-04 4.5839655459e-10 4.5839655459e-10
