# x  u(x)  d(x)  ubar(x)  dbar(x)
3.2792215707e-04 1.8678535044e+03 1.8211994272e+03 1.7983902867e+03 1.8071640484e+03
3.3806145276e-04 1.8029244535e+03 1.7570183246e+03 1.7343328523e+03 1.7430226037e+03
3.4851425370e-04 1.7403207326e+03 1.6951530115e+03 1.6725898978e+03 1.6811965038e+03
3.5929025341e-04 1.6798766912e+03 1.6354368333e+03 1.6129938901e+03 1.6215185529e+03
3.7039944515e-04 1.6214394973e+03 1.5777160827e+03 1.5553903609e+03 1.5638345768e+03
3.8185213115e-04 1.5648686213e+03 1.5218494777e+03 1.4996373930e+03 1.5080029086e+03
3.9365893220e-04 1.5101192194e+03 1.4677924830e+03 1.4456934151e+03 1.4539813028e+03
4.0583079747e-04 1.4572006624e+03 1.4155556457e+03 1.3935707903e+03 1.4017815814e+03
4.1837901468e-04 1.4060852706e+03 1.3651121049e+03 1.3432417894e+03 1.3513761047e+03
4.3131522057e-04 1.3567434459e+03 1.3164330004e+03 1.2946767878e+03 1.3027353253e+03
4.4465141169e-04 1.3091438977e+03 1.2694877050e+03 1.2478444892e+03 1.2558280136e+03
4.5839995550e-04 1.2632538540e+03 1.2242440412e+03 1.2027121352e+03 1.2106214673e+03
4.7257360187e-04 1.2190392581e+03 1.1806684827e+03 1.1592456992e+03 1.1670817069e+03
4.8718549491e-04 1.1764649514e+03 1.1387263419e+03 1.1174100685e+03 1.1251736583e+03
5.0224918513e-04 1.1354777605e+03 1.0983645106e+03 1.0771544573e+03 1.0848461935e+03
5.1777864201e-04 1.0959959197e+03 1.0595007864e+03 1.0383987982e+03 1.0460189178e+03
5.3378826698e-04 1.0579453802e+03 1.0220608585e+03 1.0010678273e+03 1.0086166655e+03
5.5029290675e-04 1.0212563283e+03 9.8597468442e+02 9.6509065764e+02 9.7256863679e+02
5.6730786709e-04 9.8586294280e+02 9.5117624559e+02 9.3040052828e+02 9.3780814671e+02
5.8484892703e-04 9.5170316995e+02 9.1760332011e+02 8.9693456905e+02 9.0427239145e+02
6.0293235347e-04 9.1871851103e+02 8.8519726791e+02 8.6463357834e+02 8.7190222661e+02
6.2157491629e-04 8.8685382041e+02 8.5390282708e+02 8.3344181254e+02 8.4064195739e+02
6.4079390389e-04 8.5606465443e+02 8.2367552629e+02 8.0331583268e+02 8.1044805403e+02
6.6060713922e-04 8.2632939626e+02 7.9449398684e+02 7.7423697790e+02 7.8130158135e+02
6.8103299632e-04 7.9761985712e+02 7.6633025113e+02 7.4617662286e+02 7.5317392746e+02
7.0209041734e-04 7.6990768214e+02 7.3915617493e+02 7.1910590890e+02 7.2603625642e+02
7.2379893014e-04 7.4316489840e+02 7.1294397983e+02 6.9299643054e+02 6.9986018250e+02
7.4617866635e-04 7.1736393542e+02 6.8766627502e+02 6.6782025042e+02 6.7461778545e+02
7.6925038009e-04 6.9247764353e+02 6.6329607666e+02 6.4354991242e+02 6.5028162381e+02
7.9303546718e-04 6.6847930997e+02 6.3980682515e+02 6.2015845286e+02 6.2682474632e+02
8.1755598499e-04 6.4533758843e+02 6.1716717477e+02 5.9761533144e+02 6.0421654060e+02
8.4283467293e-04 6.2301063853e+02 5.9533503044e+02 5.7588125537e+02 5.8241750541e+02
8.6889497347e-04 6.0147027986e+02 5.7428236591e+02 5.5492759694e+02 5.6139905619e+02
8.9576105394e-04 5.8069011234e+02 5.5398295008e+02 5.3472738700e+02 5.4113427770e+02
9.2345782892e-04 5.6064454490e+02 5.3441134838e+02 5.1525454171e+02 5.2159713426e+02
9.5201098333e-04 5.4130877418e+02 5.1554290239e+02 4.9648383519e+02 5.0276244292e+02
9.8144699627e-04 5.2265876346e+02 4.9735370972e+02 4.7839087308e+02 4.8460584735e+02
1.0117931656e-03 5.0467122214e+02 4.7982060425e+02 4.6095206673e+02 4.6710379243e+02
1.0430776331e-03 4.8732119174e+02 4.6291857632e+02 4.4414295483e+02 4.5023178999e+02
1.0753294110e-03 4.7057955715e+02 4.4661811298e+02 4.2793674566e+02 4.3396287488e+02
1.1085784081e-03 4.5442706632e+02 4.3090019598e+02 4.1231399782e+02 4.1827761517e+02
1.1428554584e-03 4.3884569102e+02 4.1574706257e+02 3.9725630852e+02 4.0315763316e+02
1.1781923491e-03 4.2381779851e+02 4.0114132138e+02 3.8274572319e+02 3.8858499719e+02
1.2146218503e-03 4.0932615134e+02 3.8706595405e+02 3.6876473122e+02 3.7454221742e+02
1.2521777453e-03 3.9535390651e+02 3.7350431606e+02 3.5529626119e+02 3.6101224139e+02
1.2908948620e-03 3.8188461410e+02 3.6044013702e+02 3.4232367590e+02 3.4797844902e+02
1.3308091051e-03 3.6890129057e+02 3.4785648295e+02 3.2983044883e+02 3.3542430178e+02
1.3719574897e-03 3.5638329704e+02 3.3573237406e+02 3.1779806087e+02 3.2333118586e+02
1.4143781751e-03 3.4431239427e+02 3.2404959086e+02 3.0620796200e+02 3.1168055887e+02
1.4581105006e-03 3.3267139449e+02 3.1279100951e+02 2.9504245004e+02 3.0045473693e+02
1.5031950221e-03 3.2144381127e+02 3.0194020549e+02 2.8428459095e+02 2.8963680311e+02
1.5496735490e-03 3.1061383006e+02 2.9148142430e+02 2.7391818432e+02 2.7921057287e+02
1.5975891838e-03 3.0016627991e+02 2.8139955343e+02 2.6392773023e+02 2.6916056114e+02
1.6469863617e-03 2.9008660642e+02 2.7168009542e+02 2.5429839777e+02 2.5947195076e+02
1.6979108917e-03 2.8036257504e+02 2.6231090696e+02 2.4501837967e+02 2.5013292573e+02
1.7504099993e-03 2.7098670467e+02 2.5328463970e+02 2.3608254504e+02 2.4113828359e+02
1.8045323700e-03 2.6194391546e+02 2.4458612832e+02 2.2747545066e+02 2.3247259910e+02
1.8603281950e-03 2.5321905703e+02 2.3620013266e+02 2.1918133776e+02 2.2412014001e+02
1.9178492171e-03 2.4479778385e+02 2.2811223378e+02 2.1118532995e+02 2.1606605429e+02
1.9771487792e-03 2.3666651202e+02 2.2030878959e+02 2.0347338413e+02 2.0829632119e+02
2.0382818733e-03 2.2881237842e+02 2.1277689285e+02 1.9603224402e+02 2.0079770490e+02
2.1013051920e-03 2.2122320178e+02 2.0550433118e+02 1.8884939607e+02 1.9355771061e+02
2.1662771807e-03 2.1388591560e+02 1.9847782668e+02 1.8191177409e+02 1.8656334652e+02
2.2332580919e-03 2.0678724009e+02 1.9168359905e+02 1.7520728284e+02 1.7980268676e+02
2.3023100411e-03 1.9992472018e+02 1.8511976836e+02 1.6873396030e+02 1.7327362763e+02
2.3734970645e-03 1.9329638188e+02 1.7878497662e+02 1.6249018250e+02 1.6697439132e+02
2.4468851783e-03 1.8689980643e+02 1.7267735785e+02 1.5647384892e+02 1.6090274194e+02
2.5225424396e-03 1.8073217456e+02 1.6679458701e+02 1.5068242896e+02 1.5505603051e+02
2.6005390103e-03 1.7479030789e+02 1.6113392570e+02 1.4511300529e+02 1.4943123712e+02
2.6809472212e-03 1.6907070757e+02 1.5569226495e+02 1.3976231447e+02 1.4402501021e+02
2.7638416400e-03 1.6356719589e+02 1.5046356949e+02 1.3462460718e+02 1.3883163174e+02
2.8492991397e-03 1.5826498310e+02 1.4543243822e+02 1.2968573264e+02 1.3383726885e+02
2.9373989703e-03 1.5315462694e+02 1.4058923676e+02 1.2493582333e+02 1.2903203830e+02
3.0282228322e-03 1.4822776143e+02 1.3592547912e+02 1.2036606085e+02 1.2440707971e+02
3.1218549520e-03 1.4347642861e+02 1.3143310429e+02 1.1596808889e+02 1.1995400153e+02
3.2183821606e-03 1.3889305834e+02 1.2710445481e+02 1.1173398901e+02 1.1566485624e+02
3.3178939736e-03 1.3447044901e+02 1.2293225640e+02 1.0765625762e+02 1.1153211679e+02
3.4204826745e-03 1.3020174927e+02 1.1890959865e+02 1.0372778408e+02 1.0754865428e+02
3.5262434000e-03 1.2608288459e+02 1.1503260332e+02 9.9945005729e+01 1.0371098595e+02
3.6352742286e-03 1.2211269496e+02 1.1130057076e+02 9.6308265986e+01 1.0001966140e+02
3.7476762714e-03 1.1828313355e+02 1.0770520665e+02 9.2809049848e+01 9.6466119544e+01
3.8635537656e-03 1.1458633147e+02 1.0423839505e+02 8.9438982789e+01 9.3041934603e+01
3.9830141717e-03 1.1101493130e+02 1.0089256571e+02 8.6190264318e+01 8.9739262421e+01
4.1061682726e-03 1.0756205618e+02 9.7660660715e+01 8.3055632411e+01 8.6550804291e+01
4.2331302768e-03 1.0422128071e+02 9.4536102871e+01 8.0028329909e+01 8.3469772762e+01
4.3640179239e-03 1.0098660332e+02 9.1512765902e+01 7.7102072774e+01 8.0489859361e+01
4.4989525941e-03 9.7853195547e+01 8.8585977494e+01 7.4272516324e+01 7.7606901936e+01
4.6380594208e-03 9.4819257521e+01 8.5754343978e+01 7.1538857108e+01 7.4820318632e+01
4.7814674061e-03 9.1883373611e+01 8.3016535374e+01 6.8899659950e+01 7.2128552410e+01
4.9293095413e-03 8.9044013893e+01 8.0371102313e+01 6.6353373166e+01 6.9529941549e+01
5.0817229294e-03 8.6299550999e+01 7.7816496814e+01 6.3898356302e+01 6.7022749856e+01
5.2388489127e-03 8.3648271936e+01 7.5351084094e+01 6.1532891174e+01 6.4605176590e+01
5.4008332040e-03 8.1088389104e+01 7.2973153591e+01 5.9255192160e+01 6.2275365701e+01
5.5678260212e-03 7.8618027631e+01 7.0680909928e+01 5.7063400037e+01 6.0031402476e+01
5.7399822271e-03 7.6232788004e+01 6.8470325718e+01 5.4953771975e+01 5.7869850919e+01
5.9174614727e-03 7.3928219507e+01 6.6337029830e+01 5.2922102991e+01 5.5786656292e+01
6.1004283455e-03 7.1701298670e+01 6.4277833891e+01 5.0965144572e+01 5.3778480599e+01
6.2890525220e-03 6.9549123140e+01 6.2289696259e+01 4.9079798652e+01 5.1842148084e+01
6.4835089250e-03 6.7468906691e+01 6.0369715076e+01 4.7263110394e+01 4.9974637075e+01
6.6839778860e-03 6.5457974442e+01 5.8515121644e+01 4.5512261306e+01 4.8173072229e+01
6.8906453121e-03 6.3513758273e+01 5.6723274109e+01 4.3824562688e+01 4.6434717156e+01
7.1037028589e-03 6.1633759655e+01 5.4991715401e+01 4.2197525277e+01 4.4757091830e+01
7.3233481077e-03 5.9815466098e+01 5.3318632115e+01 4.0629416638e+01 4.3138806495e+01
7.5497847492e-03 5.8056866715e+01 5.1702024602e+01 3.9118284744e+01 4.1577912911e+01
7.7832227720e-03 5.6356081119e+01 5.0139867302e+01 3.7662127495e+01 4.0072332830e+01
8.0238786576e-03 5.4711278678e+01 4.8630208902e+01 3.6259010544e+01 3.8620065999e+01
8.2719755810e-03 5.3120677731e+01 4.7171169625e+01 3.4907065097e+01 3.7219187134e+01
8.5277436179e-03 5.1582544769e+01 4.5760938606e+01 3.3604485776e+01 3.5867843017e+01
8.7914199577e-03 5.0095193616e+01 4.4397771371e+01 3.2349528556e+01 3.4564249705e+01
9.0632491237e-03 4.8656621938e+01 4.3080020695e+01 3.1140418807e+01 3.3306769995e+01
9.3434832000e-03 4.7264675064e+01 4.1806091493e+01 2.9975419988e+01 3.2093902518e+01
9.6323820649e-03 4.5917894179e+01 4.0574371751e+01 2.8853030374e+01 3.0924080330e+01
9.9302136321e-03 4.4614868305e+01 3.9383311557e+01 2.7771797227e+01 2.9795789434e+01
1.0237254099e-02 4.3354222809e+01 3.8231421744e+01 2.6730312645e+01 2.8707569076e+01
1.0553788204e-02 4.2134618910e+01 3.7117271449e+01 2.5727212371e+01 2.7658009872e+01
1.0880109488e-02 4.0954753167e+01 3.6039485758e+01 2.4761174619e+01 2.6645751986e+01
1.1216520568e-02 3.9813315760e+01 3.4996804812e+01 2.3830929344e+01 2.5669517484e+01
1.1563333421e-02 3.8708684239e+01 3.3988398438e+01 2.2935261220e+01 2.4728278785e+01
1.1920869666e-02 3.7639497054e+01 3.3012917745e+01 2.2072815302e+01 2.3820727205e+01
1.2289460869e-02 3.6604516078e+01 3.2068949219e+01 2.1242263684e+01 2.2945535642e+01
1.2669448848e-02 3.5602547414e+01 3.1155151719e+01 2.0442335835e+01 2.2101435192e+01
1.3061185988e-02 3.4632439837e+01 3.0270252695e+01 1.9671816022e+01 2.1287212456e+01
1.3465035572e-02 3.3693083296e+01 2.9413044577e+01 1.8929540849e+01 2.0501706973e+01
1.3881372115e-02 3.2783406845e+01 2.8582390585e+01 1.8214399742e+01 1.9743811957e+01
1.4310581711e-02 3.1902335046e+01 2.7777847738e+01 1.7525540489e+01 1.9012710146e+01
1.4753062392e-02 3.1048850524e+01 2.6998694190e+01 1.6862097935e+01 1.8307578346e+01
1.5209224499e-02 3.0221999661e+01 2.6243838640e+01 1.6223122131e+01 1.7627493407e+01
1.5679491058e-02 2.9420862903e+01 2.5512247372e+01 1.5607699513e+01 1.6971565688e+01
1.6164298176e-02 2.8644553558e+01 2.4802941150e+01 1.5014951481e+01 1.6338937802e+01
1.6664095446e-02 2.7892216632e+01 2.4114992269e+01 1.4444033028e+01 1.5728783421e+01
1.7179346360e-02 2.7163027975e+01 2.3447522443e+01 1.3894131938e+01 1.5140306451e+01
1.7710528742e-02 2.6456465684e+01 2.2800473277e+01 1.3364999420e+01 1.4573089358e+01
1.8258135190e-02 2.5771788322e+01 2.2173456737e+01 1.2855998200e+01 1.4026472576e+01
1.8822673534e-02 2.5107965147e+01 2.1565334883e+01 1.2365922803e+01 1.3499432764e+01
1.9404667305e-02 2.4464025229e+01 2.0975049026e+01 1.1893649578e+01 1.2991007126e+01
2.0004656221e-02 2.3839054042e+01 2.0401614724e+01 1.1438131647e+01 1.2500289911e+01
2.0623196689e-02 2.3232190249e+01 1.9844117059e+01 1.0998394128e+01 1.2026429088e+01
2.1260862321e-02 2.2642624876e+01 1.9301715569e+01 1.0573529121e+01 1.1568619745e+01
2.1918244462e-02 2.2069811391e+01 1.8774292479e+01 1.0162835906e+01 1.1126034680e+01
2.2595952743e-02 2.1513394422e+01 1.8261713356e+01 9.7661877498e+00 1.0698415439e+01
2.3294615647e-02 2.0972977393e+01 1.7763530092e+01 9.3835460392e+00 1.0285693873e+01
2.4014881084e-02 2.0448166304e+01 1.7279309519e+01 9.0148367532e+00 9.8877676327e+00
2.4757417004e-02 1.9938570254e+01 1.6808632862e+01 8.6599537368e+00 9.5045033890e+00
2.5522912003e-02 1.9443801923e+01 1.6351095213e+01 8.3187617642e+00 9.1357398355e+00
2.6312075974e-02 1.8963474594e+01 1.5906354850e+01 7.9909838891e+00 8.7811529863e+00
2.7125640757e-02 1.8497113614e+01 1.5474287702e+01 7.6756034408e+00 8.4395990393e+00
2.7964360821e-02 1.8044160709e+01 1.5054390403e+01 7.3721357748e+00 8.1106538328e+00
2.8829013962e-02 1.7604080259e+01 1.4646121605e+01 7.0802370023e+00 7.7940552174e+00
2.9720402027e-02 1.7176363522e+01 1.4248972976e+01 6.7995677635e+00 7.4895341950e+00
3.0639351655e-02 1.6760527226e+01 1.3862467202e+01 6.5297935096e+00 7.1968160716e+00
3.1586715044e-02 1.6356116923e+01 1.3486160321e+01 6.2705903297e+00 6.9156232102e+00
3.2563370744e-02 1.5963351853e+01 1.3120257188e+01 6.0223402289e+00 6.6458302886e+00
3.3570224467e-02 1.5581900162e+01 1.2764578099e+01 5.7845143996e+00 6.3868554956e+00
3.4608209930e-02 1.5210865516e+01 1.2418444723e+01 5.5558810999e+00 6.1378917346e+00
3.5678289723e-02 1.4849427208e+01 1.2081233505e+01 5.3353218136e+00 5.8981938675e+00
3.6781456195e-02 1.4496835015e+01 1.1752371941e+01 5.1218233905e+00 5.6670746884e+00
3.7918732382e-02 1.4152404355e+01 1.1431335082e+01 4.9144706435e+00 5.4439011244e+00
3.9091172949e-02 1.3816135797e+01 1.1118159023e+01 4.7130956148e+00 5.2283120841e+00
4.0299865173e-02 1.3488278284e+01 1.0813014562e+01 4.5181473113e+00 5.0203202778e+00
4.1545929950e-02 1.3168445382e+01 1.0515513471e+01 4.3295688277e+00 4.8198471659e+00
4.2830522831e-02 1.2856275640e+01 1.0225294600e+01 4.1472924117e+00 4.6268012882e+00
4.4154835099e-02 1.2551431864e+01 9.9420228047e+00 3.9712412841e+00 4.4410797920e+00
4.5520094870e-02 1.2253604433e+01 9.6653918798e+00 3.8013273570e+00 4.2625659433e+00
4.6927568235e-02 1.1962847945e+01 9.3954596452e+00 3.6372243723e+00 4.0908556823e+00
4.8378560430e-02 1.1679055879e+01 9.1321684782e+00 3.4787009908e+00 3.9256225832e+00
4.9874417049e-02 1.1401911112e+01 8.8752618950e+00 3.3256699332e+00 3.7667056470e+00
5.1416525293e-02 1.1131118438e+01 8.6244996482e+00 3.1780389104e+00 3.6139433122e+00
5.3006315254e-02 1.0866403138e+01 8.3796566646e+00 3.0357112258e+00 3.4671738313e+00
5.4645261243e-02 1.0607623843e+01 8.1405904370e+00 2.8986087103e+00 3.3262672757e+00
5.6334883154e-02 1.0354961051e+01 7.9073714004e+00 2.7666119224e+00 3.1910827210e+00
5.8076747879e-02 1.0108093479e+01 7.6797922897e+00 2.6393847397e+00 3.0612260425e+00
5.9872470757e-02 9.8666705141e+00 7.4576269519e+00 2.5165994076e+00 2.9363108983e+00
6.1723717071e-02 9.6303710124e+00 7.2406645068e+00 2.3979536484e+00 2.8159804372e+00
6.3632203598e-02 9.3989328383e+00 7.0287373910e+00 2.2831611476e+00 2.6999276993e+00
6.5599700194e-02 9.1724943552e+00 6.8219781101e+00 2.1719962785e+00 2.5881508304e+00
6.7628031440e-02 8.9509761032e+00 6.6201985659e+00 2.0645637418e+00 2.4805291246e+00
6.9719078333e-02 8.7341999819e+00 6.4231187538e+00 1.9610004063e+00 2.3768773171e+00
7.1874780030e-02 8.5219995330e+00 6.2304820099e+00 1.8614167256e+00 2.2770198212e+00
7.4097135646e-02 8.3142403507e+00 6.0420874114e+00 1.7658518429e+00 2.1808173706e+00
7.6388206109e-02 8.1109699424e+00 5.8580533030e+00 1.6739070616e+00 2.0883111378e+00
7.8750116069e-02 7.9120690523e+00 5.6782735485e+00 1.5854943035e+00 1.9992407003e+00
8.1185055872e-02 7.7173759454e+00 5.5025734016e+00 1.5006257488e+00 1.9132950763e+00
8.3695283588e-02 7.5267399152e+00 5.3307910902e+00 1.4193015470e+00 1.8301902671e+00
8.6283127104e-02 7.3400938469e+00 5.1628451574e+00 1.3413887625e+00 1.7497902645e+00
8.8950986290e-02 7.1574726975e+00 4.9987704142e+00 1.2665955928e+00 1.6721869643e+00
9.1701335214e-02 6.9787079744e+00 4.8384303551e+00 1.1949792784e+00 1.5971800140e+00
9.4536724446e-02 6.8036334795e+00 4.6816886873e+00 1.1265978097e+00 1.5245692285e+00
9.7459783416e-02 6.6321186228e+00 4.5284270661e+00 1.0614679149e+00 1.4541845734e+00
1.0047322286e-01 6.4642765391e+00 4.3786390103e+00 9.9930031861e-01 1.3860414945e+00
1.0357983732e-01 6.2999414148e+00 4.2322581840e+00 9.4001414439e-01 1.3200700800e+00
1.0678250776e-01 6.1388690539e+00 4.0891915704e+00 8.8361515297e-01 1.2561582790e+00
1.1008420420e-01 5.9808516009e+00 3.9493505606e+00 8.3009153941e-01 1.1942045103e+00
1.1348798853e-01 5.8260205131e+00 3.8126550490e+00 7.7923939929e-01 1.1341820600e+00
1.1699701726e-01 5.6742807354e+00 3.6791039195e+00 7.3095525896e-01 1.0760368844e+00
1.2061454456e-01 5.5253971449e+00 3.5487096948e+00 6.8521421349e-01 1.0196903631e+00
1.2434392516e-01 5.3791929113e+00 3.4214700815e+00 6.4197713420e-01 9.6506403497e-01
1.2818861756e-01 5.2358599239e+00 3.2972793936e+00 6.0109390468e-01 9.1206711355e-01
1.3215218717e-01 5.0951903811e+00 3.1760856200e+00 5.6246106989e-01 8.6072547204e-01
1.3623830966e-01 4.9568665742e+00 3.0578627302e+00 5.2600398924e-01 8.1108231829e-01
1.4045077435e-01 4.8207731787e+00 2.9425424007e+00 4.9164737109e-01 7.6311101194e-01
1.4479348771e-01 4.6870984787e+00 2.8300255956e+00 4.5928903838e-01 7.1669253508e-01
1.4927047700e-01 4.5555487711e+00 2.7203656589e+00 4.2880882015e-01 6.7189838844e-01
1.5388589402e-01 4.4258581845e+00 2.6136060025e+00 4.0009587090e-01 6.2878699156e-01
1.5864401892e-01 4.2982212179e+00 2.5096422532e+00 3.7309348771e-01 5.8720744981e-01
1.6354926421e-01 4.1724841708e+00 2.4084081268e+00 3.4770055220e-01 5.4719486544e-01
1.6860617883e-01 4.0483339949e+00 2.3098790615e+00 3.2379991920e-01 5.0886289323e-01
1.7381945236e-01 3.9258389424e+00 2.2139798232e+00 3.0133716048e-01 4.7211691590e-01
1.7919391940e-01 3.8050002565e+00 2.1206474911e+00 2.8023714666e-01 4.3691252069e-01
1.8473456402e-01 3.6855330694e+00 2.0298615006e+00 2.6037735295e-01 4.0336918395e-01
1.9044652440e-01 3.5674581192e+00 1.9415621897e+00 2.4170792160e-01 3.7141410407e-01
1.9633509760e-01 3.4508069313e+00 1.8556771795e+00 2.2416682222e-01 3.4099199015e-01
2.0240574444e-01 3.3353465378e+00 1.7721664153e+00 2.0762564934e-01 3.1222758465e-01
2.0866409463e-01 3.2211179410e+00 1.6909726400e+00 1.9204150255e-01 2.8503440170e-01
2.1511595190e-01 3.1080938602e+00 1.6120089834e+00 1.7736660198e-01 2.5938190909e-01
2.2176729948e-01 2.9961332814e+00 1.5351960816e+00 1.6352111829e-01 2.3533240115e-01
2.2862430556e-01 2.8853458052e+00 1.4604919528e+00 1.5047997979e-01 2.1276792689e-01
2.3569332906e-01 2.7756695792e+00 1.3878210742e+00 1.3818195164e-01 1.9170931675e-01
2.4298092554e-01 2.6670560829e+00 1.3171151760e+00 1.2657597685e-01 1.7214609677e-01
2.5049385322e-01 2.5595593907e+00 1.2483203883e+00 1.1563817546e-01 1.5399311644e-01
2.5823907931e-01 2.4531696191e+00 1.1813666823e+00 1.0532267117e-01 1.3725995047e-01
2.6622378643e-01 2.3479033625e+00 1.1162049055e+00 9.5600673051e-02 1.2187146117e-01
2.7445537930e-01 2.2438324382e+00 1.0527818966e+00 8.6456772977e-02 1.0778348110e-01
2.8294149159e-01 2.1409584757e+00 9.9103683904e-01 7.7861294657e-02 9.4948269611e-02
2.9168999297e-01 2.0393671404e+00 9.3094842796e-01 6.9807420720e-02 8.3292381338e-02
3.0070899649e-01 1.9391235014e+00 8.7248146653e-01 6.2285471733e-02 7.2758065692e-02
3.1000686602e-01 1.8402770956e+00 8.1561437257e-01 5.5277787312e-02 6.3278233754e-02
3.1959222405e-01 1.7429523708e+00 7.6035034624e-01 4.8785027864e-02 5.4779417959e-02
3.2947395967e-01 1.6471747092e+00 7.0666681509e-01 4.2786842027e-02 4.7203798472e-02
3.3966123683e-01 1.5531117547e+00 6.5461379741e-01 3.7286988699e-02 4.0466433670e-02
3.5016350281e-01 1.4607896748e+00 6.0417822531e-01 3.2264606962e-02 3.4514707790e-02
3.6099049701e-01 1.3703807494e+00 5.5543506300e-01 2.7717734874e-02 2.9265810319e-02
3.7215225999e-01 1.2819460693e+00 5.0841243167e-01 2.3624402459e-02 2.4667243778e-02
3.8365914272e-01 1.1956057523e+00 4.6317715418e-01 1.9971825895e-02 2.0653968449e-02
3.9552181625e-01 1.1114996521e+00 4.1982941093e-01 1.6735722461e-02 1.7168023692e-02
4.0775128157e-01 1.0296699151e+00 3.7838351473e-01 1.3896488353e-02 1.4165383318e-02
4.2035887981e-01 9.5033545325e-01 3.3900680931e-01 1.1423668291e-02 1.1582955199e-02
4.3335630279e-01 8.7351116564e-01 3.0170144370e-01 9.2951615914e-03 9.3884584161e-03
4.4675560381e-01 7.9937739162e-01 2.6659692963e-01 7.4792603914e-03 7.5311888877e-03
4.6056920887e-01 7.2805931733e-01 2.3376505757e-01 5.9447725475e-03 5.9724541907e-03
