# x  u(x)  d(x)  ubar(x)  dbar(x)
4.7480992818e-01 6.2599988750e-01 1.9089171313e-01 4.3626253086e-03 4.3756474215e-03
4.8949096804e-01 5.6289558904e-01 1.6411743905e-01 3.3699965038e-03 3.3762938762e-03
5.0462594308e-01 5.0297039989e-01 1.3969538944e-01 2.5628551696e-03 2.5657140172e-03
5.2022888890e-01 4.4628656278e-01 1.1760983106e-01 1.9178823980e-03 1.9191528222e-03
5.3631427507e-01 3.9295623511e-01 9.7850634202e-02 1.4094077046e-03 1.4099265280e-03
5.5289701857e-01 3.4307911271e-01 8.0369479812e-02 1.0141216801e-03 1.0143113995e-03
5.6999249759e-01 2.9670615478e-01 6.5085769157e-02 7.1339952197e-04 7.1346698116e-04
5.8761656584e-01 2.5388751031e-01 5.1904492655e-02 4.8975632622e-04 4.8977962267e-04
6.0578556718e-01 2.1466751834e-01 4.0707838888e-02 3.2717398906e-04 3.2718125613e-04
6.2451635087e-01 1.7908009950e-01 3.1348825532e-02 2.1151186842e-04 2.1151303492e-04
6.4382628711e-01 1.4711267111e-01 2.3661826691e-02 1.3171980185e-04 1.3171994392e-04
6.6373328320e-01 1.1873809589e-01 1.7475190676e-02 7.8651826254e-05 7.8652001299e-05
6.8425580013e-01 9.3891768625e-02 1.2601137025e-02 4.4689243530e-05 4.4689252048e-05
7.0541286968e-01 7.2484003841e-02 8.8525597637e-03 2.3943355155e-05 2.3943346543e-05
7.2722411212e-01 5.4385281358e-02 6.0431936404e-03 1.1960121777e-05 1.1960121446e-05
7.4970975436e-01 3.9428425771e-02 3.9958479012e-03 5.4818202306e-06 5.4818202678e-06
7.7289064872e-01 2.7405375743e-02 2.5480283659e-03 2.2533435988e-06 2.2533438482e-06
7.9678829228e-01 1.8067560618e-02 1.5566787270e-03 8.0299903471e-07 8.0299972745e-07
8.2142484679e-01 1.1124534349e-02 9.0125740320e-04 2.3448790758e-07 2.3448774372e-07
8.4682315926e-01 6.2519706226e-03 4.8578340503e-04 5.0394422220e-08 5.0394430863e-08
8.7300678310e-01 3.0898097077e-03 2.3546648399e-04 5.7610900241e-09 5.7610900241e-09
9.0000000000e-01 1.2576255554e-03 9.6233468986e-05 0.0000000000e+00 0.0000000000e+00
