     Q**2          x         u           d           g          ub          db          sb          s          cb          c          bb          b
     3.244     0.001    0.473E+00    0.434E+00    0.552E+01    0.410E+00    0.417E+00    0.195E+00    0.195E+00    0.496E-01    0.496E-01    0.000E+00    0.000E+00
     3.244     0.002    0.439E+00    0.398E+00    0.471E+01    0.358E+00    0.368E+00    0.171E+00    0.171E+00    0.436E-01    0.436E-01    0.000E+00    0.000E+00
     3.244     0.003    0.423E+00    0.382E+00    0.427E+01    0.328E+00    0.342E+00    0.158E+00    0.158E+00    0.402E-01    0.402E-01    0.000E+00    0.000E+00
     3.244     0.004    0.415E+00    0.376E+00    0.399E+01    0.309E+00    0.325E+00    0.150E+00    0.150E+00    0.380E-01    0.380E-01    0.000E+00    0.000E+00
     3.244     0.005    0.411E+00    0.373E+00    0.379E+01    0.295E+00    0.312E+00    0.143E+00    0.143E+00    0.363E-01    0.363E-01    0.000E+00    0.000E+00
     3.244     0.006    0.408E+00    0.371E+00    0.363E+01    0.283E+00    0.302E+00    0.138E+00    0.138E+00    0.349E-01    0.349E-01    0.000E+00    0.000E+00
     3.244     0.007    0.407E+00    0.371E+00    0.350E+01    0.274E+00    0.294E+00    0.134E+00    0.134E+00    0.338E-01    0.338E-01    0.000E+00    0.000E+00
     3.244     0.008    0.405E+00    0.370E+00    0.337E+01    0.265E+00    0.285E+00    0.130E+00    0.130E+00    0.327E-01    0.327E-01    0.000E+00    0.000E+00
     3.244     0.009    0.405E+00    0.371E+00    0.328E+01    0.258E+00    0.279E+00    0.127E+00    0.127E+00    0.318E-01    0.318E-01    0.000E+00    0.000E+00
     3.244     0.010    0.405E+00    0.371E+00    0.318E+01    0.251E+00    0.272E+00    0.123E+00    0.123E+00    0.309E-01    0.309E-01    0.000E+00    0.000E+00
     3.244     0.011    0.406E+00    0.372E+00    0.311E+01    0.246E+00    0.267E+00    0.121E+00    0.121E+00    0.302E-01    0.302E-01    0.000E+00    0.000E+00
     3.244     0.012    0.407E+00    0.373E+00    0.304E+01    0.240E+00    0.262E+00    0.118E+00    0.118E+00    0.295E-01    0.295E-01    0.000E+00    0.000E+00
     3.244     0.013    0.408E+00    0.374E+00    0.297E+01    0.236E+00    0.257E+00    0.116E+00    0.116E+00    0.289E-01    0.289E-01    0.000E+00    0.000E+00
     3.244     0.014    0.409E+00    0.375E+00    0.292E+01    0.232E+00    0.253E+00    0.114E+00    0.114E+00    0.283E-01    0.283E-01    0.000E+00    0.000E+00
     3.244     0.015    0.411E+00    0.376E+00    0.286E+01    0.227E+00    0.248E+00    0.112E+00    0.112E+00    0.277E-01    0.277E-01    0.000E+00    0.000E+00
     3.244     0.016    0.412E+00    0.377E+00    0.281E+01    0.223E+00    0.244E+00    0.110E+00    0.110E+00    0.272E-01    0.272E-01    0.000E+00    0.000E+00
     3.244     0.017    0.414E+00    0.379E+00    0.277E+01    0.220E+00    0.240E+00    0.108E+00    0.108E+00    0.267E-01    0.267E-01    0.000E+00    0.000E+00
     3.244     0.018    0.416E+00    0.380E+00    0.272E+01    0.217E+00    0.236E+00    0.106E+00    0.106E+00    0.262E-01    0.262E-01    0.000E+00    0.000E+00
     3.244     0.019    0.418E+00    0.381E+00    0.268E+01    0.213E+00    0.233E+00    0.105E+00    0.105E+00    0.258E-01    0.258E-01    0.000E+00    0.000E+00
     3.244     0.020    0.420E+00    0.382E+00    0.264E+01    0.210E+00    0.229E+00    0.103E+00    0.103E+00    0.254E-01    0.254E-01    0.000E+00    0.000E+00
     3.244     0.021    0.422E+00    0.383E+00    0.261E+01    0.208E+00    0.227E+00    0.102E+00    0.102E+00    0.250E-01    0.250E-01    0.000E+00    0.000E+00
     3.244     0.022    0.424E+00    0.384E+00    0.257E+01    0.205E+00    0.223E+00    0.100E+00    0.100E+00    0.246E-01    0.246E-01    0.000E+00    0.000E+00
