# Q2	W	W1	W2
7.093000e+00	1.119865e+00	6.222633e-05	2.789459e-05
7.093000e+00	1.126801e+00	7.155948e-05	3.136472e-05
7.093000e+00	1.133736e+00	8.160645e-05	3.521309e-05
7.093000e+00	1.140671e+00	9.242906e-05	3.945536e-05
7.093000e+00	1.147607e+00	1.040891e-04	4.410701e-05
7.093000e+00	1.154542e+00	1.166485e-04	4.918338e-05
7.093000e+00	1.161477e+00	1.301690e-04	5.469964e-05
7.093000e+00	1.168413e+00	1.447125e-04	6.067078e-05
7.093000e+00	1.175348e+00	1.603408e-04	6.711166e-05
7.093000e+00	1.182283e+00	1.771157e-04	7.403695e-05
7.093000e+00	1.189219e+00	1.950991e-04	8.146119e-05
7.093000e+00	1.196154e+00	2.143527e-04	8.939871e-05
7.093000e+00	1.203089e+00	2.349385e-04	9.786373e-05
7.093000e+00	1.210025e+00	2.569182e-04	1.068703e-04
7.093000e+00	1.216960e+00	2.803537e-04	1.164322e-04
7.093000e+00	1.223895e+00	3.053068e-04	1.265632e-04
7.093000e+00	1.230831e+00	3.318393e-04	1.372769e-04
7.093000e+00	1.237766e+00	3.600131e-04	1.485866e-04
7.093000e+00	1.244702e+00	3.898900e-04	1.605056e-04
7.093000e+00	1.251637e+00	4.215318e-04	1.730469e-04
7.093000e+00	1.258572e+00	4.550003e-04	1.862234e-04
7.093000e+00	1.265508e+00	4.903575e-04	2.000478e-04
7.093000e+00	1.272443e+00	5.276651e-04	2.145328e-04
7.093000e+00	1.279378e+00	5.669849e-04	2.296907e-04
7.093000e+00	1.286314e+00	6.083788e-04	2.455337e-04
7.093000e+00	1.293249e+00	6.519086e-04	2.620741e-04
7.093000e+00	1.300184e+00	6.976361e-04	2.793237e-04
7.093000e+00	1.307120e+00	7.456232e-04	2.972943e-04
7.093000e+00	1.314055e+00	7.959317e-04	3.159974e-04
7.093000e+00	1.320990e+00	8.486234e-04	3.354447e-04
7.093000e+00	1.327926e+00	9.037602e-04	3.556473e-04
7.093000e+00	1.334861e+00	9.614039e-04	3.766163e-04
7.093000e+00	1.341796e+00	1.021616e-03	3.983629e-04
7.093000e+00	1.348732e+00	1.084459e-03	4.208977e-04
7.093000e+00	1.355667e+00	1.149995e-03	4.442315e-04
7.093000e+00	1.362602e+00	1.218284e-03	4.683748e-04
7.093000e+00	1.369538e+00	1.289390e-03	4.933378e-04
7.093000e+00	1.376473e+00	1.363373e-03	5.191310e-04
7.093000e+00	1.383409e+00	1.440296e-03	5.457641e-04
7.093000e+00	1.390344e+00	1.520221e-03	5.732473e-04
7.093000e+00	1.397279e+00	1.603209e-03	6.015901e-04
7.093000e+00	1.404215e+00	1.689322e-03	6.308023e-04
7.093000e+00	1.411150e+00	1.778622e-03	6.608931e-04
7.093000e+00	1.418085e+00	1.871171e-03	6.918720e-04
7.093000e+00	1.425021e+00	1.967031e-03	7.237480e-04
7.093000e+00	1.431956e+00	2.066263e-03	7.565301e-04
7.093000e+00	1.438891e+00	2.168930e-03	7.902272e-04
7.093000e+00	1.445827e+00	2.275093e-03	8.248479e-04
7.093000e+00	1.452762e+00	2.384813e-03	8.604008e-04
7.093000e+00	1.459697e+00	2.498154e-03	8.968943e-04
7.093000e+00	1.466633e+00	2.615178e-03	9.343363e-04
7.093000e+00	1.473568e+00	2.735956e-03	9.727328e-04
7.093000e+00	1.480503e+00	2.860564e-03	1.012089e-03
7.093000e+00	1.487439e+00	2.989074e-03	1.052411e-03
7.093000e+00	1.494374e+00	3.121562e-03	1.093703e-03
7.093000e+00	1.501309e+00	3.258100e-03	1.135970e-03
7.093000e+00	1.508245e+00	3.398764e-03	1.179218e-03
7.093000e+00	1.515180e+00	3.543628e-03	1.223450e-03
7.093000e+00	1.522116e+00	3.692765e-03	1.268672e-03
7.093000e+00	1.529051e+00	3.846250e-03	1.314889e-03
7.093000e+00	1.535986e+00	4.004157e-03	1.362104e-03
7.093000e+00	1.542922e+00	4.166560e-03	1.410322e-03
7.093000e+00	1.549857e+00	4.333534e-03	1.459548e-03
7.093000e+00	1.556792e+00	4.505151e-03	1.509785e-03
7.093000e+00	1.563728e+00	4.681487e-03	1.561038e-03
7.093000e+00	1.570663e+00	4.862616e-03	1.613309e-03
7.093000e+00	1.577598e+00	5.048611e-03	1.666604e-03
7.093000e+00	1.584534e+00	5.239547e-03	1.720926e-03
