# Q2	W	W1	W2
3.244000e+00	1.507078e+00	3.392408e-02	1.805143e-02
3.244000e+00	1.514487e+00	3.517301e-02	1.853659e-02
3.244000e+00	1.521897e+00	3.644638e-02	1.902349e-02
3.244000e+00	1.529307e+00	3.774430e-02	1.951201e-02
3.244000e+00	1.536717e+00	3.906688e-02	2.000200e-02
3.244000e+00	1.544127e+00	4.041424e-02	2.049335e-02
3.244000e+00	1.551537e+00	4.178649e-02	2.098591e-02
3.244000e+00	1.558947e+00	4.318374e-02	2.147958e-02
3.244000e+00	1.566356e+00	4.460611e-02	2.197421e-02
3.244000e+00	1.573766e+00	4.605370e-02	2.246970e-02
3.244000e+00	1.581176e+00	4.752664e-02	2.296593e-02
3.244000e+00	1.588586e+00	4.902504e-02	2.346277e-02
3.244000e+00	1.595996e+00	5.054900e-02	2.396011e-02
3.244000e+00	1.603406e+00	5.209865e-02	2.445785e-02
3.244000e+00	1.610816e+00	5.367410e-02	2.495587e-02
3.244000e+00	1.618226e+00	5.527545e-02	2.545407e-02
3.244000e+00	1.625635e+00	5.690282e-02	2.595233e-02
3.244000e+00	1.633045e+00	5.855618e-02	2.645050e-02
3.244000e+00	1.640455e+00	6.023543e-02	2.694840e-02
3.244000e+00	1.647865e+00	6.194045e-02	2.744585e-02
3.244000e+00	1.655275e+00	6.367115e-02	2.794268e-02
3.244000e+00	1.662685e+00	6.542741e-02	2.843872e-02
3.244000e+00	1.670095e+00	6.720913e-02	2.893379e-02
3.244000e+00	1.677505e+00	6.901619e-02	2.942774e-02
3.244000e+00	1.684914e+00	7.084849e-02	2.992039e-02
3.244000e+00	1.692324e+00	7.270592e-02	3.041159e-02
3.244000e+00	1.699734e+00	7.458837e-02	3.090119e-02
3.244000e+00	1.707144e+00	7.649574e-02	3.138903e-02
3.244000e+00	1.714554e+00	7.842790e-02	3.187497e-02
3.244000e+00	1.721964e+00	8.038477e-02	3.235885e-02
3.244000e+00	1.729374e+00	8.236622e-02	3.284054e-02
3.244000e+00	1.736783e+00	8.437215e-02	3.331990e-02
3.244000e+00	1.744193e+00	8.640245e-02	3.379678e-02
3.244000e+00	1.751603e+00	8.845698e-02	3.427105e-02
3.244000e+00	1.759013e+00	9.053545e-02	3.474254e-02
3.244000e+00	1.766423e+00	9.263753e-02	3.521111e-02
3.244000e+00	1.773833e+00	9.476289e-02	3.567658e-02
3.244000e+00	1.781243e+00	9.691119e-02	3.613880e-02
3.244000e+00	1.788653e+00	9.908211e-02	3.659762e-02
3.244000e+00	1.796062e+00	1.012753e-01	3.705288e-02
3.244000e+00	1.803472e+00	1.034905e-01	3.750445e-02
3.244000e+00	1.810882e+00	1.057272e-01	3.795217e-02
3.244000e+00	1.818292e+00	1.079853e-01	3.839592e-02
3.244000e+00	1.825702e+00	1.102643e-01	3.883554e-02
3.244000e+00	1.833112e+00	1.125639e-01	3.927092e-02
3.244000e+00	1.840522e+00	1.148838e-01	3.970191e-02
3.244000e+00	1.847932e+00	1.172237e-01	4.012839e-02
3.244000e+00	1.855341e+00	1.195832e-01	4.055023e-02
3.244000e+00	1.862751e+00	1.219620e-01	4.096732e-02
3.244000e+00	1.870161e+00	1.243597e-01	4.137953e-02
3.244000e+00	1.877571e+00	1.267761e-01	4.178674e-02
3.244000e+00	1.884981e+00	1.292108e-01	4.218886e-02
3.244000e+00	1.892391e+00	1.316635e-01	4.258581e-02
3.244000e+00	1.899801e+00	1.341341e-01	4.297758e-02
3.244000e+00	1.907210e+00	1.366223e-01	4.336413e-02
3.244000e+00	1.914620e+00	1.391280e-01	4.374546e-02
3.244000e+00	1.922030e+00	1.416508e-01	4.412153e-02
3.244000e+00	1.929440e+00	1.441907e-01	4.449233e-02
3.244000e+00	1.936850e+00	1.467474e-01	4.485784e-02
3.244000e+00	1.944260e+00	1.493207e-01	4.521804e-02
3.244000e+00	1.951670e+00	1.519104e-01	4.557291e-02
3.244000e+00	1.959080e+00	1.545162e-01	4.592243e-02
3.244000e+00	1.966489e+00	1.571381e-01	4.626660e-02
3.244000e+00	1.973899e+00	1.597757e-01	4.660539e-02
3.244000e+00	1.981309e+00	1.624289e-01	4.693879e-02
3.244000e+00	1.988719e+00	1.650975e-01	4.726679e-02
3.244000e+00	1.996129e+00	1.677813e-01	4.758938e-02
3.244000e+00	2.003539e+00	1.704799e-01	4.790655e-02
3.244000e+00	2.010949e+00	1.731934e-01	4.821827e-02
3.244000e+00	2.018359e+00	1.759214e-01	4.852455e-02
3.244000e+00	2.025768e+00	1.786637e-01	4.882538e-02
3.244000e+00	2.033178e+00	1.814201e-01	4.912074e-02
3.244000e+00	2.040588e+00	1.841905e-01	4.941065e-02
3.244000e+00	2.047998e+00	1.869747e-01	4.969513e-02
3.244000e+00	2.055408e+00	1.897725e-01	4.997421e-02
3.244000e+00	2.062818e+00	1.925839e-01	5.024793e-02
3.244000e+00	2.070228e+00	1.954087e-01	5.051633e-02
3.244000e+00	2.077637e+00	1.982468e-01	5.077943e-02
3.244000e+00	2.085047e+00	2.010979e-01	5.103726e-02
3.244000e+00	2.092457e+00	2.039621e-01	5.128986e-02
3.244000e+00	2.099867e+00	2.068391e-01	5.153726e-02
3.244000e+00	2.107277e+00	2.097289e-01	5.177950e-02
3.244000e+00	2.114687e+00	2.126312e-01	5.201660e-02
3.244000e+00	2.122097e+00	2.155460e-01	5.224860e-02
3.244000e+00	2.129507e+00	2.184730e-01	5.247552e-02
3.244000e+00	2.136916e+00	2.214123e-01	5.269741e-02
3.244000e+00	2.144326e+00	2.243636e-01	5.291428e-02
3.244000e+00	2.151736e+00	2.273268e-01	5.312619e-02
3.244000e+00	2.159146e+00	2.303017e-01	5.333314e-02
3.244000e+00	2.166556e+00	2.332883e-01	5.353519e-02
3.244000e+00	2.173966e+00	2.362864e-01	5.373235e-02
3.244000e+00	2.181376e+00	2.392958e-01	5.392466e-02
3.244000e+00	2.188785e+00	2.423165e-01	5.411215e-02
3.244000e+00	2.196195e+00	2.453482e-01	5.429485e-02
3.244000e+00	2.203605e+00	2.483909e-01	5.447279e-02
3.244000e+00	2.211015e+00	2.514444e-01	5.464601e-02
3.244000e+00	2.218425e+00	2.545085e-01	5.481454e-02
3.244000e+00	2.225835e+00	2.575831e-01	5.497841e-02
3.244000e+00	2.233245e+00	2.606679e-01	5.513767e-02
3.244000e+00	2.240655e+00	2.637628e-01	5.529235e-02
3.244000e+00	2.248064e+00	2.668676e-01	5.544248e-02
3.244000e+00	2.255474e+00	2.699822e-01	5.558811e-02
3.244000e+00	2.262884e+00	2.731063e-01	5.572926e-02
3.244000e+00	2.270294e+00	2.762397e-01	5.586597e-02
3.244000e+00	2.277704e+00	2.793824e-01	5.599827e-02
3.244000e+00	2.285114e+00	2.825340e-01	5.612621e-02
3.244000e+00	2.292524e+00	2.856945e-01	5.624981e-02
3.244000e+00	2.299934e+00	2.888637e-01	5.636911e-02
3.244000e+00	2.307343e+00	2.920413e-01	5.648414e-02
3.244000e+00	2.314753e+00	2.952272e-01	5.659493e-02
3.244000e+00	2.322163e+00	2.984212e-01	5.670152e-02
3.244000e+00	2.329573e+00	3.016232e-01	5.680395e-02
3.244000e+00	2.336983e+00	3.048329e-01	5.690224e-02
3.244000e+00	2.344393e+00	3.080503e-01	5.699643e-02
3.244000e+00	2.351803e+00	3.112750e-01	5.708654e-02
3.244000e+00	2.359212e+00	3.145069e-01	5.717262e-02
3.244000e+00	2.366622e+00	3.177459e-01	5.725470e-02
3.244000e+00	2.374032e+00	3.209917e-01	5.733280e-02
3.244000e+00	2.381442e+00	3.242443e-01	5.740695e-02
3.244000e+00	2.388852e+00	3.275033e-01	5.747720e-02
3.244000e+00	2.396262e+00	3.307687e-01	5.754356e-02
3.244000e+00	2.403672e+00	3.340402e-01	5.760608e-02
3.244000e+00	2.411082e+00	3.373177e-01	5.766479e-02
3.244000e+00	2.418491e+00	3.406012e-01	5.771976e-02
3.244000e+00	2.425901e+00	3.438904e-01	5.777101e-02
3.244000e+00	2.433311e+00	3.471853e-01	5.781862e-02
3.244000e+00	2.440721e+00	3.504858e-01	5.786262e-02
3.244000e+00	2.448131e+00	3.537916e-01	5.790305e-02
3.244000e+00	2.455541e+00	3.571028e-01	5.793998e-02
3.244000e+00	2.462951e+00	3.604192e-01	5.797344e-02
3.244000e+00	2.470361e+00	3.637406e-01	5.800348e-02
3.244000e+00	2.477770e+00	3.670670e-01	5.803014e-02
3.244000e+00	2.485180e+00	3.703983e-01	5.805347e-02
3.244000e+00	2.492590e+00	3.737342e-01	5.807352e-02
3.244000e+00	2.500000e+00	3.770747e-01	5.809033e-02
