# Q2	W	W1	W2
8.294000e+00	1.806882e+00	9.057493e-03	2.321419e-03
8.294000e+00	1.813677e+00	9.306823e-03	2.374368e-03
8.294000e+00	1.820473e+00	9.560806e-03	2.427943e-03
8.294000e+00	1.827268e+00	9.819484e-03	2.482143e-03
8.294000e+00	1.834063e+00	1.008290e-02	2.536964e-03
8.294000e+00	1.840859e+00	1.035109e-02	2.592402e-03
8.294000e+00	1.847654e+00	1.062410e-02	2.648456e-03
8.294000e+00	1.854449e+00	1.090196e-02	2.705122e-03
8.294000e+00	1.861244e+00	1.118473e-02	2.762397e-03
8.294000e+00	1.868040e+00	1.147244e-02	2.820278e-03
8.294000e+00	1.874835e+00	1.176514e-02	2.878762e-03
8.294000e+00	1.881630e+00	1.206286e-02	2.937846e-03
8.294000e+00	1.888425e+00	1.236564e-02	2.997527e-03
8.294000e+00	1.895221e+00	1.267353e-02	3.057802e-03
8.294000e+00	1.902016e+00	1.298657e-02	3.118668e-03
8.294000e+00	1.908811e+00	1.330480e-02	3.180122e-03
8.294000e+00	1.915607e+00	1.362825e-02	3.242160e-03
8.294000e+00	1.922402e+00	1.395696e-02	3.304774e-03
8.294000e+00	1.929197e+00	1.429095e-02	3.367957e-03
8.294000e+00	1.935992e+00	1.463023e-02	3.431700e-03
8.294000e+00	1.942788e+00	1.497484e-02	3.495994e-03
8.294000e+00	1.949583e+00	1.532479e-02	3.560831e-03
8.294000e+00	1.956378e+00	1.568012e-02	3.626202e-03
8.294000e+00	1.963173e+00	1.604083e-02	3.692100e-03
8.294000e+00	1.969969e+00	1.640695e-02	3.758517e-03
8.294000e+00	1.976764e+00	1.677851e-02	3.825443e-03
8.294000e+00	1.983559e+00	1.715553e-02	3.892871e-03
8.294000e+00	1.990355e+00	1.753802e-02	3.960794e-03
8.294000e+00	1.997150e+00	1.792602e-02	4.029202e-03
8.294000e+00	2.003945e+00	1.831955e-02	4.098088e-03
8.294000e+00	2.010740e+00	1.871863e-02	4.167445e-03
8.294000e+00	2.017536e+00	1.912327e-02	4.237263e-03
8.294000e+00	2.024331e+00	1.953351e-02	4.307537e-03
8.294000e+00	2.031126e+00	1.994937e-02	4.378257e-03
8.294000e+00	2.037921e+00	2.037086e-02	4.449416e-03
8.294000e+00	2.044717e+00	2.079802e-02	4.521006e-03
8.294000e+00	2.051512e+00	2.123086e-02	4.593021e-03
8.294000e+00	2.058307e+00	2.166941e-02	4.665452e-03
8.294000e+00	2.065103e+00	2.211368e-02	4.738292e-03
8.294000e+00	2.071898e+00	2.256371e-02	4.811533e-03
8.294000e+00	2.078693e+00	2.301952e-02	4.885168e-03
8.294000e+00	2.085488e+00	2.348112e-02	4.959191e-03
8.294000e+00	2.092284e+00	2.394854e-02	5.033592e-03
8.294000e+00	2.099079e+00	2.442180e-02	5.108367e-03
8.294000e+00	2.105874e+00	2.490093e-02	5.183506e-03
8.294000e+00	2.112669e+00	2.538595e-02	5.259003e-03
8.294000e+00	2.119465e+00	2.587687e-02	5.334851e-03
8.294000e+00	2.126260e+00	2.637373e-02	5.411043e-03
8.294000e+00	2.133055e+00	2.687655e-02	5.487570e-03
8.294000e+00	2.139851e+00	2.738534e-02	5.564426e-03
8.294000e+00	2.146646e+00	2.790014e-02	5.641603e-03
8.294000e+00	2.153441e+00	2.842096e-02	5.719094e-03
8.294000e+00	2.160236e+00	2.894782e-02	5.796893e-03
8.294000e+00	2.167032e+00	2.948076e-02	5.874992e-03
8.294000e+00	2.173827e+00	3.001979e-02	5.953383e-03
8.294000e+00	2.180622e+00	3.056493e-02	6.032061e-03
8.294000e+00	2.187417e+00	3.111621e-02	6.111018e-03
8.294000e+00	2.194213e+00	3.167365e-02	6.190248e-03
8.294000e+00	2.201008e+00	3.223727e-02	6.269743e-03
8.294000e+00	2.207803e+00	3.280710e-02	6.349497e-03
8.294000e+00	2.214599e+00	3.338316e-02	6.429503e-03
8.294000e+00	2.221394e+00	3.396546e-02	6.509755e-03
8.294000e+00	2.228189e+00	3.455405e-02	6.590246e-03
8.294000e+00	2.234984e+00	3.514892e-02	6.670969e-03
8.294000e+00	2.241780e+00	3.575012e-02	6.751918e-03
8.294000e+00	2.248575e+00	3.635766e-02	6.833087e-03
8.294000e+00	2.255370e+00	3.697156e-02	6.914469e-03
8.294000e+00	2.262165e+00	3.759185e-02	6.996057e-03
8.294000e+00	2.268961e+00	3.821855e-02	7.077847e-03
8.294000e+00	2.275756e+00	3.885168e-02	7.159831e-03
8.294000e+00	2.282551e+00	3.949127e-02	7.242003e-03
8.294000e+00	2.289347e+00	4.013733e-02	7.324358e-03
8.294000e+00	2.296142e+00	4.078990e-02	7.406889e-03
8.294000e+00	2.302937e+00	4.144899e-02	7.489590e-03
8.294000e+00	2.309732e+00	4.211462e-02	7.572455e-03
8.294000e+00	2.316528e+00	4.278683e-02	7.655478e-03
8.294000e+00	2.323323e+00	4.346560e-02	7.738650e-03
8.294000e+00	2.330118e+00	4.415092e-02	7.821960e-03
8.294000e+00	2.336913e+00	4.484278e-02	7.905397e-03
8.294000e+00	2.343709e+00	4.554116e-02	7.988950e-03
8.294000e+00	2.350504e+00	4.624605e-02	8.072607e-03
8.294000e+00	2.357299e+00	4.695744e-02	8.156358e-03
8.294000e+00	2.364095e+00	4.767530e-02	8.240193e-03
8.294000e+00	2.370890e+00	4.839962e-02	8.324100e-03
8.294000e+00	2.377685e+00	4.913039e-02	8.408070e-03
8.294000e+00	2.384480e+00	4.986759e-02	8.492091e-03
8.294000e+00	2.391276e+00	5.061121e-02	8.576153e-03
8.294000e+00	2.398071e+00	5.136124e-02	8.660247e-03
8.294000e+00	2.404866e+00	5.211764e-02	8.744362e-03
8.294000e+00	2.411661e+00	5.288042e-02	8.828487e-03
8.294000e+00	2.418457e+00	5.364956e-02	8.912614e-03
8.294000e+00	2.425252e+00	5.442504e-02	8.996733e-03
8.294000e+00	2.432047e+00	5.520685e-02	9.080833e-03
8.294000e+00	2.438843e+00	5.599496e-02	9.164905e-03
8.294000e+00	2.445638e+00	5.678938e-02	9.248939e-03
8.294000e+00	2.452433e+00	5.759007e-02	9.332927e-03
8.294000e+00	2.459228e+00	5.839703e-02	9.416858e-03
8.294000e+00	2.466024e+00	5.921024e-02	9.500723e-03
8.294000e+00	2.472819e+00	6.002969e-02	9.584514e-03
8.294000e+00	2.479614e+00	6.085536e-02	9.668222e-03
8.294000e+00	2.486409e+00	6.168724e-02	9.751836e-03
8.294000e+00	2.493205e+00	6.252530e-02	9.835349e-03
8.294000e+00	2.500000e+00	6.336954e-02	9.918752e-03
