# Q2	W	W1	W2
3.793000e+00	1.039430e+00	9.297155e-05	7.793688e-05
3.793000e+00	1.046769e+00	1.156456e-04	9.465388e-05
3.793000e+00	1.054109e+00	1.425626e-04	1.150404e-04
3.793000e+00	1.061448e+00	1.740326e-04	1.392057e-04
3.793000e+00	1.068788e+00	2.103657e-04	1.672571e-04
3.793000e+00	1.076127e+00	2.518719e-04	1.992994e-04
3.793000e+00	1.083467e+00	2.988610e-04	2.354353e-04
3.793000e+00	1.090806e+00	3.516433e-04	2.757651e-04
3.793000e+00	1.098146e+00	4.105287e-04	3.203871e-04
3.793000e+00	1.105486e+00	4.758271e-04	3.693972e-04
3.793000e+00	1.112825e+00	5.478486e-04	4.228893e-04
3.793000e+00	1.120165e+00	6.269033e-04	4.809551e-04
3.793000e+00	1.127504e+00	7.133010e-04	5.436842e-04
3.793000e+00	1.134844e+00	8.073519e-04	6.111638e-04
3.793000e+00	1.142183e+00	9.093660e-04	6.834794e-04
3.793000e+00	1.149523e+00	1.019653e-03	7.607142e-04
3.793000e+00	1.156862e+00	1.138524e-03	8.429494e-04
3.793000e+00	1.164202e+00	1.266287e-03	9.302641e-04
3.793000e+00	1.171541e+00	1.403254e-03	1.022735e-03
3.793000e+00	1.178881e+00	1.549734e-03	1.120438e-03
3.793000e+00	1.186221e+00	1.706037e-03	1.223446e-03
3.793000e+00	1.193560e+00	1.872473e-03	1.331830e-03
3.793000e+00	1.200900e+00	2.049353e-03	1.445659e-03
3.793000e+00	1.208239e+00	2.236985e-03	1.565001e-03
3.793000e+00	1.215579e+00	2.435681e-03	1.689921e-03
3.793000e+00	1.222918e+00	2.645751e-03	1.820482e-03
3.793000e+00	1.230258e+00	2.867503e-03	1.956747e-03
3.793000e+00	1.237597e+00	3.101249e-03	2.098775e-03
3.793000e+00	1.244937e+00	3.347298e-03	2.246624e-03
3.793000e+00	1.252277e+00	3.605950e-03	2.400336e-03
3.793000e+00	1.259616e+00	3.877456e-03	2.559890e-03
3.793000e+00	1.266956e+00	4.162058e-03	2.725248e-03
3.793000e+00	1.274295e+00	4.459996e-03	2.896373e-03
3.793000e+00	1.281635e+00	4.771511e-03	3.073226e-03
3.793000e+00	1.288974e+00	5.096844e-03	3.255770e-03
3.793000e+00	1.296314e+00	5.436236e-03	3.443965e-03
3.793000e+00	1.303653e+00	5.789926e-03	3.637775e-03
3.793000e+00	1.310993e+00	6.158155e-03	3.837160e-03
3.793000e+00	1.318332e+00	6.541165e-03	4.042081e-03
3.793000e+00	1.325672e+00	6.939196e-03	4.252500e-03
3.793000e+00	1.333012e+00	7.352489e-03	4.468377e-03
3.793000e+00	1.340351e+00	7.781284e-03	4.689674e-03
3.793000e+00	1.347691e+00	8.225822e-03	4.916351e-03
3.793000e+00	1.355030e+00	8.686343e-03	5.148369e-03
3.793000e+00	1.362370e+00	9.163086e-03	5.385678e-03
3.793000e+00	1.369709e+00	9.656285e-03	5.628214e-03
3.793000e+00	1.377049e+00	1.016617e-02	5.875911e-03
3.793000e+00	1.384388e+00	1.069299e-02	6.128706e-03
3.793000e+00	1.391728e+00	1.123696e-02	6.386533e-03
3.793000e+00	1.399068e+00	1.179832e-02	6.649329e-03
3.793000e+00	1.406407e+00	1.237731e-02	6.917030e-03
3.793000e+00	1.413747e+00	1.297415e-02	7.189574e-03
3.793000e+00	1.421086e+00	1.358909e-02	7.466897e-03
3.793000e+00	1.428426e+00	1.422236e-02	7.748938e-03
3.793000e+00	1.435765e+00	1.487419e-02	8.035634e-03
3.793000e+00	1.443105e+00	1.554482e-02	8.326925e-03
3.793000e+00	1.450444e+00	1.623447e-02	8.622749e-03
3.793000e+00	1.457784e+00	1.694339e-02	8.923046e-03
3.793000e+00	1.465123e+00	1.767180e-02	9.227755e-03
3.793000e+00	1.472463e+00	1.841990e-02	9.536791e-03
3.793000e+00	1.479803e+00	1.918769e-02	9.849982e-03
3.793000e+00	1.487142e+00	1.997515e-02	1.016714e-02
3.793000e+00	1.494482e+00	2.078225e-02	1.048808e-02
3.793000e+00	1.501821e+00	2.160899e-02	1.081263e-02
3.793000e+00	1.509161e+00	2.245533e-02	1.114060e-02
3.793000e+00	1.516500e+00	2.332126e-02	1.147181e-02
3.793000e+00	1.523840e+00	2.420676e-02	1.180610e-02
3.793000e+00	1.531179e+00	2.511180e-02	1.214329e-02
3.793000e+00	1.538519e+00	2.603636e-02	1.248321e-02
3.793000e+00	1.545859e+00	2.698042e-02	1.282570e-02
3.793000e+00	1.553198e+00	2.794396e-02	1.317059e-02
3.793000e+00	1.560538e+00	2.892696e-02	1.351772e-02
3.793000e+00	1.567877e+00	2.992939e-02	1.386694e-02
3.793000e+00	1.575217e+00	3.095125e-02	1.421808e-02
3.793000e+00	1.582556e+00	3.199249e-02	1.457100e-02
3.793000e+00	1.589896e+00	3.305312e-02	1.492555e-02
3.793000e+00	1.597235e+00	3.413319e-02	1.528161e-02
3.793000e+00	1.604575e+00	3.523275e-02	1.563911e-02
3.793000e+00	1.611914e+00	3.635189e-02	1.599794e-02
3.793000e+00	1.619254e+00	3.749067e-02	1.635802e-02
3.793000e+00	1.626594e+00	3.864915e-02	1.671925e-02
3.793000e+00	1.633933e+00	3.982741e-02	1.708155e-02
3.793000e+00	1.641273e+00	4.102552e-02	1.744483e-02
3.793000e+00	1.648612e+00	4.224354e-02	1.780900e-02
3.793000e+00	1.655952e+00	4.348154e-02	1.817399e-02
3.793000e+00	1.663291e+00	4.473959e-02	1.853970e-02
3.793000e+00	1.670631e+00	4.601776e-02	1.890606e-02
3.793000e+00	1.677970e+00	4.731612e-02	1.927299e-02
3.793000e+00	1.685310e+00	4.863473e-02	1.964041e-02
3.793000e+00	1.692650e+00	4.997366e-02	2.000824e-02
3.793000e+00	1.699989e+00	5.133299e-02	2.037640e-02
3.793000e+00	1.707329e+00	5.271278e-02	2.074482e-02
3.793000e+00	1.714668e+00	5.411309e-02	2.111342e-02
3.793000e+00	1.722008e+00	5.553390e-02	2.148211e-02
3.793000e+00	1.729347e+00	5.697513e-02	2.185078e-02
3.793000e+00	1.736687e+00	5.843672e-02	2.221930e-02
3.793000e+00	1.744026e+00	5.991859e-02	2.258758e-02
3.793000e+00	1.751366e+00	6.142066e-02	2.295551e-02
3.793000e+00	1.758705e+00	6.294285e-02	2.332297e-02
3.793000e+00	1.766045e+00	6.448510e-02	2.368988e-02
3.793000e+00	1.773385e+00	6.604733e-02	2.405612e-02
3.793000e+00	1.780724e+00	6.762947e-02	2.442160e-02
3.793000e+00	1.788064e+00	6.923143e-02	2.478623e-02
3.793000e+00	1.795403e+00	7.085315e-02	2.514989e-02
3.793000e+00	1.802743e+00	7.249455e-02	2.551251e-02
3.793000e+00	1.810082e+00	7.415555e-02	2.587398e-02
3.793000e+00	1.817422e+00	7.583609e-02	2.623422e-02
3.793000e+00	1.824761e+00	7.753608e-02	2.659314e-02
3.793000e+00	1.832101e+00	7.925546e-02	2.695065e-02
3.793000e+00	1.839441e+00	8.099414e-02	2.730666e-02
3.793000e+00	1.846780e+00	8.275206e-02	2.766109e-02
3.793000e+00	1.854120e+00	8.452912e-02	2.801386e-02
3.793000e+00	1.861459e+00	8.632519e-02	2.836489e-02
3.793000e+00	1.868799e+00	8.814012e-02	2.871410e-02
3.793000e+00	1.876138e+00	8.997377e-02	2.906141e-02
3.793000e+00	1.883478e+00	9.182598e-02	2.940674e-02
3.793000e+00	1.890817e+00	9.369662e-02	2.975003e-02
3.793000e+00	1.898157e+00	9.558553e-02	3.009120e-02
