# Q2	W	W1	W2
4.435000e+00	1.055558e+00	8.322289e-05	5.966572e-05
4.435000e+00	1.062817e+00	1.008906e-04	7.067438e-05
4.435000e+00	1.070075e+00	1.213402e-04	8.378779e-05
4.435000e+00	1.077334e+00	1.447762e-04	9.907356e-05
4.435000e+00	1.084592e+00	1.714034e-04	1.165981e-04
4.435000e+00	1.091851e+00	2.014264e-04	1.364268e-04
4.435000e+00	1.099109e+00	2.350497e-04	1.586236e-04
4.435000e+00	1.106368e+00	2.724782e-04	1.832516e-04
4.435000e+00	1.113626e+00	3.139163e-04	2.103724e-04
4.435000e+00	1.120885e+00	3.595687e-04	2.400467e-04
4.435000e+00	1.128143e+00	4.096401e-04	2.723340e-04
4.435000e+00	1.135402e+00	4.643352e-04	3.072926e-04
4.435000e+00	1.142660e+00	5.238584e-04	3.449797e-04
4.435000e+00	1.149919e+00	5.884146e-04	3.854515e-04
4.435000e+00	1.157177e+00	6.582083e-04	4.287628e-04
4.435000e+00	1.164436e+00	7.334441e-04	4.749674e-04
4.435000e+00	1.171694e+00	8.143267e-04	5.241182e-04
4.435000e+00	1.178953e+00	9.010608e-04	5.762668e-04
4.435000e+00	1.186211e+00	9.938510e-04	6.314637e-04
4.435000e+00	1.193470e+00	1.092902e-03	6.897584e-04
4.435000e+00	1.200728e+00	1.198418e-03	7.511992e-04
4.435000e+00	1.207987e+00	1.310604e-03	8.158335e-04
4.435000e+00	1.215245e+00	1.429665e-03	8.837077e-04
4.435000e+00	1.222504e+00	1.555805e-03	9.548668e-04
4.435000e+00	1.229762e+00	1.689229e-03	1.029355e-03
4.435000e+00	1.237021e+00	1.830142e-03	1.107216e-03
4.435000e+00	1.244279e+00	1.978748e-03	1.188491e-03
4.435000e+00	1.251538e+00	2.135251e-03	1.273221e-03
4.435000e+00	1.258796e+00	2.299858e-03	1.361448e-03
4.435000e+00	1.266055e+00	2.472771e-03	1.453209e-03
4.435000e+00	1.273313e+00	2.654196e-03	1.548543e-03
4.435000e+00	1.280572e+00	2.844337e-03	1.647487e-03
4.435000e+00	1.287830e+00	3.043399e-03	1.750077e-03
4.435000e+00	1.295089e+00	3.251587e-03	1.856347e-03
4.435000e+00	1.302347e+00	3.469100e-03	1.966306e-03
4.435000e+00	1.309606e+00	3.696135e-03	2.079955e-03
4.435000e+00	1.316864e+00	3.932892e-03	2.197292e-03
4.435000e+00	1.324123e+00	4.179567e-03	2.318314e-03
4.435000e+00	1.331381e+00	4.436358e-03	2.443019e-03
4.435000e+00	1.338640e+00	4.703463e-03	2.571406e-03
4.435000e+00	1.345898e+00	4.981079e-03	2.703469e-03
4.435000e+00	1.353157e+00	5.269405e-03	2.839208e-03
4.435000e+00	1.360415e+00	5.568639e-03	2.978616e-03
4.435000e+00	1.367674e+00	5.878977e-03	3.121690e-03
4.435000e+00	1.374932e+00	6.200617e-03	3.268426e-03
4.435000e+00	1.382191e+00	6.533758e-03	3.418818e-03
4.435000e+00	1.389449e+00	6.878597e-03	3.572861e-03
4.435000e+00	1.396708e+00	7.235332e-03	3.730550e-03
4.435000e+00	1.403966e+00	7.604161e-03	3.891878e-03
4.435000e+00	1.411225e+00	7.985281e-03	4.056839e-03
4.435000e+00	1.418483e+00	8.378872e-03	4.225416e-03
4.435000e+00	1.425742e+00	8.785058e-03	4.397554e-03
4.435000e+00	1.433000e+00	9.203955e-03	4.573197e-03
4.435000e+00	1.440259e+00	9.635678e-03	4.752286e-03
4.435000e+00	1.447517e+00	1.008034e-02	4.934764e-03
4.435000e+00	1.454776e+00	1.053806e-02	5.120574e-03
4.435000e+00	1.462034e+00	1.100895e-02	5.309658e-03
4.435000e+00	1.469293e+00	1.149313e-02	5.501962e-03
4.435000e+00	1.476551e+00	1.199070e-02	5.697429e-03
4.435000e+00	1.483810e+00	1.250179e-02	5.896005e-03
4.435000e+00	1.491068e+00	1.302652e-02	6.097634e-03
4.435000e+00	1.498327e+00	1.356498e-02	6.302263e-03
4.435000e+00	1.505585e+00	1.411731e-02	6.509838e-03
4.435000e+00	1.512844e+00	1.468361e-02	6.720305e-03
4.435000e+00	1.520102e+00	1.526400e-02	6.933613e-03
4.435000e+00	1.527361e+00	1.585860e-02	7.149708e-03
4.435000e+00	1.534619e+00	1.646752e-02	7.368540e-03
4.435000e+00	1.541878e+00	1.709087e-02	7.590056e-03
4.435000e+00	1.549136e+00	1.772880e-02	7.814208e-03
4.435000e+00	1.556395e+00	1.838144e-02	8.040948e-03
4.435000e+00	1.563653e+00	1.904893e-02	8.270228e-03
4.435000e+00	1.570912e+00	1.973142e-02	8.502000e-03
4.435000e+00	1.578170e+00	2.042904e-02	8.736219e-03
4.435000e+00	1.585429e+00	2.114195e-02	8.972838e-03
4.435000e+00	1.592687e+00	2.187027e-02	9.211811e-03
4.435000e+00	1.599946e+00	2.261415e-02	9.453092e-03
4.435000e+00	1.607204e+00	2.337373e-02	9.696637e-03
4.435000e+00	1.614463e+00	2.414916e-02	9.942402e-03
4.435000e+00	1.621721e+00	2.494057e-02	1.019034e-02
4.435000e+00	1.628980e+00	2.574810e-02	1.044041e-02
4.435000e+00	1.636238e+00	2.657191e-02	1.069257e-02
4.435000e+00	1.643497e+00	2.741212e-02	1.094678e-02
4.435000e+00	1.650755e+00	2.826888e-02	1.120298e-02
4.435000e+00	1.658014e+00	2.914232e-02	1.146115e-02
4.435000e+00	1.665272e+00	3.003261e-02	1.172124e-02
4.435000e+00	1.672531e+00	3.093985e-02	1.198321e-02
4.435000e+00	1.679789e+00	3.186403e-02	1.224695e-02
4.435000e+00	1.687048e+00	3.280502e-02	1.251234e-02
4.435000e+00	1.694306e+00	3.376270e-02	1.277924e-02
4.435000e+00	1.701565e+00	3.473695e-02	1.304754e-02
4.435000e+00	1.708823e+00	3.572763e-02	1.331710e-02
4.435000e+00	1.716082e+00	3.673462e-02	1.358780e-02
4.435000e+00	1.723340e+00	3.775780e-02	1.385952e-02
4.435000e+00	1.730599e+00	3.879704e-02	1.413214e-02
4.435000e+00	1.737857e+00	3.985221e-02	1.440554e-02
4.435000e+00	1.745116e+00	4.092319e-02	1.467960e-02
4.435000e+00	1.752374e+00	4.200985e-02	1.495421e-02
4.435000e+00	1.759633e+00	4.311207e-02	1.522925e-02
4.435000e+00	1.766891e+00	4.422972e-02	1.550462e-02
4.435000e+00	1.774150e+00	4.536268e-02	1.578019e-02
4.435000e+00	1.781408e+00	4.651082e-02	1.605587e-02
4.435000e+00	1.788667e+00	4.767401e-02	1.633155e-02
4.435000e+00	1.795925e+00	4.885213e-02	1.660712e-02
4.435000e+00	1.803184e+00	5.004505e-02	1.688247e-02
4.435000e+00	1.810442e+00	5.125265e-02	1.715752e-02
4.435000e+00	1.817701e+00	5.247488e-02	1.743217e-02
4.435000e+00	1.824959e+00	5.371179e-02	1.770642e-02
4.435000e+00	1.832218e+00	5.496346e-02	1.798023e-02
4.435000e+00	1.839476e+00	5.622994e-02	1.825358e-02
4.435000e+00	1.846735e+00	5.751131e-02	1.852645e-02
4.435000e+00	1.853993e+00	5.880764e-02	1.879881e-02
4.435000e+00	1.861252e+00	6.011899e-02	1.907065e-02
4.435000e+00	1.868510e+00	6.144544e-02	1.934194e-02
4.435000e+00	1.875769e+00	6.278704e-02	1.961266e-02
4.435000e+00	1.883027e+00	6.414387e-02	1.988280e-02
4.435000e+00	1.890286e+00	6.551599e-02	2.015233e-02
4.435000e+00	1.897544e+00	6.690348e-02	2.042122e-02
4.435000e+00	1.904803e+00	6.830640e-02	2.068947e-02
4.435000e+00	1.912061e+00	6.972481e-02	2.095705e-02
4.435000e+00	1.919320e+00	7.115879e-02	2.122394e-02
4.435000e+00	1.926578e+00	7.260841e-02	2.149013e-02
4.435000e+00	1.933837e+00	7.407372e-02	2.175560e-02
4.435000e+00	1.941095e+00	7.555481e-02	2.202032e-02
4.435000e+00	1.948354e+00	7.705173e-02	2.228429e-02
4.435000e+00	1.955612e+00	7.856456e-02	2.254748e-02
4.435000e+00	1.962871e+00	8.009336e-02	2.280987e-02
4.435000e+00	1.970129e+00	8.163808e-02	2.307143e-02
4.435000e+00	1.977388e+00	8.319857e-02	2.333208e-02
4.435000e+00	1.984646e+00	8.477468e-02	2.359177e-02
4.435000e+00	1.991905e+00	8.636627e-02	2.385042e-02
4.435000e+00	1.999163e+00	8.797318e-02	2.410798e-02
4.435000e+00	2.006422e+00	8.959527e-02	2.436438e-02
4.435000e+00	2.013680e+00	9.123239e-02	2.461956e-02
4.435000e+00	2.020939e+00	9.288439e-02	2.487347e-02
4.435000e+00	2.028197e+00	9.455111e-02	2.512603e-02
4.435000e+00	2.035456e+00	9.623241e-02	2.537720e-02
4.435000e+00	2.042714e+00	9.792814e-02	2.562692e-02
4.435000e+00	2.049973e+00	9.963815e-02	2.587513e-02
4.435000e+00	2.057231e+00	1.013623e-01	2.612178e-02
4.435000e+00	2.064490e+00	1.031004e-01	2.636681e-02
4.435000e+00	2.071748e+00	1.048524e-01	2.661016e-02
4.435000e+00	2.079007e+00	1.066180e-01	2.685180e-02
4.435000e+00	2.086265e+00	1.083972e-01	2.709166e-02
4.435000e+00	2.093524e+00	1.101897e-01	2.732970e-02
4.435000e+00	2.100782e+00	1.119955e-01	2.756586e-02
4.435000e+00	2.108041e+00	1.138144e-01	2.780011e-02
4.435000e+00	2.115299e+00	1.156462e-01	2.803238e-02
