# Q2	W	W1	W2
5.187000e+00	1.074143e+00	7.547443e-05	4.626572e-05
5.187000e+00	1.081308e+00	9.126704e-05	5.457646e-05
5.187000e+00	1.088473e+00	1.086002e-04	6.394304e-05
5.187000e+00	1.095638e+00	1.276236e-04	7.441533e-05
5.187000e+00	1.102803e+00	1.484872e-04	8.604248e-05
5.187000e+00	1.109968e+00	1.713406e-04	9.887296e-05
5.187000e+00	1.117133e+00	1.963336e-04	1.129546e-04
5.187000e+00	1.124298e+00	2.236161e-04	1.283344e-04
5.187000e+00	1.131463e+00	2.533377e-04	1.450589e-04
5.187000e+00	1.138629e+00	2.856483e-04	1.631738e-04
5.187000e+00	1.145794e+00	3.206977e-04	1.827241e-04
5.187000e+00	1.152959e+00	3.586356e-04	2.037543e-04
5.187000e+00	1.160124e+00	3.996117e-04	2.263080e-04
5.187000e+00	1.167289e+00	4.437760e-04	2.504282e-04
5.187000e+00	1.174454e+00	4.912781e-04	2.761574e-04
5.187000e+00	1.181619e+00	5.422678e-04	3.035372e-04
5.187000e+00	1.188784e+00	5.968949e-04	3.326086e-04
5.187000e+00	1.195949e+00	6.553093e-04	3.634120e-04
5.187000e+00	1.203115e+00	7.176605e-04	3.959871e-04
5.187000e+00	1.210280e+00	7.840986e-04	4.303728e-04
5.187000e+00	1.217445e+00	8.547731e-04	4.666076e-04
5.187000e+00	1.224610e+00	9.298339e-04	5.047292e-04
5.187000e+00	1.231775e+00	1.009431e-03	5.447746e-04
5.187000e+00	1.238940e+00	1.093714e-03	5.867803e-04
5.187000e+00	1.246105e+00	1.182832e-03	6.307820e-04
5.187000e+00	1.253270e+00	1.276936e-03	6.768148e-04
5.187000e+00	1.260435e+00	1.376175e-03	7.249133e-04
5.187000e+00	1.267601e+00	1.480698e-03	7.751113e-04
5.187000e+00	1.274766e+00	1.590657e-03	8.274420e-04
5.187000e+00	1.281931e+00	1.706200e-03	8.819380e-04
5.187000e+00	1.289096e+00	1.827477e-03	9.386313e-04
5.187000e+00	1.296261e+00	1.954639e-03	9.975532e-04
5.187000e+00	1.303426e+00	2.087834e-03	1.058735e-03
5.187000e+00	1.310591e+00	2.227213e-03	1.122205e-03
5.187000e+00	1.317756e+00	2.372925e-03	1.187995e-03
5.187000e+00	1.324922e+00	2.525121e-03	1.256133e-03
5.187000e+00	1.332087e+00	2.683949e-03	1.326648e-03
5.187000e+00	1.339252e+00	2.849560e-03	1.399566e-03
5.187000e+00	1.346417e+00	3.022101e-03	1.474912e-03
5.187000e+00	1.353582e+00	3.201700e-03	1.552688e-03
5.187000e+00	1.360747e+00	3.388479e-03	1.632888e-03
5.187000e+00	1.367912e+00	3.582560e-03	1.715507e-03
5.187000e+00	1.375077e+00	3.784065e-03	1.800539e-03
5.187000e+00	1.382242e+00	3.993117e-03	1.887977e-03
5.187000e+00	1.389408e+00	4.209837e-03	1.977816e-03
5.187000e+00	1.396573e+00	4.434347e-03	2.070048e-03
5.187000e+00	1.403738e+00	4.666770e-03	2.164668e-03
5.187000e+00	1.410903e+00	4.907227e-03	2.261668e-03
5.187000e+00	1.418068e+00	5.155841e-03	2.361041e-03
5.187000e+00	1.425233e+00	5.412732e-03	2.462782e-03
5.187000e+00	1.432398e+00	5.678025e-03	2.566881e-03
5.187000e+00	1.439563e+00	5.951840e-03	2.673333e-03
5.187000e+00	1.446728e+00	6.234299e-03	2.782129e-03
5.187000e+00	1.453894e+00	6.525525e-03	2.893262e-03
5.187000e+00	1.461059e+00	6.825639e-03	3.006725e-03
5.187000e+00	1.468224e+00	7.134764e-03	3.122509e-03
5.187000e+00	1.475389e+00	7.453021e-03	3.240607e-03
5.187000e+00	1.482554e+00	7.780531e-03	3.361009e-03
5.187000e+00	1.489719e+00	8.117404e-03	3.483695e-03
5.187000e+00	1.496884e+00	8.463748e-03	3.608644e-03
5.187000e+00	1.504049e+00	8.819671e-03	3.735835e-03
5.187000e+00	1.511214e+00	9.185282e-03	3.865247e-03
5.187000e+00	1.518380e+00	9.560688e-03	3.996858e-03
5.187000e+00	1.525545e+00	9.945997e-03	4.130647e-03
5.187000e+00	1.532710e+00	1.034132e-02	4.266593e-03
5.187000e+00	1.539875e+00	1.074676e-02	4.404676e-03
5.187000e+00	1.547040e+00	1.116242e-02	4.544874e-03
5.187000e+00	1.554205e+00	1.158843e-02	4.687167e-03
5.187000e+00	1.561370e+00	1.202487e-02	4.831533e-03
5.187000e+00	1.568535e+00	1.247187e-02	4.977953e-03
5.187000e+00	1.575700e+00	1.292953e-02	5.126405e-03
5.187000e+00	1.582866e+00	1.339795e-02	5.276870e-03
5.187000e+00	1.590031e+00	1.387725e-02	5.429326e-03
5.187000e+00	1.597196e+00	1.436754e-02	5.583754e-03
5.187000e+00	1.604361e+00	1.486891e-02	5.740132e-03
5.187000e+00	1.611526e+00	1.538149e-02	5.898442e-03
5.187000e+00	1.618691e+00	1.590537e-02	6.058663e-03
5.187000e+00	1.625856e+00	1.644066e-02	6.220768e-03
5.187000e+00	1.633021e+00	1.698744e-02	6.384722e-03
5.187000e+00	1.640186e+00	1.754579e-02	6.550489e-03
5.187000e+00	1.647352e+00	1.811581e-02	6.718035e-03
5.187000e+00	1.654517e+00	1.869757e-02	6.887327e-03
5.187000e+00	1.661682e+00	1.929117e-02	7.058328e-03
5.187000e+00	1.668847e+00	1.989669e-02	7.231007e-03
5.187000e+00	1.676012e+00	2.051421e-02	7.405328e-03
5.187000e+00	1.683177e+00	2.114382e-02	7.581260e-03
5.187000e+00	1.690342e+00	2.178560e-02	7.758769e-03
5.187000e+00	1.697507e+00	2.243965e-02	7.937823e-03
5.187000e+00	1.704672e+00	2.310604e-02	8.118389e-03
5.187000e+00	1.711838e+00	2.378486e-02	8.300435e-03
5.187000e+00	1.719003e+00	2.447620e-02	8.483930e-03
5.187000e+00	1.726168e+00	2.518014e-02	8.668842e-03
5.187000e+00	1.733333e+00	2.589676e-02	8.855141e-03
5.187000e+00	1.740498e+00	2.662617e-02	9.042795e-03
5.187000e+00	1.747663e+00	2.736843e-02	9.231774e-03
5.187000e+00	1.754828e+00	2.812363e-02	9.422048e-03
5.187000e+00	1.761993e+00	2.889186e-02	9.613587e-03
5.187000e+00	1.769159e+00	2.967318e-02	9.806352e-03
5.187000e+00	1.776324e+00	3.046752e-02	1.000027e-02
5.187000e+00	1.783489e+00	3.127479e-02	1.019527e-02
5.187000e+00	1.790654e+00	3.209492e-02	1.039128e-02
5.187000e+00	1.797819e+00	3.292780e-02	1.058821e-02
5.187000e+00	1.804984e+00	3.377337e-02	1.078599e-02
5.187000e+00	1.812149e+00	3.463152e-02	1.098456e-02
5.187000e+00	1.819314e+00	3.550218e-02	1.118383e-02
5.187000e+00	1.826479e+00	3.638525e-02	1.138374e-02
5.187000e+00	1.833645e+00	3.728065e-02	1.158422e-02
5.187000e+00	1.840810e+00	3.818829e-02	1.178519e-02
5.187000e+00	1.847975e+00	3.910809e-02	1.198659e-02
5.187000e+00	1.855140e+00	4.003996e-02	1.218835e-02
5.187000e+00	1.862305e+00	4.098382e-02	1.239040e-02
5.187000e+00	1.869470e+00	4.193957e-02	1.259268e-02
5.187000e+00	1.876635e+00	4.290713e-02	1.279513e-02
5.187000e+00	1.883800e+00	4.388641e-02	1.299767e-02
5.187000e+00	1.890965e+00	4.487733e-02	1.320025e-02
5.187000e+00	1.898131e+00	4.587979e-02	1.340280e-02
5.187000e+00	1.905296e+00	4.689373e-02	1.360526e-02
5.187000e+00	1.912461e+00	4.791904e-02	1.380757e-02
5.187000e+00	1.919626e+00	4.895564e-02	1.400967e-02
5.187000e+00	1.926791e+00	5.000353e-02	1.421152e-02
5.187000e+00	1.933956e+00	5.106283e-02	1.441314e-02
5.187000e+00	1.941121e+00	5.213366e-02	1.461452e-02
5.187000e+00	1.948286e+00	5.321613e-02	1.481566e-02
5.187000e+00	1.955451e+00	5.431036e-02	1.501656e-02
5.187000e+00	1.962617e+00	5.541648e-02	1.521723e-02
5.187000e+00	1.969782e+00	5.653460e-02	1.541767e-02
5.187000e+00	1.976947e+00	5.766484e-02	1.561789e-02
5.187000e+00	1.984112e+00	5.880731e-02	1.581787e-02
5.187000e+00	1.991277e+00	5.996215e-02	1.601764e-02
5.187000e+00	1.998442e+00	6.112946e-02	1.621718e-02
5.187000e+00	2.005607e+00	6.230938e-02	1.641650e-02
5.187000e+00	2.012772e+00	6.350200e-02	1.661560e-02
5.187000e+00	2.019937e+00	6.470747e-02	1.681449e-02
5.187000e+00	2.027103e+00	6.592588e-02	1.701316e-02
5.187000e+00	2.034268e+00	6.715737e-02	1.721162e-02
5.187000e+00	2.041433e+00	6.840206e-02	1.740988e-02
5.187000e+00	2.048598e+00	6.966005e-02	1.760793e-02
5.187000e+00	2.055763e+00	7.093147e-02	1.780577e-02
5.187000e+00	2.062928e+00	7.221645e-02	1.800341e-02
5.187000e+00	2.070093e+00	7.351509e-02	1.820085e-02
5.187000e+00	2.077258e+00	7.482752e-02	1.839808e-02
5.187000e+00	2.084423e+00	7.615386e-02	1.859513e-02
5.187000e+00	2.091589e+00	7.749414e-02	1.879196e-02
5.187000e+00	2.098754e+00	7.884824e-02	1.898852e-02
5.187000e+00	2.105919e+00	8.021599e-02	1.918476e-02
5.187000e+00	2.113084e+00	8.159724e-02	1.938063e-02
5.187000e+00	2.120249e+00	8.299183e-02	1.957605e-02
5.187000e+00	2.127414e+00	8.439961e-02	1.977099e-02
5.187000e+00	2.134579e+00	8.582041e-02	1.996538e-02
5.187000e+00	2.141744e+00	8.725408e-02	2.015917e-02
5.187000e+00	2.148909e+00	8.870047e-02	2.035231e-02
5.187000e+00	2.156075e+00	9.015941e-02	2.054474e-02
5.187000e+00	2.163240e+00	9.163075e-02	2.073642e-02
5.187000e+00	2.170405e+00	9.311434e-02	2.092730e-02
5.187000e+00	2.177570e+00	9.461000e-02	2.111732e-02
5.187000e+00	2.184735e+00	9.611760e-02	2.130644e-02
5.187000e+00	2.191900e+00	9.763696e-02	2.149460e-02
5.187000e+00	2.199065e+00	9.916794e-02	2.168176e-02
5.187000e+00	2.206230e+00	1.007104e-01	2.186788e-02
5.187000e+00	2.213395e+00	1.022641e-01	2.205290e-02
5.187000e+00	2.220561e+00	1.038290e-01	2.223678e-02
5.187000e+00	2.227726e+00	1.054048e-01	2.241948e-02
5.187000e+00	2.234891e+00	1.069915e-01	2.260095e-02
5.187000e+00	2.242056e+00	1.085889e-01	2.278115e-02
5.187000e+00	2.249221e+00	1.101967e-01	2.296004e-02
5.187000e+00	2.256386e+00	1.118150e-01	2.313757e-02
5.187000e+00	2.263551e+00	1.134434e-01	2.331371e-02
5.187000e+00	2.270716e+00	1.150819e-01	2.348841e-02
5.187000e+00	2.277882e+00	1.167303e-01	2.366167e-02
5.187000e+00	2.285047e+00	1.183888e-01	2.383348e-02
5.187000e+00	2.292212e+00	1.200571e-01	2.400384e-02
5.187000e+00	2.299377e+00	1.217353e-01	2.417273e-02
5.187000e+00	2.306542e+00	1.234232e-01	2.434017e-02
5.187000e+00	2.313707e+00	1.251210e-01	2.450614e-02
5.187000e+00	2.320872e+00	1.268285e-01	2.467063e-02
5.187000e+00	2.328037e+00	1.285456e-01	2.483365e-02
5.187000e+00	2.335202e+00	1.302724e-01	2.499520e-02
5.187000e+00	2.342368e+00	1.320088e-01	2.515526e-02
5.187000e+00	2.349533e+00	1.337547e-01	2.531383e-02
5.187000e+00	2.356698e+00	1.355101e-01	2.547091e-02
5.187000e+00	2.363863e+00	1.372749e-01	2.562650e-02
5.187000e+00	2.371028e+00	1.390492e-01	2.578060e-02
5.187000e+00	2.378193e+00	1.408328e-01	2.593319e-02
5.187000e+00	2.385358e+00	1.426257e-01	2.608428e-02
5.187000e+00	2.392523e+00	1.444279e-01	2.623387e-02
5.187000e+00	2.399688e+00	1.462393e-01	2.638195e-02
5.187000e+00	2.406854e+00	1.480599e-01	2.652852e-02
5.187000e+00	2.414019e+00	1.498897e-01	2.667358e-02
5.187000e+00	2.421184e+00	1.517285e-01	2.681712e-02
5.187000e+00	2.428349e+00	1.535763e-01	2.695915e-02
5.187000e+00	2.435514e+00	1.554332e-01	2.709965e-02
5.187000e+00	2.442679e+00	1.572990e-01	2.723864e-02
5.187000e+00	2.449844e+00	1.591737e-01	2.737610e-02
5.187000e+00	2.457009e+00	1.610572e-01	2.751204e-02
5.187000e+00	2.464174e+00	1.629496e-01	2.764646e-02
5.187000e+00	2.471340e+00	1.648508e-01	2.777935e-02
5.187000e+00	2.478505e+00	1.667606e-01	2.791071e-02
5.187000e+00	2.485670e+00	1.686792e-01	2.804055e-02
5.187000e+00	2.492835e+00	1.706063e-01	2.816887e-02
5.187000e+00	2.500000e+00	1.725420e-01	2.829567e-02
