x	F1_NLO_TMC_only	F1_NLO_TMC_only_alternative	F1_NLO_TMC_HT_prelim	F2_NLO_TMC_only	F2_NLO_TMC_HT	F1_LO	F2_LO
1.000000e-02	-1.334208e+03	-1.166657e+03	-1.081556e+03	-8.880782e+02	-8.324049e+02	1.798333e+01	3.596667e-01
2.000000e-02	-3.854894e+02	-3.356171e+02	-3.106261e+02	-2.595281e+02	-2.427739e+02	8.627778e+00	3.451111e-01
3.000000e-02	-1.769926e+02	-1.534773e+02	-1.418467e+02	-1.203896e+02	-1.124336e+02	5.701852e+00	3.421111e-01
4.000000e-02	-9.837142e+01	-8.496197e+01	-7.841715e+01	-6.758663e+01	-6.302759e+01	4.287500e+00	3.430000e-01
5.000000e-02	-6.068619e+01	-5.219835e+01	-4.811239e+01	-4.212175e+01	-3.922635e+01	3.448889e+00	3.448889e-01
6.000000e-02	-3.995335e+01	-3.421606e+01	-3.149395e+01	-2.802694e+01	-2.606568e+01	2.888889e+00	3.466667e-01
7.000000e-02	-2.747637e+01	-2.342082e+01	-2.152597e+01	-1.949254e+01	-1.810469e+01	2.488889e+00	3.484444e-01
8.000000e-02	-1.947991e+01	-1.651980e+01	-1.515927e+01	-1.398831e+01	-1.297518e+01	2.190278e+00	3.504444e-01
9.000000e-02	-1.411151e+01	-1.189925e+01	-1.090020e+01	-1.026883e+01	-9.512186e+00	1.954938e+00	3.518889e-01
1.000000e-01	-1.037747e+01	-8.694552e+00	-7.948871e+00	-7.663937e+00	-7.089200e+00	1.764778e+00	3.529556e-01
1.100000e-01	-7.707256e+00	-6.409884e+00	-5.846791e+00	-5.787666e+00	-5.345594e+00	1.610303e+00	3.542667e-01
1.200000e-01	-5.755249e+00	-4.745239e+00	-4.316669e+00	-4.405475e+00	-4.062345e+00	1.480741e+00	3.553778e-01
1.300000e-01	-4.302788e+00	-3.511054e+00	-3.183376e+00	-3.368513e+00	-3.100527e+00	1.372222e+00	3.567778e-01
1.400000e-01	-3.206490e+00	-2.583182e+00	-2.332275e+00	-2.578860e+00	-2.368801e+00	1.276865e+00	3.575222e-01
1.500000e-01	-2.369465e+00	-1.877838e+00	-1.686034e+00	-1.970131e+00	-1.805277e+00	1.193407e+00	3.580222e-01
1.600000e-01	-1.724540e+00	-1.337015e+00	-1.191139e+00	-1.496151e+00	-1.366929e+00	1.119931e+00	3.583778e-01
1.700000e-01	-1.224109e+00	-9.196569e-01	-8.097337e-01	-1.124081e+00	-1.023177e+00	1.053268e+00	3.581111e-01
1.800000e-01	-8.337821e-01	-5.961481e-01	-5.145253e-01	-8.301181e-01	-7.518647e-01	9.942593e-01	3.579333e-01
1.900000e-01	-5.282969e-01	-3.447651e-01	-2.855040e-01	-5.967107e-01	-5.366670e-01	9.395614e-01	3.570333e-01
2.000000e-01	-2.888197e-01	-1.493377e-01	-1.077831e-01	-4.107264e-01	-3.653752e-01	8.894167e-01	3.557667e-01
2.100000e-01	-1.011247e-01	2.328292e-03	2.985710e-02	-2.622071e-01	-2.287370e-01	8.432540e-01	3.541667e-01
2.200000e-01	4.565872e-02	1.195359e-01	1.359713e-01	-1.435123e-01	-1.196583e-01	8.005303e-01	3.522333e-01
2.300000e-01	1.599249e-01	2.094562e-01	2.171496e-01	-4.871753e-02	-3.264132e-02	7.608937e-01	3.500111e-01
2.400000e-01	2.482166e-01	2.776680e-01	2.785159e-01	2.681514e-02	3.661498e-02	7.226389e-01	3.468667e-01
2.500000e-01	3.156764e-01	3.285481e-01	3.240869e-01	8.674792e-02	9.150444e-02	6.875778e-01	3.437889e-01
2.600000e-01	3.663772e-01	3.655552e-01	3.570352e-01	1.339951e-01	1.347260e-01	6.536538e-01	3.399000e-01
2.700000e-01	4.035665e-01	3.914418e-01	3.798832e-01	1.708921e-01	1.684411e-01	6.215226e-01	3.356222e-01
2.800000e-01	4.298501e-01	4.084107e-01	3.946483e-01	1.993229e-01	1.943917e-01	5.908333e-01	3.308667e-01
2.900000e-01	4.473300e-01	4.182349e-01	4.029529e-01	2.208157e-01	2.139902e-01	5.623755e-01	3.261778e-01
3.000000e-01	4.577107e-01	4.223481e-01	4.061076e-01	2.366170e-01	2.283874e-01	5.345556e-01	3.207333e-01
3.100000e-01	4.623802e-01	4.219145e-01	4.051759e-01	2.477484e-01	2.385259e-01	5.084588e-01	3.152444e-01
3.200000e-01	4.624733e-01	4.178832e-01	4.010238e-01	2.550507e-01	2.451806e-01	4.833160e-01	3.093222e-01
3.300000e-01	4.589213e-01	4.110305e-01	3.943588e-01	2.592187e-01	2.489914e-01	4.591414e-01	3.030333e-01
3.400000e-01	4.524906e-01	4.019927e-01	3.857604e-01	2.608289e-01	2.504887e-01	4.358007e-01	2.963444e-01
3.500000e-01	4.438136e-01	3.912932e-01	3.757043e-01	2.603605e-01	2.501130e-01	4.136825e-01	2.895778e-01
3.600000e-01	4.334132e-01	3.793627e-01	3.645818e-01	2.582136e-01	2.482315e-01	3.923302e-01	2.824778e-01
3.700000e-01	4.217228e-01	3.665567e-01	3.527151e-01	2.547229e-01	2.451513e-01	3.716216e-01	2.750000e-01
3.800000e-01	4.091017e-01	3.531683e-01	3.403695e-01	2.501687e-01	2.411290e-01	3.520906e-01	2.675889e-01
3.900000e-01	3.958485e-01	3.394396e-01	3.277639e-01	2.447866e-01	2.363802e-01	3.335613e-01	2.601778e-01
4.000000e-01	3.822110e-01	3.255705e-01	3.150784e-01	2.387748e-01	2.310859e-01	3.152778e-01	2.522222e-01
4.100000e-01	3.683951e-01	3.117259e-01	3.024613e-01	2.323000e-01	2.253983e-01	2.980894e-01	2.444333e-01
4.200000e-01	3.545719e-01	2.980414e-01	2.900344e-01	2.255028e-01	2.194452e-01	2.817857e-01	2.367000e-01
4.300000e-01	3.408831e-01	2.846286e-01	2.778974e-01	2.185018e-01	2.133346e-01	2.658734e-01	2.286511e-01
4.400000e-01	3.274459e-01	2.715787e-01	2.661317e-01	2.113970e-01	2.071571e-01	2.505972e-01	2.205256e-01
4.421637e-01	3.245814e-01	2.688104e-01	2.636415e-01	2.098545e-01	2.058193e-01	2.473815e-01	2.187661e-01
4.449904e-01	3.208652e-01	2.652257e-01	2.604201e-01	2.078393e-01	2.040735e-01	2.432306e-01	2.164703e-01
4.478402e-01	3.171503e-01	2.616499e-01	2.572102e-01	2.058092e-01	2.023170e-01	2.391085e-01	2.141646e-01
4.500000e-01	3.143573e-01	2.589662e-01	2.548034e-01	2.042726e-01	2.009890e-01	2.360296e-01	2.124267e-01
4.507132e-01	3.134394e-01	2.580851e-01	2.540137e-01	2.037657e-01	2.005513e-01	2.350219e-01	2.118550e-01
4.536095e-01	3.097351e-01	2.545337e-01	2.508331e-01	2.017108e-01	1.987781e-01	2.309723e-01	2.095428e-01
4.565294e-01	3.060410e-01	2.509987e-01	2.476710e-01	1.996465e-01	1.969996e-01	2.269524e-01	2.072213e-01
