x	F1_NLO_TMC_only	F1_NLO_TMC_only_alternative	F1_NLO_TMC_HT_prelim	F2_NLO_TMC_only	F2_NLO_TMC_HT	F1_LO	F2_LO
1.000000e-02	-3.371082e+02	-3.388200e+02	-3.608339e+02	-1.144971e+02	-1.591297e+02	1.663889e+01	3.327778e-01
2.000000e-02	-9.075514e+01	-9.060125e+01	-9.558367e+01	-3.311274e+01	-4.443650e+01	8.044444e+00	3.217778e-01
3.000000e-02	-3.879528e+01	-3.848574e+01	-4.029693e+01	-1.505590e+01	-1.969074e+01	5.364815e+00	3.218889e-01
4.000000e-02	-1.992809e+01	-1.964374e+01	-2.043483e+01	-8.205995e+00	-1.051510e+01	4.068056e+00	3.254444e-01
5.000000e-02	-1.121892e+01	-1.098490e+01	-1.136202e+01	-4.910362e+00	-6.189677e+00	3.291111e+00	3.291111e-01
6.000000e-02	-6.610853e+00	-6.425301e+00	-6.612776e+00	-3.093870e+00	-3.850438e+00	2.775926e+00	3.331111e-01
7.000000e-02	-3.950129e+00	-3.806363e+00	-3.901305e+00	-2.000622e+00	-2.467816e+00	2.404762e+00	3.366667e-01
8.000000e-02	-2.319380e+00	-2.210675e+00	-2.259496e+00	-1.301180e+00	-1.598578e+00	2.124306e+00	3.398889e-01
9.000000e-02	-1.276925e+00	-1.197517e+00	-1.223864e+00	-8.333445e-01	-1.027041e+00	1.906173e+00	3.431111e-01
1.000000e-01	-5.903158e-01	-5.354749e-01	-5.518760e-01	-5.098472e-01	-6.384628e-01	1.731111e+00	3.462222e-01
1.100000e-01	-1.286618e-01	-9.454840e-02	-1.077564e-01	-2.804476e-01	-3.675146e-01	1.585556e+00	3.488222e-01
1.200000e-01	1.857634e-01	2.022685e-01	1.886356e-01	-1.146395e-01	-1.749586e-01	1.465741e+00	3.517778e-01
1.300000e-01	4.011306e-01	4.025760e-01	3.866566e-01	6.916775e-03	-3.618812e-02	1.363590e+00	3.545333e-01
1.400000e-01	5.483586e-01	5.368419e-01	5.177786e-01	9.692527e-02	6.478745e-02	1.273651e+00	3.566222e-01
1.500000e-01	6.478799e-01	6.251413e-01	6.026558e-01	1.639839e-01	1.386732e-01	1.196259e+00	3.588778e-01
1.600000e-01	7.135321e-01	6.810269e-01	6.551734e-01	2.140609e-01	1.928191e-01	1.127882e+00	3.609222e-01
1.700000e-01	7.548837e-01	7.138379e-01	6.848568e-01	2.513901e-01	2.323818e-01	1.065425e+00	3.622444e-01
1.800000e-01	7.786691e-01	7.301228e-01	6.983536e-01	2.790321e-01	2.610471e-01	1.010401e+00	3.637444e-01
1.900000e-01	7.897002e-01	7.345420e-01	7.003704e-01	2.992363e-01	2.814929e-01	9.589474e-01	3.644000e-01
2.000000e-01	7.914602e-01	7.304536e-01	6.942795e-01	3.136798e-01	2.956922e-01	9.119722e-01	3.647889e-01
2.100000e-01	7.864980e-01	7.203031e-01	6.825217e-01	3.236293e-01	3.051173e-01	8.684392e-01	3.647444e-01
2.200000e-01	7.766962e-01	7.058864e-01	6.668776e-01	3.300522e-01	3.108784e-01	8.280808e-01	3.643556e-01
2.300000e-01	7.634558e-01	6.885320e-01	6.486541e-01	3.336949e-01	3.138214e-01	7.892995e-01	3.630778e-01
2.400000e-01	7.478258e-01	6.692273e-01	6.288145e-01	3.351386e-01	3.145954e-01	7.532639e-01	3.615667e-01
2.500000e-01	7.305953e-01	6.487092e-01	6.080703e-01	3.348393e-01	3.137031e-01	7.191556e-01	3.595778e-01
2.600000e-01	7.123595e-01	6.275283e-01	5.869473e-01	3.331575e-01	3.115357e-01	6.866453e-01	3.570556e-01
2.700000e-01	6.935683e-01	6.060959e-01	5.658328e-01	3.303798e-01	3.083993e-01	6.561317e-01	3.543111e-01
2.800000e-01	6.745613e-01	5.847185e-01	5.450106e-01	3.267356e-01	3.045351e-01	6.260317e-01	3.505778e-01
2.900000e-01	6.555944e-01	5.636233e-01	5.246868e-01	3.224092e-01	3.001331e-01	5.980651e-01	3.468778e-01
3.000000e-01	6.368594e-01	5.429770e-01	5.050087e-01	3.175496e-01	2.953440e-01	5.704074e-01	3.422444e-01
3.100000e-01	6.184990e-01	5.229003e-01	4.860788e-01	3.122774e-01	2.902875e-01	5.448208e-01	3.377889e-01
3.161802e-01	6.073860e-01	5.108157e-01	4.747850e-01	3.088563e-01	2.870710e-01	5.288858e-01	3.344425e-01
3.186617e-01	6.029800e-01	5.060375e-01	4.703410e-01	3.074535e-01	2.857653e-01	5.225680e-01	3.330432e-01
3.200000e-01	6.006176e-01	5.034786e-01	4.679661e-01	3.066906e-01	2.850584e-01	5.192187e-01	3.323000e-01
3.211706e-01	5.985595e-01	5.012509e-01	4.659015e-01	3.060199e-01	2.844387e-01	5.163310e-01	3.316619e-01
3.237073e-01	5.941259e-01	4.964570e-01	4.614680e-01	3.045559e-01	2.830916e-01	5.101890e-01	3.303067e-01
3.262723e-01	5.896806e-01	4.916576e-01	4.570422e-01	3.030620e-01	2.817248e-01	5.040970e-01	3.289484e-01
3.288659e-01	5.852275e-01	4.868559e-01	4.526275e-01	3.015395e-01	2.803398e-01	4.980069e-01	3.275559e-01
3.300000e-01	5.832915e-01	4.847708e-01	4.507145e-01	3.008694e-01	2.797326e-01	4.953535e-01	3.269333e-01
3.314885e-01	5.807590e-01	4.820459e-01	4.482184e-01	2.999850e-01	2.789336e-01	4.918728e-01	3.260994e-01
3.341405e-01	5.762686e-01	4.772226e-01	4.438105e-01	2.983953e-01	2.775036e-01	4.856851e-01	3.245724e-01
3.368223e-01	5.717579e-01	4.723875e-01	4.394056e-01	2.967708e-01	2.760504e-01	4.794652e-01	3.229878e-01
3.395343e-01	5.672286e-01	4.675425e-01	4.350054e-01	2.951121e-01	2.745748e-01	4.732353e-01	3.213590e-01
3.400000e-01	5.664543e-01	4.667152e-01	4.342555e-01	2.948259e-01	2.743209e-01	4.721732e-01	3.210778e-01
3.422770e-01	5.626827e-01	4.626894e-01	4.306121e-01	2.934200e-01	2.730778e-01	4.670135e-01	3.196969e-01
3.450507e-01	5.581224e-01	4.578304e-01	4.262278e-01	2.916952e-01	2.715605e-01	4.607906e-01	3.179937e-01
3.478560e-01	5.535502e-01	4.529679e-01	4.218551e-01	2.899389e-01	2.700239e-01	4.545461e-01	3.162341e-01
3.500000e-01	5.500848e-01	4.492881e-01	4.185559e-01	2.885897e-01	2.688496e-01	4.497937e-01	3.148556e-01
3.506931e-01	5.489705e-01	4.481058e-01	4.174977e-01	2.881527e-01	2.684703e-01	4.482595e-01	3.144027e-01
3.535627e-01	5.443856e-01	4.432461e-01	4.131577e-01	2.863377e-01	2.669006e-01	4.419304e-01	3.124987e-01
