x	F1_NLO_TMC_only	F1_NLO_TMC_only_alternative	F1_NLO_TMC_HT_prelim	F2_NLO_TMC_only	F2_NLO_TMC_HT	F1_LO	F2_LO
1.000000e-02	-1.533615e+03	-1.331638e+03	-1.253037e+03	-9.585772e+02	-9.168242e+02	1.779444e+01	3.558889e-01
2.000000e-02	-4.397862e+02	-3.804551e+02	-3.573644e+02	-2.778164e+02	-2.650786e+02	8.536111e+00	3.414444e-01
3.000000e-02	-2.006632e+02	-1.729906e+02	-1.622458e+02	-1.279803e+02	-1.218724e+02	5.650000e+00	3.390000e-01
4.000000e-02	-1.108966e+02	-9.526964e+01	-8.922641e+01	-7.139304e+01	-6.786632e+01	4.259722e+00	3.407778e-01
5.000000e-02	-6.804732e+01	-5.824565e+01	-5.447616e+01	-4.422550e+01	-4.197202e+01	3.428889e+00	3.428889e-01
6.000000e-02	-4.456749e+01	-3.799971e+01	-3.549159e+01	-2.925306e+01	-2.771909e+01	2.875926e+00	3.451111e-01
7.000000e-02	-3.049281e+01	-2.588949e+01	-2.414652e+01	-2.022563e+01	-1.913588e+01	2.477778e+00	3.468889e-01
8.000000e-02	-2.150769e+01	-1.817583e+01	-1.692703e+01	-1.442795e+01	-1.363007e+01	2.177778e+00	3.484444e-01
9.000000e-02	-1.549938e+01	-1.303005e+01	-1.211552e+01	-1.052679e+01	-9.929685e+00	1.946914e+00	3.504444e-01
1.000000e-01	-1.133705e+01	-9.474366e+00	-8.794053e+00	-7.806432e+00	-7.352387e+00	1.761889e+00	3.523778e-01
1.100000e-01	-8.372840e+00	-6.949181e+00	-6.437585e+00	-5.855631e+00	-5.506374e+00	1.607172e+00	3.535778e-01
1.200000e-01	-6.215138e+00	-5.116590e+00	-4.729224e+00	-4.425057e+00	-4.154268e+00	1.479907e+00	3.551778e-01
1.300000e-01	-4.616730e+00	-3.763509e+00	-3.469244e+00	-3.356839e+00	-3.145871e+00	1.370342e+00	3.562889e-01
1.400000e-01	-3.415863e+00	-2.750671e+00	-2.527178e+00	-2.547367e+00	-2.382674e+00	1.277143e+00	3.576000e-01
1.500000e-01	-2.503473e+00	-1.984281e+00	-1.815204e+00	-1.926561e+00	-1.798095e+00	1.194259e+00	3.582778e-01
1.600000e-01	-1.804118e+00	-1.399532e+00	-1.272677e+00	-1.445789e+00	-1.345960e+00	1.120729e+00	3.586333e-01
1.700000e-01	-1.264454e+00	-9.506588e-01	-8.567925e-01	-1.070552e+00	-9.935362e-01	1.055359e+00	3.588222e-01
1.800000e-01	-8.460366e-01	-6.047172e-01	-5.367572e-01	-7.758991e-01	-7.171700e-01	9.962346e-01	3.586444e-01
1.900000e-01	-5.206906e-01	-3.375975e-01	-2.900481e-01	-5.434828e-01	-4.994780e-01	9.427193e-01	3.582333e-01
2.000000e-01	-2.674639e-01	-1.313942e-01	-9.994831e-02	-3.596079e-01	-3.274954e-01	8.936944e-01	3.574778e-01
2.100000e-01	-7.057094e-02	2.736314e-02	4.611033e-02	-2.139173e-01	-1.914247e-01	8.474339e-01	3.559222e-01
2.200000e-01	8.201987e-02	1.489260e-01	1.576862e-01	-9.848573e-02	-8.377482e-02	8.046465e-01	3.540444e-01
2.300000e-01	1.995737e-01	2.411760e-01	2.421232e-01	-7.184877e-03	1.242090e-03	7.644928e-01	3.516667e-01
2.400000e-01	2.892916e-01	3.102287e-01	3.051153e-01	6.476906e-02	6.814029e-02	7.272454e-01	3.490778e-01
