x	F1_NLO_TMC_only	F1_NLO_TMC_only_alternative	F1_NLO_TMC_HT_prelim	F2_NLO_TMC_only	F2_NLO_TMC_HT	F1_LO	F2_LO
1.000000e-02	-9.617180e+00	-7.788233e+00	-7.920278e+00	1.696619e+00	2.632369e+00	1.286667e+01	2.573333e-01
2.000000e-02	-1.365887e+00	-1.069969e+00	-1.114476e+00	3.911619e-01	5.407352e-01	6.341667e+00	2.536667e-01
3.000000e-02	1.662766e-02	8.719088e-02	6.733020e-02	1.955031e-01	2.335166e-01	4.333333e+00	2.600000e-01
4.000000e-02	4.024674e-01	4.126618e-01	3.994609e-01	1.474356e-01	1.578142e-01	3.373611e+00	2.698889e-01
5.000000e-02	5.279246e-01	5.157188e-01	5.027872e-01	1.344690e-01	1.359736e-01	2.795556e+00	2.795556e-01
6.000000e-02	5.656670e-01	5.423937e-01	5.271709e-01	1.320103e-01	1.299278e-01	2.410185e+00	2.892222e-01
7.000000e-02	5.699169e-01	5.394533e-01	5.208858e-01	1.329273e-01	1.288649e-01	2.128571e+00	2.980000e-01
8.000000e-02	5.608171e-01	5.245963e-01	5.022913e-01	1.348183e-01	1.292288e-01	1.914583e+00	3.063333e-01
9.000000e-02	5.466600e-01	5.052424e-01	4.791161e-01	1.368178e-01	1.297739e-01	1.747901e+00	3.146222e-01
1.000000e-01	5.310667e-01	4.846922e-01	4.548093e-01	1.386177e-01	1.300755e-01	1.612556e+00	3.225111e-01
1.100000e-01	5.156512e-01	4.644464e-01	4.309418e-01	1.401255e-01	1.300172e-01	1.502323e+00	3.305111e-01
1.166911e-01	5.058041e-01	4.514198e-01	4.155837e-01	1.409659e-01	1.297753e-01	1.437580e+00	3.355033e-01
1.178768e-01	5.041088e-01	4.491651e-01	4.129240e-01	1.411012e-01	1.297164e-01	1.426782e+00	3.363677e-01
1.190811e-01	5.024030e-01	4.468924e-01	4.102425e-01	1.412346e-01	1.296519e-01	1.416026e+00	3.372435e-01
1.200000e-01	5.011127e-01	4.451706e-01	4.082105e-01	1.413336e-01	1.295995e-01	1.407963e+00	3.379111e-01
1.203046e-01	5.006872e-01	4.446022e-01	4.075395e-01	1.413660e-01	1.295815e-01	1.405318e+00	3.381324e-01
1.215475e-01	4.989623e-01	4.422949e-01	4.048156e-01	1.414952e-01	1.295052e-01	1.394663e+00	3.390357e-01
1.228104e-01	4.972289e-01	4.399711e-01	4.020714e-01	1.416225e-01	1.294229e-01	1.384063e+00	3.399543e-01
1.240936e-01	4.954880e-01	4.376317e-01	3.993075e-01	1.417477e-01	1.293346e-01	1.373519e+00	3.408892e-01
1.253976e-01	4.937407e-01	4.352774e-01	3.965248e-01	1.418707e-01	1.292400e-01	1.363033e+00	3.418411e-01
1.267229e-01	4.919870e-01	4.329084e-01	3.937234e-01	1.419916e-01	1.291391e-01	1.352605e+00	3.428110e-01
1.280699e-01	4.902355e-01	4.305320e-01	3.909100e-01	1.421118e-01	1.290332e-01	1.342238e+00	3.437997e-01
1.294392e-01	4.884899e-01	4.281515e-01	3.880876e-01	1.422319e-01	1.289227e-01	1.331932e+00	3.448081e-01
1.300000e-01	4.877845e-01	4.271863e-01	3.869421e-01	1.422804e-01	1.288765e-01	1.327778e+00	3.452222e-01
1.308312e-01	4.867486e-01	4.257654e-01	3.852549e-01	1.423514e-01	1.288070e-01	1.321689e+00	3.458370e-01
1.322465e-01	4.850102e-01	4.233722e-01	3.824104e-01	1.424698e-01	1.286856e-01	1.311502e+00	3.468852e-01
1.336856e-01	4.832730e-01	4.209703e-01	3.795528e-01	1.425864e-01	1.285580e-01	1.301362e+00	3.479497e-01
1.351491e-01	4.815356e-01	4.185581e-01	3.766807e-01	1.427009e-01	1.284234e-01	1.291256e+00	3.490278e-01
1.366375e-01	4.797959e-01	4.161338e-01	3.737925e-01	1.428123e-01	1.282813e-01	1.281175e+00	3.501165e-01
1.381514e-01	4.780520e-01	4.136955e-01	3.708866e-01	1.429201e-01	1.281309e-01	1.271108e+00	3.512130e-01
1.396914e-01	4.763009e-01	4.112404e-01	3.679605e-01	1.430234e-01	1.279713e-01	1.261044e+00	3.523145e-01
1.400000e-01	4.759527e-01	4.107514e-01	3.673777e-01	1.430433e-01	1.279385e-01	1.259048e+00	3.525333e-01
1.412582e-01	4.745387e-01	4.087650e-01	3.650112e-01	1.431208e-01	1.278013e-01	1.250975e+00	3.534190e-01
1.428523e-01	4.727577e-01	4.062624e-01	3.620329e-01	1.432105e-01	1.276192e-01	1.240913e+00	3.545306e-01
1.444745e-01	4.709743e-01	4.037472e-01	3.590384e-01	1.432955e-01	1.274278e-01	1.230880e+00	3.556563e-01
1.461254e-01	4.691946e-01	4.012244e-01	3.560326e-01	1.433770e-01	1.272278e-01	1.220897e+00	3.568031e-01
1.478058e-01	4.674173e-01	3.986928e-01	3.530144e-01	1.434543e-01	1.270187e-01	1.210987e+00	3.579779e-01
1.495163e-01	4.656412e-01	3.961512e-01	3.499829e-01	1.435267e-01	1.267997e-01	1.201170e+00	3.591878e-01
1.500000e-01	4.651446e-01	3.954386e-01	3.491328e-01	1.435459e-01	1.267367e-01	1.198444e+00	3.595333e-01
1.512577e-01	4.638647e-01	3.935981e-01	3.469368e-01	1.435934e-01	1.265704e-01	1.191463e+00	3.604385e-01
1.530307e-01	4.620862e-01	3.910320e-01	3.438751e-01	1.436538e-01	1.263298e-01	1.181846e+00	3.617231e-01
1.548363e-01	4.603038e-01	3.884512e-01	3.407965e-01	1.437070e-01	1.260772e-01	1.172274e+00	3.630277e-01
1.566751e-01	4.585149e-01	3.858532e-01	3.376989e-01	1.437518e-01	1.258116e-01	1.162702e+00	3.643387e-01
1.585481e-01	4.567145e-01	3.832338e-01	3.345790e-01	1.437866e-01	1.255317e-01	1.153086e+00	3.656420e-01
1.600000e-01	4.553299e-01	3.812185e-01	3.321819e-01	1.438053e-01	1.253075e-01	1.145694e+00	3.666222e-01
1.604561e-01	4.548995e-01	3.805903e-01	3.314347e-01	1.438103e-01	1.252363e-01	1.143381e+00	3.669238e-01
1.624000e-01	4.530992e-01	3.779477e-01	3.282882e-01	1.438290e-01	1.249309e-01	1.133574e+00	3.681804e-01
1.643808e-01	4.513137e-01	3.753060e-01	3.251394e-01	1.438423e-01	1.246151e-01	1.123714e+00	3.694277e-01
1.663994e-01	4.495397e-01	3.726620e-01	3.219860e-01	1.438490e-01	1.242879e-01	1.113856e+00	3.706843e-01
1.684569e-01	4.477737e-01	3.700126e-01	3.188256e-01	1.438477e-01	1.239480e-01	1.104055e+00	3.719686e-01
1.700000e-01	4.464737e-01	3.680528e-01	3.164882e-01	1.438406e-01	1.236884e-01	1.096895e+00	3.729444e-01
1.705543e-01	4.460114e-01	3.673540e-01	3.156551e-01	1.438367e-01	1.235941e-01	1.094367e+00	3.732990e-01
1.726926e-01	4.442478e-01	3.646821e-01	3.124714e-01	1.438143e-01	1.232248e-01	1.084808e+00	3.746809e-01
1.748730e-01	4.424764e-01	3.619911e-01	3.092700e-01	1.437784e-01	1.228382e-01	1.075324e+00	3.760954e-01
1.770966e-01	4.406852e-01	3.592712e-01	3.060430e-01	1.437252e-01	1.224314e-01	1.065851e+00	3.775208e-01
1.793646e-01	4.388769e-01	3.565246e-01	3.027930e-01	1.436547e-01	1.220046e-01	1.056325e+00	3.789356e-01
1.800000e-01	4.383792e-01	3.557648e-01	3.018939e-01	1.436334e-01	1.218840e-01	1.053673e+00	3.793222e-01
1.816783e-01	4.370855e-01	3.537796e-01	2.995445e-01	1.435745e-01	1.215642e-01	1.046691e+00	3.803203e-01
1.840388e-01	4.353073e-01	3.510331e-01	2.962953e-01	1.434829e-01	1.211091e-01	1.036951e+00	3.816758e-01
1.864477e-01	4.335382e-01	3.482813e-01	2.930427e-01	1.433783e-01	1.206380e-01	1.027142e+00	3.830140e-01
1.889061e-01	4.317734e-01	3.455204e-01	2.897843e-01	1.432587e-01	1.201496e-01	1.017299e+00	3.843472e-01
1.900000e-01	4.309995e-01	3.443058e-01	2.883528e-01	1.432010e-01	1.199295e-01	1.012982e+00	3.849333e-01
1.914156e-01	4.300073e-01	3.427456e-01	2.865165e-01	1.431219e-01	1.196421e-01	1.007458e+00	3.856871e-01
1.939776e-01	4.282322e-01	3.399507e-01	2.832351e-01	1.429652e-01	1.191136e-01	9.976287e-01	3.870365e-01
1.965936e-01	4.264341e-01	3.371245e-01	2.799315e-01	1.427842e-01	1.185609e-01	9.877980e-01	3.883906e-01
1.992653e-01	4.246213e-01	3.342739e-01	2.766126e-01	1.425802e-01	1.179855e-01	9.779531e-01	3.897445e-01
2.000000e-01	4.241321e-01	3.335005e-01	2.757130e-01	1.425220e-01	1.178264e-01	9.752778e-01	3.901111e-01
2.019943e-01	4.228264e-01	3.314253e-01	2.733010e-01	1.423603e-01	1.173936e-01	9.680820e-01	3.910935e-01
2.047823e-01	4.210446e-01	3.285743e-01	2.699942e-01	1.421224e-01	1.167840e-01	9.581834e-01	3.924370e-01
2.076310e-01	4.192699e-01	3.257165e-01	2.666893e-01	1.418642e-01	1.161552e-01	9.482619e-01	3.937765e-01
2.100000e-01	4.178239e-01	3.233777e-01	2.639941e-01	1.416368e-01	1.156272e-01	9.401587e-01	3.948667e-01
2.105425e-01	4.174960e-01	3.228465e-01	2.633832e-01	1.415830e-01	1.155056e-01	9.383218e-01	3.951134e-01
2.135185e-01	4.157145e-01	3.199580e-01	2.600720e-01	1.412758e-01	1.148334e-01	9.283527e-01	3.964422e-01
2.165611e-01	4.139122e-01	3.170409e-01	2.567487e-01	1.409383e-01	1.141358e-01	9.183085e-01	3.977411e-01
2.196723e-01	4.120809e-01	3.140890e-01	2.534101e-01	1.405673e-01	1.134111e-01	9.081381e-01	3.989857e-01
2.200000e-01	4.118907e-01	3.137815e-01	2.530632e-01	1.405272e-01	1.133345e-01	9.070707e-01	3.991111e-01
2.228544e-01	4.102616e-01	3.111345e-01	2.500836e-01	1.401722e-01	1.126676e-01	8.978054e-01	4.001585e-01
2.261095e-01	4.084509e-01	3.081748e-01	2.467688e-01	1.397510e-01	1.119047e-01	8.873553e-01	4.012777e-01
2.294401e-01	4.066421e-01	3.052045e-01	2.434630e-01	1.393011e-01	1.111211e-01	8.768606e-01	4.023739e-01
2.300000e-01	4.063416e-01	3.047104e-01	2.429154e-01	1.392235e-01	1.109891e-01	8.751208e-01	4.025556e-01
2.328486e-01	4.048267e-01	3.022175e-01	2.401633e-01	1.388192e-01	1.103155e-01	8.663824e-01	4.034723e-01
2.363376e-01	4.029935e-01	2.992056e-01	2.368651e-01	1.383014e-01	1.094858e-01	8.559046e-01	4.045649e-01
2.399097e-01	4.011217e-01	2.961537e-01	2.335587e-01	1.377412e-01	1.086283e-01	8.453797e-01	4.056295e-01
2.400000e-01	4.010746e-01	2.960770e-01	2.334761e-01	1.377267e-01	1.086065e-01	8.451157e-01	4.056556e-01
2.435677e-01	3.992336e-01	2.930789e-01	2.302604e-01	1.371433e-01	1.077480e-01	8.347495e-01	4.066375e-01
