x	F1_NLO_TMC_only	F1_NLO_TMC_only_alternative	F1_NLO_TMC_HT_prelim	F2_NLO_TMC_only	F2_NLO_TMC_HT	F1_LO	F2_LO
1.000000e-02	1.741319e+02	1.528165e+02	1.155750e+02	8.456271e+01	6.342501e+01	1.515000e+01	3.030000e-01
2.000000e-02	4.499309e+01	3.958380e+01	3.070931e+01	2.048768e+01	1.537549e+01	7.383333e+00	2.953333e-01
3.000000e-02	1.916977e+01	1.696159e+01	1.352754e+01	8.143766e+00	6.145327e+00	4.955556e+00	2.973333e-01
4.000000e-02	1.017718e+01	9.078284e+00	7.454972e+00	4.010248e+00	3.060330e+00	3.790278e+00	3.032222e-01
5.000000e-02	6.168085e+00	5.555929e+00	4.698897e+00	2.246405e+00	1.745239e+00	3.097778e+00	3.097778e-01
6.000000e-02	4.106934e+00	3.737914e+00	3.251292e+00	1.384066e+00	1.102255e+00	2.629630e+00	3.155556e-01
7.000000e-02	2.943302e+00	2.705486e+00	2.413015e+00	9.249712e-01	7.594217e-01	2.296032e+00	3.214444e-01
8.000000e-02	2.241033e+00	2.077273e+00	1.891801e+00	6.664252e-01	5.656551e-01	2.043056e+00	3.268889e-01
9.000000e-02	1.795190e+00	1.674090e+00	1.549293e+00	5.152529e-01	4.516052e-01	1.842963e+00	3.317333e-01
1.000000e-01	1.500443e+00	1.403815e+00	1.313784e+00	4.246918e-01	3.825145e-01	1.683444e+00	3.366889e-01
1.100000e-01	1.298837e+00	1.215733e+00	1.145456e+00	3.696758e-01	3.397765e-01	1.553535e+00	3.417778e-01
1.200000e-01	1.156734e+00	1.080382e+00	1.020958e+00	3.360707e-01	3.129126e-01	1.442685e+00	3.462444e-01
1.300000e-01	1.053752e+00	9.798884e-01	9.259775e-01	3.155847e-01	2.957828e-01	1.349402e+00	3.508444e-01
1.400000e-01	9.771010e-01	9.030171e-01	8.514187e-01	3.032003e-01	2.846757e-01	1.268214e+00	3.551000e-01
1.500000e-01	9.185153e-01	8.424922e-01	7.913190e-01	2.958067e-01	2.772927e-01	1.197481e+00	3.592444e-01
1.600000e-01	8.725222e-01	7.934826e-01	7.416670e-01	2.914398e-01	2.721839e-01	1.134514e+00	3.630444e-01
1.700000e-01	8.354216e-01	7.527119e-01	6.997023e-01	2.888433e-01	2.684222e-01	1.078105e+00	3.665556e-01
1.800000e-01	8.046682e-01	7.179165e-01	6.634875e-01	2.872075e-01	2.654106e-01	1.026759e+00	3.696333e-01
1.900000e-01	7.784841e-01	6.875079e-01	6.316391e-01	2.860096e-01	2.627637e-01	9.801462e-01	3.724556e-01
2.000000e-01	7.556120e-01	6.603559e-01	6.031540e-01	2.849137e-01	2.602334e-01	9.372500e-01	3.749000e-01
2.089944e-01	7.371216e-01	6.380397e-01	5.797932e-01	2.838377e-01	2.579262e-01	9.004218e-01	3.763654e-01
2.100000e-01	7.351532e-01	6.356471e-01	5.772945e-01	2.837071e-01	2.576627e-01	8.964550e-01	3.765111e-01
2.108940e-01	7.334181e-01	6.335355e-01	5.750906e-01	2.835889e-01	2.574272e-01	8.929608e-01	3.766409e-01
2.128195e-01	7.297270e-01	6.290363e-01	5.703987e-01	2.833273e-01	2.569161e-01	8.855313e-01	3.769186e-01
2.147712e-01	7.260460e-01	6.245399e-01	5.657160e-01	2.830518e-01	2.563918e-01	8.781171e-01	3.771910e-01
2.167496e-01	7.223721e-01	6.200438e-01	5.610405e-01	2.827609e-01	2.558534e-01	8.707012e-01	3.774504e-01
