   110   42
    0.107701E+01   0.000000E+00    0.33951E-02    0.00000E+00
    0.107701E+01   0.100000E-02    0.33783E-02    0.14772E-03
    0.107701E+01   0.200000E-02    0.33612E-02    0.28451E-03
    0.107701E+01   0.400000E-02    0.33268E-02    0.52888E-03
    0.107701E+01   0.600000E-02    0.32942E-02    0.73989E-03
    0.107701E+01   0.800000E-02    0.32611E-02    0.92192E-03
    0.107701E+01   0.100000E-01    0.32273E-02    0.10791E-02
    0.107701E+01   0.125000E-01    0.31844E-02    0.12458E-02
    0.107701E+01   0.150000E-01    0.31410E-02    0.13849E-02
    0.107701E+01   0.175000E-01    0.31000E-02    0.15046E-02
    0.107701E+01   0.200000E-01    0.30507E-02    0.15940E-02
    0.107701E+01   0.225000E-01    0.30095E-02    0.16752E-02
    0.107701E+01   0.250000E-01    0.29684E-02    0.17426E-02
    0.107701E+01   0.275000E-01    0.29276E-02    0.17981E-02
    0.107701E+01   0.300000E-01    0.28871E-02    0.18436E-02
    0.107701E+01   0.350000E-01    0.28071E-02    0.19098E-02
    0.107701E+01   0.400000E-01    0.27286E-02    0.19501E-02
    0.107701E+01   0.600000E-01    0.24319E-02    0.19506E-02
    0.107701E+01   0.800000E-01    0.21758E-02    0.18509E-02
    0.107701E+01   0.100000E+00    0.19540E-02    0.17184E-02
    0.107701E+01   0.120000E+00    0.17618E-02    0.15819E-02
    0.107701E+01   0.140000E+00    0.15951E-02    0.14447E-02
    0.107701E+01   0.160000E+00    0.14510E-02    0.13242E-02
    0.107701E+01   0.180000E+00    0.13262E-02    0.12161E-02
    0.107701E+01   0.200000E+00    0.12178E-02    0.11190E-02
    0.107701E+01   0.300000E+00    0.84658E-03    0.77413E-03
    0.107701E+01   0.400000E+00    0.63897E-03    0.57495E-03
    0.107701E+01   0.500000E+00    0.50824E-03    0.44850E-03
    0.107701E+01   0.600000E+00    0.41713E-03    0.36065E-03
    0.107701E+01   0.700000E+00    0.34922E-03    0.29580E-03
    0.107701E+01   0.800000E+00    0.29663E-03    0.24617E-03
    0.107701E+01   0.900000E+00    0.25508E-03    0.20745E-03
    0.107701E+01   0.100000E+01    0.22192E-03    0.17686E-03
    0.107701E+01   0.120000E+01    0.17357E-03    0.13280E-03
    0.107701E+01   0.140000E+01    0.14077E-03    0.10338E-03
    0.107701E+01   0.160000E+01    0.11662E-03    0.82305E-04
    0.107701E+01   0.180000E+01    0.96943E-04    0.65919E-04
    0.107701E+01   0.200000E+01    0.79730E-04    0.52429E-04
    0.107701E+01   0.225000E+01    0.61149E-04    0.38768E-04
    0.107701E+01   0.250000E+01    0.46889E-04    0.28745E-04
    0.107701E+01   0.275000E+01    0.38570E-04    0.22734E-04
    0.107701E+01   0.300000E+01    0.38300E-04    0.21319E-04
    0.108000E+01   0.000000E+00    0.57903E-01    0.00000E+00
    0.108000E+01   0.100000E-02    0.57678E-01    0.24151E-02
    0.108000E+01   0.200000E-02    0.57445E-01    0.46664E-02
    0.108000E+01   0.400000E-02    0.56984E-01    0.87320E-02
    0.108000E+01   0.600000E-02    0.56530E-01    0.12281E-01
    0.108000E+01   0.800000E-02    0.56057E-01    0.15379E-01
    0.108000E+01   0.100000E-01    0.55567E-01    0.18084E-01
    0.108000E+01   0.125000E-01    0.54935E-01    0.20990E-01
    0.108000E+01   0.150000E-01    0.54290E-01    0.23451E-01
    0.108000E+01   0.175000E-01    0.53633E-01    0.25539E-01
    0.108000E+01   0.200000E-01    0.52911E-01    0.27204E-01
    0.108000E+01   0.225000E-01    0.52278E-01    0.28696E-01
    0.108000E+01   0.250000E-01    0.51643E-01    0.29952E-01
    0.108000E+01   0.275000E-01    0.51008E-01    0.31005E-01
    0.108000E+01   0.300000E-01    0.50374E-01    0.31884E-01
    0.108000E+01   0.350000E-01    0.49114E-01    0.33211E-01
    0.108000E+01   0.400000E-01    0.47870E-01    0.34080E-01
    0.108000E+01   0.600000E-01    0.43102E-01    0.34634E-01
    0.108000E+01   0.800000E-01    0.38911E-01    0.33267E-01
    0.108000E+01   0.100000E+00    0.35244E-01    0.31202E-01
    0.108000E+01   0.120000E+00    0.32036E-01    0.28983E-01
    0.108000E+01   0.140000E+00    0.29228E-01    0.26682E-01
    0.108000E+01   0.160000E+00    0.26780E-01    0.24631E-01
    0.108000E+01   0.180000E+00    0.24640E-01    0.22766E-01
    0.108000E+01   0.200000E+00    0.22765E-01    0.21071E-01
    0.108000E+01   0.300000E+00    0.16198E-01    0.14884E-01
    0.108000E+01   0.400000E+00    0.12375E-01    0.11166E-01
    0.108000E+01   0.500000E+00    0.98887E-02    0.87389E-02
    0.108000E+01   0.600000E+00    0.81191E-02    0.70243E-02
    0.108000E+01   0.700000E+00    0.67834E-02    0.57469E-02
    0.108000E+01   0.800000E+00    0.57407E-02    0.47648E-02
    0.108000E+01   0.900000E+00    0.49150E-02    0.39976E-02
    0.108000E+01   0.100000E+01    0.42604E-02    0.33954E-02
    0.108000E+01   0.120000E+01    0.33167E-02    0.25363E-02
    0.108000E+01   0.140000E+01    0.26671E-02    0.19580E-02
    0.108000E+01   0.160000E+01    0.21921E-02    0.15467E-02
    0.108000E+01   0.180000E+01    0.18126E-02    0.12322E-02
    0.108000E+01   0.200000E+01    0.14880E-02    0.97791E-03
    0.108000E+01   0.225000E+01    0.11435E-02    0.72394E-03
    0.108000E+01   0.250000E+01    0.88021E-03    0.53826E-03
    0.108000E+01   0.275000E+01    0.72249E-03    0.42469E-03
    0.108000E+01   0.300000E+01    0.70494E-03    0.39212E-03
    0.109000E+01   0.000000E+00    0.11890E+00    0.00000E+00
    0.109000E+01   0.100000E-02    0.11882E+00    0.43229E-02
    0.109000E+01   0.200000E-02    0.11871E+00    0.84276E-02
    0.109000E+01   0.400000E-02    0.11845E+00    0.16025E-01
    0.109000E+01   0.600000E-02    0.11811E+00    0.22866E-01
    0.109000E+01   0.800000E-02    0.11769E+00    0.29020E-01
    0.109000E+01   0.100000E-01    0.11721E+00    0.34556E-01
    0.109000E+01   0.125000E-01    0.11655E+00    0.40711E-01
    0.109000E+01   0.150000E-01    0.11576E+00    0.46042E-01
    0.109000E+01   0.175000E-01    0.11483E+00    0.50575E-01
    0.109000E+01   0.200000E-01    0.11403E+00    0.54680E-01
    0.109000E+01   0.225000E-01    0.11320E+00    0.58269E-01
    0.109000E+01   0.250000E-01    0.11233E+00    0.61404E-01
    0.109000E+01   0.275000E-01    0.11145E+00    0.64138E-01
    0.109000E+01   0.300000E-01    0.11054E+00    0.66517E-01
    0.109000E+01   0.350000E-01    0.10869E+00    0.70374E-01
    0.109000E+01   0.400000E-01    0.10681E+00    0.73244E-01
    0.109000E+01   0.600000E-01    0.99161E-01    0.77919E-01
    0.109000E+01   0.800000E-01    0.91961E-01    0.77471E-01
    0.109000E+01   0.100000E+00    0.85384E-01    0.74758E-01
    0.109000E+01   0.120000E+00    0.79426E-01    0.71179E-01
    0.109000E+01   0.140000E+00    0.74025E-01    0.66982E-01
    0.109000E+01   0.160000E+00    0.69157E-01    0.63027E-01
    0.109000E+01   0.180000E+00    0.64773E-01    0.59257E-01
    0.109000E+01   0.200000E+00    0.60819E-01    0.55690E-01
    0.109000E+01   0.300000E+00    0.45853E-01    0.41504E-01
    0.109000E+01   0.400000E+00    0.36037E-01    0.31957E-01
    0.109000E+01   0.500000E+00    0.29094E-01    0.25252E-01
    0.109000E+01   0.600000E+00    0.23895E-01    0.20310E-01
    0.109000E+01   0.700000E+00    0.19857E-01    0.16541E-01
    0.109000E+01   0.800000E+00    0.16653E-01    0.13606E-01
    0.109000E+01   0.900000E+00    0.14102E-01    0.11306E-01
    0.109000E+01   0.100000E+01    0.12118E-01    0.95270E-02
    0.109000E+01   0.120000E+01    0.93394E-02    0.70486E-02
    0.109000E+01   0.140000E+01    0.73536E-02    0.53380E-02
    0.109000E+01   0.160000E+01    0.59209E-02    0.41385E-02
    0.109000E+01   0.180000E+01    0.48245E-02    0.32528E-02
    0.109000E+01   0.200000E+01    0.39359E-02    0.25657E-02
    0.109000E+01   0.225000E+01    0.30349E-02    0.19030E-02
    0.109000E+01   0.250000E+01    0.23559E-02    0.14235E-02
    0.109000E+01   0.275000E+01    0.19228E-02    0.11166E-02
    0.109000E+01   0.300000E+01    0.17948E-02    0.99220E-03
    0.110000E+01   0.000000E+00    0.15947E+00    0.00000E+00
    0.110000E+01   0.100000E-02    0.15971E+00    0.50829E-02
    0.110000E+01   0.200000E-02    0.15992E+00    0.99675E-02
    0.110000E+01   0.400000E-02    0.16022E+00    0.19162E-01
    0.110000E+01   0.600000E-02    0.16040E+00    0.27630E-01
    0.110000E+01   0.800000E-02    0.16047E+00    0.35419E-01
    0.110000E+01   0.100000E-01    0.16045E+00    0.42592E-01
    0.110000E+01   0.125000E-01    0.16011E+00    0.50588E-01
    0.110000E+01   0.150000E-01    0.15968E+00    0.57723E-01
    0.110000E+01   0.175000E-01    0.15929E+00    0.64217E-01
    0.110000E+01   0.200000E-01    0.15882E+00    0.70036E-01
    0.110000E+01   0.225000E-01    0.15828E+00    0.75246E-01
    0.110000E+01   0.250000E-01    0.15768E+00    0.79908E-01
    0.110000E+01   0.275000E-01    0.15703E+00    0.84076E-01
    0.110000E+01   0.300000E-01    0.15633E+00    0.87800E-01
    0.110000E+01   0.350000E-01    0.15481E+00    0.94089E-01
    0.110000E+01   0.400000E-01    0.15318E+00    0.99079E-01
    0.110000E+01   0.600000E-01    0.14582E+00    0.10950E+00
    0.110000E+01   0.800000E-01    0.13813E+00    0.11197E+00
    0.110000E+01   0.100000E+00    0.13068E+00    0.11052E+00
    0.110000E+01   0.120000E+00    0.12364E+00    0.10726E+00
