# W  sigma_tot[ub/GeV^3]  sigma_T  eps*sigma_L  sigma_L(no-epsilon)  R_LT=sigma_L/sigma_T  dR_LT(=0.3*R_LT)
1.150000 2.42521382e-04 2.17098885e-04 2.54224966e-05 2.61989522e-05 1.20677507e-01 3.62032521e-02
1.200000 7.42586971e-04 6.70748098e-04 7.18388736e-05 7.41332273e-05 1.10523202e-01 3.31569605e-02
1.250000 8.28290494e-04 7.40036941e-04 8.82535524e-05 9.12064289e-05 1.23245778e-01 3.69737335e-02
1.300000 7.39217532e-04 6.43320949e-04 9.58965824e-05 9.92641436e-05 1.54299567e-01 4.62898700e-02
1.350000 9.18096701e-04 7.85664357e-04 1.32432343e-04 1.37321881e-04 1.74784410e-01 5.24353231e-02
1.400000 1.09906204e-03 9.49370689e-04 1.49691346e-04 1.55511937e-04 1.63805286e-01 4.91415859e-02
1.450000 1.25544075e-03 1.11931889e-03 1.36121860e-04 1.41705302e-04 1.26599581e-01 3.79798742e-02
1.500000 2.21601921e-03 2.05559422e-03 1.60424991e-04 1.67377275e-04 8.14252506e-02 2.44275752e-02
1.550000 2.05607908e-03 1.88592182e-03 1.70157261e-04 1.77959783e-04 9.43622269e-02 2.83086681e-02
1.600000 1.86392589e-03 1.68261781e-03 1.81308076e-04 1.90117512e-04 1.12989123e-01 3.38967370e-02
1.650000 2.42920917e-03 2.14927446e-03 2.79934713e-04 2.94366540e-04 1.36960889e-01 4.10882666e-02
1.700000 2.74132372e-03 2.35691132e-03 3.84412399e-04 4.05467286e-04 1.72033323e-01 5.16099969e-02
1.750000 2.92583821e-03 2.45657348e-03 4.69264728e-04 4.96604370e-04 2.02153273e-01 6.06459819e-02
1.800000 2.88892509e-03 2.37657073e-03 5.12354363e-04 5.44142501e-04 2.28961207e-01 6.86883620e-02
1.850000 2.93434932e-03 2.40508739e-03 5.29261929e-04 5.64269239e-04 2.34614859e-01 7.03844576e-02
1.900000 3.10261043e-03 2.54902965e-03 5.53580784e-04 5.92656870e-04 2.32502933e-01 6.97508800e-02
1.950000 3.24359168e-03 2.67497419e-03 5.68617496e-04 6.11493801e-04 2.28598019e-01 6.85794058e-02
2.000000 3.35569810e-03 2.78589054e-03 5.69807562e-04 6.15748092e-04 2.21023793e-01 6.63071378e-02
2.050000 3.43542304e-03 2.91198262e-03 5.23440421e-04 5.68604149e-04 1.95263579e-01 5.85790738e-02
2.100000 3.52466206e-03 3.02233575e-03 5.02326311e-04 5.48748965e-04 1.81564528e-01 5.44693585e-02
2.150000 3.60680349e-03 3.11637556e-03 4.90427933e-04 5.39011842e-04 1.72961131e-01 5.18883394e-02
2.200000 3.67722559e-03 3.18993351e-03 4.87292086e-04 5.39078858e-04 1.68993760e-01 5.06981280e-02
2.250000 3.73232601e-03 3.24153223e-03 4.90793778e-04 5.46791391e-04 1.68683003e-01 5.06049009e-02
2.300000 3.76937411e-03 3.27266032e-03 4.96713792e-04 5.57602765e-04 1.70382108e-01 5.11146325e-02
2.350000 3.78858510e-03 3.28763241e-03 5.00952697e-04 5.66977472e-04 1.72457685e-01 5.17373054e-02
2.400000 3.79209322e-03 3.29363597e-03 4.98457242e-04 5.69142554e-04 1.72800686e-01 5.18402057e-02
2.450000 3.78733341e-03 3.30080073e-03 4.86532683e-04 5.60820540e-04 1.69904391e-01 5.09713174e-02
2.500000 3.78482979e-03 3.32205485e-03 4.62774932e-04 5.38912091e-04 1.62222514e-01 4.86667543e-02
