# W  sigma_tot[ub/GeV^3]  sigma_T  eps*sigma_L  sigma_L(no-epsilon)  R_LT=sigma_L/sigma_T  dR_LT(=0.3*R_LT)
1.150000 1.13620481e-04 1.01681468e-04 1.19390135e-05 1.24063367e-05 1.22011778e-01 3.66035334e-02
1.200000 3.51156878e-04 3.17060002e-04 3.40968760e-05 3.54886565e-05 1.11930412e-01 3.35791235e-02
1.250000 3.95443550e-04 3.53148452e-04 4.22950979e-05 4.40985116e-05 1.24872448e-01 3.74617344e-02
1.300000 3.56374421e-04 3.10014429e-04 4.63599920e-05 4.84283333e-05 1.56213159e-01 4.68639477e-02
1.350000 4.46964958e-04 3.82444910e-04 6.45200484e-05 6.75368892e-05 1.76592465e-01 5.29777394e-02
1.400000 5.40372165e-04 4.66946074e-04 7.34260906e-05 7.70299834e-05 1.64965480e-01 4.94896441e-02
1.450000 6.23577826e-04 5.56410675e-04 6.71671510e-05 7.06329683e-05 1.26943949e-01 3.80831847e-02
1.500000 1.11254020e-03 1.03297177e-03 7.95684275e-05 8.38911574e-05 8.12134075e-02 2.43640223e-02
1.550000 1.04300206e-03 9.58225671e-04 8.47763904e-05 8.96323981e-05 9.35399674e-02 2.80619902e-02
1.600000 9.55241592e-04 8.64549195e-04 9.06923970e-05 9.61771616e-05 1.11245447e-01 3.33736341e-02
1.650000 1.25741017e-03 1.11687875e-03 1.40531416e-04 1.49516368e-04 1.33869829e-01 4.01609487e-02
1.700000 1.43242454e-03 1.23879589e-03 1.93628654e-04 2.06733051e-04 1.66882255e-01 5.00646764e-02
1.750000 1.54313645e-03 1.30600267e-03 2.37133777e-04 2.54142573e-04 1.94595753e-01 5.83787258e-02
1.800000 1.53771807e-03 1.27797395e-03 2.59744127e-04 2.79512219e-04 2.18715115e-01 6.56145346e-02
1.850000 1.57731122e-03 1.30810608e-03 2.69205144e-04 2.90968554e-04 2.22434984e-01 6.67304951e-02
1.900000 1.68471412e-03 1.40216024e-03 2.82553885e-04 3.06844347e-04 2.18836863e-01 6.56510588e-02
1.950000 1.77932556e-03 1.48802443e-03 2.91301135e-04 3.17958419e-04 2.13678226e-01 6.41034677e-02
2.000000 1.86005931e-03 1.56699587e-03 2.93063437e-04 3.21639765e-04 2.05258846e-01 6.15776539e-02
2.050000 1.92628062e-03 1.65592825e-03 2.70352371e-04 2.98468982e-04 1.80242703e-01 5.40728108e-02
2.100000 1.99790007e-03 1.73728581e-03 2.60614258e-04 2.89549216e-04 1.66667577e-01 5.00002730e-02
2.150000 2.06605067e-03 1.81039639e-03 2.55654275e-04 2.85983574e-04 1.57967379e-01 4.73902138e-02
2.200000 2.12776138e-03 1.87246691e-03 2.55294471e-04 2.87685066e-04 1.53639600e-01 4.60918799e-02
2.250000 2.18068296e-03 1.92220531e-03 2.58477646e-04 2.93580735e-04 1.52731206e-01 4.58193618e-02
2.300000 2.22308860e-03 1.96006988e-03 2.63018721e-04 3.01285834e-04 1.53711782e-01 4.61135346e-02
2.350000 2.25502407e-03 1.98827448e-03 2.66749593e-04 3.08362591e-04 1.55090554e-01 4.65271663e-02
2.400000 2.27784066e-03 2.01089898e-03 2.66941675e-04 3.11630345e-04 1.54970662e-01 4.64911985e-02
2.450000 2.29608322e-03 2.03401088e-03 2.62072341e-04 3.09195067e-04 1.52012494e-01 4.56037482e-02
2.500000 2.31639183e-03 2.06565188e-03 2.50739943e-04 2.99206122e-04 1.44848279e-01 4.34544838e-02
