# W  sigma_tot[ub/GeV^3]  sigma_T  eps*sigma_L  sigma_L(no-epsilon)  R_LT=sigma_L/sigma_T  dR_LT(=0.3*R_LT)
1.150000 5.18760868e-05 4.64494806e-05 5.42660619e-06 5.70220565e-06 1.22761451e-01 3.68284354e-02
1.200000 1.61751995e-04 1.46076103e-04 1.56758920e-05 1.65039726e-05 1.12982016e-01 3.38946048e-02
1.250000 1.83780459e-04 1.64125323e-04 1.96551363e-05 2.07368007e-05 1.26347357e-01 3.79042071e-02
1.300000 1.67130089e-04 1.45369543e-04 2.17605463e-05 2.30100422e-05 1.58286542e-01 4.74859626e-02
1.350000 2.11544741e-04 1.80981015e-04 3.05637262e-05 3.23976361e-05 1.79011241e-01 5.37033722e-02
1.400000 2.58125011e-04 2.23051708e-04 3.50733027e-05 3.72757102e-05 1.67116901e-01 5.01350703e-02
1.450000 3.00679083e-04 2.68355138e-04 3.23239445e-05 3.44512087e-05 1.28379165e-01 3.85137496e-02
1.500000 5.41670448e-04 5.03123938e-04 3.85465104e-05 4.12088801e-05 8.19060215e-02 2.45718064e-02
1.550000 5.12737800e-04 4.71428085e-04 4.13097156e-05 4.43082910e-05 9.39873811e-02 2.81962143e-02
1.600000 4.74131273e-04 4.29712403e-04 4.44188702e-05 4.78118869e-05 1.11264852e-01 3.33794556e-02
1.650000 6.30059942e-04 5.60922417e-04 6.91375243e-05 7.47022948e-05 1.33177588e-01 3.99532765e-02
1.700000 7.24361041e-04 6.28724938e-04 9.56361036e-05 1.03757163e-04 1.65027911e-01 4.95083733e-02
1.750000 7.87438882e-04 6.69902502e-04 1.17536381e-04 1.28078954e-04 1.91190440e-01 5.73571319e-02
1.800000 7.91715690e-04 6.62560019e-04 1.29155671e-04 1.41406956e-04 2.13425127e-01 6.40275380e-02
1.850000 8.19745095e-04 6.85484673e-04 1.34260422e-04 1.47744007e-04 2.15532182e-01 6.46596546e-02
1.900000 8.84012298e-04 7.42689135e-04 1.41323163e-04 1.56366401e-04 2.10540849e-01 6.31622546e-02
1.950000 9.42758682e-04 7.96645380e-04 1.46113302e-04 1.62616068e-04 2.04126042e-01 6.12378127e-02
2.000000 9.95329275e-04 8.47906481e-04 1.47422794e-04 1.65108704e-04 1.94725135e-01 5.84175405e-02
2.050000 1.04196330e-03 9.05557126e-04 1.36406172e-04 1.53805766e-04 1.69846563e-01 5.09539690e-02
2.100000 1.09196931e-03 9.60062437e-04 1.31906868e-04 1.49815096e-04 1.56047242e-01 4.68141727e-02
2.150000 1.14072405e-03 1.01089698e-03 1.29827070e-04 1.48605592e-04 1.47003696e-01 4.41011088e-02
2.200000 1.18642262e-03 1.05632136e-03 1.30101257e-04 1.50169724e-04 1.42162915e-01 4.26488746e-02
2.250000 1.22760114e-03 1.09538689e-03 1.32214245e-04 1.53984822e-04 1.40575739e-01 4.21727217e-02
2.300000 1.26318877e-03 1.12812388e-03 1.35064892e-04 1.58828615e-04 1.40790048e-01 4.22370145e-02
2.350000 1.29313940e-03 1.15559590e-03 1.37543503e-04 1.63426519e-04 1.41421858e-01 4.24265573e-02
2.400000 1.31824563e-03 1.18001481e-03 1.38230822e-04 1.66079756e-04 1.40743790e-01 4.22231370e-02
2.450000 1.34117281e-03 1.20486424e-03 1.36308570e-04 1.65738422e-04 1.37557757e-01 4.12673271e-02
2.500000 1.36594942e-03 1.23494432e-03 1.31005103e-04 1.61347907e-04 1.30651969e-01 3.91955908e-02
