Q2	W	TMC_xsection	TMC_HT_xsection
1.600000e+01	1.070000e+00	1.023326e-08	1.081421e-08
1.600000e+01	1.080000e+00	1.098927e-08	1.160277e-08
1.600000e+01	1.090000e+00	1.180612e-08	1.245405e-08
1.600000e+01	1.100000e+00	1.268854e-08	1.337285e-08
1.600000e+01	1.110000e+00	1.364143e-08	1.436413e-08
1.600000e+01	1.120000e+00	1.466994e-08	1.543309e-08
1.600000e+01	1.130000e+00	1.577923e-08	1.658497e-08
1.600000e+01	1.140000e+00	1.693303e-08	1.778141e-08
1.600000e+01	1.150000e+00	1.809776e-08	1.898707e-08
1.600000e+01	1.160000e+00	1.929071e-08	2.022004e-08
1.600000e+01	1.170000e+00	2.052231e-08	2.149112e-08
1.600000e+01	1.180000e+00	2.180100e-08	2.280906e-08
1.600000e+01	1.190000e+00	2.313455e-08	2.418182e-08
1.600000e+01	1.200000e+00	2.453037e-08	2.561696e-08
1.600000e+01	1.210000e+00	2.599563e-08	2.712179e-08
1.600000e+01	1.220000e+00	2.753759e-08	2.870366e-08
1.600000e+01	1.230000e+00	2.916349e-08	3.036989e-08
1.600000e+01	1.240000e+00	3.088067e-08	3.212785e-08
1.600000e+01	1.250000e+00	3.269661e-08	3.398505e-08
1.600000e+01	1.260000e+00	3.461899e-08	3.594916e-08
1.600000e+01	1.270000e+00	3.665557e-08	3.802793e-08
1.600000e+01	1.280000e+00	3.881433e-08	4.022928e-08
1.600000e+01	1.290000e+00	4.110352e-08	4.256138e-08
1.600000e+01	1.300000e+00	4.353154e-08	4.503255e-08
1.600000e+01	1.310000e+00	4.610695e-08	4.765121e-08
1.600000e+01	1.320000e+00	4.883868e-08	5.042614e-08
1.600000e+01	1.330000e+00	5.167220e-08	5.330066e-08
1.600000e+01	1.340000e+00	5.455405e-08	5.621939e-08
1.600000e+01	1.350000e+00	5.751205e-08	5.921080e-08
1.600000e+01	1.360000e+00	6.056303e-08	6.229199e-08
1.600000e+01	1.370000e+00	6.372059e-08	6.547666e-08
1.600000e+01	1.380000e+00	6.699708e-08	6.877717e-08
1.600000e+01	1.390000e+00	7.040412e-08	7.220510e-08
1.600000e+01	1.400000e+00	7.395311e-08	7.577174e-08
1.600000e+01	1.410000e+00	7.765521e-08	7.948810e-08
1.600000e+01	1.420000e+00	8.152165e-08	8.336523e-08
1.600000e+01	1.430000e+00	8.556357e-08	8.741402e-08
1.600000e+01	1.440000e+00	8.979235e-08	9.164558e-08
1.600000e+01	1.450000e+00	9.421945e-08	9.607107e-08
1.600000e+01	1.460000e+00	9.885649e-08	1.007017e-07
1.600000e+01	1.470000e+00	1.037153e-07	1.055491e-07
1.600000e+01	1.480000e+00	1.088079e-07	1.106245e-07
1.600000e+01	1.490000e+00	1.141465e-07	1.159401e-07
1.600000e+01	1.500000e+00	1.197101e-07	1.214735e-07
1.600000e+01	1.510000e+00	1.253800e-07	1.271039e-07
1.600000e+01	1.520000e+00	1.311852e-07	1.328603e-07
1.600000e+01	1.530000e+00	1.371512e-07	1.387684e-07
1.600000e+01	1.540000e+00	1.432977e-07	1.448474e-07
1.600000e+01	1.550000e+00	1.496417e-07	1.511141e-07
1.600000e+01	1.560000e+00	1.561990e-07	1.575839e-07
1.600000e+01	1.570000e+00	1.629849e-07	1.642716e-07
1.600000e+01	1.580000e+00	1.700141e-07	1.711914e-07
1.600000e+01	1.590000e+00	1.773015e-07	1.783576e-07
1.600000e+01	1.600000e+00	1.848616e-07	1.857842e-07
1.600000e+01	1.610000e+00	1.927090e-07	1.934850e-07
1.600000e+01	1.620000e+00	2.008586e-07	2.014742e-07
1.600000e+01	1.630000e+00	2.093250e-07	2.097656e-07
1.600000e+01	1.640000e+00	2.181233e-07	2.183736e-07
1.600000e+01	1.650000e+00	2.272686e-07	2.273123e-07
1.600000e+01	1.660000e+00	2.367645e-07	2.365844e-07
1.600000e+01	1.670000e+00	2.464630e-07	2.460413e-07
1.600000e+01	1.680000e+00	2.563699e-07	2.556883e-07
1.600000e+01	1.690000e+00	2.665201e-07	2.655597e-07
1.600000e+01	1.700000e+00	2.769382e-07	2.756793e-07
1.600000e+01	1.710000e+00	2.876452e-07	2.860675e-07
1.600000e+01	1.720000e+00	2.986604e-07	2.967426e-07
1.600000e+01	1.730000e+00	3.100019e-07	3.077218e-07
1.600000e+01	1.740000e+00	3.216872e-07	3.190219e-07
1.600000e+01	1.750000e+00	3.337336e-07	3.306590e-07
1.600000e+01	1.760000e+00	3.461583e-07	3.426491e-07
1.600000e+01	1.770000e+00	3.589780e-07	3.550082e-07
1.600000e+01	1.780000e+00	3.722098e-07	3.677519e-07
1.600000e+01	1.790000e+00	3.858708e-07	3.808963e-07
1.600000e+01	1.800000e+00	3.999779e-07	3.944571e-07
1.600000e+01	1.810000e+00	4.145486e-07	4.084502e-07
1.600000e+01	1.820000e+00	4.295123e-07	4.228054e-07
1.600000e+01	1.830000e+00	4.447482e-07	4.374027e-07
1.600000e+01	1.840000e+00	4.603074e-07	4.522918e-07
1.600000e+01	1.850000e+00	4.762215e-07	4.675033e-07
1.600000e+01	1.860000e+00	4.925154e-07	4.830606e-07
1.600000e+01	1.870000e+00	5.092115e-07	4.989850e-07
1.600000e+01	1.880000e+00	5.263303e-07	5.152957e-07
1.600000e+01	1.890000e+00	5.438915e-07	5.320109e-07
1.600000e+01	1.900000e+00	5.619140e-07	5.491484e-07
1.600000e+01	1.910000e+00	5.804167e-07	5.667255e-07
1.600000e+01	1.920000e+00	5.994179e-07	5.847591e-07
1.600000e+01	1.930000e+00	6.189362e-07	6.032663e-07
1.600000e+01	1.940000e+00	6.389898e-07	6.222637e-07
1.600000e+01	1.950000e+00	6.595971e-07	6.417682e-07
1.600000e+01	1.960000e+00	6.807764e-07	6.617964e-07
1.600000e+01	1.970000e+00	7.024504e-07	6.822721e-07
1.600000e+01	1.980000e+00	7.244952e-07	7.030741e-07
1.600000e+01	1.990000e+00	7.469639e-07	7.242532e-07
1.600000e+01	2.000000e+00	7.698883e-07	7.458397e-07
1.600000e+01	2.010000e+00	7.932939e-07	7.678572e-07
1.600000e+01	2.020000e+00	8.172028e-07	7.903263e-07
1.600000e+01	2.030000e+00	8.416356e-07	8.132660e-07
1.600000e+01	2.040000e+00	8.666115e-07	8.366941e-07
1.600000e+01	2.050000e+00	8.921497e-07	8.606279e-07
1.600000e+01	2.060000e+00	9.182683e-07	8.850841e-07
1.600000e+01	2.070000e+00	9.449857e-07	9.100793e-07
1.600000e+01	2.080000e+00	9.723196e-07	9.356295e-07
1.600000e+01	2.090000e+00	1.000288e-06	9.617510e-07
1.600000e+01	2.100000e+00	1.028909e-06	9.884597e-07
1.600000e+01	2.110000e+00	1.058198e-06	1.015770e-06
1.600000e+01	2.120000e+00	1.088011e-06	1.043542e-06
1.600000e+01	2.130000e+00	1.118320e-06	1.071749e-06
1.600000e+01	2.140000e+00	1.149167e-06	1.100431e-06
1.600000e+01	2.150000e+00	1.180580e-06	1.129611e-06
1.600000e+01	2.160000e+00	1.212581e-06	1.159312e-06
