Q2	W	TMC_xsection	TMC_HT_xsection
1.200000e+01	1.070000e+00	6.894615e-08	7.957152e-08
1.200000e+01	1.080000e+00	7.356927e-08	8.478230e-08
1.200000e+01	1.090000e+00	7.849108e-08	9.032086e-08
1.200000e+01	1.100000e+00	8.373825e-08	9.621629e-08
1.200000e+01	1.110000e+00	8.933775e-08	1.024978e-07
1.200000e+01	1.120000e+00	9.531744e-08	1.091956e-07
1.200000e+01	1.130000e+00	1.017061e-07	1.163405e-07
1.200000e+01	1.140000e+00	1.085330e-07	1.239639e-07
1.200000e+01	1.150000e+00	1.158285e-07	1.320982e-07
1.200000e+01	1.160000e+00	1.235059e-07	1.406423e-07
1.200000e+01	1.170000e+00	1.313372e-07	1.493350e-07
1.200000e+01	1.180000e+00	1.394053e-07	1.582697e-07
1.200000e+01	1.190000e+00	1.477674e-07	1.675099e-07
1.200000e+01	1.200000e+00	1.564694e-07	1.771062e-07
1.200000e+01	1.210000e+00	1.655525e-07	1.871034e-07
1.200000e+01	1.220000e+00	1.750563e-07	1.975442e-07
1.200000e+01	1.230000e+00	1.850194e-07	2.084700e-07
1.200000e+01	1.240000e+00	1.954802e-07	2.199215e-07
1.200000e+01	1.250000e+00	2.064767e-07	2.319391e-07
1.200000e+01	1.260000e+00	2.180478e-07	2.445637e-07
1.200000e+01	1.270000e+00	2.302328e-07	2.578363e-07
1.200000e+01	1.280000e+00	2.430716e-07	2.717986e-07
1.200000e+01	1.290000e+00	2.566045e-07	2.864922e-07
1.200000e+01	1.300000e+00	2.708730e-07	3.019600e-07
1.200000e+01	1.310000e+00	2.858105e-07	3.181242e-07
1.200000e+01	1.320000e+00	3.010824e-07	3.346100e-07
1.200000e+01	1.330000e+00	3.167847e-07	3.515222e-07
1.200000e+01	1.340000e+00	3.329965e-07	3.689465e-07
1.200000e+01	1.350000e+00	3.497798e-07	3.869488e-07
1.200000e+01	1.360000e+00	3.671897e-07	4.055874e-07
1.200000e+01	1.370000e+00	3.852775e-07	4.249160e-07
1.200000e+01	1.380000e+00	4.040934e-07	4.449865e-07
1.200000e+01	1.390000e+00	4.236864e-07	4.658494e-07
1.200000e+01	1.400000e+00	4.441055e-07	4.875548e-07
1.200000e+01	1.410000e+00	4.653996e-07	5.101524e-07
1.200000e+01	1.420000e+00	4.876178e-07	5.336919e-07
1.200000e+01	1.430000e+00	5.108096e-07	5.582230e-07
1.200000e+01	1.440000e+00	5.350251e-07	5.837958e-07
1.200000e+01	1.450000e+00	5.602456e-07	6.103854e-07
1.200000e+01	1.460000e+00	5.860475e-07	6.375266e-07
1.200000e+01	1.470000e+00	6.125039e-07	6.652964e-07
1.200000e+01	1.480000e+00	6.397144e-07	6.937998e-07
1.200000e+01	1.490000e+00	6.677535e-07	7.231143e-07
1.200000e+01	1.500000e+00	6.966861e-07	7.533065e-07
1.200000e+01	1.510000e+00	7.265723e-07	7.844373e-07
1.200000e+01	1.520000e+00	7.574701e-07	8.165652e-07
1.200000e+01	1.530000e+00	7.894351e-07	8.497457e-07
1.200000e+01	1.540000e+00	8.225227e-07	8.840338e-07
1.200000e+01	1.550000e+00	8.567881e-07	9.194838e-07
1.200000e+01	1.560000e+00	8.922860e-07	9.561494e-07
1.200000e+01	1.570000e+00	9.290713e-07	9.940841e-07
1.200000e+01	1.580000e+00	9.671997e-07	1.033342e-06
1.200000e+01	1.590000e+00	1.006392e-06	1.073620e-06
1.200000e+01	1.600000e+00	1.046406e-06	1.114655e-06
1.200000e+01	1.610000e+00	1.087391e-06	1.156605e-06
1.200000e+01	1.620000e+00	1.129439e-06	1.199562e-06
1.200000e+01	1.630000e+00	1.172624e-06	1.243600e-06
1.200000e+01	1.640000e+00	1.217012e-06	1.288787e-06
1.200000e+01	1.650000e+00	1.262667e-06	1.335184e-06
1.200000e+01	1.660000e+00	1.309648e-06	1.382849e-06
1.200000e+01	1.670000e+00	1.358015e-06	1.431840e-06
1.200000e+01	1.680000e+00	1.407824e-06	1.482211e-06
1.200000e+01	1.690000e+00	1.459134e-06	1.534019e-06
1.200000e+01	1.700000e+00	1.512001e-06	1.587316e-06
1.200000e+01	1.710000e+00	1.566482e-06	1.642156e-06
1.200000e+01	1.720000e+00	1.622314e-06	1.698260e-06
1.200000e+01	1.730000e+00	1.679215e-06	1.755326e-06
1.200000e+01	1.740000e+00	1.737336e-06	1.813511e-06
1.200000e+01	1.750000e+00	1.796768e-06	1.872903e-06
1.200000e+01	1.760000e+00	1.857582e-06	1.933574e-06
1.200000e+01	1.770000e+00	1.919844e-06	1.995586e-06
1.200000e+01	1.780000e+00	1.983613e-06	2.058996e-06
1.200000e+01	1.790000e+00	2.048944e-06	2.123857e-06
1.200000e+01	1.800000e+00	2.115894e-06	2.190222e-06
1.200000e+01	1.810000e+00	2.184516e-06	2.258141e-06
1.200000e+01	1.820000e+00	2.254862e-06	2.327662e-06
1.200000e+01	1.830000e+00	2.326986e-06	2.398835e-06
1.200000e+01	1.840000e+00	2.400934e-06	2.471703e-06
1.200000e+01	1.850000e+00	2.476323e-06	2.545865e-06
1.200000e+01	1.860000e+00	2.553074e-06	2.621237e-06
1.200000e+01	1.870000e+00	2.631304e-06	2.697934e-06
1.200000e+01	1.880000e+00	2.711087e-06	2.776029e-06
1.200000e+01	1.890000e+00	2.792486e-06	2.855582e-06
1.200000e+01	1.900000e+00	2.875555e-06	2.936643e-06
1.200000e+01	1.910000e+00	2.960347e-06	3.019262e-06
1.200000e+01	1.920000e+00	3.046909e-06	3.103483e-06
1.200000e+01	1.930000e+00	3.135290e-06	3.189349e-06
1.200000e+01	1.940000e+00	3.225536e-06	3.276904e-06
1.200000e+01	1.950000e+00	3.317691e-06	3.366186e-06
1.200000e+01	1.960000e+00	3.411802e-06	3.457238e-06
1.200000e+01	1.970000e+00	3.507791e-06	3.549976e-06
1.200000e+01	1.980000e+00	3.605293e-06	3.644028e-06
1.200000e+01	1.990000e+00	3.704404e-06	3.739486e-06
1.200000e+01	2.000000e+00	3.805200e-06	3.836425e-06
1.200000e+01	2.010000e+00	3.907740e-06	3.934897e-06
1.200000e+01	2.020000e+00	4.012068e-06	4.034946e-06
1.200000e+01	2.030000e+00	4.118229e-06	4.136613e-06
1.200000e+01	2.040000e+00	4.226264e-06	4.239933e-06
1.200000e+01	2.050000e+00	4.336211e-06	4.344941e-06
1.200000e+01	2.060000e+00	4.448105e-06	4.451670e-06
1.200000e+01	2.070000e+00	4.561984e-06	4.560151e-06
1.200000e+01	2.080000e+00	4.677883e-06	4.670417e-06
1.200000e+01	2.090000e+00	4.795828e-06	4.782488e-06
1.200000e+01	2.100000e+00	4.915523e-06	4.896067e-06
1.200000e+01	2.110000e+00	5.036932e-06	5.011114e-06
1.200000e+01	2.120000e+00	5.160124e-06	5.127695e-06
1.200000e+01	2.130000e+00	5.285143e-06	5.245851e-06
1.200000e+01	2.140000e+00	5.412026e-06	5.365615e-06
1.200000e+01	2.150000e+00	5.540801e-06	5.487013e-06
1.200000e+01	2.160000e+00	5.671497e-06	5.610070e-06
