Q2	W	TMC_xsection	TMC_HT_xsection
1.200000e+01	1.070000e+00	7.344535e-08	8.926459e-08
1.200000e+01	1.080000e+00	7.837497e-08	9.511746e-08
1.200000e+01	1.090000e+00	8.362330e-08	1.013389e-07
1.200000e+01	1.100000e+00	8.921876e-08	1.079615e-07
1.200000e+01	1.110000e+00	9.519014e-08	1.150183e-07
1.200000e+01	1.120000e+00	1.015671e-07	1.225430e-07
1.200000e+01	1.130000e+00	1.083805e-07	1.305705e-07
1.200000e+01	1.140000e+00	1.156613e-07	1.391359e-07
1.200000e+01	1.150000e+00	1.234421e-07	1.482757e-07
1.200000e+01	1.160000e+00	1.316308e-07	1.578768e-07
1.200000e+01	1.170000e+00	1.399846e-07	1.676465e-07
1.200000e+01	1.180000e+00	1.485919e-07	1.776894e-07
1.200000e+01	1.190000e+00	1.575135e-07	1.880769e-07
1.200000e+01	1.200000e+00	1.667984e-07	1.988655e-07
1.200000e+01	1.210000e+00	1.764905e-07	2.101059e-07
1.200000e+01	1.220000e+00	1.866319e-07	2.218458e-07
1.200000e+01	1.230000e+00	1.972640e-07	2.341319e-07
1.200000e+01	1.240000e+00	2.084273e-07	2.470097e-07
1.200000e+01	1.250000e+00	2.201626e-07	2.605249e-07
1.200000e+01	1.260000e+00	2.325115e-07	2.747232e-07
1.200000e+01	1.270000e+00	2.455157e-07	2.896510e-07
1.200000e+01	1.280000e+00	2.592177e-07	3.053548e-07
1.200000e+01	1.290000e+00	2.736606e-07	3.218818e-07
1.200000e+01	1.300000e+00	2.888886e-07	3.392800e-07
1.200000e+01	1.310000e+00	3.048310e-07	3.574623e-07
1.200000e+01	1.320000e+00	3.211315e-07	3.760084e-07
1.200000e+01	1.330000e+00	3.378925e-07	3.950360e-07
1.200000e+01	1.340000e+00	3.551981e-07	4.146411e-07
1.200000e+01	1.350000e+00	3.731143e-07	4.348979e-07
1.200000e+01	1.360000e+00	3.916997e-07	4.558717e-07
1.200000e+01	1.370000e+00	4.110092e-07	4.776227e-07
1.200000e+01	1.380000e+00	4.310959e-07	5.002093e-07
1.200000e+01	1.390000e+00	4.520123e-07	5.236882e-07
1.200000e+01	1.400000e+00	4.738104e-07	5.481157e-07
1.200000e+01	1.410000e+00	4.965423e-07	5.735476e-07
1.200000e+01	1.420000e+00	5.202602e-07	6.000396e-07
1.200000e+01	1.430000e+00	5.450168e-07	6.276476e-07
1.200000e+01	1.440000e+00	5.708655e-07	6.564279e-07
1.200000e+01	1.450000e+00	5.977863e-07	6.863526e-07
1.200000e+01	1.460000e+00	6.253283e-07	7.168997e-07
1.200000e+01	1.470000e+00	6.535693e-07	7.481556e-07
1.200000e+01	1.480000e+00	6.826152e-07	7.802381e-07
1.200000e+01	1.490000e+00	7.125451e-07	8.132340e-07
1.200000e+01	1.500000e+00	7.434281e-07	8.472180e-07
1.200000e+01	1.510000e+00	7.753279e-07	8.822583e-07
1.200000e+01	1.520000e+00	8.083062e-07	9.184204e-07
1.200000e+01	1.530000e+00	8.424219e-07	9.557664e-07
1.200000e+01	1.540000e+00	8.777339e-07	9.943581e-07
1.200000e+01	1.550000e+00	9.143006e-07	1.034256e-06
1.200000e+01	1.560000e+00	9.521802e-07	1.075521e-06
1.200000e+01	1.570000e+00	9.914308e-07	1.118211e-06
1.200000e+01	1.580000e+00	1.032111e-06	1.162389e-06
1.200000e+01	1.590000e+00	1.073924e-06	1.207713e-06
1.200000e+01	1.600000e+00	1.116612e-06	1.253889e-06
1.200000e+01	1.610000e+00	1.160334e-06	1.301092e-06
1.200000e+01	1.620000e+00	1.205186e-06	1.349426e-06
1.200000e+01	1.630000e+00	1.251247e-06	1.398975e-06
1.200000e+01	1.640000e+00	1.298587e-06	1.449813e-06
1.200000e+01	1.650000e+00	1.347274e-06	1.502008e-06
1.200000e+01	1.660000e+00	1.397369e-06	1.555625e-06
1.200000e+01	1.670000e+00	1.448936e-06	1.610729e-06
1.200000e+01	1.680000e+00	1.502035e-06	1.667380e-06
1.200000e+01	1.690000e+00	1.556726e-06	1.725641e-06
1.200000e+01	1.700000e+00	1.613070e-06	1.785570e-06
1.200000e+01	1.710000e+00	1.671126e-06	1.847227e-06
