Q2	W	TMC_xsection	TMC_HT_xsection
1.800000e+01	1.070000e+00	5.228990e-09	6.012196e-09
1.800000e+01	1.080000e+00	5.582676e-09	6.414251e-09
1.800000e+01	1.090000e+00	5.961341e-09	6.844381e-09
1.800000e+01	1.100000e+00	6.367422e-09	7.305315e-09
1.800000e+01	1.110000e+00	6.803583e-09	7.800037e-09
1.800000e+01	1.120000e+00	7.272438e-09	8.331460e-09
1.800000e+01	1.130000e+00	7.776811e-09	8.902735e-09
1.800000e+01	1.140000e+00	8.319546e-09	9.517016e-09
1.800000e+01	1.150000e+00	8.903614e-09	1.017760e-08
1.800000e+01	1.160000e+00	9.532113e-09	1.088792e-08
1.800000e+01	1.170000e+00	1.020817e-08	1.165142e-08
1.800000e+01	1.180000e+00	1.093512e-08	1.247179e-08
1.800000e+01	1.190000e+00	1.171633e-08	1.335272e-08
1.800000e+01	1.200000e+00	1.254985e-08	1.429185e-08
1.800000e+01	1.210000e+00	1.339272e-08	1.524016e-08
1.800000e+01	1.220000e+00	1.424879e-08	1.620199e-08
1.800000e+01	1.230000e+00	1.512678e-08	1.718721e-08
1.800000e+01	1.240000e+00	1.603298e-08	1.820291e-08
1.800000e+01	1.250000e+00	1.697273e-08	1.925507e-08
1.800000e+01	1.260000e+00	1.795110e-08	2.034933e-08
1.800000e+01	1.270000e+00	1.897289e-08	2.149103e-08
1.800000e+01	1.280000e+00	2.004280e-08	2.268537e-08
1.800000e+01	1.290000e+00	2.116558e-08	2.393761e-08
1.800000e+01	1.300000e+00	2.234598e-08	2.525294e-08
1.800000e+01	1.310000e+00	2.358877e-08	2.663663e-08
1.800000e+01	1.320000e+00	2.489885e-08	2.809399e-08
1.800000e+01	1.330000e+00	2.628120e-08	2.963050e-08
1.800000e+01	1.340000e+00	2.774087e-08	3.125164e-08
1.800000e+01	1.350000e+00	2.928301e-08	3.296299e-08
1.800000e+01	1.360000e+00	3.091297e-08	3.477034e-08
1.800000e+01	1.370000e+00	3.263617e-08	3.667956e-08
