Q2	W	TMC_xsection	TMC_HT_xsection
1.800000e+01	1.070000e+00	4.805021e-09	4.905279e-09
1.800000e+01	1.080000e+00	5.131103e-09	5.234455e-09
1.800000e+01	1.090000e+00	5.480321e-09	5.586728e-09
1.800000e+01	1.100000e+00	5.854933e-09	5.964347e-09
1.800000e+01	1.110000e+00	6.257422e-09	6.369780e-09
1.800000e+01	1.120000e+00	6.690211e-09	6.805429e-09
1.800000e+01	1.130000e+00	7.155937e-09	7.273905e-09
1.800000e+01	1.140000e+00	7.657244e-09	7.777816e-09
1.800000e+01	1.150000e+00	8.196906e-09	8.319900e-09
1.800000e+01	1.160000e+00	8.777818e-09	8.903000e-09
1.800000e+01	1.170000e+00	9.402891e-09	9.529975e-09
1.800000e+01	1.180000e+00	1.007526e-08	1.020389e-08
1.800000e+01	1.190000e+00	1.079807e-08	1.092784e-08
1.800000e+01	1.200000e+00	1.156956e-08	1.169990e-08
1.800000e+01	1.210000e+00	1.235007e-08	1.247991e-08
1.800000e+01	1.220000e+00	1.314317e-08	1.327143e-08
1.800000e+01	1.230000e+00	1.395694e-08	1.408260e-08
1.800000e+01	1.240000e+00	1.479724e-08	1.491926e-08
1.800000e+01	1.250000e+00	1.566904e-08	1.578637e-08
1.800000e+01	1.260000e+00	1.657707e-08	1.668860e-08
1.800000e+01	1.270000e+00	1.752581e-08	1.763038e-08
1.800000e+01	1.280000e+00	1.851967e-08	1.861606e-08
1.800000e+01	1.290000e+00	1.956310e-08	1.964999e-08
1.800000e+01	1.300000e+00	2.066057e-08	2.073654e-08
1.800000e+01	1.310000e+00	2.181657e-08	2.188010e-08
1.800000e+01	1.320000e+00	2.303569e-08	2.308512e-08
1.800000e+01	1.330000e+00	2.432266e-08	2.435620e-08
1.800000e+01	1.340000e+00	2.568224e-08	2.569794e-08
1.800000e+01	1.350000e+00	2.711931e-08	2.711505e-08
1.800000e+01	1.360000e+00	2.863891e-08	2.861240e-08
1.800000e+01	1.370000e+00	3.024621e-08	3.019494e-08
1.800000e+01	1.380000e+00	3.194644e-08	3.186770e-08
1.800000e+01	1.390000e+00	3.374501e-08	3.363585e-08
1.800000e+01	1.400000e+00	3.564378e-08	3.550103e-08
1.800000e+01	1.410000e+00	3.758227e-08	3.740283e-08
1.800000e+01	1.420000e+00	3.955942e-08	3.934007e-08
1.800000e+01	1.430000e+00	4.158916e-08	4.132655e-08
1.800000e+01	1.440000e+00	4.368127e-08	4.337182e-08
1.800000e+01	1.450000e+00	4.584398e-08	4.548394e-08
1.800000e+01	1.460000e+00	4.808486e-08	4.767023e-08
1.800000e+01	1.470000e+00	5.041111e-08	4.993766e-08
1.800000e+01	1.480000e+00	5.282980e-08	5.229304e-08
1.800000e+01	1.490000e+00	5.534790e-08	5.474305e-08
1.800000e+01	1.500000e+00	5.797236e-08	5.729434e-08
1.800000e+01	1.510000e+00	6.071014e-08	5.995355e-08
1.800000e+01	1.520000e+00	6.356833e-08	6.272742e-08
1.800000e+01	1.530000e+00	6.655403e-08	6.562270e-08
1.800000e+01	1.540000e+00	6.967453e-08	6.864627e-08
1.800000e+01	1.550000e+00	7.293715e-08	7.180504e-08
1.800000e+01	1.560000e+00	7.634935e-08	7.510605e-08
1.800000e+01	1.570000e+00	7.991876e-08	7.855647e-08
1.800000e+01	1.580000e+00	8.365313e-08	8.216358e-08
1.800000e+01	1.590000e+00	8.750539e-08	8.588081e-08
1.800000e+01	1.600000e+00	9.142744e-08	8.966075e-08
1.800000e+01	1.610000e+00	9.544375e-08	9.352725e-08
1.800000e+01	1.620000e+00	9.956902e-08	9.749449e-08
1.800000e+01	1.630000e+00	1.038151e-07	1.015739e-07
1.800000e+01	1.640000e+00	1.081926e-07	1.057754e-07
1.800000e+01	1.650000e+00	1.127113e-07	1.101087e-07
1.800000e+01	1.660000e+00	1.173810e-07	1.145826e-07
