Q2	W	TMC_xsection	TMC_HT_xsection
1.600000e+01	1.070000e+00	1.154741e-08	1.357516e-08
1.600000e+01	1.080000e+00	1.239963e-08	1.456417e-08
1.600000e+01	1.090000e+00	1.332031e-08	1.563170e-08
1.600000e+01	1.100000e+00	1.431475e-08	1.678376e-08
1.600000e+01	1.110000e+00	1.538847e-08	1.802654e-08
1.600000e+01	1.120000e+00	1.654721e-08	1.936654e-08
1.600000e+01	1.130000e+00	1.779681e-08	2.081027e-08
1.600000e+01	1.140000e+00	1.909638e-08	2.230971e-08
1.600000e+01	1.150000e+00	2.040815e-08	2.382058e-08
1.600000e+01	1.160000e+00	2.175155e-08	2.536551e-08
1.600000e+01	1.170000e+00	2.313830e-08	2.695802e-08
1.600000e+01	1.180000e+00	2.457787e-08	2.860902e-08
1.600000e+01	1.190000e+00	2.607900e-08	3.032846e-08
1.600000e+01	1.200000e+00	2.764996e-08	3.212577e-08
1.600000e+01	1.210000e+00	2.929880e-08	3.401005e-08
1.600000e+01	1.220000e+00	3.103365e-08	3.599048e-08
1.600000e+01	1.230000e+00	3.286262e-08	3.807615e-08
1.600000e+01	1.240000e+00	3.479389e-08	4.027625e-08
1.600000e+01	1.250000e+00	3.683586e-08	4.260012e-08
1.600000e+01	1.260000e+00	3.899707e-08	4.505729e-08
1.600000e+01	1.270000e+00	4.128620e-08	4.765737e-08
1.600000e+01	1.280000e+00	4.371215e-08	5.041022e-08
1.600000e+01	1.290000e+00	4.628412e-08	5.332597e-08
1.600000e+01	1.300000e+00	4.901146e-08	5.641491e-08
1.600000e+01	1.310000e+00	5.190371e-08	5.968750e-08
1.600000e+01	1.320000e+00	5.497080e-08	6.315459e-08
1.600000e+01	1.330000e+00	5.815148e-08	6.674534e-08
1.600000e+01	1.340000e+00	6.138570e-08	7.039051e-08
1.600000e+01	1.350000e+00	6.470460e-08	7.412561e-08
1.600000e+01	1.360000e+00	6.812699e-08	7.797189e-08
1.600000e+01	1.370000e+00	7.166806e-08	8.194636e-08
1.600000e+01	1.380000e+00	7.534153e-08	8.606432e-08
1.600000e+01	1.390000e+00	7.916035e-08	9.034012e-08
1.600000e+01	1.400000e+00	8.313718e-08	9.478771e-08
1.600000e+01	1.410000e+00	8.728441e-08	9.942072e-08
1.600000e+01	1.420000e+00	9.161448e-08	1.042527e-07
1.600000e+01	1.430000e+00	9.613971e-08	1.092972e-07
1.600000e+01	1.440000e+00	1.008727e-07	1.145677e-07
1.600000e+01	1.450000e+00	1.058261e-07	1.200781e-07
1.600000e+01	1.460000e+00	1.110128e-07	1.258421e-07
1.600000e+01	1.470000e+00	1.164458e-07	1.318738e-07
