x	Quantity	Uncertainty
0.39	0.225521965768712	0.00917616306202109
0.4	0.219113717714539	0.00891532558800353
0.41	0.212602973473442	0.00865081555084321
0.42	0.206010563914991	0.00838253822089804
0.43	0.199359121813493	0.00811177838676581
0.44	0.192668952331481	0.0078392377803411
0.45	0.185958365309971	0.00756678765766355
0.46	0.179245131224789	0.00729351682489099
0.47	0.172544644114571	0.00702066095988142
0.48	0.165875051174329	0.00674895649007882
0.49	0.159249520721634	0.00648004779768803
0.5	0.152682471141186	0.00621260304726936
0.51	0.146188483213425	0.00594825244765565
0.52	0.139778196898464	0.00568739683188665
0.53	0.13346557371303	0.00543040554080145
0.54	0.127262709774405	0.00517827906793431
0.55	0.121181324124343	0.00493066325905085
0.56	0.115233005454132	0.00468878598634726
0.57	0.10943000205505	0.00445267427139513
0.58	0.103784921566464	0.00422286336822237
0.59	0.0983115048167874	0.00400040584532328
0.6	0.0930246869813212	0.00378533049136
0.61	0.0877916611665243	0.00240853154854068
0.62	0.0829313989376107	0.00235605598790685
0.63	0.0783344706879091	0.00278307979541099
0.64	0.0739583044845886	0.0025362993603724
0.65	0.0698271314542798	0.00242851019839764
0.66	0.0659872569077777	0.00273927618779686
0.67	0.062338271483207	0.00248168884534431
0.68	0.058660188316907	0.00252423636085735
0.69	0.0549004485656224	0.00293805263523728
0.7	0.0511118420174121	0.0025581567612909
0.71	0.0473440709761381	0.00248272768706328
0.72	0.0440442839280299	0.00254103170395884
0.73	0.0415379944830399	0.00216797123153906
0.74	0.0405301517490487	0.00256473612038796
0.75	0.0403464413301122	0.00256108719182029
0.76	0.0360186179483764	0.00250778629771364
0.77	0.030193032791855	0.00247760996033423
0.78	0.0266295535228799	0.0023020179021609
0.79	0.0248188041490413	0.00236750946913112
0.8	0.0252455304433729	0.00235527514808534
0.81	0.0282222147306611	0.00274561944196461
0.82	0.0262266069818803	0.00268429414446463
0.83	0.0196311722611981	0.00228220398097403
0.84	0.0158466634121664	0.00209538426065507
0.85	0.0137844364084934	0.00194209856786504
0.86	0.0122845158255218	0.0017541177347762
0.87	0.0108272602794431	0.00186185214404515
0.88	0.00955213563794377	0.00176909392609115
0.89	0.00880335558028825	0.00175150534127181
0.9	0.00888095485174481	0.00185076572246956
0.91	0.00886245206898078	0.00166014031170397
0.92	0.00649350598083054	0.000709389474512683
0.93	0.00329280638282723	0.000394552463394836
0.94	0.00124474491480715	0.000297977883302465
