x	Quantity	Uncertainty
0.39	0.23435628899251	0.00953571745241197
0.4	0.227994562487541	0.0092768644101506
0.41	0.221446636605606	0.00901063061277733
0.42	0.214748912359202	0.00873797651739759
0.43	0.207937120883171	0.00846097165771189
0.44	0.201038616230033	0.0081801031062924
0.45	0.194091922399099	0.0078975569594085
0.46	0.187121475952232	0.00761362829369564
0.47	0.180159966982847	0.00733071055167794
0.48	0.173235822048523	0.00704884841569096
0.49	0.166377611640724	0.00676959449072664
0.5	0.159615204595084	0.0064943241607785
0.51	0.152978639092743	0.00622467067275287
0.52	0.146499811629129	0.00596091649196822
0.53	0.140289871833264	0.00453771029713351
0.54	0.133578029803934	0.00359940705367048
0.55	0.127668974042601	0.00414909331844637
0.56	0.121477603872753	0.00478885909418668
0.57	0.116180286325841	0.00402685102785983
0.58	0.110877893242872	0.00370753800623124
0.59	0.106750606162884	0.00434645349562679
0.6	0.102810693757239	0.0041882366514346
0.61	0.0979855036035926	0.00419740036413299
0.62	0.0927213106757057	0.00492205699053647
0.63	0.0876006349545351	0.00438034632851545
0.64	0.0822494704530063	0.00423208618232101
0.65	0.078543783497173	0.00449947369356388
0.66	0.0762928168918615	0.00413918839699595
0.67	0.0765274164951381	0.00483363322711653
0.68	0.0782719224802557	0.00492986455252473
0.69	0.0760319982388799	0.00493977130758651
0.7	0.0665063775546455	0.00467665399625653
0.71	0.056418528123321	0.00463309872927327
0.72	0.0504057441570557	0.00431689648813433
0.73	0.0474697786956698	0.00448827853975445
0.74	0.0486771641241624	0.00454182595386688
0.75	0.0528292885982753	0.00509150252605573
0.76	0.0574564794326997	0.00592127623901469
0.77	0.0496909030805421	0.00515551877475664
0.78	0.0386713325244926	0.00447501966461056
0.79	0.0319814695740723	0.00399188621934534
0.8	0.0276320770716466	0.00389907773080626
0.81	0.0255801703009725	0.0036983717652774
0.82	0.0232529404554842	0.00325151239213962
0.83	0.0213708815206765	0.0035240559623121
0.84	0.0199501857349099	0.00325299077497983
0.85	0.0189981850468357	0.00322211400429017
0.86	0.0186015041790217	0.0033904696940916
0.87	0.0193624440155852	0.00359621785673463
0.88	0.0187688846676811	0.0032353064450017
0.89	0.0152251798862055	0.00164980240296025
0.9	0.00973769127100976	0.00117042953854918
0.91	0.00566535521714891	0.000809851561530788
0.92	0.00274209130068391	0.000662959005088268
0.93	0.000962990911595037	0.00021071968545178
