x	Quantity	Uncertainty
0.39	0.241556154992604	0.00824484924795335
0.4	0.234087457526112	0.00798951352411335
0.41	0.228622083038063	0.00781758327385171
0.42	0.225101407490103	0.00581511568922728
0.43	0.217103930030855	0.00656102912009328
0.44	0.20843719587099	0.00608248005499135
0.45	0.201644924496272	0.00380672514043562
0.46	0.195103462525917	0.00381057778815317
0.47	0.189093740730785	0.00361662913514293
0.48	0.184808161583735	0.00296769165182172
0.49	0.179805767724887	0.00279838218259706
0.5	0.172465032302522	0.00283884369409326
0.51	0.165013904694978	0.00277737887521729
0.52	0.156383901275165	0.00273119308969782
0.53	0.149516977838529	0.00268367014899324
0.54	0.145374094887609	0.00268542546304982
0.55	0.145430654235866	0.00274061572103806
0.56	0.151134713633531	0.00291716318028309
0.57	0.157501408715289	0.00305454026500985
0.58	0.15454965854897	0.00301095304028743
0.59	0.139431177579315	0.00287392778940283
0.6	0.119964804255765	0.00268680264922129
0.61	0.105222208892079	0.00252387959513067
0.62	0.0966430605813034	0.00242557230005354
0.63	0.0938780581152294	0.00243188804096599
0.64	0.0978738113884147	0.00255596163819003
0.65	0.105871955436552	0.00275518116566357
0.66	0.116421861073023	0.0030474506836488
0.67	0.111930733132293	0.00303090820684211
0.68	0.0932441400556381	0.0026794580047802
0.69	0.0762449407961948	0.00243947693440466
0.7	0.0660285357539014	0.00233583664886082
0.71	0.0587786331539793	0.00224645767390375
0.72	0.055521172712537	0.00219032135465243
0.73	0.0515953742235859	0.00219644832105225
0.74	0.0487052566563084	0.00215781602576539
0.75	0.0468255043381571	0.00217935163133213
0.76	0.0449897283210474	0.00210102581101195
0.77	0.0439737290045859	0.00206990873848049
0.78	0.0436016541154388	0.00215080761382155
0.79	0.0440121378680348	0.00213117767297451
0.8	0.0462181841737287	0.00231689114589219
0.81	0.0485304872750822	0.00246912893906593
0.82	0.0472572503625943	0.00247833682843844
0.83	0.0416535069663525	0.00230139112389984
0.84	0.0320721036878897	0.00193766988682947
0.85	0.0222671265992131	0.00153844298006275
0.86	0.0156289012474286	0.00123568541996638
0.87	0.0105540244216506	0.00104121278708394
0.88	0.0065753091473765	0.000895999951248276
0.89	0.00378319022797328	0.00067018394549045
