x	Quantity	Uncertainty
0.39	0.241893127144927	0.00984199992585597
0.4	0.234375928660511	0.00953632954268942
0.41	0.226824341109923	0.00922966652205847
0.42	0.219292670702482	0.00892273958670967
0.43	0.211838503970981	0.00861963291747171
0.44	0.204520603303247	0.00832136709222736
0.45	0.200471168359157	0.00704169296577136
0.46	0.192707796299964	0.00505820925769968
0.47	0.185531180526947	0.00582482127728036
0.48	0.177443083451161	0.00743466560005838
0.49	0.171107873076458	0.00584403377023143
0.5	0.164683613514693	0.00566353230459513
0.51	0.159346987288702	0.00674342313217796
0.52	0.155150929732261	0.0060726771083523
0.53	0.150207023073443	0.00641432541258638
0.54	0.143272959166227	0.00586798808392666
0.55	0.136898947337104	0.00422432841947295
0.56	0.12931487340317	0.00369758849726293
0.57	0.123394723368702	0.0035974415170002
0.58	0.119951039538083	0.00352485367761377
0.59	0.120124838026277	0.00339374936275918
0.6	0.124140721716614	0.00331537048221014
0.61	0.127828035058668	0.0031618544780714
0.62	0.123066537378113	0.00303268089202329
0.63	0.108483386922768	0.00281791550389348
0.64	0.093095192561209	0.00257603200974067
0.65	0.0826911480626659	0.00247543859976936
0.66	0.0773627562364811	0.00245687435021282
0.67	0.0772243316283986	0.00251774439005496
0.68	0.0820387589735289	0.00263418320049341
0.69	0.0904646170110995	0.00292035580597146
0.7	0.0936046832599691	0.00307008514918244
0.71	0.0808532407252692	0.00277540418783785
0.72	0.0650421799391522	0.00240761482765143
0.73	0.0548455731131356	0.0021780347643417
0.74	0.0478113227394103	0.00204294789346219
0.75	0.0445761491211101	0.00207162682290754
0.76	0.0412021831413733	0.00201570682464509
0.77	0.0384847099052565	0.00191555907020351
0.78	0.0366153357326055	0.00190031377119526
0.79	0.0349066726066592	0.00196770841300961
0.8	0.033683658818315	0.00195891360785912
0.81	0.0337005902660218	0.00199254680296476
0.82	0.0340365876501273	0.00196245395606003
0.83	0.0359699555327076	0.0020824767559645
0.84	0.0357261237508592	0.00213051499790029
0.85	0.0316915260549573	0.00192630166928058
0.86	0.0241003561655514	0.00161597768149179
0.87	0.016229505985113	0.00132244343166614
0.88	0.010723191717238	0.00101827693259014
0.89	0.00658572151462267	0.000850516118840431
0.9	0.00362649469309098	0.000726026308983959
