Q2,N,chi2,ndf,chi2_ndf,c1,c1_err,c2,c2_err,c3,c3_err,c1p,c1p_err,c2p,c2p_err,c3p,c3p_err
2.774,18,27.15480839011118,12.0,2.262900699175932,319.55032792453983,53.23415888633047,-1321.3061385918645,260.5833470987578,1411.269426300854,316.4790693344231,210.03856257796565,68.60135984724808,-707.1356857541828,252.25949424217836,590.7902497499672,225.44911931658822
3.244,18,27.57431948122271,12.0,2.297859956768559,166.92017960921478,35.44727781413874,-729.813720733605,190.90639087490263,832.167714871775,254.43588316568017,96.39815569613405,46.87066677455888,-339.0504213128449,185.497537161335,297.8808202669838,177.4989621747418
3.793,18,23.05048005504868,12.0,1.9208733379207235,89.4083842133906,22.848439254185593,-415.69377598183553,135.9906024673093,510.56240886699106,200.01103776580942,45.01244335772992,29.333877561731523,-166.03463123500853,125.55529888932972,153.66028335957367,129.15871208084843
4.435,18,18.42989840165724,12.0,1.53582486680477,47.975611839883534,15.138375728032749,-238.92378770921323,100.39852495071311,316.64176093614145,164.14289151938095,23.443361297432435,19.703634719738393,-91.07269785372132,91.80924658357017,89.58478920047193,102.16879841850756
5.187,18,17.912201323898245,12.0,1.492683443658187,18.362352011616345,7.9507108958416275,-86.87011815423848,58.95865894227636,110.40625110064022,107.67848678435705,5.647183388078921,10.409000182789752,-18.699729072181565,53.22526536483427,17.046498193503126,64.60149946959513
6.065,18,20.422252328762813,12.0,1.7018543607302343,9.910324090608684,3.945843189038783,-53.563023555048595,33.30012839296185,79.98772959913661,69.07167423051682,3.8765136940672003,5.472417984224636,-16.21755900623,30.97794739378214,18.67635629732634,41.3456225278761
7.093,18,15.833048528359294,12.0,1.3194207106966078,3.0260646466136802,2.2291797233609834,-11.096640941720514,21.36244026203463,7.713025641416334,50.240392881143464,0.17933746488948177,3.192946986344656,2.1502051500255472,20.12338540432203,-3.9419602520726498,29.736013401521326
8.294,18,10.168198285214428,12.0,0.8473498571012024,1.571023115291954,1.6327022845901962,-5.189719710796903,17.516760567603402,0.7906503041612397,46.04161405703289,0.4248445702311121,2.1887743440429843,-0.3646244319076888,15.206209161180594,-0.13525067315968653,24.62898805047855
9.699,18,10.595740594719617,12.0,0.8829783828933014,0.7863158704594443,0.8256748106527085,-2.618305952741247,10.140489910273674,-0.6480642330838597,30.426413841613744,0.307389301687905,1.1437949271505956,-0.8546405775695789,8.908555540970067,1.2544988788351332,16.087557960224263
