Q2	W	LO_xsection(mub/GeV)	NLO_xsection(mub/GeV)	NLO_TMC_xsection(mub/GeV)	NLO_TMC_HT_xsection(mub/GeV)
9.699000e+00	1.070000e+00	1.652401e-09	2.240091e-09	2.745456e-07	3.383886e-07
9.699000e+00	1.080000e+00	2.998030e-09	3.462902e-09	2.926200e-07	3.599140e-07
9.699000e+00	1.090000e+00	4.513911e-09	4.733650e-09	3.115276e-07	3.823699e-07
9.699000e+00	1.100000e+00	6.256125e-09	6.179644e-09	3.313655e-07	4.058684e-07
9.699000e+00	1.110000e+00	8.284091e-09	7.931088e-09	3.522329e-07	4.305233e-07
9.699000e+00	1.120000e+00	1.066059e-08	1.010813e-08	3.742300e-07	4.564497e-07
9.699000e+00	1.130000e+00	1.345183e-08	1.278164e-08	3.974579e-07	4.837619e-07
9.699000e+00	1.140000e+00	1.672742e-08	1.604520e-08	4.220155e-07	5.125708e-07
9.699000e+00	1.150000e+00	2.056044e-08	2.013278e-08	4.479906e-07	5.429731e-07
9.699000e+00	1.160000e+00	2.502748e-08	2.517461e-08	4.754813e-07	5.750770e-07
9.699000e+00	1.170000e+00	3.018479e-08	3.072793e-08	5.046384e-07	6.090525e-07
9.699000e+00	1.180000e+00	3.574227e-08	3.633182e-08	5.355100e-07	6.449453e-07
9.699000e+00	1.190000e+00	4.166188e-08	4.206224e-08	5.676699e-07	6.822327e-07
9.699000e+00	1.200000e+00	4.803984e-08	4.813777e-08	6.007083e-07	7.204131e-07
9.699000e+00	1.210000e+00	5.497728e-08	5.479691e-08	6.347902e-07	7.596768e-07
9.699000e+00	1.220000e+00	6.258028e-08	6.226811e-08	6.701928e-07	8.003487e-07
9.699000e+00	1.230000e+00	7.095985e-08	7.071021e-08	7.070492e-07	8.425781e-07
9.699000e+00	1.240000e+00	8.023200e-08	8.029562e-08	7.454645e-07	8.864795e-07
9.699000e+00	1.250000e+00	9.051771e-08	9.131832e-08	7.855759e-07	9.322044e-07
9.699000e+00	1.260000e+00	1.019429e-07	1.039936e-07	8.275183e-07	9.799010e-07
9.699000e+00	1.270000e+00	1.146386e-07	1.180853e-07	8.713823e-07	1.029664e-06
9.699000e+00	1.280000e+00	1.285408e-07	1.332414e-07	9.172810e-07	1.081613e-06
9.699000e+00	1.290000e+00	1.432807e-07	1.491126e-07	9.654623e-07	1.136025e-06
9.699000e+00	1.300000e+00	1.589506e-07	1.654961e-07	1.016086e-06	1.193072e-06
9.699000e+00	1.310000e+00	1.756698e-07	1.827865e-07	1.068810e-06	1.252339e-06
9.699000e+00	1.320000e+00	1.935624e-07	2.014674e-07	1.123241e-06	1.313350e-06
9.699000e+00	1.330000e+00	2.127570e-07	2.217564e-07	1.179309e-06	1.376012e-06
9.699000e+00	1.340000e+00	2.333867e-07	2.438395e-07	1.237061e-06	1.440372e-06
9.699000e+00	1.350000e+00	2.555894e-07	2.680419e-07	1.296702e-06	1.506654e-06
9.699000e+00	1.360000e+00	2.795074e-07	2.946348e-07	1.358456e-06	1.575109e-06
9.699000e+00	1.370000e+00	3.052876e-07	3.235231e-07	1.422476e-06	1.645899e-06
9.699000e+00	1.380000e+00	3.329702e-07	3.544371e-07	1.488892e-06	1.719159e-06
9.699000e+00	1.390000e+00	3.621328e-07	3.867841e-07	1.557816e-06	1.795005e-06
9.699000e+00	1.400000e+00	3.928213e-07	4.201159e-07	1.629384e-06	1.873577e-06
9.699000e+00	1.410000e+00	4.251632e-07	4.549119e-07	1.703837e-06	1.955133e-06
9.699000e+00	1.420000e+00	4.592897e-07	4.917960e-07	1.781340e-06	2.039846e-06
9.699000e+00	1.430000e+00	4.953359e-07	5.310168e-07	1.861643e-06	2.127411e-06
9.699000e+00	1.440000e+00	5.334407e-07	5.727738e-07	1.944419e-06	2.217438e-06
9.699000e+00	1.450000e+00	5.737465e-07	6.174458e-07	2.029468e-06	2.309687e-06
9.699000e+00	1.460000e+00	6.163995e-07	6.653458e-07	2.116705e-06	2.404047e-06
9.699000e+00	1.470000e+00	6.615497e-07	7.163332e-07	2.206371e-06	2.500779e-06
9.699000e+00	1.480000e+00	7.092231e-07	7.700774e-07	2.298761e-06	2.600204e-06
9.699000e+00	1.490000e+00	7.590086e-07	8.259504e-07	2.394036e-06	2.702489e-06
9.699000e+00	1.500000e+00	8.109679e-07	8.834900e-07	2.492320e-06	2.807756e-06
9.699000e+00	1.510000e+00	8.652282e-07	9.432177e-07	2.593725e-06	2.916115e-06
9.699000e+00	1.520000e+00	9.219201e-07	1.005801e-06	2.698391e-06	3.027706e-06
9.699000e+00	1.530000e+00	9.811769e-07	1.071486e-06	2.806602e-06	3.142827e-06
9.699000e+00	1.540000e+00	1.043134e-06	1.140478e-06	2.918531e-06	3.261654e-06
9.699000e+00	1.550000e+00	1.107932e-06	1.213230e-06	3.033781e-06	3.383725e-06
9.699000e+00	1.560000e+00	1.175711e-06	1.290084e-06	3.151901e-06	3.508520e-06
9.699000e+00	1.570000e+00	1.246615e-06	1.370673e-06	3.272818e-06	3.635943e-06
9.699000e+00	1.580000e+00	1.320570e-06	1.454467e-06	3.396592e-06	3.766048e-06
9.699000e+00	1.590000e+00	1.397240e-06	1.541007e-06	3.523430e-06	3.899050e-06
9.699000e+00	1.600000e+00	1.476728e-06	1.630036e-06	3.653557e-06	4.035185e-06
9.699000e+00	1.610000e+00	1.559149e-06	1.722063e-06	3.787125e-06	4.174601e-06
9.699000e+00	1.620000e+00	1.644622e-06	1.817691e-06	3.924258e-06	4.317421e-06
9.699000e+00	1.630000e+00	1.733269e-06	1.917137e-06	4.065061e-06	4.463741e-06
9.699000e+00	1.640000e+00	1.825210e-06	2.020601e-06	4.209661e-06	4.613685e-06
9.699000e+00	1.650000e+00	1.920570e-06	2.128612e-06	4.358296e-06	4.767495e-06
9.699000e+00	1.660000e+00	2.019475e-06	2.241517e-06	4.511082e-06	4.925278e-06
9.699000e+00	1.670000e+00	2.122050e-06	2.358589e-06	4.667527e-06	5.086481e-06
9.699000e+00	1.680000e+00	2.228080e-06	2.479005e-06	4.827134e-06	5.250546e-06
9.699000e+00	1.690000e+00	2.337435e-06	2.602662e-06	4.990011e-06	5.417579e-06
9.699000e+00	1.700000e+00	2.450195e-06	2.729702e-06	5.156401e-06	5.587829e-06
9.699000e+00	1.710000e+00	2.566440e-06	2.860542e-06	5.326449e-06	5.761442e-06
9.699000e+00	1.720000e+00	2.686250e-06	2.995609e-06	5.500282e-06	5.938537e-06
9.699000e+00	1.730000e+00	2.809707e-06	3.135108e-06	5.678015e-06	6.119225e-06
9.699000e+00	1.740000e+00	2.936891e-06	3.279254e-06	5.859766e-06	6.303616e-06
