Q2	W	LO_xsection(mub/GeV)	NLO_xsection(mub/GeV)	NLO_TMC_xsection(mub/GeV)	NLO_TMC_HT_xsection(mub/GeV)
6.065000e+00	1.070000e+00	6.908122e-08	1.746717e-07	5.190197e-06	7.418393e-06
6.065000e+00	1.080000e+00	8.947953e-08	2.206126e-07	5.487792e-06	7.809485e-06
6.065000e+00	1.090000e+00	1.137882e-07	2.742424e-07	5.798464e-06	8.215597e-06
6.065000e+00	1.100000e+00	1.431491e-07	3.362480e-07	6.122553e-06	8.637001e-06
6.065000e+00	1.110000e+00	1.767310e-07	4.073229e-07	6.460401e-06	9.073970e-06
6.065000e+00	1.120000e+00	2.160904e-07	4.881632e-07	6.812365e-06	9.526797e-06
6.065000e+00	1.130000e+00	2.614684e-07	5.794563e-07	7.178880e-06	9.995870e-06
6.065000e+00	1.140000e+00	3.132666e-07	6.818934e-07	7.560320e-06	1.048149e-05
6.065000e+00	1.150000e+00	3.722308e-07	7.961805e-07	7.956728e-06	1.098352e-05
6.065000e+00	1.160000e+00	4.386755e-07	9.230289e-07	8.368386e-06	1.150212e-05
6.065000e+00	1.170000e+00	5.134266e-07	1.063147e-06	8.796895e-06	1.203923e-05
6.065000e+00	1.180000e+00	5.968426e-07	1.217247e-06	9.242988e-06	1.259564e-05
6.065000e+00	1.190000e+00	6.896732e-07	1.386058e-06	9.702516e-06	1.316553e-05
6.065000e+00	1.200000e+00	7.924750e-07	1.570306e-06	1.017339e-05	1.374590e-05
6.065000e+00	1.210000e+00	9.057765e-07	1.770703e-06	1.066698e-05	1.435176e-05
6.065000e+00	1.220000e+00	1.030382e-06	1.987953e-06	1.119327e-05	1.499626e-05
6.065000e+00	1.230000e+00	1.166690e-06	2.222763e-06	1.174267e-05	1.566625e-05
6.065000e+00	1.240000e+00	1.315564e-06	2.475841e-06	1.230294e-05	1.634504e-05
6.065000e+00	1.250000e+00	1.477490e-06	2.747899e-06	1.287145e-05	1.702906e-05
6.065000e+00	1.260000e+00	1.653135e-06	3.039647e-06	1.344922e-05	1.771964e-05
6.065000e+00	1.270000e+00	1.843241e-06	3.351762e-06	1.404227e-05	1.842457e-05
6.065000e+00	1.280000e+00	2.048272e-06	3.684913e-06	1.465727e-05	1.915244e-05
6.065000e+00	1.290000e+00	2.269085e-06	4.039745e-06	1.529829e-05	1.990824e-05
6.065000e+00	1.300000e+00	2.506171e-06	4.416913e-06	1.596715e-05	2.069401e-05
6.065000e+00	1.310000e+00	2.760215e-06	4.817116e-06	1.665914e-05	2.150339e-05
6.065000e+00	1.320000e+00	3.031935e-06	5.241029e-06	1.736939e-05	2.232981e-05
6.065000e+00	1.330000e+00	3.321802e-06	5.689180e-06	1.809902e-05	2.317454e-05
6.065000e+00	1.340000e+00	3.630638e-06	6.162093e-06	1.885037e-05	2.404036e-05
6.065000e+00	1.350000e+00	3.958959e-06	6.660440e-06	1.962436e-05	2.492825e-05
6.065000e+00	1.360000e+00	4.307362e-06	7.184894e-06	2.042138e-05	2.583846e-05
6.065000e+00	1.370000e+00	4.676573e-06	7.735999e-06	2.124096e-05	2.677018e-05
6.065000e+00	1.380000e+00	5.067037e-06	8.314241e-06	2.208258e-05	2.772253e-05
6.065000e+00	1.390000e+00	5.479476e-06	8.920028e-06	2.294643e-05	2.869558e-05
6.065000e+00	1.400000e+00	5.914441e-06	9.553802e-06	2.383297e-05	2.968969e-05
6.065000e+00	1.410000e+00	6.372404e-06	1.021625e-05	2.474284e-05	3.070547e-05
6.065000e+00	1.420000e+00	6.854059e-06	1.090799e-05	2.567669e-05	3.174353e-05
6.065000e+00	1.430000e+00	7.359853e-06	1.162910e-05	2.663480e-05	3.280400e-05
6.065000e+00	1.440000e+00	7.890313e-06	1.237987e-05	2.761724e-05	3.388678e-05
6.065000e+00	1.450000e+00	8.446026e-06	1.316191e-05	2.862361e-05	3.499120e-05
6.065000e+00	1.460000e+00	9.027376e-06	1.397594e-05	2.965357e-05	3.611668e-05
6.065000e+00	1.470000e+00	9.634905e-06	1.481777e-05	3.070762e-05	3.726363e-05
6.065000e+00	1.480000e+00	1.026832e-05	1.568640e-05	3.178638e-05	3.843265e-05
6.065000e+00	1.490000e+00	1.092917e-05	1.659866e-05	3.289023e-05	3.962404e-05
6.065000e+00	1.500000e+00	1.162341e-05	1.756541e-05	3.401938e-05	4.083787e-05
6.065000e+00	1.510000e+00	1.233844e-05	1.855556e-05	3.517353e-05	4.207362e-05
6.065000e+00	1.520000e+00	1.308060e-05	1.954094e-05	3.635236e-05	4.333077e-05
6.065000e+00	1.530000e+00	1.385409e-05	2.054763e-05	3.755604e-05	4.460937e-05
6.065000e+00	1.540000e+00	1.465642e-05	2.160620e-05	3.878485e-05	4.590961e-05
6.065000e+00	1.550000e+00	1.548809e-05	2.271057e-05	4.003896e-05	4.723156e-05
6.065000e+00	1.560000e+00	1.634953e-05	2.384810e-05	4.131849e-05	4.857524e-05
6.065000e+00	1.570000e+00	1.724058e-05	2.501694e-05	4.262345e-05	4.994051e-05
6.065000e+00	1.580000e+00	1.816174e-05	2.621809e-05	4.395380e-05	5.132723e-05
6.065000e+00	1.590000e+00	1.911340e-05	2.745337e-05	4.530945e-05	5.273518e-05
