Q2	W	LO_xsection(mub/GeV)	NLO_xsection(mub/GeV)	NLO_TMC_xsection(mub/GeV)	NLO_TMC_HT_xsection(mub/GeV)
3.244000e+00	1.070000e+00	5.322982e-06	1.125369e-05	1.523876e-04	2.680521e-04
3.244000e+00	1.080000e+00	6.758883e-06	1.392102e-05	1.601957e-04	2.787589e-04
3.244000e+00	1.090000e+00	8.438448e-06	1.695873e-05	1.682848e-04	2.897104e-04
3.244000e+00	1.100000e+00	1.038105e-05	2.038689e-05	1.766559e-04	3.009007e-04
3.244000e+00	1.110000e+00	1.260577e-05	2.422551e-05	1.853097e-04	3.123240e-04
3.244000e+00	1.120000e+00	1.513128e-05	2.849367e-05	1.942479e-04	3.239755e-04
3.244000e+00	1.130000e+00	1.797577e-05	3.320717e-05	2.034754e-04	3.358565e-04
3.244000e+00	1.140000e+00	2.115691e-05	3.838050e-05	2.129973e-04	3.479690e-04
3.244000e+00	1.150000e+00	2.469168e-05	4.402651e-05	2.228163e-04	3.603109e-04
3.244000e+00	1.160000e+00	2.859650e-05	5.015766e-05	2.329341e-04	3.728791e-04
3.244000e+00	1.170000e+00	3.288704e-05	5.678680e-05	2.433510e-04	3.856680e-04
3.244000e+00	1.180000e+00	3.757831e-05	6.392563e-05	2.540675e-04	3.986730e-04
3.244000e+00	1.190000e+00	4.268436e-05	7.158129e-05	2.650874e-04	4.118951e-04
3.244000e+00	1.200000e+00	4.821845e-05	7.976182e-05	2.764143e-04	4.253352e-04
3.244000e+00	1.210000e+00	5.419311e-05	8.848389e-05	2.880485e-04	4.389891e-04
3.244000e+00	1.220000e+00	6.061976e-05	9.775595e-05	2.999891e-04	4.528510e-04
3.244000e+00	1.230000e+00	6.750906e-05	1.075453e-04	3.122336e-04	4.669139e-04
3.244000e+00	1.240000e+00	7.487067e-05	1.178469e-04	3.247814e-04	4.811731e-04
3.244000e+00	1.250000e+00	8.271323e-05	1.288082e-04	3.376382e-04	4.956339e-04
3.244000e+00	1.260000e+00	9.102973e-05	1.405214e-04	3.508079e-04	5.102991e-04
3.244000e+00	1.270000e+00	9.990548e-05	1.527036e-04	3.642805e-04	5.251520e-04
3.244000e+00	1.280000e+00	1.092084e-04	1.651032e-04	3.780472e-04	5.401775e-04
3.244000e+00	1.290000e+00	1.190347e-04	1.779699e-04	3.921177e-04	5.553877e-04
3.244000e+00	1.300000e+00	1.293781e-04	1.915858e-04	4.065011e-04	5.707938e-04
3.244000e+00	1.310000e+00	1.402360e-04	2.058614e-04	4.211833e-04	5.863752e-04
3.244000e+00	1.320000e+00	1.516071e-04	2.206516e-04	4.361501e-04	6.021108e-04
3.244000e+00	1.330000e+00	1.634950e-04	2.359603e-04	4.514083e-04	6.180096e-04
3.244000e+00	1.340000e+00	1.758976e-04	2.518174e-04	4.669661e-04	6.340827e-04
3.244000e+00	1.350000e+00	1.888154e-04	2.682086e-04	4.828144e-04	6.503177e-04
3.244000e+00	1.360000e+00	2.022456e-04	2.851126e-04	4.989417e-04	6.666993e-04
3.244000e+00	1.370000e+00	2.161859e-04	3.025239e-04	5.153448e-04	6.832237e-04
3.244000e+00	1.380000e+00	2.306327e-04	3.204398e-04	5.320227e-04	6.998907e-04
3.244000e+00	1.390000e+00	2.455815e-04	3.388505e-04	5.489756e-04	7.167017e-04
3.244000e+00	1.400000e+00	2.610271e-04	3.577447e-04	5.662012e-04	7.336548e-04
3.244000e+00	1.410000e+00	2.769633e-04	3.771117e-04	5.836840e-04	7.507318e-04
3.244000e+00	1.420000e+00	2.933832e-04	3.969404e-04	6.014108e-04	7.679177e-04
3.244000e+00	1.430000e+00	3.102798e-04	4.172185e-04	6.193910e-04	7.852264e-04
3.244000e+00	1.440000e+00	3.276440e-04	4.379331e-04	6.376316e-04	8.026690e-04
3.244000e+00	1.450000e+00	3.454685e-04	4.590693e-04	6.561079e-04	8.202171e-04
3.244000e+00	1.460000e+00	3.637415e-04	4.806130e-04	6.747970e-04	8.378450e-04
3.244000e+00	1.470000e+00	3.824553e-04	5.025555e-04	6.937147e-04	8.555746e-04
3.244000e+00	1.480000e+00	4.015962e-04	5.248855e-04	7.128744e-04	8.734260e-04
3.244000e+00	1.490000e+00	4.211568e-04	5.475772e-04	7.322434e-04	8.913624e-04
3.244000e+00	1.500000e+00	4.411208e-04	5.706071e-04	7.517901e-04	9.093487e-04
3.244000e+00	1.510000e+00	4.614812e-04	5.939769e-04	7.715336e-04	9.274114e-04
3.244000e+00	1.520000e+00	4.822196e-04	6.176857e-04	7.914924e-04	9.455765e-04
3.244000e+00	1.530000e+00	5.033293e-04	6.416978e-04	8.116321e-04	9.638070e-04
3.244000e+00	1.540000e+00	5.247899e-04	6.659776e-04	8.319186e-04	9.820661e-04
3.244000e+00	1.550000e+00	5.465948e-04	6.905248e-04	8.523723e-04	1.000382e-03
3.244000e+00	1.560000e+00	5.687227e-04	7.153413e-04	8.730126e-04	1.018781e-03
3.244000e+00	1.570000e+00	5.911669e-04	7.404035e-04	8.938015e-04	1.037224e-03
3.244000e+00	1.580000e+00	6.139049e-04	7.656831e-04	9.147011e-04	1.055671e-03
3.244000e+00	1.590000e+00	6.369295e-04	7.911581e-04	9.357284e-04	1.074146e-03
3.244000e+00	1.600000e+00	6.602187e-04	8.168127e-04	9.569018e-04	1.092674e-03
3.244000e+00	1.610000e+00	6.837641e-04	8.426492e-04	9.781894e-04	1.111223e-03
3.244000e+00	1.620000e+00	7.075440e-04	8.686641e-04	9.995586e-04	1.129762e-03
3.244000e+00	1.630000e+00	7.315489e-04	8.948137e-04	1.021023e-03	1.148309e-03
3.244000e+00	1.640000e+00	7.557587e-04	9.210576e-04	1.042597e-03	1.166886e-03
3.244000e+00	1.650000e+00	7.801618e-04	9.474099e-04	1.064252e-03	1.185465e-03
3.244000e+00	1.660000e+00	8.047393e-04	9.738836e-04	1.085956e-03	1.204015e-03
3.244000e+00	1.670000e+00	8.294780e-04	1.000435e-03	1.107715e-03	1.222547e-03
3.244000e+00	1.680000e+00	8.543622e-04	1.027019e-03	1.129536e-03	1.241074e-03
3.244000e+00	1.690000e+00	8.793756e-04	1.053633e-03	1.151415e-03	1.259595e-03
3.244000e+00	1.700000e+00	9.045043e-04	1.080281e-03	1.173330e-03	1.278091e-03
3.244000e+00	1.710000e+00	9.297307e-04	1.106957e-03	1.195208e-03	1.296487e-03
3.244000e+00	1.720000e+00	9.550439e-04	1.133643e-03	1.217005e-03	1.314741e-03
