Q2	W	LO_xsection(mub/GeV)	NLO_xsection(mub/GeV)	NLO_TMC_xsection(mub/GeV)	NLO_TMC_HT_xsection(mub/GeV)
3.793000e+00	1.070000e+00	2.946038e-06	3.045837e-06	6.947519e-05	1.159821e-04
3.793000e+00	1.080000e+00	3.743177e-06	3.994676e-06	7.330981e-05	1.213223e-04
3.793000e+00	1.090000e+00	4.682725e-06	4.985344e-06	7.730300e-05	1.268270e-04
3.793000e+00	1.100000e+00	5.736582e-06	6.090240e-06	8.144963e-05	1.324840e-04
3.793000e+00	1.110000e+00	6.929706e-06	7.382498e-06	8.574447e-05	1.382810e-04
3.793000e+00	1.120000e+00	8.289011e-06	8.914815e-06	9.018469e-05	1.442097e-04
3.793000e+00	1.130000e+00	9.841978e-06	1.065569e-05	9.477760e-05	1.502784e-04
3.793000e+00	1.140000e+00	1.157378e-05	1.256558e-05	9.953275e-05	1.564987e-04
3.793000e+00	1.150000e+00	1.347302e-05	1.465896e-05	1.044583e-04	1.628798e-04
3.793000e+00	1.160000e+00	1.556184e-05	1.696788e-05	1.095592e-04	1.694255e-04
3.793000e+00	1.170000e+00	1.786282e-05	1.954026e-05	1.148287e-04	1.761216e-04
3.793000e+00	1.180000e+00	2.039703e-05	2.240592e-05	1.202591e-04	1.829534e-04
3.793000e+00	1.190000e+00	2.314237e-05	2.550535e-05	1.258526e-04	1.899209e-04
3.793000e+00	1.200000e+00	2.609875e-05	2.878902e-05	1.316135e-04	1.970279e-04
3.793000e+00	1.210000e+00	2.928414e-05	3.233896e-05	1.375461e-04	2.042782e-04
3.793000e+00	1.220000e+00	3.271672e-05	3.623618e-05	1.436547e-04	2.116750e-04
3.793000e+00	1.230000e+00	3.641090e-05	4.042412e-05	1.499427e-04	2.192205e-04
3.793000e+00	1.240000e+00	4.034498e-05	4.483642e-05	1.564113e-04	2.269139e-04
3.793000e+00	1.250000e+00	4.452270e-05	4.950705e-05	1.630554e-04	2.347454e-04
3.793000e+00	1.260000e+00	4.895710e-05	5.448689e-05	1.698700e-04	2.427052e-04
3.793000e+00	1.270000e+00	5.366131e-05	5.979345e-05	1.768572e-04	2.507944e-04
