Q2	W	LO_xsection(mub/GeV)	NLO_xsection(mub/GeV)	NLO_TMC_xsection(mub/GeV)	NLO_TMC_HT_xsection(mub/GeV)
7.093000e+00	1.070000e+00	2.243937e-08	5.956042e-08	2.099185e-06	2.853580e-06
7.093000e+00	1.080000e+00	2.917781e-08	7.546900e-08	2.222654e-06	3.011054e-06
7.093000e+00	1.090000e+00	3.728627e-08	9.419636e-08	2.351590e-06	3.174801e-06
7.093000e+00	1.100000e+00	4.692523e-08	1.159879e-07	2.486264e-06	3.345112e-06
7.093000e+00	1.110000e+00	5.826347e-08	1.410918e-07	2.626951e-06	3.522283e-06
7.093000e+00	1.120000e+00	7.167781e-08	1.697615e-07	2.773893e-06	3.706569e-06
7.093000e+00	1.130000e+00	8.688036e-08	2.022645e-07	2.927212e-06	3.898053e-06
7.093000e+00	1.140000e+00	1.044053e-07	2.388719e-07	3.087005e-06	4.096790e-06
7.093000e+00	1.150000e+00	1.244208e-07	2.798512e-07	3.253410e-06	4.302884e-06
7.093000e+00	1.160000e+00	1.471834e-07	3.254787e-07	3.426594e-06	4.516479e-06
7.093000e+00	1.170000e+00	1.727817e-07	3.760651e-07	3.606799e-06	4.737813e-06
7.093000e+00	1.180000e+00	2.015631e-07	4.319326e-07	3.794265e-06	4.967122e-06
7.093000e+00	1.190000e+00	2.336373e-07	4.934094e-07	3.989160e-06	5.204539e-06
7.093000e+00	1.200000e+00	2.693570e-07	5.608184e-07	4.191629e-06	5.450173e-06
7.093000e+00	1.210000e+00	3.088461e-07	6.344508e-07	4.401818e-06	5.704128e-06
7.093000e+00	1.220000e+00	3.524694e-07	7.145962e-07	4.619896e-06	5.966539e-06
7.093000e+00	1.230000e+00	4.003581e-07	8.015674e-07	4.846138e-06	6.237673e-06
7.093000e+00	1.240000e+00	4.528926e-07	8.956808e-07	5.080774e-06	6.517739e-06
7.093000e+00	1.250000e+00	5.102057e-07	9.972412e-07	5.323755e-06	6.806592e-06
7.093000e+00	1.260000e+00	5.726949e-07	1.106551e-06	5.575185e-06	7.104278e-06
7.093000e+00	1.270000e+00	6.404904e-07	1.223910e-06	5.836095e-06	7.412000e-06
7.093000e+00	1.280000e+00	7.140079e-07	1.349627e-06	6.106855e-06	7.730134e-06
7.093000e+00	1.290000e+00	7.933767e-07	1.484025e-06	6.384212e-06	8.054528e-06
7.093000e+00	1.300000e+00	8.790213e-07	1.627427e-06	6.666791e-06	8.383377e-06
7.093000e+00	1.310000e+00	9.710748e-07	1.780129e-06	6.964564e-06	8.729043e-06
7.093000e+00	1.320000e+00	1.069963e-06	1.942427e-06	7.285364e-06	9.101206e-06
7.093000e+00	1.330000e+00	1.175835e-06	2.114660e-06	7.616590e-06	9.484025e-06
7.093000e+00	1.340000e+00	1.289095e-06	2.297160e-06	7.944865e-06	9.860723e-06
7.093000e+00	1.350000e+00	1.409924e-06	2.490200e-06	8.274857e-06	1.023710e-05
7.093000e+00	1.360000e+00	1.538689e-06	2.694053e-06	8.614470e-06	1.062297e-05
7.093000e+00	1.370000e+00	1.675626e-06	2.909064e-06	8.966140e-06	1.102124e-05
7.093000e+00	1.380000e+00	1.821030e-06	3.135566e-06	9.330868e-06	1.143302e-05
7.093000e+00	1.390000e+00	1.975210e-06	3.373749e-06	9.709394e-06	1.185907e-05
7.093000e+00	1.400000e+00	2.138391e-06	3.623813e-06	1.010183e-05	1.229943e-05
7.093000e+00	1.410000e+00	2.310942e-06	3.886115e-06	1.050601e-05	1.275136e-05
7.093000e+00	1.420000e+00	2.493035e-06	4.161023e-06	1.091990e-05	1.321227e-05
7.093000e+00	1.430000e+00	2.685057e-06	4.448769e-06	1.134424e-05	1.368301e-05
7.093000e+00	1.440000e+00	2.887169e-06	4.749552e-06	1.178032e-05	1.416504e-05
7.093000e+00	1.450000e+00	3.099750e-06	5.063569e-06	1.222862e-05	1.465886e-05
7.093000e+00	1.460000e+00	3.322984e-06	5.391044e-06	1.268930e-05	1.516457e-05
7.093000e+00	1.470000e+00	3.557179e-06	5.732306e-06	1.316206e-05	1.568171e-05
7.093000e+00	1.480000e+00	3.802585e-06	6.087645e-06	1.364656e-05	1.620980e-05
7.093000e+00	1.490000e+00	4.059418e-06	6.457095e-06	1.414287e-05	1.674885e-05
7.093000e+00	1.500000e+00	4.328000e-06	6.840818e-06	1.465120e-05	1.729902e-05
7.093000e+00	1.510000e+00	4.608492e-06	7.239756e-06	1.517188e-05	1.786062e-05
7.093000e+00	1.520000e+00	4.901213e-06	7.654293e-06	1.570525e-05	1.843397e-05
7.093000e+00	1.530000e+00	5.206317e-06	8.081797e-06	1.625161e-05	1.901935e-05
7.093000e+00	1.540000e+00	5.524088e-06	8.521143e-06	1.681112e-05	1.961687e-05
7.093000e+00	1.550000e+00	5.854669e-06	8.980328e-06	1.738343e-05	2.022604e-05
7.093000e+00	1.560000e+00	6.197103e-06	9.466035e-06	1.796818e-05	2.084636e-05
7.093000e+00	1.570000e+00	6.557105e-06	9.970387e-06	1.856559e-05	2.147804e-05
7.093000e+00	1.580000e+00	6.928437e-06	1.048354e-05	1.917601e-05	2.212139e-05
