Q2	W	LO_xsection(mub/GeV)	NLO_xsection(mub/GeV)	NLO_TMC_xsection(mub/GeV)	NLO_TMC_HT_xsection(mub/GeV)
8.294000e+00	1.070000e+00	8.539407e-09	8.943304e-09	7.317461e-07	9.468696e-07
8.294000e+00	1.080000e+00	1.230257e-08	1.210193e-08	7.797422e-07	1.006275e-06
8.294000e+00	1.090000e+00	1.676933e-08	1.599134e-08	8.312986e-07	1.069926e-06
8.294000e+00	1.100000e+00	2.210461e-08	2.093158e-08	8.857591e-07	1.136954e-06
8.294000e+00	1.110000e+00	2.848206e-08	2.724901e-08	9.424502e-07	1.206473e-06
8.294000e+00	1.120000e+00	3.608410e-08	3.522040e-08	1.000891e-06	1.277844e-06
8.294000e+00	1.130000e+00	4.510193e-08	4.490358e-08	1.061433e-06	1.351493e-06
8.294000e+00	1.140000e+00	5.567399e-08	5.613068e-08	1.124579e-06	1.428044e-06
8.294000e+00	1.150000e+00	6.715289e-08	6.804813e-08	1.190590e-06	1.507803e-06
8.294000e+00	1.160000e+00	7.949612e-08	7.996984e-08	1.259673e-06	1.591004e-06
8.294000e+00	1.170000e+00	9.295152e-08	9.262772e-08	1.332077e-06	1.677929e-06
8.294000e+00	1.180000e+00	1.077793e-07	1.069762e-07	1.408060e-06	1.768875e-06
8.294000e+00	1.190000e+00	1.242521e-07	1.233810e-07	1.487886e-06	1.864137e-06
8.294000e+00	1.200000e+00	1.426549e-07	1.421833e-07	1.571806e-06	1.963993e-06
8.294000e+00	1.210000e+00	1.632849e-07	1.642171e-07	1.660000e-06	2.068629e-06
8.294000e+00	1.220000e+00	1.864519e-07	1.900664e-07	1.752442e-06	2.177975e-06
8.294000e+00	1.230000e+00	2.124776e-07	2.187726e-07	1.848335e-06	2.291009e-06
8.294000e+00	1.240000e+00	2.408717e-07	2.492052e-07	1.946964e-06	2.406812e-06
8.294000e+00	1.250000e+00	2.711622e-07	2.811579e-07	2.048767e-06	2.525903e-06
8.294000e+00	1.260000e+00	3.036331e-07	3.148141e-07	2.154395e-06	2.649056e-06
8.294000e+00	1.270000e+00	3.385796e-07	3.509897e-07	2.264147e-06	2.776606e-06
8.294000e+00	1.280000e+00	3.763079e-07	3.905787e-07	2.378242e-06	2.908784e-06
8.294000e+00	1.290000e+00	4.171353e-07	4.341207e-07	2.496915e-06	3.045842e-06
8.294000e+00	1.300000e+00	4.613899e-07	4.821140e-07	2.620449e-06	3.188085e-06
8.294000e+00	1.310000e+00	5.094107e-07	5.352414e-07	2.749297e-06	3.336021e-06
8.294000e+00	1.320000e+00	5.615476e-07	5.937356e-07	2.883777e-06	3.489991e-06
8.294000e+00	1.330000e+00	6.174086e-07	6.558159e-07	3.023483e-06	3.649461e-06
8.294000e+00	1.340000e+00	6.764312e-07	7.198268e-07	3.167870e-06	3.813731e-06
8.294000e+00	1.350000e+00	7.389087e-07	7.867216e-07	3.316583e-06	3.982339e-06
8.294000e+00	1.360000e+00	8.051444e-07	8.579052e-07	3.469465e-06	4.155068e-06
8.294000e+00	1.370000e+00	8.754505e-07	9.339202e-07	3.626979e-06	4.332437e-06
8.294000e+00	1.380000e+00	9.501478e-07	1.015255e-06	3.789685e-06	4.515079e-06
8.294000e+00	1.390000e+00	1.029566e-06	1.103050e-06	3.957879e-06	4.703309e-06
8.294000e+00	1.400000e+00	1.114042e-06	1.198092e-06	4.131802e-06	4.897372e-06
8.294000e+00	1.410000e+00	1.203918e-06	1.299053e-06	4.311721e-06	5.097541e-06
8.294000e+00	1.420000e+00	1.298655e-06	1.404400e-06	4.497927e-06	5.304115e-06
8.294000e+00	1.430000e+00	1.397880e-06	1.513957e-06	4.690780e-06	5.517469e-06
8.294000e+00	1.440000e+00	1.501879e-06	1.628036e-06	4.890390e-06	5.737687e-06
8.294000e+00	1.450000e+00	1.610946e-06	1.747548e-06	5.095790e-06	5.963596e-06
8.294000e+00	1.460000e+00	1.725381e-06	1.873491e-06	5.306063e-06	6.194080e-06
8.294000e+00	1.470000e+00	1.845489e-06	2.006604e-06	5.521602e-06	6.429568e-06
8.294000e+00	1.480000e+00	1.971583e-06	2.147486e-06	5.743051e-06	6.670776e-06
8.294000e+00	1.490000e+00	2.103981e-06	2.296427e-06	5.970719e-06	6.918026e-06
