Q2	W	LO_xsection(mub/GeV)	NLO_xsection(mub/GeV)	NLO_TMC_xsection(mub/GeV)	NLO_TMC_HT_xsection(mub/GeV)
8.294000e+00	1.070000e+00	7.191689e-09	2.018043e-08	8.314490e-07	1.075935e-06
8.294000e+00	1.080000e+00	9.384994e-09	2.559594e-08	8.813745e-07	1.137484e-06
8.294000e+00	1.090000e+00	1.203371e-08	3.200424e-08	9.337663e-07	1.201866e-06
8.294000e+00	1.100000e+00	1.519562e-08	3.951498e-08	9.886373e-07	1.269074e-06
8.294000e+00	1.110000e+00	1.893186e-08	4.823940e-08	1.045999e-06	1.339100e-06
8.294000e+00	1.120000e+00	2.330641e-08	5.828054e-08	1.105890e-06	1.411968e-06
8.294000e+00	1.130000e+00	2.838512e-08	6.970353e-08	1.168465e-06	1.487850e-06
8.294000e+00	1.140000e+00	3.420077e-08	8.257499e-08	1.233878e-06	1.566917e-06
8.294000e+00	1.150000e+00	4.104956e-08	9.700571e-08	1.302174e-06	1.649200e-06
8.294000e+00	1.160000e+00	4.859701e-08	1.131266e-07	1.373377e-06	1.734701e-06
8.294000e+00	1.170000e+00	5.720646e-08	1.311020e-07	1.447548e-06	1.823471e-06
8.294000e+00	1.180000e+00	6.690881e-08	1.510911e-07	1.524772e-06	1.915589e-06
8.294000e+00	1.190000e+00	7.779926e-08	1.731945e-07	1.605201e-06	2.011217e-06
8.294000e+00	1.200000e+00	8.995136e-08	1.974975e-07	1.688978e-06	2.110505e-06
8.294000e+00	1.210000e+00	1.034340e-07	2.240830e-07	1.776134e-06	2.213464e-06
8.294000e+00	1.220000e+00	1.183966e-07	2.530521e-07	1.866696e-06	2.320094e-06
8.294000e+00	1.230000e+00	1.348579e-07	2.845807e-07	1.960772e-06	2.430499e-06
8.294000e+00	1.240000e+00	1.530026e-07	3.188526e-07	2.058484e-06	2.544803e-06
8.294000e+00	1.250000e+00	1.728473e-07	3.560017e-07	2.159931e-06	2.663093e-06
8.294000e+00	1.260000e+00	1.945690e-07	3.961502e-07	2.265195e-06	2.785439e-06
8.294000e+00	1.270000e+00	2.182200e-07	4.394227e-07	2.374321e-06	2.911863e-06
8.294000e+00	1.280000e+00	2.439360e-07	4.859418e-07	2.487365e-06	3.042404e-06
8.294000e+00	1.290000e+00	2.718319e-07	5.358191e-07	2.604480e-06	3.177213e-06
8.294000e+00	1.300000e+00	3.019880e-07	5.891727e-07	2.725820e-06	3.316446e-06
8.294000e+00	1.310000e+00	3.345729e-07	6.461590e-07	2.851460e-06	3.460159e-06
8.294000e+00	1.320000e+00	3.696317e-07	7.069436e-07	2.981451e-06	3.608380e-06
8.294000e+00	1.330000e+00	4.073636e-07	7.716889e-07	3.115834e-06	3.761122e-06
8.294000e+00	1.340000e+00	4.478018e-07	8.405491e-07	3.254675e-06	3.918432e-06
8.294000e+00	1.350000e+00	4.911530e-07	9.136488e-07	3.398163e-06	4.080503e-06
8.294000e+00	1.360000e+00	5.374553e-07	9.911079e-07	3.546450e-06	4.247480e-06
8.294000e+00	1.370000e+00	5.869104e-07	1.073057e-06	3.699408e-06	4.419174e-06
8.294000e+00	1.380000e+00	6.395726e-07	1.159629e-06	3.856835e-06	4.595308e-06
8.294000e+00	1.390000e+00	6.956263e-07	1.250946e-06	4.018533e-06	4.775624e-06
8.294000e+00	1.400000e+00	7.551473e-07	1.347140e-06	4.185072e-06	4.960767e-06
8.294000e+00	1.410000e+00	8.183004e-07	1.448365e-06	4.360125e-06	5.155017e-06
8.294000e+00	1.420000e+00	8.851865e-07	1.554785e-06	4.546042e-06	5.361091e-06
8.294000e+00	1.430000e+00	9.559470e-07	1.666558e-06	4.736623e-06	5.571646e-06
8.294000e+00	1.440000e+00	1.030704e-06	1.783831e-06	4.925659e-06	5.779344e-06
8.294000e+00	1.450000e+00	1.109581e-06	1.906700e-06	5.115749e-06	5.987235e-06
8.294000e+00	1.460000e+00	1.192718e-06	2.035258e-06	5.310985e-06	6.200118e-06
8.294000e+00	1.470000e+00	1.280222e-06	2.169639e-06	5.512458e-06	6.419229e-06
8.294000e+00	1.480000e+00	1.372246e-06	2.309985e-06	5.720607e-06	6.645030e-06
8.294000e+00	1.490000e+00	1.468884e-06	2.456448e-06	5.936305e-06	6.878482e-06
8.294000e+00	1.500000e+00	1.570293e-06	2.609165e-06	6.160040e-06	7.120102e-06
8.294000e+00	1.510000e+00	1.676564e-06	2.768209e-06	6.390306e-06	7.368108e-06
8.294000e+00	1.520000e+00	1.787857e-06	2.933656e-06	6.625572e-06	7.620690e-06
8.294000e+00	1.530000e+00	1.904259e-06	3.105641e-06	6.866248e-06	7.878293e-06
8.294000e+00	1.540000e+00	2.025923e-06	3.284318e-06	7.113098e-06	8.141763e-06
8.294000e+00	1.550000e+00	2.152938e-06	3.469843e-06	7.366306e-06	8.411276e-06
