Q2	W	LO_xsection(mub/GeV)	NLO_xsection(mub/GeV)	NLO_TMC_xsection(mub/GeV)	NLO_TMC_HT_xsection(mub/GeV)
3.793000e+00	1.070000e+00	1.839344e-06	4.061333e-06	6.790199e-05	1.133614e-04
3.793000e+00	1.080000e+00	2.349155e-06	5.051637e-06	7.149233e-05	1.183201e-04
3.793000e+00	1.090000e+00	2.949669e-06	6.188918e-06	7.521744e-05	1.234113e-04
3.793000e+00	1.100000e+00	3.648962e-06	7.482239e-06	7.908075e-05	1.286371e-04
3.793000e+00	1.110000e+00	4.455150e-06	8.940663e-06	8.308566e-05	1.339995e-04
3.793000e+00	1.120000e+00	5.376356e-06	1.057293e-05	8.723472e-05	1.394990e-04
3.793000e+00	1.130000e+00	6.420840e-06	1.238652e-05	9.152708e-05	1.451311e-04
3.793000e+00	1.140000e+00	7.596821e-06	1.438890e-05	9.596237e-05	1.508918e-04
3.793000e+00	1.150000e+00	8.912183e-06	1.658896e-05	1.005457e-04	1.567860e-04
3.793000e+00	1.160000e+00	1.037474e-05	1.899517e-05	1.052824e-04	1.628189e-04
3.793000e+00	1.170000e+00	1.199215e-05	2.161301e-05	1.101728e-04	1.689880e-04
3.793000e+00	1.180000e+00	1.377189e-05	2.444783e-05	1.152165e-04	1.752895e-04
3.793000e+00	1.190000e+00	1.572133e-05	2.750761e-05	1.204147e-04	1.817225e-04
3.793000e+00	1.200000e+00	1.784756e-05	3.080004e-05	1.257692e-04	1.882869e-04
3.793000e+00	1.210000e+00	2.015765e-05	3.432892e-05	1.312827e-04	1.949840e-04
3.793000e+00	1.220000e+00	2.265833e-05	3.809779e-05	1.369575e-04	2.018148e-04
3.793000e+00	1.230000e+00	2.535587e-05	4.211304e-05	1.427941e-04	2.087774e-04
3.793000e+00	1.240000e+00	2.825642e-05	4.638047e-05	1.487926e-04	2.158696e-04
3.793000e+00	1.250000e+00	3.136580e-05	5.090076e-05	1.549534e-04	2.230898e-04
3.793000e+00	1.260000e+00	3.468944e-05	5.567594e-05	1.612772e-04	2.304367e-04
3.793000e+00	1.270000e+00	3.823254e-05	6.071898e-05	1.677655e-04	2.379105e-04
3.793000e+00	1.280000e+00	4.200005e-05	6.603637e-05	1.744197e-04	2.455114e-04
3.793000e+00	1.290000e+00	4.599631e-05	7.159784e-05	1.812403e-04	2.532381e-04
3.793000e+00	1.300000e+00	5.022568e-05	7.739024e-05	1.882270e-04	2.610885e-04
3.793000e+00	1.310000e+00	5.468342e-05	8.350615e-05	1.953779e-04	2.690585e-04
3.793000e+00	1.320000e+00	5.941946e-05	9.001007e-05	2.026916e-04	2.771448e-04
3.793000e+00	1.330000e+00	6.435207e-05	9.674749e-05	2.101717e-04	2.853508e-04
3.793000e+00	1.340000e+00	6.954505e-05	1.035790e-04	2.178211e-04	2.936792e-04
3.793000e+00	1.350000e+00	7.498895e-05	1.106466e-04	2.256355e-04	3.021234e-04
3.793000e+00	1.360000e+00	8.068431e-05	1.181076e-04	2.336104e-04	3.106762e-04
3.793000e+00	1.370000e+00	8.663082e-05	1.258988e-04	2.417467e-04	3.193379e-04
3.793000e+00	1.380000e+00	9.283098e-05	1.339270e-04	2.500463e-04	3.281105e-04
3.793000e+00	1.390000e+00	9.928489e-05	1.422006e-04	2.585095e-04	3.369937e-04
3.793000e+00	1.400000e+00	1.059932e-04	1.507460e-04	2.671351e-04	3.459853e-04
3.793000e+00	1.410000e+00	1.129563e-04	1.595606e-04	2.759167e-04	3.550768e-04
3.793000e+00	1.420000e+00	1.201734e-04	1.686354e-04	2.848493e-04	3.642616e-04
3.793000e+00	1.430000e+00	1.276443e-04	1.779672e-04	2.939392e-04	3.735472e-04
3.793000e+00	1.440000e+00	1.353677e-04	1.875538e-04	3.031911e-04	3.829400e-04
3.793000e+00	1.450000e+00	1.433424e-04	1.973918e-04	3.125947e-04	3.924267e-04
3.793000e+00	1.460000e+00	1.515670e-04	2.074777e-04	3.221394e-04	4.019943e-04
3.793000e+00	1.470000e+00	1.600387e-04	2.178084e-04	3.318303e-04	4.116495e-04
3.793000e+00	1.480000e+00	1.687563e-04	2.283800e-04	3.416733e-04	4.214000e-04
3.793000e+00	1.490000e+00	1.777157e-04	2.391852e-04	3.516626e-04	4.312388e-04
3.793000e+00	1.500000e+00	1.869157e-04	2.502176e-04	3.617899e-04	4.411566e-04
3.793000e+00	1.510000e+00	1.963513e-04	2.614760e-04	3.720503e-04	4.511479e-04
3.793000e+00	1.520000e+00	2.060208e-04	2.729582e-04	3.824415e-04	4.612108e-04
