Q2	W	LO_xsection(mub/GeV)	NLO_xsection(mub/GeV)	NLO_TMC_xsection(mub/GeV)	NLO_TMC_HT_xsection(mub/GeV)
4.435000e+00	1.070000e+00	1.024443e-06	1.042020e-06	2.956406e-05	4.683780e-05
4.435000e+00	1.080000e+00	1.296846e-06	1.295734e-06	3.126827e-05	4.919349e-05
4.435000e+00	1.090000e+00	1.618952e-06	1.654130e-06	3.304208e-05	5.162429e-05
4.435000e+00	1.100000e+00	2.002695e-06	2.092000e-06	3.488501e-05	5.412796e-05
4.435000e+00	1.110000e+00	2.453507e-06	2.583722e-06	3.679655e-05	5.670217e-05
4.435000e+00	1.120000e+00	2.954077e-06	3.112599e-06	3.877713e-05	5.934608e-05
4.435000e+00	1.130000e+00	3.511733e-06	3.699017e-06	4.083110e-05	6.206485e-05
4.435000e+00	1.140000e+00	4.137264e-06	4.370854e-06	4.296387e-05	6.486518e-05
4.435000e+00	1.150000e+00	4.841778e-06	5.147881e-06	4.518101e-05	6.775372e-05
4.435000e+00	1.160000e+00	5.636370e-06	6.038439e-06	4.748626e-05	7.073435e-05
4.435000e+00	1.170000e+00	6.510461e-06	7.012798e-06	4.987572e-05	7.379957e-05
4.435000e+00	1.180000e+00	7.460437e-06	8.045850e-06	5.234464e-05	7.694076e-05
4.435000e+00	1.190000e+00	8.495635e-06	9.170478e-06	5.489294e-05	8.015637e-05
4.435000e+00	1.200000e+00	9.625609e-06	1.042478e-05	5.752215e-05	8.344731e-05
4.435000e+00	1.210000e+00	1.086012e-05	1.180838e-05	6.023571e-05	8.681721e-05
4.435000e+00	1.220000e+00	1.220226e-05	1.330969e-05	6.303768e-05	9.027050e-05
4.435000e+00	1.230000e+00	1.363880e-05	1.491145e-05	6.593268e-05	9.381227e-05
4.435000e+00	1.240000e+00	1.517589e-05	1.660583e-05	6.892368e-05	9.744523e-05
4.435000e+00	1.250000e+00	1.682147e-05	1.842935e-05	7.200639e-05	1.011620e-04
4.435000e+00	1.260000e+00	1.858359e-05	2.041580e-05	7.517603e-05	1.049544e-04
4.435000e+00	1.270000e+00	2.047004e-05	2.254279e-05	7.843319e-05	1.088222e-04
4.435000e+00	1.280000e+00	2.247235e-05	2.478169e-05	8.177987e-05	1.127669e-04
4.435000e+00	1.290000e+00	2.458815e-05	2.713585e-05	8.521834e-05	1.167908e-04
4.435000e+00	1.300000e+00	2.682344e-05	2.961970e-05	8.875105e-05	1.208958e-04
