Q2	W	LO_xsection(mub/GeV)	NLO_xsection(mub/GeV)	NLO_TMC_xsection(mub/GeV)	NLO_TMC_HT_xsection(mub/GeV)
3.244000e+00	1.070000e+00	8.465740e-06	9.125358e-06	1.586273e-04	2.790153e-04
3.244000e+00	1.080000e+00	1.062641e-05	1.133548e-05	1.670430e-04	2.906612e-04
3.244000e+00	1.090000e+00	1.311126e-05	1.415888e-05	1.757716e-04	3.025859e-04
3.244000e+00	1.100000e+00	1.598694e-05	1.748365e-05	1.848082e-04	3.147729e-04
3.244000e+00	1.110000e+00	1.929039e-05	2.119665e-05	1.941476e-04	3.272055e-04
3.244000e+00	1.120000e+00	2.295855e-05	2.523975e-05	2.037876e-04	3.398720e-04
3.244000e+00	1.130000e+00	2.703108e-05	2.977890e-05	2.137377e-04	3.527809e-04
3.244000e+00	1.140000e+00	3.156104e-05	3.496948e-05	2.240091e-04	3.659439e-04
3.244000e+00	1.150000e+00	3.659182e-05	4.069662e-05	2.346085e-04	3.793649e-04
3.244000e+00	1.160000e+00	4.207263e-05	4.683899e-05	2.455392e-04	3.930418e-04
3.244000e+00	1.170000e+00	4.801947e-05	5.352380e-05	2.567941e-04	4.069574e-04
3.244000e+00	1.180000e+00	5.447323e-05	6.088922e-05	2.683665e-04	4.210948e-04
3.244000e+00	1.190000e+00	6.147434e-05	6.886632e-05	2.802593e-04	4.354535e-04
3.244000e+00	1.200000e+00	6.899769e-05	7.736860e-05	2.924774e-04	4.500365e-04
3.244000e+00	1.210000e+00	7.703198e-05	8.644861e-05	3.050232e-04	4.648425e-04
3.244000e+00	1.220000e+00	8.560518e-05	9.617690e-05	3.178980e-04	4.798694e-04
3.244000e+00	1.230000e+00	9.474527e-05	1.065564e-04	3.311022e-04	4.951136e-04
3.244000e+00	1.240000e+00	1.044586e-04	1.175700e-04	3.446352e-04	5.105705e-04
3.244000e+00	1.250000e+00	1.147165e-04	1.291880e-04	3.584939e-04	5.262323e-04
3.244000e+00	1.260000e+00	1.255273e-04	1.413970e-04	3.726741e-04	5.420901e-04
3.244000e+00	1.270000e+00	1.369005e-04	1.542599e-04	3.871707e-04	5.581343e-04
3.244000e+00	1.280000e+00	1.488410e-04	1.678255e-04	4.019802e-04	5.743577e-04
3.244000e+00	1.290000e+00	1.613146e-04	1.820085e-04	4.171053e-04	5.907631e-04
3.244000e+00	1.300000e+00	1.743310e-04	1.967295e-04	4.325494e-04	6.073537e-04
3.244000e+00	1.310000e+00	1.879133e-04	2.120668e-04	4.483111e-04	6.241265e-04
3.244000e+00	1.320000e+00	2.020845e-04	2.280980e-04	4.643860e-04	6.410745e-04
3.244000e+00	1.330000e+00	2.168513e-04	2.447407e-04	4.807630e-04	6.581821e-04
3.244000e+00	1.340000e+00	2.321887e-04	2.619068e-04	4.974304e-04	6.754335e-04
3.244000e+00	1.350000e+00	2.480813e-04	2.796449e-04	5.143815e-04	6.928207e-04
3.244000e+00	1.360000e+00	2.645229e-04	2.980116e-04	5.316145e-04	7.103421e-04
3.244000e+00	1.370000e+00	2.815256e-04	3.169595e-04	5.491405e-04	7.280134e-04
3.244000e+00	1.380000e+00	2.990800e-04	3.364291e-04	5.669676e-04	7.458466e-04
3.244000e+00	1.390000e+00	3.171700e-04	3.564163e-04	5.850785e-04	7.638202e-04
3.244000e+00	1.400000e+00	3.357758e-04	3.769284e-04	6.034500e-04	7.819055e-04
3.244000e+00	1.410000e+00	3.548770e-04	3.979630e-04	6.220599e-04	8.000767e-04
3.244000e+00	1.420000e+00	3.744594e-04	4.195091e-04	6.408956e-04	8.183208e-04
3.244000e+00	1.430000e+00	3.945296e-04	4.415306e-04	6.599812e-04	8.366710e-04
3.244000e+00	1.440000e+00	4.150694e-04	4.639931e-04	6.793399e-04	8.551599e-04
3.244000e+00	1.450000e+00	4.360577e-04	4.868923e-04	6.989551e-04	8.737692e-04
3.244000e+00	1.460000e+00	4.574731e-04	5.102275e-04	7.188004e-04	8.924685e-04
3.244000e+00	1.470000e+00	4.793082e-04	5.339817e-04	7.388485e-04	9.112279e-04
3.244000e+00	1.480000e+00	5.015697e-04	5.581317e-04	7.590787e-04	9.300259e-04
3.244000e+00	1.490000e+00	5.242313e-04	5.826457e-04	7.794961e-04	9.488732e-04
3.244000e+00	1.500000e+00	5.472659e-04	6.074960e-04	8.001113e-04	9.677872e-04
3.244000e+00	1.510000e+00	5.706459e-04	6.326779e-04	8.209302e-04	9.867789e-04
3.244000e+00	1.520000e+00	5.943671e-04	6.581882e-04	8.419511e-04	1.005850e-03
3.244000e+00	1.530000e+00	6.184407e-04	6.840076e-04	8.631446e-04	1.024970e-03
3.244000e+00	1.540000e+00	6.428363e-04	7.101087e-04	8.844773e-04	1.044103e-03
3.244000e+00	1.550000e+00	6.675228e-04	7.364463e-04	9.059247e-04	1.063227e-03
3.244000e+00	1.560000e+00	6.924694e-04	7.629863e-04	9.274768e-04	1.082334e-03
3.244000e+00	1.570000e+00	7.176689e-04	7.897552e-04	9.491705e-04	1.101473e-03
3.244000e+00	1.580000e+00	7.431428e-04	8.167741e-04	9.710388e-04	1.120687e-03
3.244000e+00	1.590000e+00	7.688583e-04	8.439824e-04	9.930502e-04	1.139943e-03
3.244000e+00	1.600000e+00	7.947808e-04	8.713125e-04	1.015159e-03	1.159195e-03
3.244000e+00	1.610000e+00	8.208759e-04	8.987511e-04	1.037327e-03	1.178402e-03
3.244000e+00	1.620000e+00	8.471235e-04	9.263024e-04	1.059528e-03	1.197542e-03
3.244000e+00	1.630000e+00	8.735598e-04	9.539894e-04	1.081787e-03	1.216648e-03
3.244000e+00	1.640000e+00	9.001597e-04	9.818165e-04	1.104131e-03	1.235757e-03
3.244000e+00	1.650000e+00	9.268881e-04	1.009696e-03	1.126562e-03	1.254873e-03
3.244000e+00	1.660000e+00	9.537103e-04	1.037550e-03	1.149066e-03	1.273989e-03
3.244000e+00	1.670000e+00	9.805934e-04	1.065418e-03	1.171609e-03	1.293068e-03
3.244000e+00	1.680000e+00	1.007566e-03	1.093352e-03	1.194151e-03	1.312074e-03
3.244000e+00	1.690000e+00	1.034626e-03	1.121326e-03	1.216660e-03	1.330976e-03
