Q2	W	LO_xsection(mub/GeV)	NLO_xsection(mub/GeV)	NLO_TMC_xsection(mub/GeV)	NLO_TMC_HT_xsection(mub/GeV)
2.774000e+00	1.070000e+00	1.517672e-05	3.075558e-05	3.339884e-04	6.184987e-04
2.774000e+00	1.080000e+00	1.914689e-05	3.778944e-05	3.505578e-04	6.406048e-04
2.774000e+00	1.090000e+00	2.375462e-05	4.574754e-05	3.676729e-04	6.630809e-04
2.774000e+00	1.100000e+00	2.904315e-05	5.466302e-05	3.853369e-04	6.859193e-04
2.774000e+00	1.110000e+00	3.505392e-05	6.456862e-05	4.035529e-04	7.091120e-04
2.774000e+00	1.120000e+00	4.182549e-05	7.549569e-05	4.223248e-04	7.326531e-04
2.774000e+00	1.130000e+00	4.939499e-05	8.747133e-05	4.416601e-04	7.565436e-04
2.774000e+00	1.140000e+00	5.779734e-05	1.005195e-04	4.615638e-04	7.807810e-04
2.774000e+00	1.150000e+00	6.706533e-05	1.146567e-04	4.820281e-04	8.053427e-04
2.774000e+00	1.160000e+00	7.722880e-05	1.299005e-04	5.030465e-04	8.302088e-04
2.774000e+00	1.170000e+00	8.831548e-05	1.462806e-04	5.246331e-04	8.553940e-04
2.774000e+00	1.180000e+00	1.003503e-04	1.638105e-04	5.467991e-04	8.809099e-04
2.774000e+00	1.190000e+00	1.133549e-04	1.824271e-04	5.695266e-04	9.067215e-04
2.774000e+00	1.200000e+00	1.273492e-04	2.021197e-04	5.927989e-04	9.327966e-04
2.774000e+00	1.210000e+00	1.423499e-04	2.231656e-04	6.166350e-04	9.591604e-04
2.774000e+00	1.220000e+00	1.583428e-04	2.457296e-04	6.410512e-04	9.858351e-04
2.774000e+00	1.230000e+00	1.754828e-04	2.692388e-04	6.660189e-04	1.012774e-03
2.774000e+00	1.240000e+00	1.935225e-04	2.931979e-04	6.915099e-04	1.039932e-03
2.774000e+00	1.250000e+00	2.126667e-04	3.181585e-04	7.175447e-04	1.067340e-03
2.774000e+00	1.260000e+00	2.328629e-04	3.447191e-04	7.441429e-04	1.095025e-03
2.774000e+00	1.270000e+00	2.541113e-04	3.726247e-04	7.712724e-04	1.122943e-03
2.774000e+00	1.280000e+00	2.764126e-04	4.015026e-04	7.989013e-04	1.151048e-03
2.774000e+00	1.290000e+00	2.997616e-04	4.313623e-04	8.270510e-04	1.179372e-03
2.774000e+00	1.300000e+00	3.241538e-04	4.622848e-04	8.557412e-04	1.207947e-03
2.774000e+00	1.310000e+00	3.495797e-04	4.942567e-04	8.849322e-04	1.236721e-03
2.774000e+00	1.320000e+00	3.760305e-04	5.272417e-04	9.145853e-04	1.265643e-03
