Q2	W	LO_xsection(mub/GeV)	NLO_xsection(mub/GeV)	NLO_TMC_xsection(mub/GeV)	NLO_TMC_HT_xsection(mub/GeV)
9.699000e+00	1.070000e+00	2.273435e-09	6.686631e-09	3.226323e-07	3.976764e-07
9.699000e+00	1.080000e+00	2.976377e-09	8.614499e-09	3.424539e-07	4.212285e-07
9.699000e+00	1.090000e+00	3.828586e-09	1.079976e-08	3.632678e-07	4.458968e-07
9.699000e+00	1.100000e+00	4.849682e-09	1.332521e-08	3.850934e-07	4.716977e-07
9.699000e+00	1.110000e+00	6.060382e-09	1.627533e-08	4.079500e-07	4.986471e-07
9.699000e+00	1.120000e+00	7.482549e-09	1.972191e-08	4.318646e-07	5.267704e-07
9.699000e+00	1.130000e+00	9.139525e-09	2.368019e-08	4.568967e-07	5.561320e-07
9.699000e+00	1.140000e+00	1.105560e-08	2.815653e-08	4.831023e-07	5.867916e-07
9.699000e+00	1.150000e+00	1.325650e-08	3.317975e-08	5.104873e-07	6.187479e-07
9.699000e+00	1.160000e+00	1.576929e-08	3.879481e-08	5.390612e-07	6.520039e-07
9.699000e+00	1.170000e+00	1.860290e-08	4.508818e-08	5.689015e-07	6.866440e-07
9.699000e+00	1.180000e+00	2.190085e-08	5.213707e-08	6.000830e-07	7.227493e-07
9.699000e+00	1.190000e+00	2.550293e-08	5.993572e-08	6.325962e-07	7.602989e-07
9.699000e+00	1.200000e+00	2.951987e-08	6.847992e-08	6.664348e-07	7.992757e-07
9.699000e+00	1.210000e+00	3.404645e-08	7.785813e-08	7.016940e-07	8.397838e-07
9.699000e+00	1.220000e+00	3.905476e-08	8.817136e-08	7.384696e-07	8.819278e-07
9.699000e+00	1.230000e+00	4.461947e-08	9.947340e-08	7.767529e-07	9.256868e-07
9.699000e+00	1.240000e+00	5.074160e-08	1.117999e-07	8.165306e-07	9.710345e-07
9.699000e+00	1.250000e+00	5.746992e-08	1.251614e-07	8.578811e-07	1.018053e-06
9.699000e+00	1.260000e+00	6.486667e-08	1.395812e-07	9.008884e-07	1.066831e-06
9.699000e+00	1.270000e+00	7.292872e-08	1.551614e-07	9.455657e-07	1.117374e-06
9.699000e+00	1.280000e+00	8.173732e-08	1.720100e-07	9.919226e-07	1.169681e-06
9.699000e+00	1.290000e+00	9.131410e-08	1.901751e-07	1.040028e-06	1.223821e-06
9.699000e+00	1.300000e+00	1.016955e-07	2.096875e-07	1.089957e-06	1.279872e-06
9.699000e+00	1.310000e+00	1.129602e-07	2.305690e-07	1.141754e-06	1.337872e-06
9.699000e+00	1.320000e+00	1.251068e-07	2.528563e-07	1.195447e-06	1.397843e-06
9.699000e+00	1.330000e+00	1.382197e-07	2.766555e-07	1.251045e-06	1.459784e-06
9.699000e+00	1.340000e+00	1.523309e-07	3.020764e-07	1.308570e-06	1.523706e-06
9.699000e+00	1.350000e+00	1.674773e-07	3.291705e-07	1.368111e-06	1.589701e-06
9.699000e+00	1.360000e+00	1.837436e-07	3.579727e-07	1.429754e-06	1.657857e-06
9.699000e+00	1.370000e+00	2.011323e-07	3.885101e-07	1.493509e-06	1.728171e-06
9.699000e+00	1.380000e+00	2.197362e-07	4.208224e-07	1.559380e-06	1.800634e-06
9.699000e+00	1.390000e+00	2.395819e-07	4.550095e-07	1.627438e-06	1.875316e-06
9.699000e+00	1.400000e+00	2.607224e-07	4.911759e-07	1.697762e-06	1.952294e-06
9.699000e+00	1.410000e+00	2.832364e-07	5.293837e-07	1.770392e-06	2.031599e-06
9.699000e+00	1.420000e+00	3.071345e-07	5.696828e-07	1.845361e-06	2.113256e-06
9.699000e+00	1.430000e+00	3.325177e-07	6.121154e-07	1.922708e-06	2.197297e-06
9.699000e+00	1.440000e+00	3.593998e-07	6.567269e-07	2.002464e-06	2.283741e-06
9.699000e+00	1.450000e+00	3.878600e-07	7.035818e-07	2.084613e-06	2.372558e-06
9.699000e+00	1.460000e+00	4.179532e-07	7.527522e-07	2.169210e-06	2.463796e-06
9.699000e+00	1.470000e+00	4.497149e-07	8.043224e-07	2.256645e-06	2.557881e-06
9.699000e+00	1.480000e+00	4.832383e-07	8.583733e-07	2.347019e-06	2.654909e-06
9.699000e+00	1.490000e+00	5.185350e-07	9.149598e-07	2.438915e-06	2.753276e-06
9.699000e+00	1.500000e+00	5.557059e-07	9.741302e-07	2.531666e-06	2.852220e-06
9.699000e+00	1.510000e+00	5.947706e-07	1.035934e-06	2.629189e-06	2.956122e-06
9.699000e+00	1.520000e+00	6.358102e-07	1.100421e-06	2.734699e-06	3.068572e-06
9.699000e+00	1.530000e+00	6.788777e-07	1.167648e-06	2.843858e-06	3.184681e-06
9.699000e+00	1.540000e+00	7.240173e-07	1.237683e-06	2.951860e-06	3.299045e-06
9.699000e+00	1.550000e+00	7.713149e-07	1.310618e-06	3.059793e-06	3.412882e-06
9.699000e+00	1.560000e+00	8.207896e-07	1.386545e-06	3.169832e-06	3.528630e-06
9.699000e+00	1.570000e+00	8.725394e-07	1.465505e-06	3.282516e-06	3.646876e-06
9.699000e+00	1.580000e+00	9.265803e-07	1.547527e-06	3.398108e-06	3.767897e-06
9.699000e+00	1.590000e+00	9.830059e-07	1.632644e-06	3.517424e-06	3.892576e-06
9.699000e+00	1.600000e+00	1.041846e-06	1.720896e-06	3.641148e-06	4.021655e-06
9.699000e+00	1.610000e+00	1.103172e-06	1.812360e-06	3.768889e-06	4.154679e-06
9.699000e+00	1.620000e+00	1.167037e-06	1.907120e-06	3.900046e-06	4.290965e-06
9.699000e+00	1.630000e+00	1.233487e-06	2.005234e-06	4.034285e-06	4.430133e-06
9.699000e+00	1.640000e+00	1.302597e-06	2.106764e-06	4.171428e-06	4.571974e-06
9.699000e+00	1.650000e+00	1.374393e-06	2.211789e-06	4.311658e-06	4.716674e-06
9.699000e+00	1.660000e+00	1.448964e-06	2.320359e-06	4.455214e-06	4.864482e-06
9.699000e+00	1.670000e+00	1.526327e-06	2.432362e-06	4.602201e-06	5.015497e-06
9.699000e+00	1.680000e+00	1.606569e-06	2.547802e-06	4.752683e-06	5.169775e-06
9.699000e+00	1.690000e+00	1.689709e-06	2.667289e-06	4.906709e-06	5.327354e-06
9.699000e+00	1.700000e+00	1.775827e-06	2.791031e-06	5.064283e-06	5.488223e-06
9.699000e+00	1.710000e+00	1.864950e-06	2.916993e-06	5.225256e-06	5.652206e-06
9.699000e+00	1.720000e+00	1.957140e-06	3.044152e-06	5.389497e-06	5.819150e-06
9.699000e+00	1.730000e+00	2.052052e-06	3.177810e-06	5.557131e-06	5.989176e-06
9.699000e+00	1.740000e+00	2.150869e-06	3.322302e-06	5.728319e-06	6.162445e-06
9.699000e+00	1.750000e+00	2.253456e-06	3.471673e-06	5.903132e-06	6.339021e-06
9.699000e+00	1.760000e+00	2.358357e-06	3.619374e-06	6.081626e-06	6.518949e-06
9.699000e+00	1.770000e+00	2.466130e-06	3.766864e-06	6.263890e-06	6.702310e-06
9.699000e+00	1.780000e+00	2.577345e-06	3.917192e-06	6.449971e-06	6.889142e-06
9.699000e+00	1.790000e+00	2.692320e-06	4.071687e-06	6.639723e-06	7.079276e-06
9.699000e+00	1.800000e+00	2.810694e-06	4.231204e-06	6.833004e-06	7.272548e-06
9.699000e+00	1.810000e+00	2.932516e-06	4.396420e-06	7.029892e-06	7.469029e-06
9.699000e+00	1.820000e+00	3.057868e-06	4.567581e-06	7.230502e-06	7.668832e-06
9.699000e+00	1.830000e+00	3.186804e-06	4.743373e-06	7.434888e-06	7.871999e-06
9.699000e+00	1.840000e+00	3.319281e-06	4.922502e-06	7.643093e-06	8.078566e-06
9.699000e+00	1.850000e+00	3.455351e-06	5.105313e-06	7.855193e-06	8.288601e-06
9.699000e+00	1.860000e+00	3.595084e-06	5.292451e-06	8.071235e-06	8.502141e-06
9.699000e+00	1.870000e+00	3.738535e-06	5.484126e-06	8.291118e-06	8.719068e-06
9.699000e+00	1.880000e+00	3.885673e-06	5.680374e-06	8.514737e-06	8.939262e-06
9.699000e+00	1.890000e+00	4.036531e-06	5.880996e-06	8.742130e-06	9.162753e-06
9.699000e+00	1.900000e+00	4.191165e-06	6.085780e-06	8.973361e-06	9.389598e-06
9.699000e+00	1.910000e+00	4.349628e-06	6.294703e-06	9.208464e-06	9.619820e-06
9.699000e+00	1.920000e+00	4.511897e-06	6.507810e-06	9.447466e-06	9.853441e-06
9.699000e+00	1.930000e+00	4.677992e-06	6.725234e-06	9.690412e-06	1.009050e-05
9.699000e+00	1.940000e+00	4.847958e-06	6.947120e-06	9.937328e-06	1.033100e-05
9.699000e+00	1.950000e+00	5.021835e-06	7.173589e-06	1.018817e-05	1.057490e-05
9.699000e+00	1.960000e+00	5.199612e-06	7.404680e-06	1.044287e-05	1.082213e-05
9.699000e+00	1.970000e+00	5.381299e-06	7.640156e-06	1.070144e-05	1.107268e-05
9.699000e+00	1.980000e+00	5.566929e-06	7.879784e-06	1.096391e-05	1.132656e-05
9.699000e+00	1.990000e+00	5.756532e-06	8.123647e-06	1.123027e-05	1.158378e-05
9.699000e+00	2.000000e+00	5.950104e-06	8.371892e-06	1.150054e-05	1.184433e-05
9.699000e+00	2.010000e+00	6.147648e-06	8.624609e-06	1.177471e-05	1.210822e-05
9.699000e+00	2.020000e+00	6.349183e-06	8.881853e-06	1.205281e-05	1.237543e-05
9.699000e+00	2.030000e+00	6.554725e-06	9.143582e-06	1.233482e-05	1.264598e-05
9.699000e+00	2.040000e+00	6.764273e-06	9.409726e-06	1.262075e-05	1.291984e-05
9.699000e+00	2.050000e+00	6.977830e-06	9.680185e-06	1.291057e-05	1.319699e-05
