Q2	W	LO_xsection(mub/GeV)	NLO_xsection(mub/GeV)	NLO_TMC_xsection(mub/GeV)	NLO_TMC_HT_xsection(mub/GeV)
7.093000e+00	1.070000e+00	3.142092e-08	3.010490e-08	1.923528e-06	2.614662e-06
7.093000e+00	1.080000e+00	4.286815e-08	3.989429e-08	2.043641e-06	2.768400e-06
7.093000e+00	1.090000e+00	5.682326e-08	5.483794e-08	2.169820e-06	2.929250e-06
7.093000e+00	1.100000e+00	7.375819e-08	7.371953e-08	2.302696e-06	3.097975e-06
7.093000e+00	1.110000e+00	9.416699e-08	9.529458e-08	2.442911e-06	3.275350e-06
7.093000e+00	1.120000e+00	1.172943e-07	1.185080e-07	2.590962e-06	3.461952e-06
7.093000e+00	1.130000e+00	1.422735e-07	1.431525e-07	2.746736e-06	3.657529e-06
7.093000e+00	1.140000e+00	1.697319e-07	1.695134e-07	2.909810e-06	3.861426e-06
7.093000e+00	1.150000e+00	2.003295e-07	1.989996e-07	3.079168e-06	4.072218e-06
7.093000e+00	1.160000e+00	2.347569e-07	2.333202e-07	3.254038e-06	4.288812e-06
7.093000e+00	1.170000e+00	2.737352e-07	2.741919e-07	3.435294e-06	4.512289e-06
7.093000e+00	1.180000e+00	3.180164e-07	3.227905e-07	3.624087e-06	4.744089e-06
7.093000e+00	1.190000e+00	3.683823e-07	3.780500e-07	3.820963e-06	4.984838e-06
7.093000e+00	1.200000e+00	4.245457e-07	4.384168e-07	4.026349e-06	5.234997e-06
7.093000e+00	1.210000e+00	4.849072e-07	5.027148e-07	4.240785e-06	5.495169e-06
7.093000e+00	1.220000e+00	5.500822e-07	5.704465e-07	4.464846e-06	5.765997e-06
7.093000e+00	1.230000e+00	6.207897e-07	6.435051e-07	4.699114e-06	6.048119e-06
7.093000e+00	1.240000e+00	6.977751e-07	7.243030e-07	4.943746e-06	6.341622e-06
7.093000e+00	1.250000e+00	7.818099e-07	8.148457e-07	5.197148e-06	6.644371e-06
7.093000e+00	1.260000e+00	8.736916e-07	9.164467e-07	5.457845e-06	6.954385e-06
7.093000e+00	1.270000e+00	9.742432e-07	1.028000e-06	5.726669e-06	7.272648e-06
7.093000e+00	1.280000e+00	1.083262e-06	1.147827e-06	6.004884e-06	7.600684e-06
7.093000e+00	1.290000e+00	1.199148e-06	1.274441e-06	6.293099e-06	7.939171e-06
7.093000e+00	1.300000e+00	1.322505e-06	1.407100e-06	6.591780e-06	8.288591e-06
7.093000e+00	1.310000e+00	1.454044e-06	1.547876e-06	6.901450e-06	8.649497e-06
7.093000e+00	1.320000e+00	1.594498e-06	1.699460e-06	7.222690e-06	9.022509e-06
7.093000e+00	1.330000e+00	1.744619e-06	1.864115e-06	7.556243e-06	9.408435e-06
7.093000e+00	1.340000e+00	1.905180e-06	2.043250e-06	7.902407e-06	9.807527e-06
7.093000e+00	1.350000e+00	2.076969e-06	2.235255e-06	8.259500e-06	1.021760e-05
7.093000e+00	1.360000e+00	2.259559e-06	2.437979e-06	8.625907e-06	1.063655e-05
7.093000e+00	1.370000e+00	2.451635e-06	2.650227e-06	9.002339e-06	1.106518e-05
7.093000e+00	1.380000e+00	2.653823e-06	2.871625e-06	9.389953e-06	1.150483e-05
7.093000e+00	1.390000e+00	2.866789e-06	3.104180e-06	9.789324e-06	1.195610e-05
7.093000e+00	1.400000e+00	3.091213e-06	3.350475e-06	1.020089e-05	1.241943e-05
7.093000e+00	1.410000e+00	3.327790e-06	3.612985e-06	1.062515e-05	1.289532e-05
7.093000e+00	1.420000e+00	3.577229e-06	3.893190e-06	1.106262e-05	1.338430e-05
7.093000e+00	1.430000e+00	3.840249e-06	4.188655e-06	1.151390e-05	1.388698e-05
7.093000e+00	1.440000e+00	4.116025e-06	4.496535e-06	1.197923e-05	1.440352e-05
7.093000e+00	1.450000e+00	4.403763e-06	4.816355e-06	1.245711e-05	1.493205e-05
7.093000e+00	1.460000e+00	4.704023e-06	5.148555e-06	1.294616e-05	1.547080e-05
7.093000e+00	1.470000e+00	5.017378e-06	5.494856e-06	1.344701e-05	1.602047e-05
7.093000e+00	1.480000e+00	5.344404e-06	5.857389e-06	1.396069e-05	1.658217e-05
7.093000e+00	1.490000e+00	5.685689e-06	6.238606e-06	1.448766e-05	1.715638e-05
7.093000e+00	1.500000e+00	6.041825e-06	6.639920e-06	1.502824e-05	1.774340e-05
7.093000e+00	1.510000e+00	6.413362e-06	7.058232e-06	1.558291e-05	1.834367e-05
7.093000e+00	1.520000e+00	6.799367e-06	7.490198e-06	1.615211e-05	1.895763e-05
7.093000e+00	1.530000e+00	7.199532e-06	7.936073e-06	1.673610e-05	1.958550e-05
7.093000e+00	1.540000e+00	7.614201e-06	8.397066e-06	1.733485e-05	2.022714e-05
7.093000e+00	1.550000e+00	8.043724e-06	8.874597e-06	1.794716e-05	2.088106e-05
7.093000e+00	1.560000e+00	8.488448e-06	9.370281e-06	1.857196e-05	2.154594e-05
7.093000e+00	1.570000e+00	8.948722e-06	9.886309e-06	1.920982e-05	2.222239e-05
7.093000e+00	1.580000e+00	9.424896e-06	1.042389e-05	1.986160e-05	2.291132e-05
7.093000e+00	1.590000e+00	9.917127e-06	1.097968e-05	2.052759e-05	2.361301e-05
7.093000e+00	1.600000e+00	1.042409e-05	1.155021e-05	2.120799e-05	2.432759e-05
7.093000e+00	1.610000e+00	1.094590e-05	1.213610e-05	2.190321e-05	2.505547e-05
7.093000e+00	1.620000e+00	1.148312e-05	1.273885e-05	2.261359e-05	2.579697e-05
7.093000e+00	1.630000e+00	1.203629e-05	1.335954e-05	2.333903e-05	2.655188e-05
7.093000e+00	1.640000e+00	1.260598e-05	1.399925e-05	2.407921e-05	2.731977e-05
7.093000e+00	1.650000e+00	1.319275e-05	1.465965e-05	2.483338e-05	2.809975e-05
7.093000e+00	1.660000e+00	1.379718e-05	1.534164e-05	2.560097e-05	2.889110e-05
7.093000e+00	1.670000e+00	1.441960e-05	1.604228e-05	2.638235e-05	2.969419e-05
7.093000e+00	1.680000e+00	1.505906e-05	1.675863e-05	2.717802e-05	3.050954e-05
7.093000e+00	1.690000e+00	1.571540e-05	1.749132e-05	2.798811e-05	3.133722e-05
7.093000e+00	1.700000e+00	1.638860e-05	1.824173e-05	2.881267e-05	3.217727e-05
7.093000e+00	1.710000e+00	1.707866e-05	1.901060e-05	2.965198e-05	3.302992e-05
7.093000e+00	1.720000e+00	1.778556e-05	1.979861e-05	3.050622e-05	3.389533e-05
7.093000e+00	1.730000e+00	1.850927e-05	2.060695e-05	3.137503e-05	3.477306e-05
7.093000e+00	1.740000e+00	1.924977e-05	2.143620e-05	3.225800e-05	3.566260e-05
7.093000e+00	1.750000e+00	2.000806e-05	2.228386e-05	3.315482e-05	3.656358e-05
7.093000e+00	1.760000e+00	2.078392e-05	2.314746e-05	3.406532e-05	3.747577e-05
7.093000e+00	1.770000e+00	2.157666e-05	2.402746e-05	3.498954e-05	3.839920e-05
7.093000e+00	1.780000e+00	2.238620e-05	2.492495e-05	3.592759e-05	3.933394e-05
7.093000e+00	1.790000e+00	2.321247e-05	2.584034e-05	3.687944e-05	4.027994e-05
7.093000e+00	1.800000e+00	2.405539e-05	2.677402e-05	3.784504e-05	4.123712e-05
7.093000e+00	1.810000e+00	2.491487e-05	2.772676e-05	3.882440e-05	4.220546e-05
7.093000e+00	1.820000e+00	2.579082e-05	2.869891e-05	3.981748e-05	4.318490e-05
7.093000e+00	1.830000e+00	2.668316e-05	2.968865e-05	4.082415e-05	4.417527e-05
7.093000e+00	1.840000e+00	2.759184e-05	3.069411e-05	4.184423e-05	4.517637e-05
7.093000e+00	1.850000e+00	2.851666e-05	3.171545e-05	4.287751e-05	4.618794e-05
7.093000e+00	1.860000e+00	2.945743e-05	3.275321e-05	4.392375e-05	4.720974e-05
7.093000e+00	1.870000e+00	3.041394e-05	3.380753e-05	4.498278e-05	4.824155e-05
7.093000e+00	1.880000e+00	3.138599e-05	3.487851e-05	4.605440e-05	4.928315e-05
7.093000e+00	1.890000e+00	3.237336e-05	3.596650e-05	4.713844e-05	5.033438e-05
7.093000e+00	1.900000e+00	3.337583e-05	3.707162e-05	4.823472e-05	5.139501e-05
7.093000e+00	1.910000e+00	3.439326e-05	3.819279e-05	4.934298e-05	5.246480e-05
7.093000e+00	1.920000e+00	3.542586e-05	3.932890e-05	5.046309e-05	5.354359e-05
7.093000e+00	1.930000e+00	3.647337e-05	4.047973e-05	5.159539e-05	5.463175e-05
7.093000e+00	1.940000e+00	3.753548e-05	4.164526e-05	5.274017e-05	5.572959e-05
7.093000e+00	1.950000e+00	3.861187e-05	4.282536e-05	5.389694e-05	5.683661e-05
7.093000e+00	1.960000e+00	3.970219e-05	4.401993e-05	5.506511e-05	5.795218e-05
7.093000e+00	1.970000e+00	4.080613e-05	4.522885e-05	5.624428e-05	5.907588e-05
7.093000e+00	1.980000e+00	4.192335e-05	4.645198e-05	5.743407e-05	6.020736e-05
7.093000e+00	1.990000e+00	4.305353e-05	4.768903e-05	5.863413e-05	6.134624e-05
7.093000e+00	2.000000e+00	4.419713e-05	4.893964e-05	5.984407e-05	6.249216e-05
7.093000e+00	2.010000e+00	4.535404e-05	5.020335e-05	6.106354e-05	6.364475e-05
7.093000e+00	2.020000e+00	4.652382e-05	5.147967e-05	6.229243e-05	6.480395e-05
7.093000e+00	2.030000e+00	4.770602e-05	5.276825e-05	6.353165e-05	6.597070e-05
7.093000e+00	2.040000e+00	4.890021e-05	5.406873e-05	6.478195e-05	6.714583e-05
7.093000e+00	2.050000e+00	5.010594e-05	5.538059e-05	6.604258e-05	6.832855e-05
7.093000e+00	2.060000e+00	5.132276e-05	5.670342e-05	6.731251e-05	6.951783e-05
7.093000e+00	2.070000e+00	5.255021e-05	5.803739e-05	6.859122e-05	7.071317e-05
7.093000e+00	2.080000e+00	5.378849e-05	5.938269e-05	6.987827e-05	7.191415e-05
7.093000e+00	2.090000e+00	5.503818e-05	6.073908e-05	7.117312e-05	7.312023e-05
7.093000e+00	2.100000e+00	5.629873e-05	6.210612e-05	7.247524e-05	7.433092e-05
7.093000e+00	2.110000e+00	5.756961e-05	6.348302e-05	7.378436e-05	7.554598e-05
7.093000e+00	2.120000e+00	5.885027e-05	6.486894e-05	7.510053e-05	7.676550e-05
7.093000e+00	2.130000e+00	6.014015e-05	6.626319e-05	7.642474e-05	7.799052e-05
7.093000e+00	2.140000e+00	6.143871e-05	6.766519e-05	7.775776e-05	7.922186e-05
7.093000e+00	2.150000e+00	6.274539e-05	6.907462e-05	7.909864e-05	8.045859e-05
7.093000e+00	2.160000e+00	6.405973e-05	7.049146e-05	8.044615e-05	8.169950e-05
7.093000e+00	2.170000e+00	6.538277e-05	7.191674e-05	8.179969e-05	8.294401e-05
7.093000e+00	2.180000e+00	6.671454e-05	7.335123e-05	8.315876e-05	8.419166e-05
7.093000e+00	2.190000e+00	6.805446e-05	7.479369e-05	8.452272e-05	8.544186e-05
7.093000e+00	2.200000e+00	6.940192e-05	7.624261e-05	8.589096e-05	8.669403e-05
7.093000e+00	2.210000e+00	7.075633e-05	7.769732e-05	8.726321e-05	8.794797e-05
7.093000e+00	2.220000e+00	7.211710e-05	7.915724e-05	8.863965e-05	8.920387e-05
7.093000e+00	2.230000e+00	7.348364e-05	8.062121e-05	9.002178e-05	9.046332e-05
7.093000e+00	2.240000e+00	7.485535e-05	8.208851e-05	9.141085e-05	9.172758e-05
7.093000e+00	2.250000e+00	7.623198e-05	8.356076e-05	9.280561e-05	9.299547e-05
7.093000e+00	2.260000e+00	7.761481e-05	8.503951e-05	9.420446e-05	9.426541e-05
7.093000e+00	2.270000e+00	7.900350e-05	8.652386e-05	9.560665e-05	9.553670e-05
7.093000e+00	2.280000e+00	8.039743e-05	8.801240e-05	9.701162e-05	9.680882e-05
7.093000e+00	2.290000e+00	8.179600e-05	8.950420e-05	9.841867e-05	9.808114e-05
7.093000e+00	2.300000e+00	8.319859e-05	9.099842e-05	9.982708e-05	9.935301e-05
7.093000e+00	2.310000e+00	8.460460e-05	9.249401e-05	1.012363e-04	1.006239e-04
7.093000e+00	2.320000e+00	8.601341e-05	9.399016e-05	1.026462e-04	1.018938e-04
7.093000e+00	2.330000e+00	8.742444e-05	9.548698e-05	1.040590e-04	1.031648e-04
7.093000e+00	2.340000e+00	8.883740e-05	9.698506e-05	1.054765e-04	1.044389e-04
7.093000e+00	2.350000e+00	9.025385e-05	9.848599e-05	1.068974e-04	1.057149e-04
7.093000e+00	2.360000e+00	9.167355e-05	9.999087e-05	1.083200e-04	1.069909e-04
7.093000e+00	2.370000e+00	9.309587e-05	1.014980e-04	1.097433e-04	1.082663e-04
7.093000e+00	2.380000e+00	9.452018e-05	1.030052e-04	1.111668e-04	1.095403e-04
7.093000e+00	2.390000e+00	9.594586e-05	1.045119e-04	1.125899e-04	1.108125e-04
7.093000e+00	2.400000e+00	9.737229e-05	1.060173e-04	1.140117e-04	1.120823e-04
7.093000e+00	2.410000e+00	9.879886e-05	1.075198e-04	1.154313e-04	1.133486e-04
7.093000e+00	2.420000e+00	1.002250e-04	1.090184e-04	1.168480e-04	1.146108e-04
7.093000e+00	2.430000e+00	1.016500e-04	1.105153e-04	1.182645e-04	1.158717e-04
7.093000e+00	2.440000e+00	1.030755e-04	1.120132e-04	1.196834e-04	1.171338e-04
7.093000e+00	2.450000e+00	1.045018e-04	1.135118e-04	1.211037e-04	1.183962e-04
7.093000e+00	2.460000e+00	1.059283e-04	1.150100e-04	1.225236e-04	1.196572e-04
7.093000e+00	2.470000e+00	1.073543e-04	1.165065e-04	1.239422e-04	1.209159e-04
7.093000e+00	2.480000e+00	1.087794e-04	1.179998e-04	1.253586e-04	1.221715e-04
7.093000e+00	2.490000e+00	1.102029e-04	1.194893e-04	1.267724e-04	1.234237e-04
7.093000e+00	2.500000e+00	1.116243e-04	1.209741e-04	1.281827e-04	1.246717e-04
