     Q**2          x         u           d           g          ub          db          sb          s          cb          c          bb          b
    12.000     0.010    0.491E+00    0.436E+00    0.509E+01    0.312E+00    0.333E+00    0.210E+00    0.210E+00    0.135E+00    0.135E+00    0.000E+00    0.000E+00
    12.000     0.020    0.512E+00    0.439E+00    0.409E+01    0.252E+00    0.274E+00    0.163E+00    0.163E+00    0.955E-01    0.955E-01    0.000E+00    0.000E+00
    12.000     0.030    0.538E+00    0.445E+00    0.343E+01    0.217E+00    0.238E+00    0.134E+00    0.134E+00    0.723E-01    0.723E-01    0.000E+00    0.000E+00
    12.000     0.040    0.564E+00    0.450E+00    0.296E+01    0.193E+00    0.215E+00    0.116E+00    0.116E+00    0.577E-01    0.577E-01    0.000E+00    0.000E+00
    12.000     0.050    0.584E+00    0.452E+00    0.256E+01    0.172E+00    0.196E+00    0.102E+00    0.102E+00    0.465E-01    0.465E-01    0.000E+00    0.000E+00
    12.000     0.060    0.602E+00    0.451E+00    0.224E+01    0.154E+00    0.182E+00    0.901E-01    0.901E-01    0.382E-01    0.382E-01    0.000E+00    0.000E+00
    12.000     0.070    0.616E+00    0.449E+00    0.196E+01    0.138E+00    0.169E+00    0.805E-01    0.805E-01    0.317E-01    0.317E-01    0.000E+00    0.000E+00
    12.000     0.080    0.628E+00    0.445E+00    0.173E+01    0.124E+00    0.158E+00    0.723E-01    0.723E-01    0.265E-01    0.265E-01    0.000E+00    0.000E+00
    12.000     0.090    0.638E+00    0.439E+00    0.152E+01    0.111E+00    0.148E+00    0.652E-01    0.652E-01    0.223E-01    0.223E-01    0.000E+00    0.000E+00
    12.000     0.100    0.646E+00    0.433E+00    0.135E+01    0.998E-01    0.138E+00    0.590E-01    0.590E-01    0.190E-01    0.190E-01    0.000E+00    0.000E+00
    12.000     0.110    0.653E+00    0.425E+00    0.119E+01    0.900E-01    0.129E+00    0.535E-01    0.535E-01    0.162E-01    0.162E-01    0.000E+00    0.000E+00
    12.000     0.120    0.658E+00    0.417E+00    0.106E+01    0.814E-01    0.120E+00    0.486E-01    0.486E-01    0.139E-01    0.139E-01    0.000E+00    0.000E+00
    12.000     0.130    0.661E+00    0.409E+00    0.948E+00    0.739E-01    0.111E+00    0.442E-01    0.442E-01    0.121E-01    0.121E-01    0.000E+00    0.000E+00
    12.000     0.140    0.664E+00    0.400E+00    0.849E+00    0.674E-01    0.102E+00    0.402E-01    0.402E-01    0.105E-01    0.105E-01    0.000E+00    0.000E+00
    12.000     0.150    0.664E+00    0.390E+00    0.762E+00    0.616E-01    0.941E-01    0.366E-01    0.366E-01    0.917E-02    0.917E-02    0.000E+00    0.000E+00
    12.000     0.160    0.664E+00    0.381E+00    0.686E+00    0.565E-01    0.861E-01    0.334E-01    0.334E-01    0.805E-02    0.805E-02    0.000E+00    0.000E+00
    12.000     0.170    0.662E+00    0.371E+00    0.619E+00    0.519E-01    0.786E-01    0.304E-01    0.304E-01    0.710E-02    0.710E-02    0.000E+00    0.000E+00
    12.000     0.180    0.659E+00    0.362E+00    0.560E+00    0.478E-01    0.715E-01    0.276E-01    0.276E-01    0.629E-02    0.629E-02    0.000E+00    0.000E+00
    12.000     0.190    0.655E+00    0.352E+00    0.509E+00    0.440E-01    0.648E-01    0.251E-01    0.251E-01    0.559E-02    0.559E-02    0.000E+00    0.000E+00
