     Q**2          x         u           d           g          ub          db          sb          s          cb          c          bb          b
    12.000     0.010    0.492E+00    0.436E+00    0.506E+01    0.313E+00    0.333E+00    0.209E+00    0.209E+00    0.134E+00    0.134E+00    0.000E+00    0.000E+00
    12.000     0.020    0.513E+00    0.439E+00    0.405E+01    0.252E+00    0.273E+00    0.162E+00    0.162E+00    0.948E-01    0.948E-01    0.000E+00    0.000E+00
    12.000     0.030    0.539E+00    0.445E+00    0.340E+01    0.216E+00    0.237E+00    0.134E+00    0.134E+00    0.719E-01    0.719E-01    0.000E+00    0.000E+00
    12.000     0.040    0.565E+00    0.451E+00    0.293E+01    0.193E+00    0.213E+00    0.116E+00    0.116E+00    0.575E-01    0.575E-01    0.000E+00    0.000E+00
    12.000     0.050    0.586E+00    0.452E+00    0.255E+01    0.172E+00    0.195E+00    0.101E+00    0.101E+00    0.464E-01    0.464E-01    0.000E+00    0.000E+00
    12.000     0.060    0.603E+00    0.452E+00    0.223E+01    0.154E+00    0.180E+00    0.898E-01    0.898E-01    0.383E-01    0.383E-01    0.000E+00    0.000E+00
    12.000     0.070    0.618E+00    0.449E+00    0.196E+01    0.138E+00    0.168E+00    0.803E-01    0.803E-01    0.318E-01    0.318E-01    0.000E+00    0.000E+00
    12.000     0.080    0.630E+00    0.445E+00    0.172E+01    0.124E+00    0.157E+00    0.722E-01    0.722E-01    0.267E-01    0.267E-01    0.000E+00    0.000E+00
    12.000     0.090    0.640E+00    0.439E+00    0.152E+01    0.111E+00    0.147E+00    0.652E-01    0.652E-01    0.226E-01    0.226E-01    0.000E+00    0.000E+00
    12.000     0.100    0.648E+00    0.433E+00    0.135E+01    0.100E+00    0.137E+00    0.591E-01    0.591E-01    0.192E-01    0.192E-01    0.000E+00    0.000E+00
    12.000     0.110    0.654E+00    0.425E+00    0.120E+01    0.904E-01    0.128E+00    0.536E-01    0.536E-01    0.165E-01    0.165E-01    0.000E+00    0.000E+00
    12.000     0.120    0.659E+00    0.417E+00    0.107E+01    0.818E-01    0.120E+00    0.488E-01    0.488E-01    0.142E-01    0.142E-01    0.000E+00    0.000E+00
    12.000     0.130    0.662E+00    0.408E+00    0.960E+00    0.742E-01    0.111E+00    0.444E-01    0.444E-01    0.123E-01    0.123E-01    0.000E+00    0.000E+00
    12.000     0.140    0.664E+00    0.399E+00    0.861E+00    0.676E-01    0.103E+00    0.405E-01    0.405E-01    0.107E-01    0.107E-01    0.000E+00    0.000E+00
    12.000     0.150    0.665E+00    0.390E+00    0.775E+00    0.618E-01    0.946E-01    0.369E-01    0.369E-01    0.939E-02    0.939E-02    0.000E+00    0.000E+00
    12.000     0.160    0.665E+00    0.380E+00    0.699E+00    0.566E-01    0.869E-01    0.337E-01    0.337E-01    0.825E-02    0.825E-02    0.000E+00    0.000E+00
    12.000     0.170    0.663E+00    0.370E+00    0.633E+00    0.520E-01    0.796E-01    0.307E-01    0.307E-01    0.727E-02    0.727E-02    0.000E+00    0.000E+00
    12.000     0.180    0.659E+00    0.361E+00    0.574E+00    0.479E-01    0.726E-01    0.280E-01    0.280E-01    0.643E-02    0.643E-02    0.000E+00    0.000E+00
    12.000     0.190    0.655E+00    0.351E+00    0.522E+00    0.441E-01    0.660E-01    0.255E-01    0.255E-01    0.571E-02    0.571E-02    0.000E+00    0.000E+00
    12.000     0.200    0.650E+00    0.341E+00    0.476E+00    0.407E-01    0.599E-01    0.232E-01    0.232E-01    0.508E-02    0.508E-02    0.000E+00    0.000E+00
    12.000     0.210    0.643E+00    0.331E+00    0.434E+00    0.376E-01    0.541E-01    0.211E-01    0.211E-01    0.453E-02    0.453E-02    0.000E+00    0.000E+00
    12.000     0.220    0.635E+00    0.321E+00    0.398E+00    0.346E-01    0.488E-01    0.191E-01    0.191E-01    0.405E-02    0.405E-02    0.000E+00    0.000E+00
    12.000     0.230    0.627E+00    0.311E+00    0.364E+00    0.319E-01    0.439E-01    0.173E-01    0.173E-01    0.362E-02    0.362E-02    0.000E+00    0.000E+00
    12.000     0.240    0.617E+00    0.302E+00    0.335E+00    0.294E-01    0.394E-01    0.157E-01    0.157E-01    0.324E-02    0.324E-02    0.000E+00    0.000E+00
    12.000     0.250    0.607E+00    0.292E+00    0.308E+00    0.270E-01    0.353E-01    0.142E-01    0.142E-01    0.290E-02    0.290E-02    0.000E+00    0.000E+00
    12.000     0.260    0.595E+00    0.282E+00    0.284E+00    0.248E-01    0.315E-01    0.128E-01    0.128E-01    0.260E-02    0.260E-02    0.000E+00    0.000E+00
    12.000     0.270    0.583E+00    0.272E+00    0.261E+00    0.227E-01    0.281E-01    0.116E-01    0.116E-01    0.234E-02    0.234E-02    0.000E+00    0.000E+00
    12.000     0.280    0.571E+00    0.261E+00    0.241E+00    0.207E-01    0.251E-01    0.104E-01    0.104E-01    0.209E-02    0.209E-02    0.000E+00    0.000E+00
    12.000     0.290    0.558E+00    0.251E+00    0.223E+00    0.189E-01    0.223E-01    0.936E-02    0.936E-02    0.188E-02    0.188E-02    0.000E+00    0.000E+00
    12.000     0.300    0.544E+00    0.241E+00    0.206E+00    0.171E-01    0.198E-01    0.840E-02    0.840E-02    0.168E-02    0.168E-02    0.000E+00    0.000E+00
    12.000     0.310    0.530E+00    0.231E+00    0.190E+00    0.155E-01    0.176E-01    0.752E-02    0.752E-02    0.150E-02    0.150E-02    0.000E+00    0.000E+00
    12.000     0.320    0.515E+00    0.221E+00    0.175E+00    0.140E-01    0.156E-01    0.672E-02    0.672E-02    0.134E-02    0.134E-02    0.000E+00    0.000E+00
    12.000     0.330    0.500E+00    0.211E+00    0.162E+00    0.126E-01    0.138E-01    0.599E-02    0.599E-02    0.120E-02    0.120E-02    0.000E+00    0.000E+00
    12.000     0.340    0.485E+00    0.201E+00    0.150E+00    0.113E-01    0.122E-01    0.533E-02    0.533E-02    0.107E-02    0.107E-02    0.000E+00    0.000E+00
    12.000     0.350    0.470E+00    0.191E+00    0.138E+00    0.101E-01    0.107E-01    0.474E-02    0.474E-02    0.951E-03    0.951E-03    0.000E+00    0.000E+00
    12.000     0.360    0.454E+00    0.182E+00    0.127E+00    0.899E-02    0.945E-02    0.420E-02    0.420E-02    0.844E-03    0.844E-03    0.000E+00    0.000E+00
    12.000     0.370    0.439E+00    0.172E+00    0.117E+00    0.799E-02    0.832E-02    0.371E-02    0.371E-02    0.748E-03    0.748E-03    0.000E+00    0.000E+00
    12.000     0.380    0.423E+00    0.162E+00    0.108E+00    0.707E-02    0.730E-02    0.327E-02    0.327E-02    0.661E-03    0.661E-03    0.000E+00    0.000E+00
    12.000     0.390    0.407E+00    0.153E+00    0.989E-01    0.624E-02    0.640E-02    0.288E-02    0.288E-02    0.583E-03    0.583E-03    0.000E+00    0.000E+00
    12.000     0.400    0.391E+00    0.144E+00    0.907E-01    0.549E-02    0.560E-02    0.252E-02    0.252E-02    0.513E-03    0.513E-03    0.000E+00    0.000E+00
    12.000     0.410    0.376E+00    0.135E+00    0.831E-01    0.481E-02    0.489E-02    0.221E-02    0.221E-02    0.450E-03    0.450E-03    0.000E+00    0.000E+00
    12.000     0.420    0.360E+00    0.126E+00    0.759E-01    0.420E-02    0.426E-02    0.193E-02    0.193E-02    0.394E-03    0.394E-03    0.000E+00    0.000E+00
    12.000     0.430    0.345E+00    0.118E+00    0.693E-01    0.366E-02    0.370E-02    0.168E-02    0.168E-02    0.343E-03    0.343E-03    0.000E+00    0.000E+00
    12.000     0.440    0.329E+00    0.110E+00    0.631E-01    0.318E-02    0.320E-02    0.146E-02    0.146E-02    0.299E-03    0.299E-03    0.000E+00    0.000E+00
    12.000     0.450    0.314E+00    0.102E+00    0.573E-01    0.275E-02    0.277E-02    0.126E-02    0.126E-02    0.259E-03    0.259E-03    0.000E+00    0.000E+00
    12.000     0.460    0.299E+00    0.945E-01    0.520E-01    0.238E-02    0.239E-02    0.109E-02    0.109E-02    0.223E-03    0.223E-03    0.000E+00    0.000E+00
    12.000     0.470    0.285E+00    0.873E-01    0.470E-01    0.204E-02    0.205E-02    0.934E-03    0.934E-03    0.192E-03    0.192E-03    0.000E+00    0.000E+00
    12.000     0.480    0.270E+00    0.804E-01    0.424E-01    0.175E-02    0.176E-02    0.800E-03    0.800E-03    0.165E-03    0.165E-03    0.000E+00    0.000E+00
    12.000     0.490    0.256E+00    0.738E-01    0.382E-01    0.150E-02    0.150E-02    0.683E-03    0.683E-03    0.140E-03    0.140E-03    0.000E+00    0.000E+00
    12.000     0.500    0.242E+00    0.676E-01    0.343E-01    0.127E-02    0.127E-02    0.581E-03    0.581E-03    0.119E-03    0.119E-03    0.000E+00    0.000E+00
    12.000     0.510    0.229E+00    0.618E-01    0.307E-01    0.108E-02    0.108E-02    0.492E-03    0.492E-03    0.101E-03    0.101E-03    0.000E+00    0.000E+00
    12.000     0.520    0.216E+00    0.563E-01    0.274E-01    0.911E-03    0.912E-03    0.415E-03    0.415E-03    0.849E-04    0.849E-04    0.000E+00    0.000E+00
    12.000     0.530    0.203E+00    0.511E-01    0.244E-01    0.766E-03    0.766E-03    0.349E-03    0.349E-03    0.711E-04    0.711E-04    0.000E+00    0.000E+00
    12.000     0.540    0.190E+00    0.463E-01    0.216E-01    0.641E-03    0.642E-03    0.292E-03    0.292E-03    0.592E-04    0.592E-04    0.000E+00    0.000E+00
    12.000     0.550    0.178E+00    0.417E-01    0.191E-01    0.535E-03    0.535E-03    0.243E-03    0.243E-03    0.490E-04    0.490E-04    0.000E+00    0.000E+00
    12.000     0.560    0.167E+00    0.375E-01    0.168E-01    0.444E-03    0.444E-03    0.202E-03    0.202E-03    0.403E-04    0.403E-04    0.000E+00    0.000E+00
    12.000     0.570    0.156E+00    0.337E-01    0.148E-01    0.367E-03    0.367E-03    0.166E-03    0.166E-03    0.330E-04    0.330E-04    0.000E+00    0.000E+00
    12.000     0.580    0.145E+00    0.301E-01    0.129E-01    0.301E-03    0.301E-03    0.137E-03    0.137E-03    0.268E-04    0.268E-04    0.000E+00    0.000E+00
    12.000     0.590    0.134E+00    0.268E-01    0.113E-01    0.246E-03    0.246E-03    0.112E-03    0.112E-03    0.216E-04    0.216E-04    0.000E+00    0.000E+00
    12.000     0.600    0.124E+00    0.238E-01    0.977E-02    0.200E-03    0.200E-03    0.905E-04    0.905E-04    0.173E-04    0.173E-04    0.000E+00    0.000E+00
    12.000     0.610    0.115E+00    0.211E-01    0.844E-02    0.162E-03    0.162E-03    0.730E-04    0.730E-04    0.137E-04    0.137E-04    0.000E+00    0.000E+00
    12.000     0.620    0.106E+00    0.186E-01    0.726E-02    0.130E-03    0.130E-03    0.585E-04    0.585E-04    0.107E-04    0.107E-04    0.000E+00    0.000E+00
    12.000     0.630    0.972E-01    0.163E-01    0.622E-02    0.104E-03    0.104E-03    0.466E-04    0.466E-04    0.836E-05    0.836E-05    0.000E+00    0.000E+00
    12.000     0.640    0.890E-01    0.143E-01    0.530E-02    0.824E-04    0.824E-04    0.368E-04    0.368E-04    0.642E-05    0.642E-05    0.000E+00    0.000E+00
    12.000     0.650    0.812E-01    0.124E-01    0.450E-02    0.650E-04    0.650E-04    0.289E-04    0.289E-04    0.488E-05    0.488E-05    0.000E+00    0.000E+00
    12.000     0.660    0.739E-01    0.108E-01    0.379E-02    0.507E-04    0.507E-04    0.225E-04    0.225E-04    0.364E-05    0.364E-05    0.000E+00    0.000E+00
    12.000     0.670    0.670E-01    0.935E-02    0.318E-02    0.394E-04    0.394E-04    0.173E-04    0.173E-04    0.268E-05    0.268E-05    0.000E+00    0.000E+00
    12.000     0.680    0.605E-01    0.806E-02    0.265E-02    0.303E-04    0.303E-04    0.133E-04    0.133E-04    0.193E-05    0.193E-05    0.000E+00    0.000E+00
    12.000     0.690    0.544E-01    0.692E-02    0.220E-02    0.230E-04    0.230E-04    0.100E-04    0.100E-04    0.136E-05    0.136E-05    0.000E+00    0.000E+00
    12.000     0.700    0.488E-01    0.592E-02    0.181E-02    0.174E-04    0.174E-04    0.751E-05    0.751E-05    0.933E-06    0.933E-06    0.000E+00    0.000E+00
    12.000     0.710    0.435E-01    0.504E-02    0.148E-02    0.129E-04    0.129E-04    0.554E-05    0.554E-05    0.612E-06    0.612E-06    0.000E+00    0.000E+00
    12.000     0.720    0.386E-01    0.427E-02    0.121E-02    0.957E-05    0.957E-05    0.406E-05    0.406E-05    0.385E-06    0.385E-06    0.000E+00    0.000E+00
    12.000     0.730    0.341E-01    0.361E-02    0.972E-03    0.695E-05    0.695E-05    0.291E-05    0.291E-05    0.219E-06    0.219E-06    0.000E+00    0.000E+00
    12.000     0.740    0.300E-01    0.303E-02    0.777E-03    0.500E-05    0.500E-05    0.207E-05    0.207E-05    0.109E-06    0.109E-06    0.000E+00    0.000E+00
    12.000     0.750    0.262E-01    0.253E-02    0.616E-03    0.354E-05    0.354E-05    0.144E-05    0.144E-05    0.428E-07    0.428E-07    0.000E+00    0.000E+00
    12.000     0.760    0.227E-01    0.211E-02    0.485E-03    0.246E-05    0.246E-05    0.981E-06    0.981E-06    0.903E-08    0.903E-08    0.000E+00    0.000E+00
    12.000     0.770    0.196E-01    0.175E-02    0.377E-03    0.169E-05    0.169E-05    0.657E-06    0.657E-06    0.000E+00    0.000E+00    0.000E+00    0.000E+00
    12.000     0.780    0.167E-01    0.144E-02    0.291E-03    0.113E-05    0.113E-05    0.425E-06    0.425E-06    0.000E+00    0.000E+00    0.000E+00    0.000E+00
