Q2	W	TMC_xsection	TMC_HT_xsection
3.000000e+00	1.070000e+00	2.373015e-04	4.283340e-04
3.000000e+00	1.080000e+00	2.496249e-04	4.452045e-04
3.000000e+00	1.090000e+00	2.623669e-04	4.623938e-04
3.000000e+00	1.100000e+00	2.755378e-04	4.799087e-04
3.000000e+00	1.110000e+00	2.891467e-04	4.977535e-04
3.000000e+00	1.120000e+00	3.032025e-04	5.159323e-04
3.000000e+00	1.130000e+00	3.177022e-04	5.344295e-04
3.000000e+00	1.140000e+00	3.326324e-04	5.532131e-04
3.000000e+00	1.150000e+00	3.479989e-04	5.722842e-04
3.000000e+00	1.160000e+00	3.638051e-04	5.916407e-04
3.000000e+00	1.170000e+00	3.800538e-04	6.112795e-04
3.000000e+00	1.180000e+00	3.967473e-04	6.311975e-04
3.000000e+00	1.190000e+00	4.138883e-04	6.513926e-04
3.000000e+00	1.200000e+00	4.314779e-04	6.718607e-04
3.000000e+00	1.210000e+00	4.495103e-04	6.925875e-04
3.000000e+00	1.220000e+00	4.679799e-04	7.135600e-04
3.000000e+00	1.230000e+00	4.868815e-04	7.347669e-04
3.000000e+00	1.240000e+00	5.062102e-04	7.561979e-04
3.000000e+00	1.250000e+00	5.259606e-04	7.778426e-04
3.000000e+00	1.260000e+00	5.461492e-04	7.997241e-04
3.000000e+00	1.270000e+00	5.667775e-04	8.218423e-04
3.000000e+00	1.280000e+00	5.878272e-04	8.441696e-04
3.000000e+00	1.290000e+00	6.092841e-04	8.666856e-04
3.000000e+00	1.300000e+00	6.311353e-04	8.893729e-04
3.000000e+00	1.310000e+00	6.533683e-04	9.122151e-04
3.000000e+00	1.320000e+00	6.759873e-04	9.352204e-04
3.000000e+00	1.330000e+00	6.990323e-04	9.584457e-04
3.000000e+00	1.340000e+00	7.224719e-04	9.818492e-04
3.000000e+00	1.350000e+00	7.462801e-04	1.005398e-03
3.000000e+00	1.360000e+00	7.704349e-04	1.029068e-03
3.000000e+00	1.370000e+00	7.949155e-04	1.052833e-03
3.000000e+00	1.380000e+00	8.197032e-04	1.076676e-03
3.000000e+00	1.390000e+00	8.448651e-04	1.100689e-03
3.000000e+00	1.400000e+00	8.703932e-04	1.124865e-03
3.000000e+00	1.410000e+00	8.962464e-04	1.149157e-03
3.000000e+00	1.420000e+00	9.223932e-04	1.173528e-03
3.000000e+00	1.430000e+00	9.488057e-04	1.197950e-03
3.000000e+00	1.440000e+00	9.754573e-04	1.222398e-03
3.000000e+00	1.450000e+00	1.002363e-03	1.246896e-03
3.000000e+00	1.460000e+00	1.029592e-03	1.271537e-03
3.000000e+00	1.470000e+00	1.057090e-03	1.296261e-03
