Q2	W	TMC_xsection	TMC_HT_xsection
7.500000e-01	1.070000e+00	5.549196e-02	9.935391e-02
7.500000e-01	1.080000e+00	5.693687e-02	9.641576e-02
7.500000e-01	1.090000e+00	5.835056e-02	9.362202e-02
7.500000e-01	1.100000e+00	5.973153e-02	9.097029e-02
7.500000e-01	1.110000e+00	6.109034e-02	8.847419e-02
7.500000e-01	1.120000e+00	6.241586e-02	8.611519e-02
7.500000e-01	1.130000e+00	6.369989e-02	8.388050e-02
7.500000e-01	1.140000e+00	6.494383e-02	8.176989e-02
7.500000e-01	1.150000e+00	6.615665e-02	7.979080e-02
7.500000e-01	1.160000e+00	6.732783e-02	7.792697e-02
7.500000e-01	1.170000e+00	6.845046e-02	7.616754e-02
7.500000e-01	1.180000e+00	6.952608e-02	7.451084e-02
7.500000e-01	1.190000e+00	7.056414e-02	7.296239e-02
7.500000e-01	1.200000e+00	7.155588e-02	7.150882e-02
7.500000e-01	1.210000e+00	7.249575e-02	7.014073e-02
7.500000e-01	1.220000e+00	7.338359e-02	6.885394e-02
7.500000e-01	1.230000e+00	7.423010e-02	6.765361e-02
7.500000e-01	1.240000e+00	7.502821e-02	6.652869e-02
7.500000e-01	1.250000e+00	7.577307e-02	6.547069e-02
7.500000e-01	1.260000e+00	7.646237e-02	6.447349e-02
7.500000e-01	1.270000e+00	7.710852e-02	6.354273e-02
7.500000e-01	1.280000e+00	7.770801e-02	6.267097e-02
7.500000e-01	1.290000e+00	7.825650e-02	6.185048e-02
7.500000e-01	1.300000e+00	7.875126e-02	6.107508e-02
7.500000e-01	1.310000e+00	7.919747e-02	6.034455e-02
7.500000e-01	1.320000e+00	7.960129e-02	5.965929e-02
7.500000e-01	1.330000e+00	7.995832e-02	5.901206e-02
7.500000e-01	1.340000e+00	8.026657e-02	5.839766e-02
7.500000e-01	1.350000e+00	8.052509e-02	5.781178e-02
7.500000e-01	1.360000e+00	8.074335e-02	5.725744e-02
7.500000e-01	1.370000e+00	8.092120e-02	5.673101e-02
7.500000e-01	1.380000e+00	8.105657e-02	5.622775e-02
7.500000e-01	1.390000e+00	8.114854e-02	5.574390e-02
7.500000e-01	1.400000e+00	8.119752e-02	5.527677e-02
