Q2	W	TMC_xsection	TMC_HT_xsection
2.774000e+00	1.070000e+00	3.525930e-04	6.529257e-04
2.774000e+00	1.080000e+00	3.705273e-04	6.770699e-04
2.774000e+00	1.090000e+00	3.890673e-04	7.016379e-04
2.774000e+00	1.100000e+00	4.081953e-04	7.265813e-04
2.774000e+00	1.110000e+00	4.279125e-04	7.518885e-04
2.774000e+00	1.120000e+00	4.482239e-04	7.775553e-04
2.774000e+00	1.130000e+00	4.691332e-04	8.035758e-04
2.774000e+00	1.140000e+00	4.906431e-04	8.299437e-04
2.774000e+00	1.150000e+00	5.127567e-04	8.566539e-04
2.774000e+00	1.160000e+00	5.354812e-04	8.837092e-04
2.774000e+00	1.170000e+00	5.588105e-04	9.110908e-04
2.774000e+00	1.180000e+00	5.827356e-04	9.387768e-04
2.774000e+00	1.190000e+00	6.072487e-04	9.667492e-04
2.774000e+00	1.200000e+00	6.323424e-04	9.949917e-04
2.774000e+00	1.210000e+00	6.580089e-04	1.023489e-03
2.774000e+00	1.220000e+00	6.842711e-04	1.052273e-03
2.774000e+00	1.230000e+00	7.111342e-04	1.081351e-03
2.774000e+00	1.240000e+00	7.385717e-04	1.110679e-03
2.774000e+00	1.250000e+00	7.665634e-04	1.140227e-03
2.774000e+00	1.260000e+00	7.950909e-04	1.169971e-03
2.774000e+00	1.270000e+00	8.241363e-04	1.199885e-03
2.774000e+00	1.280000e+00	8.537224e-04	1.230008e-03
2.774000e+00	1.290000e+00	8.838871e-04	1.260396e-03
2.774000e+00	1.300000e+00	9.145827e-04	1.290983e-03
2.774000e+00	1.310000e+00	9.457743e-04	1.321726e-03
2.774000e+00	1.320000e+00	9.774313e-04	1.352589e-03
2.774000e+00	1.330000e+00	1.009525e-03	1.383539e-03
2.774000e+00	1.340000e+00	1.042060e-03	1.414592e-03
2.774000e+00	1.350000e+00	1.075130e-03	1.445882e-03
2.774000e+00	1.360000e+00	1.108675e-03	1.477333e-03
2.774000e+00	1.370000e+00	1.142643e-03	1.508888e-03
2.774000e+00	1.380000e+00	1.176995e-03	1.540500e-03
2.774000e+00	1.390000e+00	1.211691e-03	1.572133e-03
2.774000e+00	1.400000e+00	1.246709e-03	1.603768e-03
2.774000e+00	1.410000e+00	1.282169e-03	1.635570e-03
2.774000e+00	1.420000e+00	1.318023e-03	1.667488e-03
2.774000e+00	1.430000e+00	1.354210e-03	1.699454e-03
2.774000e+00	1.440000e+00	1.390680e-03	1.731420e-03
2.774000e+00	1.450000e+00	1.427389e-03	1.763342e-03
2.774000e+00	1.460000e+00	1.464296e-03	1.795183e-03
2.774000e+00	1.470000e+00	1.501499e-03	1.827079e-03
2.774000e+00	1.480000e+00	1.539038e-03	1.859087e-03
2.774000e+00	1.490000e+00	1.576823e-03	1.891110e-03
2.774000e+00	1.500000e+00	1.614791e-03	1.923086e-03
2.774000e+00	1.510000e+00	1.652890e-03	1.954966e-03
2.774000e+00	1.520000e+00	1.691069e-03	1.986704e-03
2.774000e+00	1.530000e+00	1.729332e-03	2.018320e-03
2.774000e+00	1.540000e+00	1.767847e-03	2.050023e-03
2.774000e+00	1.550000e+00	1.806526e-03	2.081720e-03
2.774000e+00	1.560000e+00	1.845293e-03	2.113335e-03
2.774000e+00	1.570000e+00	1.884086e-03	2.144814e-03
2.774000e+00	1.580000e+00	1.922853e-03	2.176106e-03
2.774000e+00	1.590000e+00	1.961540e-03	2.207169e-03
2.774000e+00	1.600000e+00	2.000270e-03	2.238152e-03
2.774000e+00	1.610000e+00	2.039113e-03	2.269143e-03
2.774000e+00	1.620000e+00	2.077962e-03	2.300037e-03
2.774000e+00	1.630000e+00	2.116750e-03	2.330768e-03
2.774000e+00	1.640000e+00	2.155416e-03	2.361283e-03
2.774000e+00	1.650000e+00	2.193908e-03	2.391536e-03
2.774000e+00	1.660000e+00	2.232185e-03	2.421497e-03
2.774000e+00	1.670000e+00	2.270455e-03	2.451399e-03
2.774000e+00	1.680000e+00	2.308684e-03	2.481218e-03
2.774000e+00	1.690000e+00	2.346783e-03	2.510866e-03
2.774000e+00	1.700000e+00	2.384686e-03	2.540283e-03
2.774000e+00	1.710000e+00	2.422336e-03	2.569417e-03
2.774000e+00	1.720000e+00	2.459683e-03	2.598226e-03
2.774000e+00	1.730000e+00	2.496698e-03	2.626691e-03
2.774000e+00	1.740000e+00	2.533606e-03	2.655057e-03
2.774000e+00	1.750000e+00	2.570354e-03	2.683277e-03
2.774000e+00	1.760000e+00	2.606860e-03	2.711268e-03
2.774000e+00	1.770000e+00	2.643059e-03	2.738976e-03
2.774000e+00	1.780000e+00	2.678901e-03	2.766354e-03
2.774000e+00	1.790000e+00	2.714337e-03	2.793361e-03
2.774000e+00	1.800000e+00	2.749331e-03	2.819967e-03
2.774000e+00	1.810000e+00	2.784098e-03	2.846399e-03
2.774000e+00	1.820000e+00	2.818623e-03	2.872649e-03
2.774000e+00	1.830000e+00	2.852821e-03	2.898633e-03
2.774000e+00	1.840000e+00	2.886633e-03	2.924299e-03
2.774000e+00	1.850000e+00	2.920010e-03	2.949602e-03
2.774000e+00	1.860000e+00	2.952908e-03	2.974504e-03
2.774000e+00	1.870000e+00	2.985287e-03	2.998971e-03
2.774000e+00	1.880000e+00	3.017251e-03	3.023110e-03
2.774000e+00	1.890000e+00	3.048936e-03	3.047063e-03
2.774000e+00	1.900000e+00	3.080244e-03	3.070736e-03
2.774000e+00	1.910000e+00	3.111117e-03	3.094073e-03
2.774000e+00	1.920000e+00	3.141507e-03	3.117031e-03
2.774000e+00	1.930000e+00	3.171377e-03	3.139576e-03
