Q2	W	TMC_xsection	TMC_HT_xsection
1.000000e+00	1.070000e+00	2.501698e-02	5.812275e-02
1.000000e+00	1.080000e+00	2.593935e-02	5.773160e-02
1.000000e+00	1.090000e+00	2.687267e-02	5.735692e-02
1.000000e+00	1.100000e+00	2.781303e-02	5.699353e-02
1.000000e+00	1.110000e+00	2.875648e-02	5.663710e-02
1.000000e+00	1.120000e+00	2.970019e-02	5.628611e-02
1.000000e+00	1.130000e+00	3.064970e-02	5.595465e-02
1.000000e+00	1.140000e+00	3.160208e-02	5.563989e-02
1.000000e+00	1.150000e+00	3.255308e-02	5.533717e-02
1.000000e+00	1.160000e+00	3.349916e-02	5.504362e-02
1.000000e+00	1.170000e+00	3.444431e-02	5.476860e-02
1.000000e+00	1.180000e+00	3.538870e-02	5.451437e-02
1.000000e+00	1.190000e+00	3.632767e-02	5.427564e-02
1.000000e+00	1.200000e+00	3.725779e-02	5.404943e-02
1.000000e+00	1.210000e+00	3.817917e-02	5.383795e-02
1.000000e+00	1.220000e+00	3.909661e-02	5.364945e-02
1.000000e+00	1.230000e+00	4.000523e-02	5.347833e-02
1.000000e+00	1.240000e+00	4.090153e-02	5.332117e-02
1.000000e+00	1.250000e+00	4.178281e-02	5.317577e-02
1.000000e+00	1.260000e+00	4.265501e-02	5.305071e-02
1.000000e+00	1.270000e+00	4.351618e-02	5.294407e-02
1.000000e+00	1.280000e+00	4.436245e-02	5.285169e-02
1.000000e+00	1.290000e+00	4.519103e-02	5.277087e-02
1.000000e+00	1.300000e+00	4.600182e-02	5.270203e-02
1.000000e+00	1.310000e+00	4.680021e-02	5.265159e-02
1.000000e+00	1.320000e+00	4.758234e-02	5.261519e-02
1.000000e+00	1.330000e+00	4.834552e-02	5.258990e-02
1.000000e+00	1.340000e+00	4.908751e-02	5.257333e-02
1.000000e+00	1.350000e+00	4.981052e-02	5.256782e-02
1.000000e+00	1.360000e+00	5.051739e-02	5.257611e-02
1.000000e+00	1.370000e+00	5.120469e-02	5.259425e-02
1.000000e+00	1.380000e+00	5.187018e-02	5.261965e-02
1.000000e+00	1.390000e+00	5.251204e-02	5.265012e-02
1.000000e+00	1.400000e+00	5.313359e-02	5.268862e-02
1.000000e+00	1.410000e+00	5.373697e-02	5.273671e-02
1.000000e+00	1.420000e+00	5.431933e-02	5.279102e-02
1.000000e+00	1.430000e+00	5.487885e-02	5.284921e-02
1.000000e+00	1.440000e+00	5.541422e-02	5.290948e-02
1.000000e+00	1.450000e+00	5.592713e-02	5.297285e-02
1.000000e+00	1.460000e+00	5.642103e-02	5.304194e-02
1.000000e+00	1.470000e+00	5.689359e-02	5.311385e-02
1.000000e+00	1.480000e+00	5.734350e-02	5.318668e-02
1.000000e+00	1.490000e+00	5.776981e-02	5.325890e-02
1.000000e+00	1.500000e+00	5.817236e-02	5.332971e-02
1.000000e+00	1.510000e+00	5.855571e-02	5.340257e-02
1.000000e+00	1.520000e+00	5.891869e-02	5.347572e-02
1.000000e+00	1.530000e+00	5.926017e-02	5.354743e-02
1.000000e+00	1.540000e+00	5.957943e-02	5.361637e-02
1.000000e+00	1.550000e+00	5.987596e-02	5.368140e-02
1.000000e+00	1.560000e+00	6.015113e-02	5.374309e-02
1.000000e+00	1.570000e+00	6.040781e-02	5.380334e-02
1.000000e+00	1.580000e+00	6.064486e-02	5.386048e-02
1.000000e+00	1.590000e+00	6.086177e-02	5.391338e-02
1.000000e+00	1.600000e+00	6.105820e-02	5.396114e-02
1.000000e+00	1.610000e+00	6.123399e-02	5.400301e-02
1.000000e+00	1.620000e+00	6.139047e-02	5.403955e-02
1.000000e+00	1.630000e+00	6.152981e-02	5.407209e-02
1.000000e+00	1.640000e+00	6.165138e-02	5.409950e-02
1.000000e+00	1.650000e+00	6.175507e-02	5.412114e-02
1.000000e+00	1.660000e+00	6.184086e-02	5.413644e-02
1.000000e+00	1.670000e+00	6.190883e-02	5.414495e-02
1.000000e+00	1.680000e+00	6.195941e-02	5.414656e-02
1.000000e+00	1.690000e+00	6.199449e-02	5.414243e-02
1.000000e+00	1.700000e+00	6.201419e-02	5.413219e-02
1.000000e+00	1.710000e+00	6.201868e-02	5.411555e-02
1.000000e+00	1.720000e+00	6.200818e-02	5.409225e-02
1.000000e+00	1.730000e+00	6.198300e-02	5.406214e-02
1.000000e+00	1.740000e+00	6.194340e-02	5.402507e-02
1.000000e+00	1.750000e+00	6.188991e-02	5.398110e-02
1.000000e+00	1.760000e+00	6.182336e-02	5.393059e-02
1.000000e+00	1.770000e+00	6.174413e-02	5.387352e-02
1.000000e+00	1.780000e+00	6.165264e-02	5.380991e-02
