1.080000 3.54312703e-06 3.48498754e-06 3.62193866e-06 3.41793222e-06 3.69906566e-06
1.082636 5.08891540e-06 5.00607649e-06 5.20191305e-06 4.91051520e-06 5.31206765e-06
1.085272 6.63999150e-06 6.53221473e-06 6.78678396e-06 6.40904284e-06 6.93013369e-06
1.087908 8.19635091e-06 8.06362624e-06 8.37738500e-06 7.91350272e-06 8.55323325e-06
1.090544 9.74816165e-06 9.59128501e-06 9.96204355e-06 9.41345164e-06 1.01711049e-05
1.093181 1.12673901e-05 1.10868730e-05 1.15127959e-05 1.08822718e-05 1.17545048e-05
1.095817 1.27917275e-05 1.25876539e-05 1.30688351e-05 1.23564923e-05 1.33427626e-05
1.098453 1.43211704e-05 1.40939010e-05 1.46305816e-05 1.38361094e-05 1.49358719e-05
1.101089 1.59197077e-05 1.56677931e-05 1.62622470e-05 1.53829539e-05 1.66005552e-05
1.103725 1.76146505e-05 1.73377609e-05 1.79921068e-05 1.70234493e-05 1.83652552e-05
1.106361 1.93152133e-05 1.90127021e-05 1.97277989e-05 1.86698843e-05 2.01352864e-05
1.108997 2.10213930e-05 2.06934279e-05 2.14682914e-05 2.03222555e-05 2.19106424e-05
1.111633 2.28975232e-05 2.25425965e-05 2.33821395e-05 2.21394553e-05 2.38629977e-05
1.114269 2.48808937e-05 2.44976676e-05 2.54057407e-05 2.40609139e-05 2.59283672e-05
1.116905 2.68707622e-05 2.64598274e-05 2.74352341e-05 2.59892388e-05 2.80017228e-05
1.119542 2.88671258e-05 2.84280766e-05 2.94707309e-05 2.79244266e-05 3.00788103e-05
1.122178 3.11908202e-05 3.07172766e-05 3.18391309e-05 3.01768828e-05 3.24954452e-05
1.124814 3.35897294e-05 3.30809704e-05 3.42844301e-05 3.25027917e-05 3.49917861e-05
1.127450 3.59964179e-05 3.54533000e-05 3.67353089e-05 3.48369191e-05 3.74954491e-05
1.130086 3.84287782e-05 3.78525862e-05 3.92121274e-05 3.71965830e-05 4.00231326e-05
1.132722 4.14007470e-05 4.07827750e-05 4.22426460e-05 4.00793235e-05 4.31094220e-05
1.135358 4.43823022e-05 4.37213081e-05 4.52855172e-05 4.29721903e-05 4.62044414e-05
1.137994 4.73734408e-05 4.66716010e-05 4.83323707e-05 4.58751792e-05 4.93081888e-05
1.140630 5.05557385e-05 4.98110678e-05 5.15759301e-05 4.89639772e-05 5.26095313e-05
1.143266 5.43269090e-05 5.35327655e-05 5.54192711e-05 5.26206273e-05 5.65231993e-05
1.145903 5.81101476e-05 5.72647234e-05 5.92728428e-05 5.62906980e-05 6.04491585e-05
1.148539 6.19054512e-05 6.10105834e-05 6.31465901e-05 5.99733637e-05 6.43863757e-05
1.151175 6.61650011e-05 6.52144161e-05 6.74882333e-05 6.41082815e-05 6.88050754e-05
1.153811 7.10014740e-05 6.99835377e-05 7.24172913e-05 6.88097294e-05 7.38221753e-05
1.156447 7.58533104e-05 7.47710356e-05 7.73647843e-05 7.35175434e-05 7.88636429e-05
1.159083 8.07205075e-05 7.95722300e-05 8.23246748e-05 7.82398533e-05 8.39200642e-05
1.161719 8.62064620e-05 8.49836394e-05 8.79143430e-05 8.35625055e-05 8.96065431e-05
1.164355 9.20320583e-05 9.07286962e-05 9.38492714e-05 8.92164723e-05 9.56429096e-05
1.166991 9.83993435e-05 9.70085022e-05 1.00339380e-04 9.53985426e-05 1.02255343e-04
1.169628 1.04956361e-04 1.03478808e-04 1.07018949e-04 1.01765915e-04 1.09052592e-04
1.172264 1.12140183e-04 1.10567501e-04 1.14335455e-04 1.08743380e-04 1.16506801e-04
1.174900 1.19446446e-04 1.17782263e-04 1.21774484e-04 1.15850017e-04 1.24086968e-04
1.177536 1.27425642e-04 1.25658721e-04 1.29898064e-04 1.23612437e-04 1.32363473e-04
1.180172 1.35492317e-04 1.33614782e-04 1.38118155e-04 1.31462499e-04 1.40729313e-04
1.182808 1.44112535e-04 1.42124733e-04 1.46896778e-04 1.39852526e-04 1.49668521e-04
1.185444 1.52814216e-04 1.50720775e-04 1.55757562e-04 1.48316503e-04 1.58690706e-04
1.188080 1.61813064e-04 1.59619694e-04 1.64920483e-04 1.57084075e-04 1.68019856e-04
1.190716 1.70862314e-04 1.68555792e-04 1.74132548e-04 1.65902403e-04 1.77399734e-04
