# Q2	W	Sigma_L(GeV^-2)	Sigma_T(GeV^-2)	R
6.065000e+00	1.070000e+00	-7.122902e-09	1.006541e-04	-7.076611e-05
6.065000e+00	1.077186e+00	-9.193110e-09	1.228720e-04	-7.481861e-05
6.065000e+00	1.084372e+00	-6.176330e-09	1.432768e-04	-4.310766e-05
6.065000e+00	1.091558e+00	-1.210109e-09	1.625248e-04	-7.445687e-06
6.065000e+00	1.098744e+00	4.367740e-09	1.811490e-04	2.411131e-05
6.065000e+00	1.105930e+00	1.064596e-08	1.995858e-04	5.334029e-05
6.065000e+00	1.113116e+00	1.876784e-08	2.182045e-04	8.601034e-05
6.065000e+00	1.120302e+00	2.827864e-08	2.376022e-04	1.190168e-04
6.065000e+00	1.127487e+00	3.817080e-08	2.586086e-04	1.476007e-04
6.065000e+00	1.134673e+00	5.009834e-08	2.819176e-04	1.777056e-04
6.065000e+00	1.141859e+00	6.340692e-08	3.078716e-04	2.059525e-04
6.065000e+00	1.149045e+00	7.630590e-08	3.366013e-04	2.266952e-04
6.065000e+00	1.156231e+00	8.948033e-08	3.679938e-04	2.431572e-04
6.065000e+00	1.163417e+00	1.070645e-07	4.006898e-04	2.672005e-04
6.065000e+00	1.170603e+00	1.299136e-07	4.330629e-04	2.999878e-04
6.065000e+00	1.177789e+00	1.548070e-07	4.642613e-04	3.334480e-04
6.065000e+00	1.184975e+00	1.800046e-07	4.952320e-04	3.634753e-04
6.065000e+00	1.192161e+00	2.079014e-07	5.271200e-04	3.944101e-04
6.065000e+00	1.199347e+00	2.399421e-07	5.608386e-04	4.278273e-04
6.065000e+00	1.206533e+00	2.732338e-07	5.970415e-04	4.576462e-04
6.065000e+00	1.213719e+00	3.076358e-07	6.362471e-04	4.835162e-04
6.065000e+00	1.220905e+00	3.459204e-07	6.780369e-04	5.101793e-04
6.065000e+00	1.228090e+00	3.895187e-07	7.212238e-04	5.400802e-04
6.065000e+00	1.235276e+00	4.367698e-07	7.647892e-04	5.710983e-04
6.065000e+00	1.242462e+00	4.869674e-07	8.084707e-04	6.023315e-04
6.065000e+00	1.249648e+00	5.411658e-07	8.523720e-04	6.348940e-04
6.065000e+00	1.256834e+00	6.002359e-07	8.966697e-04	6.694058e-04
6.065000e+00	1.264020e+00	6.629928e-07	9.418858e-04	7.038993e-04
6.065000e+00	1.271206e+00	7.299577e-07	9.885929e-04	7.383805e-04
6.065000e+00	1.278392e+00	8.022163e-07	1.037238e-03	7.734159e-04
6.065000e+00	1.285578e+00	8.780167e-07	1.088058e-03	8.069574e-04
6.065000e+00	1.292764e+00	9.567906e-07	1.141230e-03	8.383854e-04
6.065000e+00	1.299950e+00	1.041020e-06	1.196332e-03	8.701769e-04
6.065000e+00	1.307136e+00	1.133293e-06	1.252211e-03	9.050339e-04
6.065000e+00	1.314322e+00	1.232237e-06	1.307830e-03	9.421998e-04
6.065000e+00	1.321508e+00	1.335322e-06	1.363196e-03	9.795525e-04
6.065000e+00	1.328693e+00	1.443035e-06	1.419031e-03	1.016915e-03
6.065000e+00	1.335879e+00	1.558073e-06	1.475998e-03	1.055607e-03
6.065000e+00	1.343065e+00	1.679297e-06	1.534580e-03	1.094304e-03
6.065000e+00	1.350251e+00	1.805379e-06	1.595171e-03	1.131778e-03
6.065000e+00	1.357437e+00	1.937531e-06	1.657920e-03	1.168652e-03
6.065000e+00	1.364623e+00	2.077752e-06	1.722223e-03	1.206436e-03
6.065000e+00	1.371809e+00	2.225809e-06	1.787359e-03	1.245306e-03
6.065000e+00	1.378995e+00	2.380449e-06	1.852872e-03	1.284735e-03
6.065000e+00	1.386181e+00	2.542164e-06	1.918736e-03	1.324916e-03
6.065000e+00	1.393367e+00	2.711951e-06	1.984978e-03	1.366238e-03
6.065000e+00	1.400553e+00	2.889591e-06	2.051793e-03	1.408325e-03
6.065000e+00	1.407739e+00	3.074606e-06	2.119545e-03	1.450597e-03
6.065000e+00	1.414925e+00	3.268211e-06	2.188570e-03	1.493309e-03
6.065000e+00	1.422111e+00	3.470067e-06	2.259065e-03	1.536063e-03
6.065000e+00	1.429296e+00	3.679163e-06	2.331148e-03	1.578262e-03
6.065000e+00	1.436482e+00	3.896076e-06	2.404818e-03	1.620112e-03
6.065000e+00	1.443668e+00	4.123301e-06	2.479502e-03	1.662955e-03
6.065000e+00	1.450854e+00	4.361299e-06	2.554478e-03	1.707315e-03
6.065000e+00	1.458040e+00	4.608177e-06	2.629331e-03	1.752604e-03
6.065000e+00	1.465226e+00	4.863139e-06	2.704386e-03	1.798241e-03
6.065000e+00	1.472412e+00	5.127765e-06	2.780071e-03	1.844472e-03
6.065000e+00	1.479598e+00	5.403044e-06	2.856734e-03	1.891336e-03
6.065000e+00	1.486784e+00	5.687582e-06	2.934620e-03	1.938098e-03
6.065000e+00	1.493970e+00	5.981397e-06	3.013933e-03	1.984582e-03
6.065000e+00	1.501156e+00	6.285966e-06	3.094520e-03	2.031322e-03
6.065000e+00	1.508342e+00	6.602008e-06	3.175939e-03	2.078758e-03
6.065000e+00	1.515528e+00	6.928695e-06	3.257793e-03	2.126806e-03
6.065000e+00	1.522714e+00	7.265853e-06	3.339948e-03	2.175439e-03
6.065000e+00	1.529899e+00	7.614143e-06	3.422391e-03	2.224802e-03
6.065000e+00	1.537085e+00	7.974036e-06	3.505145e-03	2.274952e-03
6.065000e+00	1.544271e+00	8.345060e-06	3.588375e-03	2.325582e-03
6.065000e+00	1.551457e+00	8.727619e-06	3.672274e-03	2.376626e-03
6.065000e+00	1.558643e+00	9.122299e-06	3.756998e-03	2.428082e-03
6.065000e+00	1.565829e+00	9.528314e-06	3.842646e-03	2.479623e-03
6.065000e+00	1.573015e+00	9.945518e-06	3.929292e-03	2.531122e-03
